,PRPF31 (26121)
ACH-000004,-1.5596800735319483
ACH-000005,-1.6297531769331488
ACH-000007,-1.2115294709172548
ACH-000009,-1.314943538643686
ACH-000011,-0.8933863288078261
ACH-000012,-1.1756815248201975
ACH-000013,-1.2211382208918569
ACH-000014,-1.1708560821080447
ACH-000015,-1.3195827205298556
ACH-000017,-1.3759113650573578
ACH-000018,-1.303234024912396
ACH-000019,-1.744065384465978
ACH-000021,-1.1095922425910285
ACH-000022,-1.2443750516108545
ACH-000025,-1.1189452849937949
ACH-000028,-1.1794059508482606
ACH-000030,-1.1374588854716188
ACH-000035,-1.0011335184486183
ACH-000036,-1.1865820956443784
ACH-000037,-1.3467407460547287
ACH-000039,-1.1490170637453134
ACH-000040,-1.0007368830944297
ACH-000041,-1.514257501696544
ACH-000042,-1.1580092995949396
ACH-000045,-1.0691389088479402
ACH-000047,-1.0928175571909335
ACH-000052,-1.2622317467069473
ACH-000053,-1.468154194360004
ACH-000054,-1.223754401794923
ACH-000055,-1.165146125331144
ACH-000060,-1.253953353411904
ACH-000067,-1.4436312599724537
ACH-000070,-1.2381073684510342
ACH-000075,-1.1690644584455707
ACH-000078,-1.4408014690737132
ACH-000082,-1.1614702870968518
ACH-000085,-1.3414208570653607
ACH-000086,-1.213699060658685
ACH-000087,-1.3627563681527033
ACH-000092,-1.336140405219927
ACH-000095,-1.2527336288267084
ACH-000097,-1.3685260012939042
ACH-000098,-1.3109859946963454
ACH-000099,-1.1981698653614228
ACH-000108,-1.3214926206373134
ACH-000113,-1.175284637376916
ACH-000116,-1.140039970728151
ACH-000118,-1.0455275033410911
ACH-000120,-1.1820807885916829
ACH-000123,-1.2541950996764228
ACH-000127,-1.2087177417613177
ACH-000128,-1.0597189173231536
ACH-000132,-1.3213231964023768
ACH-000133,-1.3401001357084776
ACH-000137,-1.3359211024707915
ACH-000138,-1.100106714480361
ACH-000142,-1.0346867294332165
ACH-000143,-1.191538683876604
ACH-000146,-1.3814806213957742
ACH-000148,-1.0725118964298508
ACH-000150,-1.1834200159765054
ACH-000152,-1.1632244184235672
ACH-000153,-1.1101899374396464
ACH-000159,-1.1537215050232703
ACH-000160,-1.1279791208412402
ACH-000163,-0.9519728980397644
ACH-000167,-1.620128980609664
ACH-000168,-1.0886210124151243
ACH-000169,-1.2214335190035417
ACH-000178,-1.2855933795435557
ACH-000183,-1.2672955537677504
ACH-000188,-1.1815497297922497
ACH-000189,-0.8832599343896747
ACH-000190,-1.0107439840135508
ACH-000198,-1.237013610556425
ACH-000203,-1.4685438575358396
ACH-000204,-1.2026686403039266
ACH-000206,-1.3771118646440312
ACH-000207,-1.3243394585647859
ACH-000208,-1.4674790013958798
ACH-000210,-1.247974585342236
ACH-000211,-1.3752237352514858
ACH-000215,-1.1104359208683725
ACH-000221,-1.5217233042216998
ACH-000222,-1.223508475453796
ACH-000223,-1.2862722955389745
ACH-000226,-1.1712960458789246
ACH-000227,-1.1256636484427278
ACH-000228,-1.2630888417327848
ACH-000231,-1.2559162560445454
ACH-000232,-1.2238161910165255
ACH-000233,-1.2598653348850346
ACH-000234,-1.126328255685059
ACH-000235,-1.1345376577576065
ACH-000237,-1.3041772804590759
ACH-000238,-1.1766796512425426
ACH-000242,-1.1056304142990578
ACH-000243,-1.2175929729704489
ACH-000244,-1.321017333795463
ACH-000246,-1.0823152743007
ACH-000248,-1.3011391878163276
ACH-000250,-1.1769643874542028
ACH-000251,-1.217699941914924
ACH-000252,-1.0544470243137822
ACH-000253,-1.20033425919451
ACH-000255,-1.1970419791183655
ACH-000256,-1.1308142301108035
ACH-000257,-1.2601419329000625
ACH-000258,-1.2322610122179838
ACH-000259,-1.3990575372276346
ACH-000260,-1.1463547522099378
ACH-000261,-1.2611954956980889
ACH-000262,-1.0663919438736509
ACH-000263,-1.2816223563459124
ACH-000264,-1.3512953948523945
ACH-000265,-1.2250813051343927
ACH-000266,-1.2265903176741508
ACH-000272,-1.0823629635667815
ACH-000274,-1.2253721311283379
ACH-000277,-1.3696553688304594
ACH-000278,-1.4395506069126554
ACH-000279,-1.199133834166616
ACH-000280,-1.1916976270976236
ACH-000281,-1.1180917937071386
ACH-000288,-1.1400397723240037
ACH-000291,-1.134552366503942
ACH-000293,-1.187620734730758
ACH-000294,-1.3024757595256349
ACH-000295,-1.1764817099615623
ACH-000296,-1.3926914242493094
ACH-000302,-1.5266749703058742
ACH-000304,-1.0903902526902207
ACH-000307,-1.0978924062732986
ACH-000308,-1.541315226597448
ACH-000310,-1.260609798253565
ACH-000311,-1.222540209727016
ACH-000312,-1.2267602305027219
ACH-000315,-1.203807096954615
ACH-000316,-0.8800122942877555
ACH-000317,-1.2997710658891144
ACH-000318,-1.509526988235273
ACH-000319,-1.1466906853096976
ACH-000320,-1.2948554025426795
ACH-000322,-1.2235921636780551
ACH-000323,-1.3242563432356442
ACH-000324,-1.3366330983588837
ACH-000329,-1.1934370255417126
ACH-000330,-1.2100384756526947
ACH-000331,-1.1729264215929749
ACH-000332,-1.2594367829480044
ACH-000334,-1.3808564354497403
ACH-000335,-0.8893490931868946
ACH-000336,-1.0149466876571012
ACH-000337,-1.4035999077273678
ACH-000338,-1.1963953683968322
ACH-000339,-1.1517537813192948
ACH-000341,-1.140951475675946
ACH-000348,-1.130964159282581
ACH-000350,-1.2623439585260443
ACH-000352,-1.3368967970552643
ACH-000356,-1.0149340383207814
ACH-000361,-0.9812086321441764
ACH-000362,-1.2687902805600089
ACH-000363,-1.1254322527815577
ACH-000364,-1.0833410873928258
ACH-000365,-1.5432526585749968
ACH-000366,-1.3101194858013827
ACH-000368,-1.2161863273568831
ACH-000374,-1.4290307627293313
ACH-000375,-1.0846182812216667
ACH-000376,-1.0193908785888417
ACH-000381,-1.1002965878569853
ACH-000383,-1.2831936944513491
ACH-000387,-1.20510891786714
ACH-000389,-1.3980924059551234
ACH-000390,-1.3589864280295594
ACH-000393,-1.032206484528196
ACH-000395,-1.1884093174397647
ACH-000396,-1.3353473447096893
ACH-000397,-1.6386597666034677
ACH-000401,-1.3685008718375042
ACH-000402,-1.5422384631898385
ACH-000403,-1.2097180145688793
ACH-000404,-1.2107033678903314
ACH-000406,-1.379941752403407
ACH-000407,-1.3757374052297688
