,ATG2B (55102)
ACH-000004,0.17475586309505986
ACH-000005,0.036801976638154606
ACH-000007,0.15053661468809587
ACH-000009,0.027727786912976254
ACH-000011,0.06857853299156698
ACH-000012,0.10007833678748833
ACH-000013,0.22566877979321864
ACH-000014,0.15106298619716865
ACH-000015,0.12914649369979356
ACH-000017,0.10224082045006933
ACH-000018,0.18056143133868952
ACH-000019,0.16577755421348764
ACH-000021,0.12969806314767315
ACH-000022,0.15670315707551086
ACH-000025,0.22060638065982915
ACH-000028,0.1251706841691091
ACH-000030,0.09652491118221376
ACH-000035,0.14514172751988674
ACH-000036,0.144437709544893
ACH-000037,0.16311539586328644
ACH-000039,0.1910124299392882
ACH-000040,0.08065360480347837
ACH-000041,0.12244892451829335
ACH-000042,0.012066880318063114
ACH-000045,0.14948329623028855
ACH-000047,0.16023426061406376
ACH-000052,-0.1806934653523292
ACH-000053,0.07022057544294738
ACH-000054,0.09685291128988953
ACH-000055,0.07309253385979002
ACH-000060,0.05929631084895631
ACH-000067,0.11547701737922958
ACH-000070,0.08691344976273774
ACH-000075,0.12428966984231801
ACH-000078,0.14368508171209038
ACH-000082,0.07404452510546601
ACH-000085,-0.10461688529276936
ACH-000086,0.1771721361611764
ACH-000087,-0.04014831880005856
ACH-000092,0.20352414675082026
ACH-000095,0.08704607008851548
ACH-000097,0.08253946047355469
ACH-000098,0.08232749198789156
ACH-000099,0.12152582957308546
ACH-000108,0.1506278608073807
ACH-000113,0.06951056048381739
ACH-000116,0.09967545875424533
ACH-000118,0.113171043128159
ACH-000120,0.14836460018941142
ACH-000123,0.056683220869090625
ACH-000127,-0.02209126526302659
ACH-000128,0.06278113574879282
ACH-000132,0.08323356927855008
ACH-000133,0.1598711394770995
ACH-000137,0.13631637398478366
ACH-000138,0.05212189573708505
ACH-000142,0.15244632529263016
ACH-000143,0.026472748393037118
ACH-000146,0.17920847511127486
ACH-000148,0.09874855813320524
ACH-000150,0.2023049895836906
ACH-000152,0.13078593525326354
ACH-000153,0.2738712066654587
ACH-000159,0.06373511436256626
ACH-000160,0.11297939158034705
ACH-000163,0.009194216342991607
ACH-000167,0.24042036613961384
ACH-000168,0.14695427135617656
ACH-000169,0.017413555508492596
ACH-000178,0.1135323390182078
ACH-000183,0.17415331109762966
ACH-000188,0.18223588550057954
ACH-000189,0.20793454738767891
ACH-000190,0.13489860677524426
ACH-000198,0.21090039867333069
ACH-000203,0.046521757351536255
ACH-000204,0.17169635342601153
ACH-000206,0.1047207663461526
ACH-000207,0.16719009422141534
ACH-000208,0.01853475187614649
ACH-000210,0.1356031712513189
ACH-000211,0.10441098504940692
ACH-000215,0.11150051689822478
ACH-000221,-0.05420485922081435
ACH-000222,0.1038204709242634
ACH-000223,0.08183353605421471
ACH-000226,0.09908686939868236
ACH-000227,0.189327408624124
ACH-000228,0.08076342138646582
ACH-000231,0.10086622597806554
ACH-000232,0.033496182021161086
ACH-000233,0.09359079895726784
ACH-000234,-0.008764613557250191
ACH-000235,0.03746698504528613
ACH-000237,0.14301593252873485
ACH-000238,-0.1007369012713206
ACH-000242,-0.039191261083697686
ACH-000243,0.1427840275885283
ACH-000244,0.060358324344665315
ACH-000246,0.13625332159111012
ACH-000248,0.018546298956065164
ACH-000250,0.1208452324095785
ACH-000251,0.16819181961256954
ACH-000252,0.011979485620668105
ACH-000253,0.17735339208479994
ACH-000255,0.19252226922522706
ACH-000256,0.2517889628757331
ACH-000257,0.05907115646033044
ACH-000258,0.13910739927074098
ACH-000259,0.005867419925109742
ACH-000260,0.07369465646079983
ACH-000261,0.06913687049187384
ACH-000262,0.1661189705975446
ACH-000263,-0.06605238836142999
ACH-000264,0.1505815070527203
ACH-000265,0.06373371623580698
ACH-000266,0.09165845198240656
ACH-000272,0.08334301663570404
ACH-000274,0.11891839735404985
ACH-000277,-0.0077874313164917235
ACH-000278,0.1263773089483263
ACH-000279,0.0683019344631229
ACH-000280,0.13604020872903652
ACH-000281,0.0887952814924394
ACH-000288,0.07822441526183417
ACH-000291,0.07766862409961844
ACH-000293,0.046744047900660654
ACH-000294,0.08935740050934511
ACH-000295,0.0847066603443154
ACH-000296,0.16773895407813574
ACH-000302,0.09673352081086388
ACH-000304,0.0918286569632407
ACH-000307,0.2034323415677841
ACH-000308,0.15557747255556773
ACH-000310,0.08872463533948513
