,RPRM (56475)
ACH-000004,0.1356298589227368
ACH-000005,0.12990333777386814
ACH-000007,0.13741494298145396
ACH-000009,0.1959076945815428
ACH-000011,0.24198056581978344
ACH-000012,0.2474038794395773
ACH-000013,0.19357720099566225
ACH-000014,0.14965007073353512
ACH-000015,0.1642741378944635
ACH-000017,0.1485393756861868
ACH-000018,0.007789560599760338
ACH-000019,0.18190840527209604
ACH-000021,0.2729298359572788
ACH-000022,0.17888039343488632
ACH-000025,0.1952487769978556
ACH-000028,0.08826043720285354
ACH-000030,0.20921146104127394
ACH-000035,0.0946808259581257
ACH-000036,0.20979845393782173
ACH-000037,0.2103841355157321
ACH-000039,0.15398278409904592
ACH-000040,0.20948392936923985
ACH-000041,0.14635311666549028
ACH-000042,0.04503753824187373
ACH-000045,-0.049384609805974734
ACH-000047,0.16292464946475926
ACH-000052,-0.09593248244188328
ACH-000053,0.17778455434492801
ACH-000054,0.1034910497114334
ACH-000055,0.15447760641163175
ACH-000060,0.07224163339446095
ACH-000067,0.14425558797589502
ACH-000070,0.18211413735585974
ACH-000075,0.13594521746095112
ACH-000078,0.34355344310805
ACH-000082,0.24256791976484604
ACH-000085,0.19356589518306472
ACH-000086,0.10943574850131498
ACH-000087,0.2336884663214269
ACH-000092,0.22642670342741675
ACH-000095,0.10012532349983397
ACH-000097,0.22391159272303576
ACH-000098,0.0695023819647881
ACH-000099,0.16711252677883276
ACH-000108,0.1726696663779028
ACH-000113,0.16875941160013594
ACH-000116,0.1899688777561051
ACH-000118,0.0877804123523814
ACH-000120,0.14228635763237674
ACH-000123,0.17074304592005007
ACH-000127,0.13104289733718866
ACH-000128,0.21557816042055392
ACH-000132,0.14779437829278466
ACH-000133,0.058655821771324765
ACH-000137,-0.00023057817757033726
ACH-000138,0.1328668986862836
ACH-000142,0.21838965225062154
ACH-000143,0.04419373864902515
ACH-000146,0.14819559090299672
ACH-000148,0.12134911441293632
ACH-000150,0.21139717234603428
ACH-000152,0.04355309761321365
ACH-000153,0.2506257642390469
ACH-000159,0.025014905066414957
ACH-000160,0.10048034355070233
ACH-000163,0.08851808190449056
ACH-000167,-0.4890239005404447
ACH-000168,0.03328032892585785
ACH-000169,0.2325641073717437
ACH-000178,0.2190852756087954
ACH-000183,0.03391870125377936
ACH-000188,0.11443890252524642
ACH-000189,-0.0009946295473105477
ACH-000190,0.228878791214689
ACH-000198,0.09477530369101846
ACH-000203,0.02428027268467949
ACH-000204,0.17562791867908736
ACH-000206,0.1630262950197641
ACH-000207,0.2296842419724118
ACH-000208,0.06382736103232721
ACH-000210,0.16558426543827426
ACH-000211,0.16487563151718246
ACH-000215,0.13173195426674975
ACH-000221,0.11959715570963995
ACH-000222,0.05805110566763968
ACH-000223,0.13363281572812594
ACH-000226,0.18349781452475306
ACH-000227,0.2875188769438652
ACH-000228,0.1363097573911738
ACH-000231,0.14494611655411993
ACH-000232,0.18290735254638013
ACH-000233,0.2922564575961764
ACH-000234,0.17114962265682507
ACH-000235,0.0783844268695318
ACH-000237,0.09362891092090653
ACH-000238,0.13678080673122134
ACH-000242,-0.0719067112016708
ACH-000243,0.13855508378404907
ACH-000244,0.3368802440610272
ACH-000246,0.21472346067512788
ACH-000248,0.19884013025703826
ACH-000250,0.21965851903608447
ACH-000251,-0.004019627913944802
ACH-000252,0.34688102724651426
ACH-000253,0.231207190808146
ACH-000255,0.15522236572919945
ACH-000256,0.08691000367199178
ACH-000257,0.1730253428900316
ACH-000258,0.3330039111745065
ACH-000259,0.21342389839553005
ACH-000260,0.09198352318121754
ACH-000261,0.15699171460469993
ACH-000262,-0.049279187168989186
ACH-000263,0.1430616687558517
ACH-000264,0.15385823203913265
ACH-000265,0.14518504614047434
ACH-000266,0.11132001310892027
ACH-000272,0.13206070957861432
ACH-000274,0.19519434532590269
ACH-000277,0.10726760990813124
ACH-000278,0.06643229997885466
ACH-000279,0.059941270640219486
ACH-000280,0.15332018327535174
ACH-000281,0.14083754107391136
ACH-000288,0.1515069149661967
ACH-000291,0.280096965454593
ACH-000293,0.21126235013639855
ACH-000294,0.20821828293273345
ACH-000295,0.2995904396703157
ACH-000296,-0.09549973715671244
ACH-000302,0.1938565145389806
ACH-000304,0.1515413311501356
ACH-000307,0.11134022793004797
ACH-000308,0.15008219381366902
ACH-000310,0.15313830761440358
ACH-000311,0.19571455249653985
ACH-000312,0.08352278938265251
ACH-000315,0.07122572082481292
ACH-000316,0.23832871648008624
ACH-000317,0.0495615056524908
ACH-000318,0.19376494278091694
ACH-000319,0.08806714557983387
ACH-000320,0.21520944111135307
ACH-000322,0.04571198497804863
ACH-000323,0.18454929356603236
ACH-000324,0.14286317764359382
ACH-000329,0.15668954147091496
ACH-000330,0.08311241575993318
ACH-000331,0.21826004152191572
ACH-000332,0.14925251980923082
ACH-000334,0.2386222892469077
ACH-000335,-0.214558820526688
ACH-000336,-0.2432983882545104
ACH-000337,0.04766025425444904
ACH-000338,0.8024163485577942
ACH-000339,0.143004550223788
ACH-000341,0.07723831341920602
ACH-000348,0.04997384863345016
ACH-000350,0.05449308867546367
ACH-000352,0.2125650719934216
ACH-000356,0.1895371429531192
ACH-000361,0.23802297582302506
ACH-000362,0.11530607315337313
ACH-000363,0.18076642853380726
ACH-000364,0.12867566734552255
ACH-000365,0.1231588413240082
ACH-000366,0.1508573033885133
ACH-000368,0.07184293482187765
ACH-000374,0.11592582395593876
ACH-000375,0.22498672452212068
ACH-000376,0.06319739597263213
ACH-000381,0.11327200267787345
ACH-000383,0.09565658985468432
ACH-000387,0.27216297456408617
ACH-000389,0.2336602501057491
ACH-000390,0.23594714611871997
ACH-000393,0.13712177880692866
ACH-000395,0.10094729222348073
ACH-000396,-0.18451407425093308
ACH-000397,0.08232797470944027
ACH-000401,0.20869507087774405
ACH-000402,0.3367395537880189
ACH-000403,0.16103395090313552
ACH-000404,0.07373819410804629
ACH-000406,0.097796052876615
ACH-000407,0.07995136735136672
ACH-000408,0.3171999503258009
ACH-000410,0.17048576998649947
ACH-000411,0.10559602973087016
ACH-000414,0.1337959729267077
ACH-000415,0.1362567138691217
ACH-000416,0.06533188713629097
ACH-000420,0.20599373623070952
ACH-000421,0.15352619285056726
