,HIST1H3D (8351)
ACH-000004,0.03001011366054106
ACH-000005,0.046750351505140585
ACH-000007,0.054606767539631486
ACH-000009,0.00033250618305466864
ACH-000011,-0.14908388831128142
ACH-000012,-0.05704578445868073
ACH-000013,-0.126914208255454
ACH-000014,-0.1976483428252168
ACH-000015,-0.19924361219381487
ACH-000017,-0.16293941334031314
ACH-000018,-0.10898359964355783
ACH-000019,-0.2654487373809956
ACH-000021,-0.09882034708701996
ACH-000022,-0.16613401704770014
ACH-000025,-0.13689548996669146
ACH-000028,-0.08123891874085275
ACH-000030,-0.13683420458888876
ACH-000035,-0.3729169326393537
ACH-000036,-0.03304995968729882
ACH-000037,-0.1143373629509333
ACH-000039,-0.3869387550507399
ACH-000040,-0.4394087498525248
ACH-000041,-0.1098887602627748
ACH-000042,-0.14501810306228544
ACH-000045,-0.08140507442219419
ACH-000047,0.0372867131448185
ACH-000052,-0.4133642604544016
ACH-000053,-0.07405631594494885
ACH-000054,-0.023559237158643474
ACH-000055,-0.0689915837220744
ACH-000060,-0.21195700875597356
ACH-000067,-0.19758183077693586
ACH-000070,-0.18158064192327555
ACH-000075,-0.10285694017058364
ACH-000078,-0.25758823655546
ACH-000082,-0.2212917125609489
ACH-000085,-0.3118605424369623
ACH-000086,-0.33762014939777896
ACH-000087,-0.057769882488129524
ACH-000092,-0.12918044988136693
ACH-000095,-0.2783672283139916
ACH-000097,-0.10288800086279444
ACH-000098,-0.2507710349713572
ACH-000099,-0.07842741162706733
ACH-000108,-0.14012048317245002
ACH-000113,-0.2983235239287889
ACH-000116,-0.07879274594530804
ACH-000118,-0.13625509048448742
ACH-000120,-0.21805288928834385
ACH-000123,-0.2179881733994584
ACH-000127,-0.12366124836437707
ACH-000128,-0.3296484561751754
ACH-000132,-0.20603569334727792
ACH-000133,-0.14141855796174785
ACH-000137,-0.3385489805374249
ACH-000138,-0.16447487489312154
ACH-000142,-0.28206412892657523
ACH-000143,-0.07703100734320142
ACH-000146,-0.18941208686358724
ACH-000148,-0.09157491564107044
ACH-000150,-0.2112472259013379
ACH-000152,-0.3046049955132413
ACH-000153,-0.26851725994404363
ACH-000159,-0.1317710064406687
ACH-000160,-0.1185868069975978
ACH-000163,-0.1461312084179728
ACH-000167,-0.29447456149670803
ACH-000168,-0.31297015530654426
ACH-000169,-0.15801566279724374
ACH-000178,-0.17834814243414435
ACH-000183,-0.2010783013877904
ACH-000188,-0.0964344004314666
ACH-000189,-0.16281892865225867
ACH-000190,-0.2449387471795195
ACH-000198,-0.04694224555005154
ACH-000203,-0.002015642716548689
ACH-000204,0.0028295358761431656
ACH-000206,-0.5463289687193317
ACH-000207,-0.21206817951097529
ACH-000208,-0.0007143328351035521
ACH-000210,-0.2515250627627142
ACH-000211,-0.2189570083416579
ACH-000215,-0.02469452562845729
ACH-000221,0.08426524490809788
ACH-000222,-0.08278566531282047
ACH-000223,-0.17548793198992466
ACH-000226,-0.07348303416020431
ACH-000227,-0.17121073636734105
ACH-000228,-0.15485440858736715
ACH-000231,-0.32728683768269184
ACH-000232,-0.2473810026764835
ACH-000233,-0.1695506501591936
ACH-000234,-0.17082226665947373
ACH-000235,-0.1943032380306164
ACH-000237,-0.11246931175078392
ACH-000238,-0.1167737868042618
ACH-000242,-0.107791086083572
ACH-000243,-0.20297854001794008
ACH-000244,-0.14974791723935704
ACH-000246,-0.1114142675441126
ACH-000248,-0.1302463748917261
ACH-000250,-0.06864084197789433
ACH-000251,-0.5335871748175465
ACH-000252,0.05149044454942155
ACH-000253,-0.13679722820716872
ACH-000255,-0.17052442122299485
ACH-000256,-0.30148689121784555
ACH-000257,-0.1417891947657078
ACH-000258,-0.10900935481697313
ACH-000259,-0.0773562722282723
ACH-000260,-0.096279593959012
ACH-000261,-0.16500356348455422
ACH-000262,0.1140396532783226
ACH-000263,-0.3007920918034556
ACH-000264,-0.22430524935109952
ACH-000265,-0.12803903875254216
ACH-000266,-0.18308166380653304
ACH-000272,-0.19293525761612126
ACH-000274,-0.09984666733986146
ACH-000277,-0.13351093717642046
ACH-000278,-0.21067411518531987
ACH-000279,-0.10874289575495116
ACH-000280,-0.15799451880917575
ACH-000281,-0.16511225223573198
ACH-000288,-0.05960499315123224
ACH-000291,-0.15787890297015342
ACH-000293,-0.10786316993117537
ACH-000294,-0.18359693198680235
ACH-000295,-0.4530908053123384
ACH-000296,-0.10644387941197714
ACH-000302,-0.22517696513528676
ACH-000304,-0.0059820789897066075
ACH-000307,-0.03041982251952317
ACH-000308,-0.2912611409797439
ACH-000310,-0.21170009663025294
ACH-000311,-0.14888461906861672
ACH-000312,-0.1820315437389376
ACH-000315,0.183389204530588
ACH-000316,-0.1512705411217427
ACH-000317,-0.133076582415855
ACH-000318,0.02477623980652546
ACH-000319,-0.2059354402804463
ACH-000320,-0.11633572946543605
ACH-000322,-0.2158164534098556
ACH-000323,-0.1158212677732362
ACH-000324,-0.08961472659733001
ACH-000329,-0.12241139247470464
ACH-000330,-0.3465237713719816
ACH-000331,-0.1895265921935496
ACH-000332,-0.16788173365087036
ACH-000334,-0.2394066628711547
ACH-000335,-0.045795462046948135
ACH-000336,-0.3658293134580413
ACH-000337,-0.23991398894317595
ACH-000338,0.15248249961397142
ACH-000339,-0.11107086155012597
ACH-000341,-0.08555154014170657
ACH-000348,-0.150093921731281
ACH-000350,-0.2375560160211513
ACH-000352,-0.1756061655270192
ACH-000356,-0.12603127468077222
ACH-000361,-0.45012933623857787
ACH-000362,-0.2531455015519981
ACH-000363,-0.1973447588091384
ACH-000364,-0.07306839605314211
ACH-000365,0.01408384135392396
ACH-000366,-0.14881566462131568
ACH-000368,-0.308517363974658
ACH-000374,-0.2967132766191484
ACH-000375,-0.05620345109652488
ACH-000376,-0.16762517935382013
ACH-000381,-0.13926286901174925
ACH-000383,-0.12911192711182104
ACH-000387,-0.2945880886984932
ACH-000389,-0.08370535358047278
ACH-000390,-0.15830288935725634
ACH-000393,-0.4118477001526562
ACH-000395,0.06698527507721648
ACH-000396,0.2298337021929425
ACH-000397,0.009460412506747395
ACH-000401,-0.11427589792557052
ACH-000402,-0.3426606019803269
ACH-000403,-0.2397373787327568
ACH-000404,-0.14178188623327684
ACH-000406,-0.09856598252831733
ACH-000407,-0.2639614301620435
ACH-000408,-0.07956453256676033
ACH-000410,-0.03654936269798571
ACH-000411,-0.22291006216305495
ACH-000414,-0.2977876601436553
ACH-000415,-0.12940476968380674
ACH-000416,-0.05382798479124196
ACH-000420,-0.17536260536976386
ACH-000421,-0.2711450776131793
ACH-000424,-0.2921751583445697
ACH-000425,-0.1686937637591374
ACH-000426,-0.263860107253011
ACH-000427,-0.17786225578736908
ACH-000433,-0.252657445559346
ACH-000435,-0.07138084122028683
ACH-000436,-0.14527722243149932
ACH-000444,-0.05772612022259285
ACH-000445,-0.07504021607753905
ACH-000448,-0.19767280762146344
ACH-000450,-0.2832085029234519
ACH-000452,-0.19716594193645304
ACH-000454,-0.3940164376610201
ACH-000458,-0.3467496562325734
ACH-000459,-0.2533586919621777
ACH-000460,-0.18794921541796064
ACH-000461,-0.19817366899862546
ACH-000463,-0.1577229420672614
ACH-000464,-0.054696223545731566
ACH-000466,-0.16656590947184172
ACH-000467,-0.08400188976749963
ACH-000468,-0.14913345721232474
ACH-000469,-0.2876722221558193
ACH-000470,-0.1898104464582723
ACH-000471,-0.03904793540059917
ACH-000472,-0.19901167737234995
ACH-000473,-0.0770622758985857
ACH-000475,-0.10720423358898812
ACH-000476,-0.41754330585844895
ACH-000477,-0.22850756283130624
ACH-000479,-0.19518916989499813
ACH-000480,-0.006179907249609811
ACH-000481,-0.11125672164432997
ACH-000483,0.08563751553032169
ACH-000484,-0.04018086666683485
ACH-000485,-0.06390385008662054
ACH-000486,-0.21711464586131174
ACH-000487,-0.3491593907947936
ACH-000488,-0.18148607547964613
ACH-000490,-0.3092028442173334
ACH-000491,-0.30412877039585223
ACH-000495,0.02203968866753909
ACH-000496,-0.1982496188937723
ACH-000499,-0.3466621282230447
ACH-000500,-0.2749375902592731
ACH-000502,-0.05474249262433758
