,MVP (9961)
ACH-000004,-0.026388815298381503
ACH-000005,-0.2826782640561645
ACH-000007,-0.13541666549992692
ACH-000009,0.048440738584484416
ACH-000011,0.09452111641026156
ACH-000012,-0.018832847446298116
ACH-000013,-0.13000932948295724
ACH-000014,-0.16933910544772335
ACH-000015,-0.11436437972124285
ACH-000017,-0.2413913044638775
ACH-000018,-0.14632090420141075
ACH-000019,-0.20790545146620856
ACH-000021,-0.22209791589458136
ACH-000022,0.008245881902917035
ACH-000025,-0.12611815038623198
ACH-000028,-0.17298549275698022
ACH-000030,0.10470422594085617
ACH-000035,-0.13724959568549636
ACH-000036,0.05997212090529189
ACH-000037,-0.05323818374534735
ACH-000039,-0.041423129936219084
ACH-000040,0.07260495168566856
ACH-000041,0.04361148627152514
ACH-000042,0.021859434886174187
ACH-000045,-0.14075132333280746
ACH-000047,-0.11641280449246333
ACH-000052,-0.11632001893750744
ACH-000053,-0.0015691844248858554
ACH-000054,0.00023705019218530425
ACH-000055,-0.12504296970990866
ACH-000060,0.10927595296214664
ACH-000067,-0.07698960659871115
ACH-000070,-0.20279313197116333
ACH-000075,-0.1624683424405304
ACH-000078,-0.15386199714307816
ACH-000082,-0.16183245905279042
ACH-000085,0.044622484125219526
ACH-000086,-0.06739616110311795
ACH-000087,0.05229829299611867
ACH-000092,0.012950261648833741
ACH-000095,0.008911221973596983
ACH-000097,-0.06579950715342814
ACH-000098,-0.061006844782708514
ACH-000099,0.021609789829561785
ACH-000108,-0.056908323661158826
ACH-000113,-0.14147470529196582
ACH-000116,-0.06511503309678908
ACH-000118,-0.12342622239581287
ACH-000120,-0.1005011574448348
ACH-000123,0.0554985348785745
ACH-000127,-0.1747281957773987
ACH-000128,-0.11425368194086268
ACH-000132,-0.04236810791598602
ACH-000133,-0.022315951011527547
ACH-000137,-0.022694823608590826
ACH-000138,0.006364314546417957
ACH-000142,-0.07735643175258254
ACH-000143,-0.1749010935443336
ACH-000146,-0.10492518917265543
ACH-000148,-0.17653921041456616
ACH-000150,0.021973131343980615
ACH-000152,-0.012621148400376809
ACH-000153,-0.08967797995469891
ACH-000159,-0.13859886469987287
ACH-000160,-0.008685161332120552
ACH-000163,0.047294413029454495
ACH-000167,-0.07273203628641113
ACH-000168,-0.18915733510365895
ACH-000169,-0.1026871493584864
ACH-000178,-0.11169881452208208
ACH-000183,-0.2039306139738817
ACH-000188,0.13526784846561227
ACH-000189,0.0637742899142399
ACH-000190,-0.04687038174517698
ACH-000198,-0.033584595591304535
ACH-000203,-0.49248400471892895
ACH-000204,-0.27447823569012664
ACH-000206,-0.031247235449718493
ACH-000207,-0.10096486562019437
ACH-000208,-0.029024893523113538
ACH-000210,-0.6923330611033742
ACH-000211,-0.14614183501393746
ACH-000215,0.008489080477166365
ACH-000221,-0.18989747939191387
ACH-000222,-0.1328409108281051
ACH-000223,0.06986760366699643
ACH-000226,0.032282924189890774
ACH-000227,0.0326052002105415
ACH-000228,-0.17680484910019018
ACH-000231,-0.04443254001275959
ACH-000232,0.06158040430731965
ACH-000233,0.04594313803732655
ACH-000234,-0.06997523988847006
ACH-000235,-0.06798732489393783
ACH-000237,-0.06322280979238698
ACH-000238,0.010154198711412646
ACH-000242,-0.00800876499437048
ACH-000243,-0.10413586168532488
ACH-000244,0.015662156129606152
ACH-000246,-0.019402367626846263
ACH-000248,-0.1445686550903109
ACH-000250,-0.0376172589811879
ACH-000251,-0.03339667530384983
ACH-000252,0.09773423337869948
ACH-000253,0.02176558740301236
ACH-000255,-0.043342332300251266
ACH-000256,-0.026587978008864255
ACH-000257,0.23457353751663898
ACH-000258,-0.02811525242952554
ACH-000259,-0.025811395707749728
ACH-000260,-0.13967512085663333
ACH-000261,-0.016630444518141652
ACH-000262,0.16936967364672362
ACH-000263,-0.07559276995328422
ACH-000264,-0.02622683924117397
ACH-000265,-0.1635590375283867
ACH-000266,-0.07030846208041999
ACH-000272,-0.09266372530543716
ACH-000274,-0.06340013119793447
ACH-000277,0.07140767463113337
ACH-000278,0.051299826633150775
ACH-000279,-0.05762791294932462
ACH-000280,0.016572870825343342
ACH-000281,0.009513905595273764
ACH-000288,-0.061786580579855664
ACH-000291,-0.13964361167459433
ACH-000293,-0.011625368660560012
ACH-000294,0.01913668939623993
ACH-000295,-0.07934443371329332
ACH-000296,0.003996886884762543
ACH-000302,-0.034931069142737664
ACH-000304,-0.11756111469825599
ACH-000307,-0.046318602586179286
ACH-000308,-0.10300238386337328
ACH-000310,-0.07025354618171062
ACH-000311,0.0020792838735248873
ACH-000312,-0.022132658189543
ACH-000315,-0.12800526324528338
ACH-000316,-0.1483393156467815
ACH-000317,-0.04568432215610137
ACH-000318,-0.16461179511272078
ACH-000319,-0.11544804841949867
ACH-000320,0.06110325639701775
ACH-000322,-0.2319119203553015
ACH-000323,-0.18221323685546045
ACH-000324,-0.06741320677497734
ACH-000329,-0.02836416614736803
ACH-000330,-0.029405327464329476
ACH-000331,-0.050879065770885766
ACH-000332,-0.04638869048314298
ACH-000334,0.027628559037576925
ACH-000335,0.2728625674645221
ACH-000336,0.025904439208037883
ACH-000337,-0.08841666744353395
ACH-000338,0.02434924490509802
ACH-000339,-0.005326722431081915
ACH-000341,-0.12276700052965933
ACH-000348,0.006082527011223786
ACH-000350,-0.08848369185251775
ACH-000352,-0.07760223775359283
ACH-000356,-0.08339854299950439
ACH-000361,-0.0385685590676843
ACH-000362,-0.13120088662312668
ACH-000363,0.02506464525508635
ACH-000364,-0.24949575097041965
ACH-000365,-0.2365546663296386
ACH-000366,-0.017205775952616034
ACH-000368,-0.09100105111480374
ACH-000374,-0.009508336713722478
ACH-000375,-0.019275775072736798
ACH-000376,0.012141705751737288
ACH-000381,0.03106194590703145
ACH-000383,-0.06156720759554191
ACH-000387,-0.12947350335825072
ACH-000389,-0.04838317733283569
ACH-000390,-0.1232722805606318
ACH-000393,0.08871129250109794
ACH-000395,0.013373683272134774
ACH-000396,0.12614681727207422
ACH-000397,-0.1207847771795472
ACH-000401,0.013189307399893121
ACH-000402,-0.2362854550736301
ACH-000403,0.009527072684199495
ACH-000404,-0.043998567042323286
ACH-000406,-0.13098307764204795
ACH-000407,-0.14622956992391606
ACH-000408,-0.0026967187983586893
ACH-000410,0.024420227155679246
ACH-000411,0.046257247462982674
ACH-000414,0.03960036737003489
ACH-000415,-0.0923635402402982
ACH-000416,-0.039865545992801926
ACH-000420,0.0044718094169648856
ACH-000421,-0.15644844166239258
ACH-000424,-0.061687317000554624
ACH-000425,-0.21104881366631836
ACH-000426,-0.03486372498155192
ACH-000427,0.07881558860283598
ACH-000433,-0.3866177637129144
ACH-000435,-0.062786851362965
ACH-000436,-0.18732295049829886
ACH-000444,-0.023259366162034483
ACH-000445,-0.019826763343008612
ACH-000448,-0.06759407205885284
ACH-000450,-0.1879303446423401
ACH-000452,-0.16027034047103295
ACH-000454,0.01433643147721624
ACH-000458,0.037785850200070886
ACH-000459,0.16695624344409102
ACH-000460,0.02117711703210665
ACH-000461,-0.07701728782699979
ACH-000463,-0.07505850649886282
ACH-000464,-0.0900402910042374
ACH-000466,0.0838554855461692
ACH-000467,-0.06668530663902349
ACH-000468,-0.08615727977485099
ACH-000469,-0.07026198333990134
ACH-000470,0.1196219651139577
ACH-000471,-0.06581278048064583
ACH-000472,-0.06348807518467503
ACH-000473,-0.046409083719465366
ACH-000475,0.009184871937758231
ACH-000476,0.013888162371918138
ACH-000477,-0.006556771968822986
ACH-000479,0.018984451143263917
ACH-000480,0.04837342021022949
ACH-000481,-0.08219269403456378
ACH-000483,-0.12796824905946144
ACH-000484,-0.02500035351623926
ACH-000485,0.013054326167574085
ACH-000486,-0.09385590216896347
ACH-000487,-0.10080614398514327
ACH-000488,-0.027247016247499457
ACH-000490,-0.1445943867621836
ACH-000491,-0.007571298373982333
ACH-000495,-0.11017927829080627
ACH-000496,-0.04519098771851028
ACH-000499,0.01335018889403628
ACH-000500,-0.01100129472852024
ACH-000502,0.0012307103541233167
ACH-000503,0.06760756099953613
ACH-000505,-0.10061491053767194
ACH-000507,0.07623386096295348
ACH-000510,-0.13871636124978862
ACH-000511,0.0279342479107748
ACH-000512,0.1115523051930712
ACH-000516,-0.1318814002520842
ACH-000517,-0.032639423990535904
ACH-000518,-0.002432215673832066
ACH-000520,-0.06464967772389305
ACH-000521,-0.15831447796465115
ACH-000522,-0.19318898458017605
ACH-000524,0.12444604540926793
ACH-000527,-0.12745896650207925
ACH-000528,0.001151142356438097
ACH-000537,-0.15595663157645087
ACH-000541,-0.16684358121136128
ACH-000542,-0.07771270217651419
ACH-000544,0.07405178608772765
ACH-000545,-0.2264753302747164
ACH-000547,-0.14365191821515874
ACH-000548,-0.07614708733092038
ACH-000549,-0.00884380174020176
ACH-000550,-0.08973778071511322
ACH-000552,-0.1117105220359418
ACH-000556,-0.0927900689472522
ACH-000557,-0.05351526070035557
ACH-000569,0.1618619836941276
ACH-000570,0.064293901759177
ACH-000571,-0.02287625416514702
ACH-000573,-0.08493758674555678
ACH-000576,0.0804007330256069
ACH-000579,-0.19879990086372187
ACH-000580,-0.22420712713017912
ACH-000584,-0.0883375813813586
ACH-000585,-0.09631071410017984
ACH-000588,-0.035708943031073886
ACH-000589,-0.09934451005307852
ACH-000591,0.09830614971372004
ACH-000593,-0.045890434561082806
ACH-000600,-0.044081567342345404
ACH-000601,-0.06699810242799037
ACH-000605,-0.04436896089189442
ACH-000606,-0.018566044198997662
ACH-000608,-0.05586922416125109
ACH-000614,-0.05186564450092118
ACH-000616,-0.06253165777155452
ACH-000618,-0.12806636921621545
ACH-000619,0.13438666283324596
ACH-000620,-0.04786340436506956
ACH-000621,-0.151185448261825
ACH-000622,-0.13504501890202558
ACH-000623,0.0987671864367124
ACH-000624,-0.06276842468530007
ACH-000627,0.10624326002451147
ACH-000630,-0.06362652395704298
ACH-000631,0.018740548659134496
ACH-000632,0.014030515815787205
ACH-000633,-0.03748404107356186
ACH-000637,-0.16362670607615487
ACH-000638,-0.05916790675509113
ACH-000646,-0.05054465806855638
ACH-000647,0.04529857899187092
ACH-000648,-0.0032610625728350263
ACH-000649,-0.04276503939415826
ACH-000651,-0.15533043127736976
ACH-000652,-0.08053275626653864
ACH-000653,-0.092907311928041
ACH-000657,-0.07033152239715186
