,FOSL2 (2355)
ACH-000004,0.005154519616308519
ACH-000005,-0.2162212805341465
ACH-000007,-0.133374667159074
ACH-000009,-0.14088849429735906
ACH-000011,-0.3435582252980233
ACH-000012,-0.027361137752120887
ACH-000013,-0.4800983563072709
ACH-000014,-0.16324967421158054
ACH-000015,-0.040617745225736565
ACH-000017,-0.24202214469559755
ACH-000018,-0.045671413118345286
ACH-000019,-0.20618250630683504
ACH-000021,-0.18688743909491826
ACH-000022,-0.2407736712194592
ACH-000025,-0.1645623779353216
ACH-000028,-0.257675125766492
ACH-000030,-0.3841579817953753
ACH-000035,-0.2359850929673687
ACH-000036,-0.007388687487092176
ACH-000037,-0.2952271884176035
ACH-000039,0.005251496445177039
ACH-000040,-0.169575798068332
ACH-000041,-0.1746945601575256
ACH-000042,-0.04362106517912182
ACH-000045,-0.35913070749151504
ACH-000047,-0.2396431720332046
ACH-000052,-0.2093869711836358
ACH-000053,-0.7482915569639091
ACH-000054,-0.3124947210458152
ACH-000055,-0.3123704990665978
ACH-000060,-0.016895550035481172
ACH-000067,0.05742590682846557
ACH-000070,-0.2457120161330133
ACH-000075,-0.15212296089598326
ACH-000078,-0.28426076297868896
ACH-000082,0.0139597097671853
ACH-000085,-0.3869589527424889
ACH-000086,-0.1628863817983757
ACH-000087,0.03754160034387652
ACH-000092,-0.12332443571289242
ACH-000095,-0.07927650903312414
ACH-000097,-0.2648261326449139
ACH-000098,-0.1036392107110228
ACH-000099,-0.2493148971391261
ACH-000108,-0.17316877942578476
ACH-000113,-0.405250288634175
ACH-000116,-0.10093509368174136
ACH-000118,-0.026454349316062692
ACH-000120,-0.21029769157157024
ACH-000123,0.03740977703481093
ACH-000127,-0.2182836495303349
ACH-000128,-0.485532782865347
ACH-000132,-0.18470892510187356
ACH-000133,-0.18667128193642898
ACH-000137,-0.05156259970761263
ACH-000138,-0.18989809458168613
ACH-000142,-0.2473619169469781
ACH-000143,-0.2334033115318427
ACH-000146,-0.13279773678717818
ACH-000148,0.20113554733201489
ACH-000150,-0.2445806044454393
ACH-000152,-0.1192282131143459
ACH-000153,0.12686787262593213
ACH-000159,-0.36971180769266493
ACH-000160,-0.18166299329840455
ACH-000163,0.04826238883829692
ACH-000167,-0.3692016865102165
ACH-000168,-0.2568620871115035
ACH-000169,-0.2668228847948654
ACH-000178,-0.07228725498764357
ACH-000183,-0.07079559903398201
ACH-000188,-0.22436379916177965
ACH-000189,-0.1449354492270672
ACH-000190,-0.5713111412151737
ACH-000198,-0.6492620132610083
ACH-000203,-0.2365815934364118
ACH-000204,-0.1797134190119624
ACH-000206,0.05021088261830809
ACH-000207,-0.2613817157469109
ACH-000208,-0.1295608756881111
ACH-000210,0.0032334928654754605
ACH-000211,-0.009616096095019008
ACH-000215,-0.1716011589574336
ACH-000221,-0.10454482978161717
ACH-000222,-0.27928703506523794
ACH-000223,-0.06732366419956975
ACH-000226,-0.4593272498880928
ACH-000227,-0.15399398481082
ACH-000228,-0.061746782959336624
ACH-000231,-0.1141672031340554
ACH-000232,-0.21925884833695375
ACH-000233,-0.7514647875304826
ACH-000234,-0.2321334317844493
ACH-000235,-0.07344169803632486
ACH-000237,-0.21879223157182606
ACH-000238,-0.3697192387091393
ACH-000242,0.0104384044819753
ACH-000243,-0.13506342591314752
ACH-000244,0.06074177584816644
ACH-000246,-0.202037793592308
ACH-000248,-0.19900247714582056
ACH-000250,-0.2902534238291425
ACH-000251,-0.19486252671212398
ACH-000252,-0.36008844020417025
ACH-000253,-0.20525381590076486
ACH-000255,0.053050971221729235
ACH-000256,-0.3289497810310412
ACH-000257,-0.1708495402852467
ACH-000258,-0.02646546542539445
ACH-000259,-0.3246317699822383
ACH-000260,-0.22130212280212166
ACH-000261,-0.1060320162401032
ACH-000262,-0.1903366527641206
ACH-000263,-0.3346925954474742
ACH-000264,-0.16962217277535574
ACH-000265,-0.17361595176288655
ACH-000266,-0.29787653530803737
ACH-000272,-0.3640895590952661
ACH-000274,-0.2010197183960387
ACH-000277,-0.2436667118627556
ACH-000278,-0.3107862176738252
ACH-000279,-0.1389489764779655
ACH-000280,-0.010887139284302969
ACH-000281,-0.3186750733490287
ACH-000288,0.0946159045589084
ACH-000291,-0.3742373251653635
ACH-000293,-0.13854835664220722
ACH-000294,-0.4917576256555374
ACH-000295,-0.3647960104197767
ACH-000296,-0.009590937129054369
ACH-000302,-0.10461054719268684
ACH-000304,-0.22194852370373813
ACH-000307,-0.2382693305529612
ACH-000308,-0.19303619282613532
ACH-000310,-0.09093963345485097
ACH-000311,-0.16855240419911274
ACH-000312,-0.27201891637630504
ACH-000315,-0.11029644938815797
ACH-000316,-0.3825540815756317
ACH-000317,-0.2500164280089325
ACH-000318,-0.21479401851797933
ACH-000319,-6.690902592215657e-05
ACH-000320,-0.2457080741147307
ACH-000322,-0.08625194487883728
ACH-000323,-0.3262563577110423
ACH-000324,-0.3176112072493737
ACH-000329,-0.1636535283776311
ACH-000330,-0.5743827768851957
ACH-000331,-0.16986875536491702
ACH-000332,-0.2026167134447879
ACH-000334,0.0943929642846522
ACH-000335,-0.14926279252452104
ACH-000336,0.012134504088065054
ACH-000337,-0.2614196426365897
ACH-000338,-0.5269194904511513
ACH-000339,-0.11584392333803015
ACH-000341,-0.035355562303136814
ACH-000348,-0.17562421785307342
ACH-000350,-0.19304937497589172
ACH-000352,-0.1986855869061652
ACH-000356,-0.07343796458322129
ACH-000361,0.03922001831184626
ACH-000362,-0.3756703391553896
ACH-000363,-0.10819144995540952
ACH-000364,-0.5089627313446636
ACH-000365,-0.08761672797864684
ACH-000366,-0.14639878332609846
ACH-000368,-0.14568940298093472
ACH-000374,-0.07332561680374053
ACH-000375,-0.4571567875378037
ACH-000376,-0.20008866768846487
ACH-000381,-0.2331060655768323
ACH-000383,-0.14350267516134746
ACH-000387,-0.1263756376570837
ACH-000389,-0.18834742256842826
ACH-000390,-0.06643013598273102
ACH-000393,-0.3185867080195728
ACH-000395,-0.14850864632454833
ACH-000396,-0.22803843924575676
ACH-000397,-0.8012717512581168
ACH-000401,-0.19059071629998486
ACH-000402,-0.05450880503551018
ACH-000403,-0.3225066943546928
ACH-000404,-0.21216899481408574
ACH-000406,-0.049907892374990624
ACH-000407,-0.1637751048841722
ACH-000408,-0.3258143234122837
ACH-000410,-0.44808635229759225
ACH-000411,-0.29603765296541784
ACH-000414,-0.223444451460128
ACH-000415,-0.23999161655350024
ACH-000416,-0.12860984823701507
ACH-000420,-0.03577274881051345
ACH-000421,-0.17538708546862858
ACH-000424,0.04802891077300922
ACH-000425,-0.17391445604295258
ACH-000426,-0.15415889940855154
ACH-000427,-0.28098372314701603
ACH-000433,0.031067982810185038
ACH-000435,-0.7176522834993505
ACH-000436,0.049646543806907036
ACH-000444,-0.05268258251346094
ACH-000445,0.13994363621205755
ACH-000448,-0.4528710537900916
ACH-000450,0.08971449871835771
ACH-000452,-0.11614719774838353
ACH-000454,-0.27442652892737324
ACH-000458,-0.19280838573718384
ACH-000459,0.06866130292335099
ACH-000460,-1.0585554093930192
ACH-000461,-0.13352918781333944
ACH-000463,-0.06657867735258946
ACH-000464,0.17664531928407418
ACH-000466,-0.6038024803341427
ACH-000467,-0.08059782184770346
ACH-000468,-0.16460744973519625
