,SUZ12 (23512)
ACH-000004,-0.2770828768060985
ACH-000005,-0.14252400110081445
ACH-000007,0.09110593947312562
ACH-000009,-0.15093068736623766
ACH-000011,-0.07296572113080874
ACH-000012,-0.15860084698853674
ACH-000013,-0.3541825040691808
ACH-000014,-0.1285481322454953
ACH-000015,-0.060917226219370624
ACH-000017,-0.8184392106127769
ACH-000018,-0.314597119255433
ACH-000019,-0.4355451545120392
ACH-000021,-0.14291011835779632
ACH-000022,-0.3098109810022024
ACH-000025,0.2559806727140882
ACH-000028,-0.19496187413021046
ACH-000030,-0.1361612497663
ACH-000035,-0.33492971667029103
ACH-000036,0.3277111375063229
ACH-000037,-0.3098879328882463
ACH-000039,-0.00875713049903642
ACH-000040,0.012568838106342559
ACH-000041,-0.21631779636630166
ACH-000042,-0.2305244292692783
ACH-000045,-0.06640297110642471
ACH-000047,-0.3951741909577569
ACH-000052,-0.3220505907377952
ACH-000053,0.07046127886919784
ACH-000054,0.12757514117534854
ACH-000055,-0.4232812723104085
ACH-000060,0.06759340678599851
ACH-000067,-0.06714915393318102
ACH-000070,-0.4618744901723521
ACH-000075,-0.14102936949779846
ACH-000078,-0.07946672585970692
ACH-000082,-0.2463317098454936
ACH-000085,-0.5168967414153645
ACH-000086,-0.203636086299446
ACH-000087,0.058304689681058175
ACH-000092,-0.4281355711392176
ACH-000095,-0.264050670980191
ACH-000097,-0.4388603432872407
ACH-000098,-0.1255705123295362
ACH-000099,-0.3165377496195356
ACH-000108,0.07906448212668643
ACH-000113,-0.2281648457802803
ACH-000116,-0.2844241920418319
ACH-000118,-0.3801905719528696
ACH-000120,-0.4975997792313688
ACH-000123,-0.2973378226950624
ACH-000127,0.16085443266260052
ACH-000128,-0.19394839175197454
ACH-000132,-0.2471053559848582
ACH-000133,0.05184316870244343
ACH-000137,-0.16048088988923512
ACH-000138,0.21630765847325525
ACH-000142,-0.3915661541816621
ACH-000143,-0.1907566737525689
ACH-000146,-0.2111287817633385
ACH-000148,-0.2941313355018477
ACH-000150,0.03725186998776338
ACH-000152,-0.16045156709419695
ACH-000153,0.3767499736272147
ACH-000159,-0.32137916027101965
ACH-000160,0.0004807865505253199
ACH-000163,-0.2199352672284645
ACH-000167,0.2294254438895512
ACH-000168,-0.117572460576947
ACH-000169,-0.3916865963008997
ACH-000178,-0.2392742663118758
ACH-000183,-0.34875860852235346
ACH-000188,-0.2456019036025572
ACH-000189,-0.6035816482007035
ACH-000190,0.037618248877006134
ACH-000198,-0.17491864383851194
ACH-000203,-0.353045676095656
ACH-000204,-0.2191345366238573
ACH-000206,-0.5758255457558622
ACH-000207,-0.3728728295202565
ACH-000208,-0.02725966550712661
ACH-000210,-0.30951540795690713
ACH-000211,-0.2541415138972013
ACH-000215,-0.05889276817188945
ACH-000221,-0.0008489945433410274
ACH-000222,-0.25741092036718755
ACH-000223,-0.31708933846679754
ACH-000226,-0.3054949862620344
ACH-000227,-0.11411446218207262
ACH-000228,0.009751774023138223
ACH-000231,-0.37398625545536585
ACH-000232,0.10437937437829607
ACH-000233,0.11651752726647753
ACH-000234,-0.4443228411140034
ACH-000235,-0.1669178243263026
ACH-000237,-0.18774100849691885
ACH-000238,-0.17644266114028082
ACH-000242,-0.08488223487738404
ACH-000243,-0.27459844557770746
ACH-000244,0.5429674045640938
ACH-000246,-0.5376596132851497
ACH-000248,-0.6887625103816523
ACH-000250,-0.31746669711411224
ACH-000251,-0.09609371356704403
ACH-000252,-0.08617436312913927
ACH-000253,-0.18090352660261816
ACH-000255,-0.2507461918239077
ACH-000256,-0.381482230751666
ACH-000257,0.010476747407227668
ACH-000258,-0.1118550529073702
ACH-000259,-0.461708536524634
ACH-000260,-0.5626965630438423
ACH-000261,-0.22247771213072626
ACH-000262,-0.20116370596073804
ACH-000263,0.4745928388490774
ACH-000264,-0.1759295282948395
ACH-000265,-0.10152607421945346
ACH-000266,-0.09762665301445883
ACH-000272,-0.31641334108566194
ACH-000274,0.32927728919866833
ACH-000277,-0.21275103218747748
ACH-000278,-0.12070516499165485
ACH-000279,0.015796756361234784
ACH-000280,0.09940108651049596
ACH-000281,-0.17048398602989104
ACH-000288,-0.4026244044588965
ACH-000291,-0.4752886497734519
ACH-000293,-0.09065463672561846
ACH-000294,0.030556370434224836
ACH-000295,-0.24810370056003495
ACH-000296,-0.22344159555612667
ACH-000302,-0.17089700337476468
ACH-000304,-0.18099151896626375
ACH-000307,-0.20875865827718512
ACH-000308,-0.20025466890915025
ACH-000310,-0.2071610927832738
ACH-000311,-0.1254787819444507
ACH-000312,-0.7424251656023712
ACH-000315,-0.7802371678788624
ACH-000316,-0.3546968764907867
ACH-000317,-0.5896666618413275
ACH-000318,-0.023594368525567844
ACH-000319,-0.1391156922260656
ACH-000320,0.0081924870090172
ACH-000322,-0.1045692138895633
ACH-000323,-0.3179147044900151
ACH-000324,-0.08705306458663292
ACH-000329,-0.03096821591872825
ACH-000330,-0.2488587527186858
ACH-000331,-0.2181849499159444
ACH-000332,0.3194079498932121
ACH-000334,-0.6502029585185721
ACH-000335,-0.35061880926914146
