,APLP1 (333)
ACH-000004,-0.14240992855798906
ACH-000005,-0.0031734008728649984
ACH-000007,-0.28782670481601524
ACH-000009,-0.15875713861278615
ACH-000011,-0.19809874405149253
ACH-000012,-0.07105297134612676
ACH-000013,-0.5187025540554311
ACH-000014,-0.08232928102916702
ACH-000015,-0.28018488139482545
ACH-000017,-0.17814573359476987
ACH-000018,-0.34115389988372785
ACH-000019,-0.13329753556565327
ACH-000021,-0.2124834788074466
ACH-000022,-0.17417000012380918
ACH-000025,0.031125680196969863
ACH-000028,-0.2167957511086753
ACH-000030,-0.2167915725241182
ACH-000035,-0.11843911118310516
ACH-000036,-0.07739829797015403
ACH-000037,-0.0954340827766532
ACH-000039,-0.0632390327143016
ACH-000040,-0.12737106340640833
ACH-000041,-0.09341446305251493
ACH-000042,-0.1740226636784552
ACH-000045,-0.11888637807130872
ACH-000047,-0.08945040928439005
ACH-000052,-0.13122842483648015
ACH-000053,-0.09564312627883498
ACH-000054,-0.16152397550951827
ACH-000055,-0.11499171830478695
ACH-000060,-0.20287460299228524
ACH-000067,-0.1639868965850812
ACH-000070,-0.2394806923856952
ACH-000075,-0.20017332457997103
ACH-000078,-0.10100120342158013
ACH-000082,-0.22456390019478245
ACH-000085,-0.16012770339833685
ACH-000086,-0.20822316521755269
ACH-000087,-0.03296868817787195
ACH-000092,-0.3238540785211553
ACH-000095,-0.1203323874590541
ACH-000097,-0.2943656997669116
ACH-000098,-0.19801317725879825
ACH-000099,-0.2253373594843997
ACH-000108,-0.13157268254090534
ACH-000113,-0.1706016179970602
ACH-000116,-0.15886137678698145
ACH-000118,-0.08307869418502821
ACH-000120,-0.14564554906013175
ACH-000123,-0.078480411788945
ACH-000127,-0.0546168261494258
ACH-000128,-0.13988697079980172
ACH-000132,-0.0593678391531082
ACH-000133,-0.26306164246984104
ACH-000137,-0.4911159253387768
ACH-000138,-0.2834826031755128
ACH-000142,-0.15265804001276795
ACH-000143,-0.10955284404697783
ACH-000146,-0.1513518947266272
ACH-000148,0.003068652405335895
ACH-000150,-0.04850387267752936
ACH-000152,-0.18189754190391647
ACH-000153,-0.22839825618433665
ACH-000159,-0.18912246334378505
ACH-000160,-0.08253768700116468
ACH-000163,-0.15301587846259726
ACH-000167,-0.07322400133264548
ACH-000168,-0.00503807292579722
ACH-000169,-0.11276039116558365
ACH-000178,-0.08642867425730771
ACH-000183,-0.1839770276033531
ACH-000188,-0.21723473533366106
ACH-000189,-0.1674817584347685
ACH-000190,-0.39983959177671
ACH-000198,-0.19646817916978074
ACH-000203,-0.3837284914846652
ACH-000204,0.07279375619314628
ACH-000206,-0.0245760413788173
ACH-000207,-0.14565874081881744
ACH-000208,-0.17024283801254794
ACH-000210,-0.31477916396633737
ACH-000211,-0.1307620381512839
ACH-000215,-0.14346836955746833
ACH-000221,-0.20611504257575616
ACH-000222,-0.20154221037228712
ACH-000223,-0.09369291137984057
ACH-000226,-0.14850337406268493
ACH-000227,-0.2957729909016443
ACH-000228,-0.18678543068719164
ACH-000231,-0.15435505684648276
ACH-000232,-0.19037753232194374
ACH-000233,-0.15352465114313846
ACH-000234,-0.144482496237087
ACH-000235,-0.14461060589035554
ACH-000237,-0.15452724304590096
ACH-000238,0.01472738004699289
ACH-000242,-0.24019916676261266
ACH-000243,-0.15679468223933515
ACH-000244,-0.03717487212082994
ACH-000246,-0.18157655704889192
ACH-000248,-0.18878242919483346
ACH-000250,-0.2181224689613786
ACH-000251,-0.6212764895624688
ACH-000252,-0.22338516979145207
ACH-000253,-0.1536257673387011
ACH-000255,-0.274723128222422
ACH-000256,-0.05245956538447424
ACH-000257,-0.20845165285248093
ACH-000258,-0.20495535460299674
ACH-000259,-0.23234337867695606
ACH-000260,-0.1132081791934824
ACH-000261,-0.20645273757449714
ACH-000262,-0.2940429621428764
ACH-000263,0.029027410659606876
ACH-000264,-0.056520163323867015
ACH-000265,-0.1010151776799369
ACH-000266,-0.22273545037904816
ACH-000272,-0.07035264429465249
ACH-000274,-0.16923581752160524
ACH-000277,-0.1792580512595396
ACH-000278,-0.3244577450108447
ACH-000279,-0.050806535731427
ACH-000280,-0.2198768280075978
ACH-000281,-0.08059695469717924
ACH-000288,-0.037989323892279214
