,DBP (1628)
ACH-000646,-0.12991563983259033
ACH-000647,-0.07588657592640329
ACH-000648,0.09002577245438034
ACH-000649,-0.13319467918760353
ACH-000651,-0.0942185005035098
ACH-000652,-0.1842747564417102
ACH-000653,0.014292049671587663
ACH-000657,-0.08028688140160982
ACH-000658,-0.07408907996456995
ACH-000661,-0.18399890909359234
ACH-000662,-0.052864381078971984
ACH-000663,-0.1373361345154079
ACH-000665,-0.09907665653473603
ACH-000671,-0.20163032927182
ACH-000672,-0.3351574326691035
ACH-000673,-0.11380663672282144
ACH-000676,0.008135688480504522
ACH-000677,-0.1844869278119576
ACH-000681,-0.21462410363064002
ACH-000683,-0.02766269280257511
ACH-000684,-0.016272342539560097
ACH-000688,-0.157972698408638
ACH-000693,-0.13556962784891885
ACH-000694,-0.18326119057560986
ACH-000695,0.027288559565532357
ACH-000696,-0.1614139118986904
ACH-000697,-0.05177821145620262
ACH-000699,-0.12587431288487114
ACH-000701,-0.3912267522650713
ACH-000706,-0.1641248098331665
ACH-000711,-0.14569250449384066
ACH-000713,-0.021505768736881672
ACH-000714,-0.07327759539436668
ACH-000718,-0.2940888921705338
ACH-000720,-0.16299523008529407
ACH-000721,-0.04582656484982499
ACH-000724,-0.056690027145136324
ACH-000725,-0.3359703600787101
ACH-000732,-0.16254822955173728
ACH-000734,-0.2045126590900037
ACH-000735,-0.04394591389820127
ACH-000736,-0.1468326172670576
ACH-000738,-0.12954982780222438
ACH-000746,-0.008069077575162701
ACH-000747,-0.029182288167759408
ACH-000748,-0.1492878601002802
ACH-000753,-0.09329174500807892
ACH-000756,-0.1194740826081109
ACH-000757,-0.05450869515912283
ACH-000758,-0.12101328806308342
ACH-000760,0.05187954708621095
ACH-000762,-0.19413783584655664
ACH-000763,-0.054203375811918184
ACH-000764,-0.22464293579312064
ACH-000765,-0.12186459666030512
ACH-000766,-0.2647509482090228
ACH-000767,0.010441446239625122
ACH-000768,-0.17356261457303904
ACH-000769,-0.105671153139348
ACH-000770,-0.034491113268375284
ACH-000771,-0.1676337848758326
ACH-000773,0.04539023079244585
ACH-000776,-0.13569246667375512
ACH-000777,-0.22503964217335093
ACH-000778,-0.009623361749518469
ACH-000781,-0.11150699163793276
ACH-000782,-0.13946005865847366
ACH-000783,-0.17532082698582302
ACH-000784,-0.15684871621742186
ACH-000785,0.011966700196164429
ACH-000787,-0.16522027350976054
ACH-000788,-0.11728483522962392
ACH-000791,0.0033857395806004466
ACH-000792,-0.26100597541186743
ACH-000794,0.005004075410117989
ACH-000796,-0.19726667467947
ACH-000798,-0.4078112883630123
ACH-000799,-0.14408883321607038
ACH-000800,-0.18014770505995475
ACH-000802,-0.04791626038822008
ACH-000804,-0.07107930937394154
ACH-000805,0.07401890017097537
ACH-000809,-0.13448689074990428
ACH-000810,0.0074642140237382235
ACH-000811,-0.1232534828751481
ACH-000817,-0.00905887414103154
ACH-000819,-0.026094919672673886
ACH-000820,-0.44653846110523016
ACH-000821,-0.09478332765347093
ACH-000822,-0.17137495222290208
ACH-000823,-0.09753579177867923
ACH-000824,-0.2732838040198033
ACH-000827,-0.22024710686474172
ACH-000829,-0.3376489589659449
ACH-000831,-0.1615816136241948
ACH-000832,-0.01054024772775792
ACH-000833,0.1147605300854502
ACH-000834,-0.09116873881736416
ACH-000835,-0.16380592403184605
ACH-000836,-0.016273563370660157
ACH-000837,-0.21964503836325103
ACH-000838,-0.12947609317757433
ACH-000839,-0.1025499480260173
ACH-000840,-0.04272902585986616
ACH-000841,-0.1222135344649841
ACH-000843,-0.20496065509545708
ACH-000846,-0.1163813853306162
ACH-000847,-0.15455968569171846
ACH-000848,-0.030196812158458524
ACH-000849,-0.1257255886009538
ACH-000851,0.15920270328714087
ACH-000855,-0.13605049153255871
ACH-000856,-0.20614913915978167
ACH-000858,0.01432545871092603
ACH-000859,-0.16128465374367862
ACH-000861,-0.1085482903391852
ACH-000862,0.005504467049488207
ACH-000865,-0.07640547812495359
ACH-000866,-0.21852352764100075
ACH-000867,-0.08020270150539235
ACH-000869,-0.0905956189208476
ACH-000872,-0.236532671839637
ACH-000873,0.12588601784571796
ACH-000876,-0.07695137316045485
ACH-000878,-0.16003250063471955
ACH-000880,-0.2248081201505845
ACH-000881,-0.21928784998124354
ACH-000882,-0.07071570270499809
ACH-000884,-0.08363928537495803
ACH-000885,-0.09915520216066798
ACH-000887,-0.2066476852179828
ACH-000889,0.017995882875161445
ACH-000896,-0.08549789365587437
ACH-000898,-0.16968457056441244
ACH-000900,-0.04731920150518552
ACH-000901,-0.175051070688819
ACH-000905,-0.0934426410354696
ACH-000906,-0.11491361683190805
ACH-000907,-0.10570343230229756
ACH-000910,-0.03942243167499042
ACH-000911,-0.180009429099589
ACH-000912,-0.13399116086463012
ACH-000913,-0.07658308024695328
ACH-000915,-0.177627365917992
ACH-000916,-0.6094834697420269
ACH-000917,-0.1331509772297586
ACH-000920,-0.2615881620077912
ACH-000921,-0.1398732526023483
ACH-000924,-0.18098717954740728
ACH-000926,0.07388739379821023
ACH-000928,-0.0759890906969601
ACH-000929,-0.17011662821591472
ACH-000932,-0.1452049113203659
ACH-000935,-0.13249681849058825
ACH-000936,-0.26250837449276154
ACH-000937,-0.06869610691845471
ACH-000938,-0.02205689507273358
ACH-000939,-0.3069233982317201
ACH-000941,-0.07045770941701784
ACH-000943,-0.11957110637923472
ACH-000946,-0.1883387462043468
ACH-000947,-0.056309247443939114
ACH-000948,-0.21222055548368365
ACH-000950,-0.05178918549202021
ACH-000953,-0.13146166547058422
ACH-000954,-0.22048783705567526
ACH-000957,-0.10018315802015283
ACH-000958,0.04261289763791277
ACH-000960,-0.08720478812820008
ACH-000963,-0.34182169142841273
ACH-000968,-0.09260389243357983
ACH-000969,-0.11856429310084166
ACH-000972,-0.4729105108743913
ACH-000973,-0.14141136526786693
ACH-000974,-0.20435836532282886
ACH-000978,-0.02524085709937857
ACH-000984,-0.14566898957902358
ACH-000986,-0.03863486946853298
ACH-000988,-0.04641447388437368
ACH-000993,-0.23516627980284316
ACH-000994,-0.21916532941046435
ACH-000996,-0.37218719797101263
ACH-001001,-0.0727912400266924
ACH-001020,-0.2061082648664774
ACH-001028,-0.07604144536064228
ACH-001031,-0.1621792499545645
ACH-001038,-0.06571956854119794
ACH-001048,-0.1461970063982727
ACH-001050,-0.19356371569591155
ACH-001053,-0.053045456606876734
ACH-001054,-0.02662813756834142
ACH-001061,-0.07109208921929636
ACH-001067,-0.08870956529932535
ACH-001075,0.022186532138237958
ACH-001096,-0.12851704338420186
ACH-001111,0.17168282172577462
ACH-001119,-0.30713398469291203
ACH-001128,-0.22894193968804724
ACH-001134,0.06365687559921371
ACH-001151,-0.059056882481241975
ACH-001163,-0.07167856712856938
ACH-001164,-0.25438460298504195
ACH-001183,-0.1331319011386357
ACH-001192,-0.0933843218365316
ACH-001193,0.014437932924486176
ACH-001196,-0.040832722132889535
ACH-001197,-0.03421278461477927
ACH-001205,0.057517251267013764
ACH-001211,-0.01786673334846605
ACH-001212,-0.09276395081935766
ACH-001228,-0.07203560396252451
ACH-001232,-0.04972148978639787
ACH-001239,0.14237940627618842
ACH-001270,-0.42242100307943936
ACH-001274,-0.07247459812358506
ACH-001275,-0.1699456386487512
ACH-001277,0.08126884791945438
ACH-001278,-0.009608804032134469
ACH-001280,-0.11884888973705746
ACH-001283,0.04511774664285791
ACH-001289,-0.05647030708502039
ACH-001300,-0.10631478565847506
ACH-001301,-0.10307527563438668
ACH-001302,-0.00906955758061866
ACH-001306,-0.02286973929881103
ACH-001318,0.05077229617731485
ACH-001322,-0.24165071354205225
ACH-001328,-0.09702885980362297
ACH-001332,-0.10655751598969146
ACH-001336,-0.05513509168863792
ACH-001346,-0.0356067452458051
ACH-001353,-0.17800983877600493
ACH-001354,-0.20240121737603847
ACH-001367,-0.02750628832551193
ACH-001368,-0.13533333876330614
ACH-001374,-0.6097131333144561
ACH-001377,0.006320527762648626
ACH-001380,-0.035839370361040984
ACH-001391,-0.22054375197475867
ACH-001408,-0.1967749114894245
ACH-001430,-0.11354667990768125
ACH-001431,0.0965065730941833
ACH-001450,0.04274682051553677
ACH-001496,-0.2105090054187458
ACH-001500,-0.3942862959441734
ACH-001523,-0.0225057626289624
ACH-001532,-0.22075261350296402
ACH-001550,-0.1471147673912381
ACH-001552,-0.1374295478914267
ACH-001554,-0.1275776016807862
ACH-001654,-0.1484762905104637
ACH-001735,-0.018709572867304243
ACH-001736,-0.02754370258474344
ACH-001737,-0.3247823888658511
ACH-001740,-0.2790832175955583
ACH-001745,-0.10238465709206217
ACH-001765,-0.06278308139210433
