,NUTM2G (441457)
ACH-000188,-0.23130449770077144
ACH-000189,-0.0268931182551186
ACH-000190,-0.10310390725889064
ACH-000198,-0.11715716615021066
ACH-000203,-0.4538244108325778
ACH-000204,-0.21854398374651512
ACH-000206,0.1734273335597385
ACH-000207,-0.1991720340342456
ACH-000208,0.06468342861357525
ACH-000210,-0.31533480171126144
ACH-000211,-0.2081358261294781
ACH-000215,-0.07380272980280908
ACH-000221,-0.17113257368277054
ACH-000222,-0.30313546997922186
ACH-000223,-0.0974780901470745
ACH-000226,-0.060825829955719626
ACH-000227,-0.1901518526977712
ACH-000228,-0.11191942455265602
ACH-000231,-0.015758489155204645
ACH-000232,-0.2036937109853532
ACH-000233,-0.15901508986247734
ACH-000234,-0.16110266100622225
ACH-000235,-0.20791395854633216
ACH-000237,-0.10083026296379363
ACH-000238,-0.2630132038438968
ACH-000242,0.2166296461207005
ACH-000243,-0.07718123379906801
ACH-000244,-0.1797134204385861
ACH-000246,-0.11969751016662004
ACH-000248,-0.1732151835879476
ACH-000250,-0.18025689062510908
ACH-000251,-0.025108114946741145
ACH-000252,-0.2385137989704497
ACH-000253,-0.12600726801221462
ACH-000255,-0.2634690026535052
ACH-000256,-0.25888134865550994
ACH-000257,0.055149654416087115
ACH-000258,-0.37685192995923983
ACH-000259,-0.13574511022349184
ACH-000260,-0.17009573085870516
ACH-000261,-0.0814840620962481
ACH-000262,-0.4420502853059111
ACH-000263,-0.3100354187682764
ACH-000264,-0.10996541148987783
ACH-000265,-0.12649783619407876
ACH-000266,-0.13709136520170198
ACH-000272,-0.21410158007247165
ACH-000274,-0.06510373559409219
ACH-000277,-0.05036076703709885
ACH-000278,-0.02994646481398207
ACH-000279,-0.053613492641664616
ACH-000280,-0.31418416476188576
ACH-000281,-0.009985427373334708
ACH-000288,-0.012024393857211338
ACH-000291,-0.15874383140696202
ACH-000293,-0.3190253341245614
ACH-000294,-0.1077670173707294
ACH-000295,-0.1582103026240881
ACH-000296,-0.13949172248352731
ACH-000302,-0.11379885777048325
ACH-000304,0.04917955906809647
ACH-000307,-0.0915622872273646
ACH-000308,-0.1289190590301461
ACH-000310,-0.0564119585368127
ACH-000311,-0.19666077474348706
ACH-000312,-0.0986953156250655
ACH-000315,0.1034402560281312
ACH-000316,-0.3156480692715513
ACH-000317,-0.2972584989996753
ACH-000318,-0.20304094531821493
ACH-000319,0.05661173684313926
ACH-000320,-0.03202208926937114
ACH-000322,-0.06993030824940748
ACH-000323,-0.05282169137645082
ACH-000324,-0.3387329920909372
ACH-000329,-0.17821366529363708
ACH-000330,-0.3000821052795233
ACH-000331,-0.08496057661678755
ACH-000332,-0.1668475754097691
ACH-000334,-0.16560460975203836
ACH-000335,-0.3212140160642624
ACH-000336,-0.09505075450114324
ACH-000337,-0.18821087229851488
ACH-000338,-0.6166148753771088
ACH-000339,-0.09333153876479144
ACH-000341,-0.1266578142928142
ACH-000348,-0.23797431322980056
ACH-000350,-0.2448151230212548
ACH-000352,-0.051149825120882716
ACH-000356,-0.07019591593692266
ACH-000361,-0.12071438877476663
ACH-000362,-0.1712318180169334
ACH-000363,-0.01392787358358478
ACH-000364,-0.1910713220401755
ACH-000365,-0.0001994187721143473
ACH-000366,-0.2364069717841267
ACH-000368,-0.2944292270130007
ACH-000374,-0.19858953743257832
ACH-000375,-0.2543018306313496
ACH-000376,-0.13049154387242176
ACH-000381,-0.13801183860421992
ACH-000383,-0.13982854559572774
ACH-000387,-0.11610814097667245
ACH-000389,-0.11884313573146058
ACH-000390,-0.32865833445011544
ACH-000393,-0.22962492579913785
ACH-000395,-0.34334200781974056
ACH-000396,-0.13612650147288252
ACH-000397,-0.30034904323042416
ACH-000401,-0.13177821312710358
ACH-000402,-0.024203701392860925
ACH-000403,-0.11273015284665022
ACH-000404,-0.13695671732465434
ACH-000406,-0.11469547461330284
ACH-000407,-0.25996682702878515
ACH-000408,-0.043770106445825234
ACH-000410,-0.07099581386262704
ACH-000411,-0.18951865134551368
ACH-000414,-0.0355599886725087
ACH-000415,-0.10378097571505897
ACH-000416,-0.111136699598255
ACH-000420,-0.28628055326726365
ACH-000421,-0.12464379289420252
ACH-000424,0.17861293440051132
ACH-000425,-0.217117414653254
ACH-000426,-0.2563244505065456
ACH-000427,-0.16050006073909825
ACH-000433,-0.1991333719808962
ACH-000435,-0.196979324649648
ACH-000436,-0.06177184155928725
ACH-000444,-0.2253832796400593
ACH-000445,0.09745784812855303
ACH-000448,-0.1970122415569533
ACH-000450,-0.08670898345166246
ACH-000452,-0.15551980141055524
ACH-000454,-0.2178262349622926
ACH-000458,-0.11780274762449125
ACH-000459,-0.0055739490360983465
ACH-000460,-0.08292375711272007
ACH-000461,-0.06732465247497849
ACH-000463,-0.33974641742527223
ACH-000464,-0.13248221643993033
ACH-000466,-0.3230135191034293
ACH-000467,-0.24362168563185496
ACH-000468,-0.10319643207684627
ACH-000469,-0.1963019898861157
ACH-000470,-0.20969037210822605
ACH-000471,-0.2357014276119406
ACH-000472,-0.12873250033370212
ACH-000473,-0.2597157959407256
ACH-000475,-0.08702690063810035
ACH-000476,-0.07369573490256455
ACH-000477,-0.2789001990297727
ACH-000479,-0.013590788698048323
ACH-000480,-0.03611219096190163
ACH-000481,-0.2159162011952284
ACH-000483,-0.1298119642414179
ACH-000484,-0.05325205773682302
ACH-000485,-0.1242367455543778
ACH-000486,-0.07733435761300061
ACH-000487,-0.08861809084031294
ACH-000488,-0.15335505863142884
ACH-000490,-0.12384700021004155
ACH-000491,-0.2510960519827252
ACH-000495,-0.2469992648037537
ACH-000496,-0.2436073880239187
ACH-000499,-0.01599153924004216
ACH-000500,-0.3905707314725598
ACH-000502,-0.14917949975961958
ACH-000503,0.1034576888617266
ACH-000505,-0.13057509781016652
ACH-000507,-0.2742737585338884
ACH-000510,-0.0863624857605148
ACH-000511,-0.03541730611055965
ACH-000512,0.05223733654698207
ACH-000516,-0.064851928457341
ACH-000517,-0.1557580809976817
ACH-000518,-0.3191976422595454
ACH-000520,-0.2210737395497943
ACH-000521,-0.15413948103293396
ACH-000522,-0.12810049813179078
ACH-000524,-0.2430302588156618
ACH-000527,-0.11494422599649633
ACH-000528,-0.22117322055833769
ACH-000537,-0.0772626848757024
ACH-000541,-0.2044265227480232
ACH-000542,-0.03749862244628634
ACH-000544,-0.1266017184652942
ACH-000545,-0.150651884900464
ACH-000547,-0.24476206008029974
ACH-000548,-0.091199525558106
ACH-000549,-0.19192326657027253
ACH-000550,-0.08005858807597924
ACH-000552,-0.13969253314789035
ACH-000556,-0.23096206322117266
ACH-000557,-0.059727361586191526
ACH-000569,-0.2638199327743859
ACH-000570,-0.3227396549116965
ACH-000571,-0.07932338333498617
ACH-000573,-0.07860115038144758
ACH-000576,-0.2789088365676111
ACH-000579,-0.07948319749729152
ACH-000580,-0.08007495660490789
ACH-000584,-0.20219136030157547
ACH-000585,-0.11235704172779354
ACH-000588,-0.11229338369606304
ACH-000589,-0.15102467568008102
ACH-000591,-0.09546109482246222
ACH-000593,-0.23093163995167876
ACH-000600,-0.21265278815074726
ACH-000601,-0.1043880766394152
ACH-000605,-0.29655387388576177
ACH-000606,-0.04532816602908858
ACH-000608,-0.08478166275599598
ACH-000614,-0.09058246771818948
ACH-000616,0.008644284349167922
ACH-000618,-0.17965348133044415
ACH-000619,-0.5966742402995339
ACH-000620,-0.07533872250544113
ACH-000621,-0.1993802647527204
ACH-000622,-0.2780400325113574
ACH-000623,-0.11999449089797455
ACH-000624,-0.15157292030876066
ACH-000627,-0.1230306894388289
ACH-000630,-0.15001736373055718
ACH-000631,0.219402717947943
ACH-000632,-0.09321781369605127
ACH-000633,-0.0364525654774055
ACH-000637,-0.22240359270385016
ACH-000638,-0.26883053749401986
ACH-000646,-0.12594504472607934
ACH-000647,-0.197333660885128
ACH-000648,-0.22813530289267386
ACH-000649,-0.2028085916537765
ACH-000651,-0.10257161536496424
ACH-000652,-0.19560932992168967
ACH-000653,-0.03594365266477289
ACH-000657,-0.1922950967543497
ACH-000658,-0.08771129446946246
ACH-000661,-0.10213434936630478
ACH-000662,-0.08488412898693352
ACH-000663,-0.014237262532605538
ACH-000665,-0.05114494191711882
ACH-000671,-0.1205335318242802
ACH-000672,0.17042768662126098
ACH-000673,-0.046617304271249216
ACH-000676,-0.1849233123580276
ACH-000677,-0.09718542794588947
ACH-000681,-0.2267358912735561
ACH-000683,-0.2687745349806022
ACH-000684,-0.07687839454572518
ACH-000688,-0.21246948384638684
ACH-000693,-0.16610677346595598
ACH-000694,-0.21741687996933926
ACH-000695,-0.2833237806922637
ACH-000696,-0.11346632743793103
ACH-000697,0.05351191738835103
ACH-000699,-0.012750029867674713
ACH-000701,-0.2383902020013459
ACH-000706,-0.20074473997025705
ACH-000711,-0.2520808588704295
ACH-000713,-0.09268116343762704
ACH-000714,-0.3133227435849382
ACH-000718,-0.22529774499441896
ACH-000720,-0.04591081339927893
ACH-000721,-0.06804343451963414
ACH-000724,-0.18437203031103824
ACH-000725,-0.1783741949691595
ACH-000732,-0.13083208325201895
ACH-000734,-0.10251207619526624
ACH-000735,-0.067271233417863
ACH-000736,-0.21638593711902396
ACH-000738,-0.18846349290528872
ACH-000746,-0.0638150972512437
ACH-000747,-0.21709457684159916
ACH-000748,-0.1472605260612405
ACH-000753,-0.1070799848957734
ACH-000756,-0.07321218167271043
ACH-000757,-0.0900956248201744
ACH-000758,-0.26307086622556514
ACH-000760,-0.2291791163954352
ACH-000762,-0.25760615890908983
ACH-000763,-0.13465018989194846
ACH-000764,-0.20370338306022434
ACH-000765,-0.13175604363154764
ACH-000766,-0.032369513695928886
ACH-000767,-0.3998087394355651
ACH-000768,-0.1991321004518173
ACH-000769,-0.1112221684176226
ACH-000770,-0.17364415161557284
ACH-000771,-0.16173733173038696
ACH-000773,-0.06995596808491861
ACH-000776,-0.18669026402047914
ACH-000777,-0.014023850381546762
ACH-000778,0.002919258769494528
ACH-000781,-0.2380281463995768
ACH-000782,-0.13357993167103013
ACH-000783,-0.16042750189896987
ACH-000784,-0.06210478719864373
ACH-000785,-0.032735853019617595
ACH-000787,-0.0628790104658423
ACH-000788,-0.12494044003975055
ACH-000791,-0.21028138394130932
ACH-000792,-0.1178200315246556
ACH-000794,-0.0057695382480941
ACH-000796,-0.11263050307553743
ACH-000798,-0.09249251312563618
ACH-000799,-0.1054599679617219
ACH-000800,0.04218787743141966
ACH-000802,-0.041606041356527984
ACH-000804,-0.10849284572392333
ACH-000805,-0.206428643257604
ACH-000809,-0.06699075848373955
ACH-000810,-0.1313266250735247
ACH-000811,-0.25496484459078705
ACH-000817,0.07786377808480617
ACH-000819,-0.310946970214938
ACH-000820,0.030587528939367017
ACH-000821,-0.21791116540787564
ACH-000822,-0.15995395431773807
ACH-000823,-0.13813902081988227
ACH-000824,-0.1676688908951766
ACH-000827,-0.185263045894254
ACH-000829,-0.0669491604342989
ACH-000831,-0.08061829275916353
ACH-000832,-0.228960230114405
ACH-000833,-0.252707654964992
ACH-000834,-0.20239789068061745
ACH-000835,-0.21271031970460305
ACH-000836,-0.1825056573130067
ACH-000837,-0.19624940366333224
ACH-000838,0.0947914406090655
ACH-000839,-0.1271105527598095
ACH-000840,-0.12560967300583514
ACH-000841,-0.2279997001288063
ACH-000843,-0.163118629045251
ACH-000846,-0.1385863825376632
ACH-000847,-0.3063664169598793
ACH-000848,-0.2563590187649393
ACH-000849,-0.17670708412078387
ACH-000851,-0.032971794146217086
ACH-000855,-0.1057119184321296
ACH-000856,-0.1132584464766938
ACH-000858,-0.17157347024449873
ACH-000859,-0.06873435658743612
ACH-000861,-0.12815941687408133
ACH-000862,-0.2160200779044681
ACH-000865,-0.16897009027531756
ACH-000866,-0.1779922493409853
ACH-000867,-0.12244379479799244
ACH-000869,-0.09886207771008544
ACH-000872,0.02546564676456128
ACH-000873,-0.1566641066825776
ACH-000876,-0.049062776281381164
ACH-000878,-0.13485765116758675
ACH-000880,-0.19335257771436326
ACH-000881,-0.14179524830065726
ACH-000882,-0.010447167818150327
ACH-000884,-0.1940473563336546
ACH-000885,-0.213510789949557
ACH-000887,-0.13681320868808575
ACH-000889,-0.11005523113278737
ACH-000896,-0.26182035251186725
ACH-000898,-0.1552831437020164
ACH-000900,-0.1829795017101956
ACH-000901,-0.1496298361564138
ACH-000905,-0.25431006892274965
ACH-000906,-0.09420990622779088
ACH-000907,-0.29596909188964543
ACH-000910,-0.06786580833416142
ACH-000911,-0.07802248992026878
ACH-000912,-0.17911573543212891
ACH-000913,-0.3055894094340532
ACH-000915,-0.12166304045933254
ACH-000916,-0.1824824113504417
ACH-000917,-0.1364832955131524
ACH-000920,-0.26133278439842705
ACH-000921,-0.1333611566593976
ACH-000924,-0.10902578100380404
ACH-000926,-0.125901964288191
ACH-000928,-0.25990809266987824
ACH-000929,-0.12877946426450884
ACH-000932,-0.07934667554996637
ACH-000935,-0.023252802997260253
ACH-000936,-0.10472378821159148
ACH-000937,0.07112726096701101
ACH-000938,-0.0526853208443373
ACH-000939,0.053930221095142165
ACH-000941,-0.2269376870237427
ACH-000943,-0.2718157710138868
ACH-000946,0.022540734275654232
ACH-000947,-0.07064470653472363
ACH-000948,-0.0059399429001946715
ACH-000950,-0.1506740942213935
ACH-000953,-0.032369649381958784
ACH-000954,0.00949149268632076
ACH-000957,0.12416915941054092
ACH-000958,0.08153061253353795
ACH-000960,-0.08601732588095523
ACH-000963,-0.1946585636503538
ACH-000968,-0.039783987447132234
ACH-000969,-0.21445122669366515
ACH-000972,-0.29032801162110905
ACH-000973,-0.18207644943841125
ACH-000974,-0.08221331809317102
ACH-000978,0.06057453133289276
ACH-000984,-0.09683500978489344
ACH-000986,-0.07730298936201796
ACH-000988,-0.171686762520443
ACH-000993,-0.3057376842804476
ACH-000994,-0.09161713785813692
ACH-000996,-0.035295206286522995
ACH-001001,-0.10787437745037123
ACH-001020,-0.22088939177835654
ACH-001028,-0.12067476212824105
ACH-001031,-0.1859378768729768
ACH-001038,-0.18210444740390855
ACH-001048,-0.10951066706434696
ACH-001050,-0.12236508601342895
ACH-001053,-0.2263747853121553
ACH-001054,-0.09637810868602303
ACH-001061,-0.1286423212792276
ACH-001067,-0.3957464743744318
ACH-001075,-0.22723664856400885
ACH-001096,-0.2007968625629393
ACH-001111,-0.016384384053003555
ACH-001119,-0.2533452528164564
ACH-001128,0.30121470989501004
ACH-001134,-0.11034402508461907
ACH-001151,-0.1912162972920119
ACH-001163,-0.038000559390104056
ACH-001164,-0.11821151539663838
ACH-001183,-0.2894618544738993
ACH-001192,-0.39765857590108106
ACH-001193,0.02910119682868838
ACH-001196,0.01523720901444055
ACH-001197,-0.14206448301002267
ACH-001205,-0.08854906438492365
ACH-001211,-0.14407217168209974
ACH-001212,-0.17629491043666104
ACH-001228,-0.2554130401996026
ACH-001232,-0.03912922129872089
ACH-001239,-0.11285848417680862
ACH-001270,-0.14605438964239706
ACH-001274,-0.1930934852892004
ACH-001275,-0.24607487421244786
ACH-001277,-0.3041085123881101
ACH-001278,-0.23718020110207494
ACH-001280,-0.08933240532787902
ACH-001283,-0.1900510961814321
ACH-001289,-0.1275545238728409
ACH-001300,-0.08417340175056783
ACH-001301,-0.06952820614203045
ACH-001302,-0.09726103834541258
ACH-001306,-0.057550697845662226
ACH-001318,-0.2645888711089183
ACH-001322,-0.07262928287440226
ACH-001328,-0.0865718370901929
ACH-001332,-0.2917340866379419
ACH-001336,-0.21387158124594674
ACH-001346,-0.14768901158117193
ACH-001353,-0.2029023038122532
ACH-001354,0.06510385943266993
ACH-001367,-0.3852878756121311
ACH-001368,0.0281180626481205
ACH-001374,-0.029675989716003787
ACH-001377,-0.050673844359653
ACH-001380,-0.3081345416434643
ACH-001391,0.02340419413240614
ACH-001408,-0.2012248248894666
ACH-001430,-0.3579956076313257
ACH-001431,0.034744864228765715
ACH-001450,0.036797447479504745
ACH-001496,-0.1905081982359476
ACH-001500,-0.39245078633616337
ACH-001523,-0.18885237402418684
ACH-001532,-0.11921547699129716
ACH-001550,-0.15507004088016602
ACH-001552,-0.04246476536742533
ACH-001554,-0.029346915717622962
ACH-001654,-0.1397412263168505
ACH-001735,0.02445839552664965
ACH-001736,0.004332348659825429
ACH-001737,0.06975550859416772
ACH-001740,-0.1367675297562226
ACH-001745,-0.14590528045338513
ACH-001765,-0.09867404134155357
