,PROCA1 (147011)
ACH-000153,-0.1410003911382443
ACH-000159,-0.22613932889694546
ACH-000160,-0.4296931597197661
ACH-000163,-0.20730937914062547
ACH-000167,-0.1775695692105039
ACH-000168,0.06863633505419182
ACH-000169,-0.2514065994110412
ACH-000178,-0.23640014033280202
ACH-000183,-0.3691936885642232
ACH-000188,-0.3203184658052383
ACH-000189,-0.5656805114371679
ACH-000190,-0.3078244688449889
ACH-000198,-0.30171623302565354
ACH-000203,-0.5020301032083898
ACH-000204,-0.1652126340294757
ACH-000206,-0.14139643280407127
ACH-000207,-0.07878369331970378
ACH-000208,-0.6842686051229426
ACH-000210,-0.3153707456514331
ACH-000211,-0.3353070203778539
ACH-000215,-0.3936965501725291
ACH-000221,-0.32976372557522465
ACH-000222,-0.4532415112910681
ACH-000223,-0.2851941879739508
ACH-000226,-0.3647172136070796
ACH-000227,-0.12355710487373295
ACH-000228,-0.20792746760778133
ACH-000231,-0.3503959073134564
ACH-000232,-0.25016241587652965
ACH-000233,-0.24596512878002086
ACH-000234,-0.4101869847074927
ACH-000235,-0.3889744907278805
ACH-000237,-0.15559797895502614
ACH-000238,-0.4404051729469915
ACH-000242,0.2182180719889144
ACH-000243,-0.4134943875515912
ACH-000244,-0.17424192902345373
ACH-000246,-0.19567722157788586
ACH-000248,-0.3357428259720007
ACH-000250,-0.3641056056447709
ACH-000251,-0.4457542150759027
ACH-000252,-0.2901517152761838
ACH-000253,-0.16422694340005567
ACH-000255,-0.4280975844640738
ACH-000256,-0.4025891166035457
ACH-000257,-0.4041900002316046
ACH-000258,-0.26151111139496075
ACH-000259,-0.2433273623476964
ACH-000260,-0.28372474065162384
ACH-000261,-0.3000604269931593
ACH-000262,-0.2528345919415845
ACH-000263,-0.1847034512772749
ACH-000264,-0.3394451514830973
ACH-000265,-0.2440632395613813
ACH-000266,-0.19966095234438175
ACH-000272,-0.223419913612619
ACH-000274,-0.2540940612607862
ACH-000277,-0.5575113963574045
ACH-000278,-0.2608156021090893
ACH-000279,-0.2757061690577504
ACH-000280,-0.16055179447143894
ACH-000281,-0.2596522273847643
ACH-000288,-0.37931513616798535
ACH-000291,-0.20147926835097052
ACH-000293,-0.2689411875013448
ACH-000294,-0.2009113810934688
ACH-000295,-0.8449548985104859
ACH-000296,-0.32613307477627257
ACH-000302,-0.2587666784543209
ACH-000304,-0.4706190181169239
ACH-000307,-0.3359303958170986
ACH-000308,-0.20367559926359405
ACH-000310,-0.10027190005468127
ACH-000311,-0.22244417610936645
ACH-000312,-0.3048323394461204
ACH-000315,-0.4492914651700085
ACH-000316,-0.4393009114330957
ACH-000317,-0.20665493880837896
ACH-000318,-0.11870103955107525
ACH-000319,-0.44108648927920857
ACH-000320,-0.03586378472719714
ACH-000322,-0.3903226830243318
ACH-000323,-0.48787433356357
ACH-000324,-0.2404593952693348
ACH-000329,-0.22312992299789192
ACH-000330,-0.3103722789689581
ACH-000331,-0.16962493503728154
ACH-000332,-0.2804891077575261
ACH-000334,-0.22453163439281254
ACH-000335,-0.15316784588820154
ACH-000336,-0.4755773874428785
ACH-000337,-0.4398905977066457
ACH-000338,-0.5821985456351314
ACH-000339,-0.16038980883036538
ACH-000341,-0.4423246750775353
ACH-000348,-0.23764955162065185
ACH-000350,-0.3576073480281564
ACH-000352,-0.3025818742441993
ACH-000356,-0.094500118870483
ACH-000361,-0.2550395902721772
ACH-000362,-0.17976499780213906
ACH-000363,-0.30970987124690946
ACH-000364,-0.19749668069887366
ACH-000365,-0.2241559777126709
ACH-000366,-0.35921807952675805
ACH-000368,-0.19340265913142174
ACH-000374,-0.36091535399143226
ACH-000375,-0.5945370607163294
ACH-000376,-0.11571913400048706
ACH-000381,-0.30258631098043515
ACH-000383,-0.3164677709804105
ACH-000387,-0.40864670635264666
ACH-000389,-0.07391963092834124
ACH-000390,-0.43557701163305657
ACH-000393,-0.10777502658804283
ACH-000395,-0.4483993922473053
ACH-000396,-0.43838814680596505
ACH-000397,-0.23340976452744394
ACH-000401,-0.13490131674579092
ACH-000402,0.04316037460732666
ACH-000403,-0.3619469789275898
ACH-000404,-0.2494764285934661
ACH-000406,-0.2934553212926679
ACH-000407,-0.2355991264771179
ACH-000408,-0.4637871369320292
ACH-000410,-0.2471207165363805
ACH-000411,-0.30084078879998594
ACH-000414,-0.22146520119131308
ACH-000415,-0.4492642287256791
ACH-000416,-0.3766991435609705
ACH-000420,-0.07977787628603493
ACH-000421,-0.2822671071052224
ACH-000424,-0.4203258705522718
ACH-000425,-0.24067614396967055
ACH-000426,-0.2581013012088678
ACH-000427,-0.427823536172276
ACH-000433,-0.5247444705335129
ACH-000435,0.08906195500878418
ACH-000436,-0.1832561941422908
ACH-000444,-0.23020632433131424
ACH-000445,-0.2683495073014325
ACH-000448,-0.4489422207547907
ACH-000450,-0.4669486442678433
ACH-000452,-0.32775919238762696
ACH-000454,0.03029137559971218
ACH-000458,-0.3837954879006662
ACH-000459,-0.20933239292702333
ACH-000460,-0.3648036496679718
ACH-000461,-0.407001523261124
ACH-000463,-0.19933467764000512
ACH-000464,-0.12066301987991995
ACH-000466,-0.21259611712591725
ACH-000467,-0.3925623665753777
ACH-000468,-0.2833585286604084
ACH-000469,-0.28585484881017353
ACH-000470,-0.13196367529238612
ACH-000471,-0.3921441806995713
ACH-000472,-0.2273688722263341
ACH-000473,-0.18177137757525472
ACH-000475,-0.25895765811620114
ACH-000476,-0.272477611667735
ACH-000477,-0.24560922889375025
ACH-000479,-0.3951510932621766
ACH-000480,-0.3851020885858573
ACH-000481,-0.3337479453502451
ACH-000483,-0.2915335896894975
ACH-000484,-0.14625866986118222
ACH-000485,-0.2435113463939753
ACH-000486,-0.42078712610806296
ACH-000487,-0.2257463809082344
ACH-000488,-0.3000027385552476
ACH-000490,-0.30597808646856
ACH-000491,-0.4013006670901629
ACH-000495,-0.3396850349381972
ACH-000496,-0.1650223399273054
ACH-000499,-0.1872265736939025
ACH-000500,0.22092530587820672
ACH-000502,-0.2587942594694843
ACH-000503,-0.08193465856364815
ACH-000505,-0.2561592217492472
ACH-000507,-0.4717065046717296
ACH-000510,-0.27870286223867224
ACH-000511,-0.2838326337659385
ACH-000512,-0.2711586415407238
ACH-000516,-0.197154349933936
ACH-000517,-0.2306225511600648
ACH-000518,-0.4555824268299533
ACH-000520,-0.19784729109516055
ACH-000521,-0.5303494284446437
ACH-000522,-0.21026340415955133
ACH-000524,-0.2260252507482466
ACH-000527,-0.3410522370863593
ACH-000528,-0.20300952622464946
ACH-000537,-0.4190003627614283
ACH-000541,-0.4707318770776489
ACH-000542,-0.4861004276171141
ACH-000544,-0.4705617776915493
ACH-000545,-0.2853076302449159
ACH-000547,-0.07711729581638065
ACH-000548,-0.26886159182402153
ACH-000549,-0.19274257781765552
ACH-000550,-0.21143875617610933
ACH-000552,-0.2292365021868052
ACH-000556,-0.35911918866109765
ACH-000557,-0.15940630886528967
ACH-000569,-0.3867455614822611
ACH-000570,-0.24798876402880396
ACH-000571,-0.28699692162048424
ACH-000573,-0.29948864941575154
ACH-000576,-0.14792047199972422
ACH-000579,-0.28553789353072223
ACH-000580,-0.3820455537492552
ACH-000584,-0.3433381232682564
ACH-000585,-0.18405487692152034
ACH-000588,-0.3321533029040996
ACH-000589,-0.1843293457823667
ACH-000591,-0.18901044606434197
ACH-000593,-0.3577988810685708
ACH-000600,-0.2417842187570511
ACH-000601,-0.3076655367981854
ACH-000605,-0.299917561724842
ACH-000606,-0.4445816241458529
ACH-000608,-0.3765281750046888
ACH-000614,-0.10959422074539953
ACH-000616,-0.3031325395799763
ACH-000618,-0.437320434208229
ACH-000619,-0.3861004353448872
ACH-000620,-0.3893085324406979
ACH-000621,-0.23797568022617305
ACH-000622,-0.25090685705463384
ACH-000623,-0.2397604306446337
ACH-000624,-0.2209435161022512
ACH-000627,-0.2287557305743345
ACH-000630,-0.17632921526255016
ACH-000631,-0.6779415337411205
ACH-000632,-0.345039697900675
ACH-000633,-0.2061670505439072
ACH-000637,-0.40656148633358596
ACH-000638,-0.2001752602472385
ACH-000646,-0.12511094825914568
ACH-000647,-0.3651065697259756
ACH-000648,-0.09792747279432444
ACH-000649,-0.2992587112910535
ACH-000651,-0.30896134032169803
ACH-000652,-0.3192582134171336
ACH-000653,-0.15332678676311814
ACH-000657,-0.35949701966804704
ACH-000658,-0.19779180267637006
ACH-000661,-0.29287317103465954
ACH-000662,-0.6003822957417516
ACH-000663,-0.6748422546736665
ACH-000665,-0.1933945818837444
ACH-000671,-0.12565294701872662
ACH-000672,-0.25583617106453244
ACH-000673,-0.3247717077243766
ACH-000676,-0.34824003633744816
ACH-000677,-0.30171162308023264
ACH-000681,-0.1121394220429348
ACH-000683,-0.2189275609633231
ACH-000684,-0.21063174666167447
ACH-000688,-0.14866943050747575
ACH-000693,-0.2880268321622781
ACH-000694,-0.30399947180139697
ACH-000695,-0.6398690167649319
ACH-000696,-0.2472207515105233
ACH-000697,-0.15760746168775994
ACH-000699,-0.3296369301090699
ACH-000701,-0.22438611649080148
ACH-000706,-0.2545242388570673
ACH-000711,-0.3884886663429625
ACH-000713,-0.2669144417985808
ACH-000714,-0.2464425598397569
ACH-000718,-0.1470221948720089
ACH-000720,-0.4839901712039556
ACH-000721,-0.2606934939567524
ACH-000724,-0.3572358119760209
ACH-000725,-0.35215225059232746
ACH-000732,-0.3621422041781821
ACH-000734,-0.12341584436396418
ACH-000735,-0.3903738043570914
ACH-000736,-0.2669954846500825
ACH-000738,-0.21911718384222256
ACH-000746,-0.5153261558955952
ACH-000747,-0.2565469655186962
ACH-000748,-0.2391432453947024
ACH-000753,-0.20599829549013046
ACH-000756,-0.5619152719380217
ACH-000757,-0.11794858259623466
ACH-000758,-0.31796435044858634
ACH-000760,-0.3381979907424837
ACH-000762,-0.5795741762842395
ACH-000763,-0.25026916861435955
ACH-000764,-0.08595523092433786
ACH-000765,-0.23496265770089025
ACH-000766,-0.1923730123116256
ACH-000767,-0.23293075687252296
ACH-000768,-0.19264518461890826
ACH-000769,-0.4658563244398327
ACH-000770,-0.23266158140925775
ACH-000771,-0.30904212084692945
ACH-000773,-0.5972170177697514
ACH-000776,-0.4731761541785616
ACH-000777,-0.2724729650347095
ACH-000778,-0.4138905053373748
ACH-000781,-0.21684113729710208
ACH-000782,-0.06649908023547546
ACH-000783,-0.13643144027213433
ACH-000784,-0.3765311206260445
ACH-000785,-0.2776753170315184
ACH-000787,-0.2641012084712031
ACH-000788,-0.2729134851109859
ACH-000791,-0.33686598820999986
ACH-000792,-0.2538758130377271
ACH-000794,-0.25295082763894194
ACH-000796,-0.17054247378333792
ACH-000798,-0.21583818084539205
ACH-000799,-0.4370083137846501
ACH-000800,-0.3017561044146724
ACH-000802,-0.4513356823860471
ACH-000804,-0.3740179358425411
ACH-000805,-0.02007923645428427
ACH-000809,-0.3901947859192789
ACH-000810,-0.053882246222289036
ACH-000811,-0.2931281827441304
ACH-000817,-0.23451527053516655
ACH-000819,-0.2272124559125233
ACH-000820,-0.3324550389622389
ACH-000821,-0.3518783282328164
ACH-000822,-0.37417790227053216
ACH-000823,-0.4747999081627716
ACH-000824,-0.1908480089802164
ACH-000827,-0.3426196002169685
ACH-000829,-0.4784429060107246
ACH-000831,-0.3599109673594906
ACH-000832,-0.3308089881287199
ACH-000833,-0.5490612086169985
ACH-000834,-0.3884424773433636
ACH-000835,-0.3394041475205829
ACH-000836,-0.1416457294591963
ACH-000837,-0.3596833993895435
ACH-000838,-0.296150389698205
ACH-000839,-0.2791189565783638
ACH-000840,-0.3502244565044539
ACH-000841,-0.4151808156076406
ACH-000843,-0.3910836959276321
ACH-000846,-0.227826448683048
ACH-000847,-0.3767440957697038
ACH-000848,-0.2658782385192364
ACH-000849,-0.17009734655581896
ACH-000851,-0.4009089685190923
ACH-000855,-0.2842352744610189
ACH-000856,-0.3425620863048735
ACH-000858,-0.3150083592467403
ACH-000859,-0.7346131051391307
ACH-000861,-0.07377961883872244
ACH-000862,-0.1353823144113803
ACH-000865,-0.21223232361796224
ACH-000866,-0.3250283443067821
ACH-000867,-0.2082786434741565
ACH-000869,-0.3044288855351812
ACH-000872,-0.25230479099064984
ACH-000873,-0.2749652614661489
ACH-000876,-0.2956491541019679
ACH-000878,-0.11360072350786175
ACH-000880,-0.2481869722114524
ACH-000881,-0.10621003792022024
ACH-000882,-0.18066439069609888
ACH-000884,-0.2520675680241498
ACH-000885,-0.3226795960000733
ACH-000887,-0.2676787437150383
ACH-000889,-0.24154394124523906
ACH-000896,-0.2962171290285208
ACH-000898,-0.20222837115925726
ACH-000900,-0.3665629517741782
ACH-000901,-0.359265471045011
ACH-000905,-0.2839703366649476
ACH-000906,-0.2564328512805702
ACH-000907,-0.1891918020516531
ACH-000910,-0.23623933909732306
ACH-000911,-0.21507253111699984
ACH-000912,-0.4410913401063625
ACH-000913,-0.2506984427423187
ACH-000915,-0.3432303926884557
ACH-000916,-0.08205563951548603
ACH-000917,-0.3896148603240919
ACH-000920,-0.4278637173586175
ACH-000921,-0.2441013018911525
ACH-000924,-0.2820034557094485
ACH-000926,-0.3555243503599013
ACH-000928,-0.5254708799394906
ACH-000929,-0.32449520433998
ACH-000932,-0.2458836477159633
ACH-000935,-0.3079264539746615
ACH-000936,-0.2371042885649408
ACH-000937,-0.2660070587363938
ACH-000938,-0.2717841667521065
ACH-000939,-0.3504258177701944
ACH-000941,-0.2776304807749494
ACH-000943,-0.23757812462902345
ACH-000946,-0.40191968041647147
ACH-000947,-0.19033272864930145
ACH-000948,-0.13787898616571176
ACH-000950,-0.21696871388496006
ACH-000953,-0.2974657241016741
ACH-000954,-0.1576648754228531
ACH-000957,-0.23365761000243074
ACH-000958,-0.3328008914439885
ACH-000960,-0.20783594634922248
ACH-000963,-0.36784088384239794
ACH-000968,-0.1368824784848629
ACH-000969,-0.4039854059355503
ACH-000972,-0.1018857289868744
ACH-000973,-0.31722193350930755
ACH-000974,-0.386365383046778
ACH-000978,-0.3863532091097144
ACH-000984,-0.4579584861914969
ACH-000986,-0.4375224635404405
ACH-000988,-0.18976294011850625
ACH-000993,-0.5559697251666439
ACH-000994,-0.3100955054323325
ACH-000996,-0.3981430912875425
ACH-001001,-0.18512103261802207
ACH-001020,-0.36944563000881575
ACH-001028,-0.2951055113183276
ACH-001031,-0.30078093665145883
ACH-001038,-0.36111798223840896
ACH-001048,-0.11366714925129508
ACH-001050,-0.435067357190798
ACH-001053,-0.27337214055406445
ACH-001054,-0.3889259188122066
ACH-001061,-0.3525952169601927
ACH-001067,-0.5013794366878365
ACH-001075,-0.29897068395387144
ACH-001096,-0.1771621624620538
ACH-001111,-0.2101185923191528
ACH-001119,-0.3308153676323827
ACH-001128,-0.7117975105732391
ACH-001134,-0.4596266827167204
ACH-001151,-0.2399937364615895
ACH-001163,-0.32558991356789924
ACH-001164,-0.24104614543915706
ACH-001183,-0.3739978227067618
ACH-001192,-0.1313301367918646
ACH-001193,-0.26395581291026193
ACH-001196,-0.5091168924799546
ACH-001197,-0.4103913134851126
ACH-001205,-0.20939837141967824
ACH-001211,-0.4874765403763853
ACH-001212,-0.1911925146241976
ACH-001228,-0.3817939512402089
ACH-001232,-0.3552719197913157
ACH-001239,-0.31194612229279284
ACH-001270,-0.4312116376140453
ACH-001274,-0.3065044702580716
ACH-001275,-0.12247804309548492
ACH-001277,-0.4068836680534548
ACH-001278,-0.3804061282707976
ACH-001280,-0.6774634922279639
ACH-001283,-0.2933630734492685
ACH-001289,-0.2743679280741229
ACH-001300,-0.25298200358514705
ACH-001301,-0.4820473662817748
ACH-001302,-0.4364647276062446
ACH-001306,-0.1037337567019985
ACH-001318,-0.16073822149772024
ACH-001322,-0.06577186011202335
ACH-001328,-0.2051026416410743
ACH-001332,-0.4273215705491353
ACH-001336,-0.04651681622422451
ACH-001346,-0.44221641949452783
ACH-001353,-0.23281938685535886
ACH-001354,-0.5868597628945326
ACH-001367,-0.16925008776000938
ACH-001368,-0.3966045105905362
ACH-001374,-0.061141712650025076
ACH-001377,-0.15744458773879189
ACH-001380,-0.3838036689565549
ACH-001391,-0.3547156376788459
ACH-001408,-0.5238112956338506
ACH-001430,0.1973387060973745
ACH-001431,-0.33013541663011386
ACH-001450,-0.468803855335181
ACH-001496,-0.19967011001176332
ACH-001500,-0.4121919445035183
ACH-001523,-0.3589157451205379
ACH-001532,-0.22624537376752335
ACH-001550,-0.3644869359993016
ACH-001552,-0.29485083606250423
ACH-001554,-0.31116943754152804
ACH-001654,-0.3054047517544693
ACH-001735,-0.28425032189929905
ACH-001736,-0.19753590941970856
ACH-001737,0.1592283996872064
ACH-001740,-0.2557300108887482
ACH-001745,-0.3764598132759965
ACH-001765,-0.24566497980288304
