,TANGO6 (79613)
ACH-000004,-1.201047961214483
ACH-000005,-0.6852986839157357
ACH-000007,-1.0841418825240232
ACH-000009,-0.8020916196089459
ACH-000011,-1.1213881403760295
ACH-000012,-0.9549679506155452
ACH-000013,-1.3123469636935523
ACH-000014,-0.8889179799476165
ACH-000015,-1.1262091110697332
ACH-000017,-1.191849503786596
ACH-000018,-0.8426297808394555
ACH-000019,-1.1036373074117591
ACH-000021,-1.1798344531478464
ACH-000022,-1.0234166918827237
ACH-000025,-1.0150342811530717
ACH-000028,-0.8921026948626132
ACH-000030,-0.9793339825897668
ACH-000035,-0.98839668627745
ACH-000036,-1.0600471172097976
ACH-000037,-0.5987913086383461
ACH-000039,-0.9966874209115788
ACH-000040,-0.930229123597312
ACH-000041,-1.2003446036355547
ACH-000042,-1.0277887348746435
ACH-000045,-0.8353070045776704
ACH-000047,-1.2301889576588003
ACH-000052,-1.2717846551868448
ACH-000053,-1.0950785462483532
ACH-000054,-0.9690678919095936
ACH-000055,-1.2042255900038412
ACH-000060,-0.6854545463784615
ACH-000067,-1.0113065997325548
ACH-000070,-0.7920463265990817
ACH-000075,-1.1016885512558503
ACH-000078,-1.0157740203570995
ACH-000082,-1.0941726807702816
ACH-000085,-1.1582363060994911
ACH-000086,-1.13599077414631
ACH-000087,-1.3871405987824117
ACH-000092,-0.9925411664608412
ACH-000095,-1.1181684621562404
ACH-000097,-1.0167332557878246
ACH-000098,-1.089277376967498
ACH-000099,-1.0201221337095052
ACH-000108,-0.9162272705151632
ACH-000113,-0.9093075785187468
ACH-000116,-1.3808711867702634
ACH-000118,-0.9909677913401544
ACH-000120,-0.9450404812083556
ACH-000123,-0.9066460708580024
ACH-000127,-0.8972131933219541
ACH-000128,-0.9846736964130096
ACH-000132,-1.101981756222019
ACH-000133,-1.0203901074614052
ACH-000137,-1.2017981642551918
ACH-000138,-1.045151923680188
ACH-000142,-0.969322352409578
ACH-000143,-1.0858573895693755
ACH-000146,-0.8520574780442297
ACH-000148,-0.9819446296268756
ACH-000150,-0.9501225188334887
ACH-000152,-1.0866151723874404
ACH-000153,-0.8243258195735423
ACH-000159,-1.0408764566959798
ACH-000160,-1.1849331691727372
ACH-000163,-0.8868636014595387
ACH-000167,-1.5923246400006348
ACH-000168,-0.8812465102980477
ACH-000169,-1.2509311496713098
ACH-000178,-0.8887831164247019
ACH-000183,-1.1410985108631748
ACH-000188,-0.8807921741280528
ACH-000189,-1.0033854366903792
ACH-000190,-1.1188391655773453
ACH-000198,-0.9383375571361096
ACH-000203,-0.8911184292492894
ACH-000204,-0.9864987890866148
ACH-000206,-0.9067559364260837
ACH-000207,-0.9466555510761536
ACH-000208,-0.7215151009212557
ACH-000210,-0.5569151064083983
ACH-000211,-1.0811498393137629
ACH-000215,-1.1404189274341092
ACH-000221,-0.9876142300799668
ACH-000222,-0.9917015105044596
ACH-000223,-1.0682214453464374
ACH-000226,-0.9811171565409336
ACH-000227,-1.0588111193105518
ACH-000228,-1.134236034725247
ACH-000231,-0.9598602280718744
ACH-000232,-0.8145930965776235
ACH-000233,-0.8307408025974037
ACH-000234,-1.2202183118986851
ACH-000235,-1.036485765538287
ACH-000237,-1.0259723175242002
ACH-000238,-0.9086677626424632
ACH-000242,-1.3424919752141935
ACH-000243,-1.006567591639553
ACH-000244,-0.8280587468426285
ACH-000246,-1.0108287167832726
ACH-000248,-1.04837075250432
ACH-000250,-0.8812783992359762
ACH-000251,-1.074746011401453
ACH-000252,-1.035359405075556
ACH-000253,-1.1557666759626437
ACH-000255,-1.0430405841962396
ACH-000256,-1.189911776141302
ACH-000257,-1.174833555410945
ACH-000258,-1.0242421621086988
ACH-000259,-0.9392050247997644
ACH-000260,-1.0291122348559747
ACH-000261,-0.9938959736515542
ACH-000262,-1.1235873359352357
ACH-000263,-0.6836311228595094
ACH-000264,-1.1073083832819353
ACH-000265,-0.8868642057668825
ACH-000266,-1.1785972088562031
ACH-000272,-0.9126861922605064
ACH-000274,-0.9507767374488292
ACH-000277,-1.072289975991872
ACH-000278,-1.1169820547974705
ACH-000279,-1.0158154630262752
ACH-000280,-0.9136553197176656
ACH-000281,-0.9747713511278954
ACH-000288,-1.0483411992301577
ACH-000291,-0.9753108693333578
ACH-000293,-1.1947541171410223
ACH-000294,-0.901685383171832
ACH-000295,-1.2553228444320952
ACH-000296,-1.180545963935053
ACH-000302,-1.000449854787469
ACH-000304,-1.2702771927574237
ACH-000307,-0.9732186673718246
ACH-000308,-1.155070409242985
ACH-000310,-1.0198488569873028
ACH-000311,-1.1470095154310578
ACH-000312,-1.0987435939235082
ACH-000315,-1.0019221783487848
ACH-000316,-1.135784402652385
ACH-000317,-0.9823483399354156
ACH-000318,-1.1324326628162351
ACH-000319,-1.0256091956398414
ACH-000320,-1.0117522615448602
ACH-000322,-0.9164569676491156
ACH-000323,-0.9160973714002636
ACH-000324,-1.0110345330539028
ACH-000329,-0.7700000779879604
ACH-000330,-1.3518602629948664
ACH-000331,-1.0990932043163484
ACH-000332,-1.1168214955851057
ACH-000334,-0.7678123262625478
ACH-000335,-0.7803699550581481
ACH-000336,-0.9794810513010968
ACH-000337,-1.0933193801362646
ACH-000338,-0.6685647452885365
ACH-000339,-1.1322520183487566
ACH-000341,-1.0807053887427014
ACH-000348,-0.9735854514221332
ACH-000350,-1.0878834224101424
ACH-000352,-1.3816503624308611
ACH-000356,-1.0816428793772803
ACH-000361,-1.061951986549674
ACH-000362,-0.9685720121615642
ACH-000363,-1.1814521815457684
ACH-000364,-1.1875215301105826
ACH-000365,-0.8994411107096112
ACH-000366,-1.2564456122127208
ACH-000368,-0.9367844260470404
ACH-000374,-1.1387695705450784
ACH-000375,-0.8071093662187574
ACH-000376,-1.0156983704049245
ACH-000381,-1.1654209836860896
ACH-000383,-1.1621624739752956
ACH-000387,-1.074946020625197
ACH-000389,-1.0556899103585493
ACH-000390,-1.1312377499324149
ACH-000393,-1.058110733956754
ACH-000395,-0.9203262317607784
ACH-000396,-0.9777509714392156
ACH-000397,-0.9930235838596662
ACH-000401,-0.8630692333072909
ACH-000402,-1.2914710107343246
ACH-000403,-1.177135600756093
ACH-000404,-1.08910544602026
ACH-000406,-1.101261636711132
ACH-000407,-1.0469723516273983
ACH-000408,-1.0203269991327073
ACH-000410,-0.9279941332417716
ACH-000411,-1.0010252469477827
ACH-000414,-0.8316650592014146
ACH-000415,-1.130361026782618
ACH-000416,-1.067605491283411
ACH-000420,-0.9734351058262326
ACH-000421,-0.99149344618014
ACH-000424,-0.9355901778606328
ACH-000425,-1.0722692392985975
ACH-000426,-1.2439971111151602
ACH-000427,-0.9171313073824391
ACH-000433,-0.8126426646218556
ACH-000435,-1.239192486625683
ACH-000436,-1.3444160711584887
ACH-000444,-1.0659202890443804
ACH-000445,-0.9904371623052624
ACH-000448,-1.0725965624994642
ACH-000450,-1.0930357769207608
ACH-000452,-1.062358399920237
ACH-000454,-1.2211295930242154
ACH-000458,-0.8822546149314543
ACH-000459,-0.6468167571609807
ACH-000460,-1.0780421295763414
ACH-000461,-0.7013359772060535
ACH-000463,-0.8923230501608056
ACH-000464,-0.8809329020380101
ACH-000466,-0.965593135702074
ACH-000467,-1.015755765059014
ACH-000468,-0.8835539180812598
ACH-000469,-0.8450652610011592
ACH-000470,-1.1693822806592846
ACH-000471,-1.1123913719904548
ACH-000472,-1.1035828299567831
ACH-000473,-1.080325674342952
ACH-000475,-1.0426666146520065
ACH-000476,-1.1155821454992438
ACH-000477,-0.7968720538615953
ACH-000479,-0.967886884258242
ACH-000480,-0.923842351926368
ACH-000481,-0.9509840238431756
ACH-000483,-0.9887324061644384
ACH-000484,-0.8572855595240463
ACH-000485,-1.105375721429397
ACH-000486,-0.8261129194993759
ACH-000487,-1.110648725125448
ACH-000488,-1.0322769601636752
ACH-000490,-0.9174287601386221
ACH-000491,-1.1104675566035862
ACH-000495,-1.0916989588073402
ACH-000496,-1.0217469815392437
ACH-000499,-1.0072196111679879
