,CD300LD (100131439)
ACH-000004,0.042855640238710906
ACH-000005,-0.01858475619318616
ACH-000007,0.07292176789238397
ACH-000009,-0.026819391684688988
ACH-000011,0.09867365031815664
ACH-000012,0.0061103325996212385
ACH-000013,0.03705368291180014
ACH-000014,0.031709677653383575
ACH-000015,0.09428712183837884
ACH-000017,-0.01903411090556771
ACH-000018,0.05631009372017572
ACH-000019,0.14830720198288494
ACH-000021,0.038232857207640206
ACH-000022,0.20001654741510871
ACH-000025,-0.07480070893613358
ACH-000028,0.0261559119950714
ACH-000030,0.11639471689599422
ACH-000035,-0.07895384841157049
ACH-000036,0.06481313452732065
ACH-000037,0.2242518784596033
ACH-000039,0.0003833169960927244
ACH-000040,0.08838130031167947
ACH-000041,0.1424101608120822
ACH-000042,-0.05692265297257493
ACH-000045,0.04366878992308956
ACH-000047,0.019658643547243556
ACH-000052,-0.1991670298098639
ACH-000053,-0.02823947375543366
ACH-000054,-0.04643891760388698
ACH-000055,0.055151871491663285
ACH-000060,-0.14162823959069007
ACH-000067,0.07967142323420122
ACH-000070,0.11207444907130466
ACH-000075,0.04848454067235839
ACH-000078,0.13000062678344634
ACH-000082,0.059069377954654174
ACH-000085,-0.14413470021236566
ACH-000086,0.11800784499882178
ACH-000087,0.15410470179370933
ACH-000092,0.15140504118865966
ACH-000095,0.128268129019459
ACH-000097,0.07021950504115156
ACH-000098,0.09532665433923844
ACH-000099,0.07286261185296619
ACH-000108,0.09429675375764884
ACH-000113,0.13507888932351636
ACH-000116,0.049221156008515406
ACH-000118,0.04511103964658074
ACH-000120,-0.0033925383162853253
ACH-000123,0.17661549581637934
ACH-000127,0.05677021489733632
ACH-000128,-0.02425050304672161
ACH-000132,0.11847560952679315
ACH-000133,0.12810672466886586
ACH-000137,0.057015846835815426
ACH-000138,0.012859826012379666
ACH-000142,-0.10579193095369256
ACH-000143,-0.03041507815362893
ACH-000146,0.03008506620774988
ACH-000148,0.0480650089984371
ACH-000150,-0.08679929206043359
ACH-000152,0.002248471454104765
ACH-000153,-0.1119740464665879
ACH-000159,0.10413502045052037
ACH-000160,0.021989809459760357
ACH-000163,-0.03449250011515996
ACH-000167,0.14360711277853294
ACH-000168,0.10133552988669522
ACH-000169,0.10035486194040837
ACH-000178,0.06022540214397749
ACH-000183,-0.023632287387349075
ACH-000188,0.008517367001706513
ACH-000189,-0.16366088656842234
ACH-000190,0.10116968103900187
ACH-000198,0.1020364493393629
ACH-000203,-0.2044337162504502
ACH-000204,0.07750202062841181
ACH-000206,0.1790738630981899
ACH-000207,-0.011324883429797195
ACH-000208,-0.19249884258882896
ACH-000210,-0.13122970181948904
ACH-000211,0.06819324869242115
ACH-000215,0.03525490256156784
ACH-000221,0.03493733106317227
ACH-000222,0.18486684122170927
ACH-000223,0.11252420319719472
ACH-000226,0.13787705575871906
ACH-000227,0.22580764192617206
ACH-000228,0.08221803005635069
ACH-000231,0.06795969183122405
ACH-000232,0.18528132450265086
ACH-000233,0.00211364394660594
ACH-000234,0.11070809999326467
ACH-000235,0.10494500229422186
ACH-000237,0.09144011585087122
ACH-000238,-0.06384445079194116
ACH-000242,0.2096590107412868
ACH-000243,0.06978850957902932
ACH-000244,-0.0629789040568849
ACH-000246,-0.04502291294807037
ACH-000248,-0.1011726787298542
ACH-000250,0.06727612108023395
ACH-000251,-0.04736930133458754
ACH-000252,0.15219987467702406
ACH-000253,0.1118889218271252
ACH-000255,-0.012592950983133129
ACH-000256,0.09747107365263534
