,HAO2 (51179)
ACH-000004,-0.06533282909053231
ACH-000005,-0.033984281255392434
ACH-000007,-0.2234525833300889
ACH-000009,-0.2482156091267707
ACH-000011,-0.17762810736636386
ACH-000012,-0.2784082544563398
ACH-000013,-0.3079755800393977
ACH-000014,-0.2785705469076996
ACH-000015,-0.23867315470027525
ACH-000017,-0.21235474982248845
ACH-000018,-0.1475177080911484
ACH-000019,-0.2925757477709928
ACH-000021,-0.20643168319282534
ACH-000022,-0.12448467894387598
ACH-000025,-0.4173718589865988
ACH-000028,-0.2597281532944822
ACH-000030,-0.406466688148016
ACH-000035,-0.24693621896711826
ACH-000036,-0.17738952053393525
ACH-000037,-0.2492547069430232
ACH-000039,-0.31077897063612003
ACH-000040,-0.2474307860445245
ACH-000041,-0.21521205682515326
ACH-000042,-0.15193242819097644
ACH-000045,-0.16508208047682904
ACH-000047,-0.27706260707003605
ACH-000052,-0.3926378392644041
ACH-000053,-0.27400942058677835
ACH-000054,-0.2886634311354915
ACH-000055,-0.3799255250306103
ACH-000060,-0.13045814988917348
ACH-000067,-0.2858271587215731
ACH-000070,-0.40988205710475295
ACH-000075,-0.3968230332152203
ACH-000078,-0.1966952648633868
ACH-000082,-0.1819300114639979
ACH-000085,-0.23233957818789205
ACH-000086,-0.2411106827898836
ACH-000087,-0.09533188473565103
ACH-000092,-0.414197055420469
ACH-000095,-0.25854295060301563
ACH-000097,-0.18366895322613244
ACH-000098,-0.2679464846232988
ACH-000099,-0.1826154779021824
ACH-000108,-0.21391976305830435
ACH-000113,-0.2779914829811147
ACH-000116,-0.13240198872837533
ACH-000118,-0.26020358063771504
ACH-000120,-0.16894824784840387
ACH-000123,-0.3440606583869683
ACH-000127,-0.2735679695427279
ACH-000128,-0.16712592038985544
ACH-000132,-0.24181383041650906
ACH-000133,-0.27114846191535136
ACH-000137,-0.2000140755645436
ACH-000138,-0.18973122750116245
ACH-000142,-0.4092164550859638
ACH-000143,-0.23035871696413054
ACH-000146,-0.21150576963833606
ACH-000148,-0.23357761475885366
ACH-000150,-0.10335598003516304
ACH-000152,-0.4572616298539932
ACH-000153,-0.3069204201668479
ACH-000159,-0.3720997621580599
ACH-000160,-0.1669074866878853
ACH-000163,-0.20458682654249327
ACH-000167,-0.09091459525012767
ACH-000168,-0.0827197627156002
ACH-000169,-0.19535703347296268
ACH-000178,-0.23608010214698066
ACH-000183,-0.1424134235269035
ACH-000188,-0.3274835333579887
ACH-000189,-0.18087552524623912
ACH-000190,-0.3786600653015928
ACH-000198,-0.2796450234464355
ACH-000203,-0.6878184284805829
ACH-000204,-0.4404336515756695
ACH-000206,-0.4249163785922229
ACH-000207,-0.3593423664730345
ACH-000208,-0.07540275390090069
ACH-000210,-0.2987632995438299
ACH-000211,-0.2464158675176666
ACH-000215,-0.19819896136837384
ACH-000221,-0.4503706644013352
ACH-000222,-0.18053036953567966
ACH-000223,-0.2810070112758756
ACH-000226,-0.3436431688959548
ACH-000227,-0.3837501534060404
ACH-000228,-0.30043999418513684
ACH-000231,-0.2832404356453818
ACH-000232,-0.13550224018341406
ACH-000233,-0.18168749834396167
ACH-000234,-0.08903253823142021
ACH-000235,-0.29250311414369623
ACH-000237,-0.22926164903960425
ACH-000238,-0.2998033800119015
ACH-000242,-0.5308150241690376
ACH-000243,-0.2259633332965297
ACH-000244,-0.09810293730601656
ACH-000246,-0.21819706771539135
ACH-000248,-0.23876728586110085
ACH-000250,-0.2143625635629203
ACH-000251,-0.3283559045381491
ACH-000252,-0.24741004083742274
ACH-000253,-0.2088589853520024
ACH-000255,-0.3036778432506128
ACH-000256,-0.21422748773156372
ACH-000257,0.092351222035072
ACH-000258,-0.02076246105775386
ACH-000259,-0.38809384542516656
ACH-000260,-0.35433593750294984
ACH-000261,-0.3011161397634249
ACH-000262,-0.17550933152997453
ACH-000263,-0.06896866269714973
ACH-000264,-0.19942158438095214
ACH-000265,-0.26240580456678353
ACH-000266,-0.17145498342702895
ACH-000272,-0.3938067884242892
ACH-000274,-0.3446557559025947
ACH-000277,-0.11089419478427497
ACH-000278,-0.13148322798242626
ACH-000279,-0.18465343484240992
ACH-000280,-0.2507952639269905
ACH-000281,-0.08426212858533166
ACH-000288,-0.2573585313240155
ACH-000291,-0.420088619745621
ACH-000293,-0.16977415016240416
ACH-000294,-0.14709823847218062
ACH-000295,-0.07184906837240229
ACH-000296,-0.26794115200959223
ACH-000302,-0.34521579911682143
ACH-000304,-0.6107580893013275
ACH-000307,-0.20794003066114586
ACH-000308,-0.23819756452608445
ACH-000310,-0.2846254210611473
ACH-000311,-0.2839479155716586
ACH-000312,-0.3445072890715994
ACH-000315,-0.18930826885051136
ACH-000316,-0.2214327064482237
ACH-000317,-0.5975627031949753
ACH-000318,-0.4091362010830511
ACH-000319,-0.2077058173588112
ACH-000320,-0.30596810349865405
ACH-000322,-0.2263939388524093
ACH-000323,-0.570496564923236
ACH-000324,-0.2568151142510041
ACH-000329,-0.3291064660685831
ACH-000330,-0.3446986847523725
ACH-000331,-0.34127262677052383
ACH-000332,-0.20549000187943992
ACH-000334,-0.06493195644681285
ACH-000335,-0.12195577896172258
ACH-000336,-0.11392414950745194
