,PPIL3 (53938)
ACH-000004,0.028389984505317968
ACH-000005,0.0053717201498794855
ACH-000007,-0.012613713006211795
ACH-000009,-0.09939816932887853
ACH-000011,0.007951262098507963
ACH-000012,-0.1965680103223335
ACH-000013,-0.0882133693672736
ACH-000014,0.03591757712603125
ACH-000015,-0.13269371625321766
ACH-000017,-0.006588593451524182
ACH-000018,-0.2614735701768314
ACH-000019,-0.07879551657922072
ACH-000021,-0.01602522291453973
ACH-000022,-0.054395201135605434
ACH-000025,-0.16955669852128344
ACH-000028,-0.23913066983481085
ACH-000030,-0.13403551676045955
ACH-000035,-0.10618413859008388
ACH-000036,-0.1294186606414225
ACH-000037,-0.13727244505145206
ACH-000039,0.012607302058004114
ACH-000040,-0.12174347367327695
ACH-000041,-0.049660637405956984
ACH-000042,-0.08967004223079626
ACH-000045,-0.004326482137460449
ACH-000047,-0.03571936048114545
ACH-000052,-0.0915156698064402
ACH-000053,-0.06518420795893602
ACH-000054,-0.0215761501755739
ACH-000055,-0.10970024457498466
ACH-000060,-0.03204634679056065
ACH-000067,-0.1832829214338639
ACH-000070,-0.14254187945041155
ACH-000075,-0.1947363854485589
ACH-000078,-0.018365625039234352
ACH-000082,-0.2583494523653175
ACH-000085,0.0090156330281688
ACH-000086,-0.007969226883765806
ACH-000087,-0.3544934602300794
ACH-000092,-0.11934591142048726
ACH-000095,-0.02554729741337302
ACH-000097,-0.02100503293153819
ACH-000098,-0.13313621069135376
ACH-000099,0.024844799465394238
ACH-000108,-0.23471189492686764
ACH-000113,-0.1341121355227882
ACH-000116,-0.12412773498732953
ACH-000118,-0.10034807108465804
ACH-000120,-0.1180977768674617
ACH-000123,-0.14064858679529196
ACH-000127,-0.04890617120490502
ACH-000128,-0.05819310448820478
ACH-000132,-0.019458552994613267
ACH-000133,-0.11728753598134956
ACH-000137,-0.2002324333703012
ACH-000138,-0.08165276895035206
ACH-000142,-0.024247327812673396
ACH-000143,0.11725892773388782
ACH-000146,-0.038375259823467296
ACH-000148,-0.013332948036501488
ACH-000150,-0.15244081608644536
ACH-000152,-0.10930100946363426
ACH-000153,-0.07803239254644594
ACH-000159,0.006026288062093993
ACH-000160,0.07425828700066206
ACH-000163,-0.022798785030357455
ACH-000167,0.6597857883700206
ACH-000168,0.07930495625579084
ACH-000169,-0.0012607756653117395
ACH-000178,0.04310796938486308
ACH-000183,-0.09283730497864946
ACH-000188,0.009690452590723177
ACH-000189,-0.06622146380994418
ACH-000190,-0.34257757167676384
ACH-000198,-0.15369077860588584
ACH-000203,-0.513334748299925
ACH-000204,-0.15017666311764927
ACH-000206,-0.054355718708631866
ACH-000207,-0.01947026006163386
ACH-000208,-0.1838120900530761
ACH-000210,0.2599441027929703
ACH-000211,-0.06787218700144204
ACH-000215,-0.022028320651645537
ACH-000221,-0.054902002208487115
ACH-000222,-0.014940890325034031
ACH-000223,-0.17678696902409707
ACH-000226,-0.01683359914615006
ACH-000227,-0.0766280233010794
ACH-000228,-0.10107626139359456
ACH-000231,-0.15802773091380387
ACH-000232,-0.03144322677518092
ACH-000233,-0.1274555811952273
ACH-000234,-0.2492664467659511
ACH-000235,-0.02774453936400796
ACH-000237,-0.24634585114498775
ACH-000238,-0.006152650488352055
ACH-000242,-0.1376444270154734
ACH-000243,-0.026572090585967004
ACH-000244,-0.13365932829743554
ACH-000246,0.01355031957267226
ACH-000248,0.02021875751307932
ACH-000250,-0.22160759002752226
ACH-000251,-0.07611389412939494
ACH-000252,-0.1573052219628284
ACH-000253,-0.07523693057014348
ACH-000255,-0.08425227597428632
ACH-000256,-0.12376979042389208
ACH-000257,-0.12168427023375705
ACH-000258,-0.06352517796386886
ACH-000259,-0.07530937161522934
ACH-000260,-0.16683377436987895
ACH-000261,-0.04797198733259457
ACH-000262,-0.1893890050942653
ACH-000263,-0.04735006838223137
ACH-000264,0.003669706942319906
ACH-000265,-0.13569423289345614
ACH-000266,-0.08581958678623114
ACH-000272,-0.04127702569796343
ACH-000274,-0.14246397746156045
ACH-000277,-0.0852139275964954
ACH-000278,-0.09269957600401256
ACH-000279,0.0027287270962193266
ACH-000280,-0.15191431261879051
ACH-000281,-0.13260658452644414
ACH-000288,-0.21452338463537016
ACH-000291,-0.0393247587866173
ACH-000293,-0.11146425065367664
ACH-000294,0.05780491077308882
ACH-000295,-0.19923071924428454
ACH-000296,-0.10762666335334993
ACH-000302,-0.023851355057282857
ACH-000304,-0.27276661914890193
ACH-000307,-0.18873219512279926
ACH-000308,-0.032773521507460435
ACH-000310,-0.037774666745689946
ACH-000311,-0.023166281568171198
ACH-000312,-0.13723573176020554
ACH-000315,0.01739676352278219
ACH-000316,-0.18891986890288376
ACH-000317,-0.1082166825834126
ACH-000318,-0.1029097082945419
ACH-000319,0.16920861690715985
ACH-000320,-0.07459955185022743
ACH-000322,0.059214025797956316
ACH-000323,-0.016229773967875942
ACH-000324,-0.2652960765592198
ACH-000329,-0.11759701477094182
ACH-000330,-0.2041427306780956
ACH-000331,-0.15067948311434232
ACH-000332,-0.14190898056210166
ACH-000334,0.013698485510392848
ACH-000335,0.04568535290632944
ACH-000336,-0.13721154742176614
ACH-000337,-0.2554945828852662
ACH-000338,-0.5217088295647071
ACH-000339,-0.13425335450100795
ACH-000341,0.005370910123079423
ACH-000348,-0.06843299956572567
ACH-000350,-0.0346220242455988
ACH-000352,0.00572526476940952
ACH-000356,-0.0762328284643606
ACH-000361,-0.04155679341198884
ACH-000362,-0.0057885375819256325
ACH-000363,0.05416675367469551
ACH-000364,-0.013708340589954028
ACH-000365,-0.020393654839492424
ACH-000366,-0.0275642458134781
ACH-000368,0.039429859564103616
ACH-000374,-0.001233998500885023
ACH-000375,0.03055606772966685
ACH-000376,-0.0697929238529746
ACH-000381,-0.03382190137098092
ACH-000383,-0.05922497856255667
ACH-000387,-0.08410957478284982
ACH-000389,-0.17813999889902676
ACH-000390,-0.02482157439615868
ACH-000393,-0.1178477407196405
ACH-000395,-0.09963704934621348
ACH-000396,-0.02570704549588336
ACH-000397,-0.11377075328646005
ACH-000401,-0.06912482284829972
ACH-000402,-0.4076608630230917
ACH-000403,-0.2674224510332445
ACH-000404,0.03195648240962238
ACH-000406,-0.05164506168460623
ACH-000407,-0.045868226434331895
ACH-000408,-0.03856068820148269
ACH-000410,-0.021441720089480983
ACH-000411,-0.08713464135450112
ACH-000414,0.006024185754005661
