,SERP1 (27230)
ACH-000004,-0.15199841478725315
ACH-000005,-0.46902050306096205
ACH-000007,-0.0032550592084863122
ACH-000009,-0.1309142427185957
ACH-000011,0.0016429915616394946
ACH-000012,0.05463555537861753
ACH-000013,0.06913079872304947
ACH-000014,-0.22687656980809826
ACH-000015,-0.20749095974304868
ACH-000017,-0.00931236169025298
ACH-000018,-0.18020883543592364
ACH-000019,-0.14708313257027358
ACH-000021,-0.010388039018458636
ACH-000022,-0.12494168533851735
ACH-000025,-0.11490470444768328
ACH-000028,-0.12961070119177642
ACH-000030,-0.016421675544385853
ACH-000035,-0.061298995428514726
ACH-000036,-0.4935045554431746
ACH-000037,0.005148595085806671
ACH-000039,-0.17851698578539973
ACH-000040,-0.14231223878717872
ACH-000041,-0.10730706360642472
ACH-000042,-0.019894442029225187
ACH-000045,-0.05292628558197495
ACH-000047,-0.04105515255141951
ACH-000052,-0.24654971558892766
ACH-000053,0.022446804815989943
ACH-000054,-0.16897632678487182
ACH-000055,0.03641052220520224
ACH-000060,-0.22219747445289909
ACH-000067,-0.14914151276090298
ACH-000070,-0.07578454180747482
ACH-000075,-0.09696880279819003
ACH-000078,-0.03968708291340367
ACH-000082,-0.018129266713437283
ACH-000085,-0.10849272618931448
ACH-000086,-0.028785017501068724
ACH-000087,0.11330476050849822
ACH-000092,-0.19248252348404365
ACH-000095,-0.04201483676972608
ACH-000097,-0.21564791288507032
ACH-000098,-0.10073216957882387
ACH-000099,-0.07393510341081139
ACH-000108,-0.03307339191510027
ACH-000113,-0.07779823744156597
ACH-000116,-0.09311434807972913
ACH-000118,-0.17621807169776993
ACH-000120,-0.052033073393119286
ACH-000123,-0.1750751719988787
ACH-000127,-0.0295724808546899
ACH-000128,0.0540846740360247
ACH-000132,-0.020432762004768738
ACH-000133,-0.181856678599136
ACH-000137,0.07569248211586659
ACH-000138,0.0035933410979837
ACH-000142,-0.16369332995372118
ACH-000143,-0.10664767077685196
ACH-000146,0.005665049830128649
ACH-000148,-0.07106385386056671
ACH-000150,0.05424194908380574
ACH-000152,-0.13451992506085178
ACH-000153,-0.16307741538940473
ACH-000159,-0.07721534449524269
ACH-000160,-0.16015637705616986
ACH-000163,-0.009337380524529804
ACH-000167,-0.01322362365812555
ACH-000168,-0.22767933141989824
ACH-000169,-0.10137695500202183
ACH-000178,-0.04995560170579859
ACH-000183,-0.08533738242024971
ACH-000188,-0.07781713519180143
ACH-000189,-0.12397579596316215
ACH-000190,-0.20476997515560455
ACH-000198,0.0010081834094069991
ACH-000203,-0.04266791672610622
ACH-000204,-0.0701085703621249
ACH-000206,0.048487324348885995
ACH-000207,-0.3390951786946851
ACH-000208,0.06272513850018167
ACH-000210,-0.1989147149272678
ACH-000211,0.017908786861650188
ACH-000215,-0.08970742466204025
ACH-000221,0.013830845844638793
ACH-000222,-0.05228750847932465
ACH-000223,-0.08813747872877946
ACH-000226,-0.023198659346801456
ACH-000227,-0.036914246899804215
ACH-000228,-0.11634891627593395
ACH-000231,-0.003627840917358511
ACH-000232,-0.13516810165333168
ACH-000233,0.02372621287410628
ACH-000234,-0.055515924479608604
ACH-000235,-0.08477370105999796
ACH-000237,-0.163859847994498
ACH-000238,-0.014707432424467237
ACH-000242,-0.08073467071177515
ACH-000243,-0.058313230772078825
ACH-000244,-0.06371072455783468
ACH-000246,-0.10737304563489414
ACH-000248,-0.1039693393373866
ACH-000250,-0.12298769568111792
ACH-000251,0.11940669243830156
ACH-000252,-0.13841718187147967
ACH-000253,-0.009467234182486859
ACH-000255,-0.032607386275515154
ACH-000256,-0.2189626308428432
ACH-000257,-0.03159183020629524
ACH-000258,-0.1675739732155339
ACH-000259,-0.1934920896871552
ACH-000260,-0.1444118460350873
ACH-000261,-0.06075414657756835
ACH-000262,-0.4484527800305024
ACH-000263,-0.3093847357421797
ACH-000264,-0.14888338632170728
ACH-000265,-0.06813216181537313
ACH-000266,-0.11299024148341932
ACH-000272,-0.10407404563934892
ACH-000274,-0.2353185297206896
ACH-000277,-0.11789842696066564
ACH-000278,-0.07339775197183522
ACH-000279,-0.125953569030491
ACH-000280,-0.19242996979535412
ACH-000281,0.17747109961719865
ACH-000288,0.1445536075882657
ACH-000291,0.021680859309650247
ACH-000293,-0.07772403586179441
ACH-000294,0.16300036223146858
ACH-000295,-0.07723193497263196
ACH-000296,-0.10344647546472352
ACH-000302,-0.13992282254912644
ACH-000304,-0.12104889301973185
ACH-000307,-0.09653177799474563
ACH-000308,-0.04564341501351686
ACH-000310,0.0209322883600015
ACH-000311,-0.16645758494925902
ACH-000312,-0.13200053584169133
ACH-000315,-0.029080938380290883
