,COLEC11 (78989)
ACH-000004,-0.10478951116247516
ACH-000005,0.1885115222725768
ACH-000007,0.11090975073185988
ACH-000009,0.05493513562629935
ACH-000011,0.037886079585856415
ACH-000012,0.12540895976299618
ACH-000013,0.14196565850976672
ACH-000014,0.12953201120703708
ACH-000015,0.07673816827313096
ACH-000017,0.01106010556289397
ACH-000018,0.0555602588985581
ACH-000019,0.14501557639916754
ACH-000021,0.06457552271896437
ACH-000022,0.033543440130900534
ACH-000025,0.06569216574651278
ACH-000028,0.05439161523105174
ACH-000030,0.07681373450655002
ACH-000035,0.1374447657500379
ACH-000036,-0.010298051489147123
ACH-000037,0.03506376617583224
ACH-000039,0.2776947181381793
ACH-000040,0.08246929104730034
ACH-000041,0.0893951352026215
ACH-000042,0.04130257898940619
ACH-000045,-0.034090718235236225
ACH-000047,0.002210215778490145
ACH-000052,0.0782375616750757
ACH-000053,0.004121011890508275
ACH-000054,0.11790723135864012
ACH-000055,0.268544904986663
ACH-000060,0.1647525439642012
ACH-000067,0.146543920838318
ACH-000070,0.05532018786021568
ACH-000075,0.060137841309032415
ACH-000078,0.0057110537964044465
ACH-000082,0.03441830314031505
ACH-000085,0.04991268611788015
ACH-000086,0.08469374699439551
ACH-000087,0.05128350395880064
ACH-000092,-0.1401024158503645
ACH-000095,-0.01010930365075895
ACH-000097,-0.026744329910546875
ACH-000098,0.08346467592024999
ACH-000099,0.0003660293241279701
ACH-000108,-0.0045062255173887655
ACH-000113,0.08485063994601695
ACH-000116,0.09791899086803596
ACH-000118,0.05737699513525685
ACH-000120,0.08768792940337658
ACH-000123,0.013445222754152159
ACH-000127,0.12563700779670756
ACH-000128,0.04622043267729446
ACH-000132,0.15410385456699868
ACH-000133,0.06878298888508395
ACH-000137,-0.018016461413987748
ACH-000138,0.056138099716645136
ACH-000142,0.1045393726270497
ACH-000143,0.020082578591504818
ACH-000146,0.050937946640123466
ACH-000148,0.05005442391386993
ACH-000150,0.052718020584841326
ACH-000152,0.00864823716726528
ACH-000153,0.06274897215191998
ACH-000159,0.11468465017909715
ACH-000160,0.016849749519887266
ACH-000163,0.02048907817553119
ACH-000167,0.2135764729053895
ACH-000168,0.09627624584053504
ACH-000169,0.057914036995488125
ACH-000178,0.11311054981842003
ACH-000183,-0.04741885524599848
ACH-000188,0.07393970035534828
ACH-000189,-0.17513607271500006
ACH-000190,0.09733746585369657
