,QKI (9444)
ACH-000004,-0.08374183753928206
ACH-000005,-0.056998571599528834
ACH-000007,-0.3364011504507707
ACH-000009,-0.18317008151989106
ACH-000011,6.893525030036079e-05
ACH-000012,-0.08573512762480041
ACH-000013,0.023857080094876956
ACH-000014,0.27864865980027004
ACH-000015,-0.027335674942180446
ACH-000017,-0.2710395492740191
ACH-000018,-0.10954363236405903
ACH-000019,-0.11721294666946287
ACH-000021,-0.07354569065300537
ACH-000022,-0.1442488710438401
ACH-000025,0.3005369003596027
ACH-000028,-0.17413677868507502
ACH-000030,-0.21375477697757975
ACH-000035,-0.1248180354141001
ACH-000036,-0.17161166488434884
ACH-000037,-0.3781622176544602
ACH-000039,-0.18256272436057974
ACH-000040,-0.3309462282645238
ACH-000041,-0.1164486762695944
ACH-000042,-0.16752933480004747
ACH-000045,-0.02628331800278393
ACH-000047,0.010511428963351376
ACH-000052,-0.22144174877199788
ACH-000053,0.023595318633258814
ACH-000054,0.00784626959408215
ACH-000055,0.019119429926977342
ACH-000060,-0.12980885792009886
ACH-000067,-0.5389962420770608
ACH-000070,-0.1955659027686061
ACH-000075,-0.07338775378571724
ACH-000078,-0.3727551361304561
ACH-000082,-0.07089912348239426
ACH-000085,-0.06453752573301079
ACH-000086,-0.16637984570672806
ACH-000087,-0.0871637888734789
ACH-000092,-0.3026598201485468
ACH-000095,-0.19996126028305689
ACH-000097,-0.105491729591757
ACH-000098,0.005595385258513199
ACH-000099,-0.3641179596965077
ACH-000108,0.016040914994289564
ACH-000113,-0.17742021214325018
ACH-000116,-0.03918488141321766
ACH-000118,-0.06089418668124358
ACH-000120,-0.2057216187237912
ACH-000123,0.14308329897326813
ACH-000127,-0.23350091707501355
ACH-000128,0.003310865013055497
ACH-000132,-0.2497094983389256
ACH-000133,-0.0034031357273795627
ACH-000137,0.169148938934228
ACH-000138,0.07111389012820789
ACH-000142,-0.2319044883714313
ACH-000143,-0.04232554504513128
ACH-000146,-0.18848974688647754
ACH-000148,-0.2556672023948515
ACH-000150,-0.09672247325396624
ACH-000152,0.054605611700918405
ACH-000153,-0.2957297685349578
ACH-000159,-0.1966517757081763
ACH-000160,-0.0458578714466984
ACH-000163,-0.298225293594485
ACH-000167,0.1274163592413136
ACH-000168,-0.046324535219977724
ACH-000169,0.11300276574645535
ACH-000178,-0.2441285349620697
ACH-000183,0.032862552054108915
ACH-000188,-0.19785156057520514
ACH-000189,-0.18297383993719904
ACH-000190,0.011912432672962131
ACH-000198,0.016545956309035676
ACH-000203,-0.1229047983402299
ACH-000204,-0.1190833398388716
ACH-000206,-0.3931459286668327
ACH-000207,-0.21683116249698986
ACH-000208,-0.0517836444248095
ACH-000210,-0.024868066166670238
ACH-000211,-0.2703785901049093
ACH-000215,-0.05657945365707464
ACH-000221,0.0624914479021922
ACH-000222,0.07152212398343898
ACH-000223,-0.1574500256701012
ACH-000226,-0.08350236242852198
ACH-000227,-0.4225653969594999
ACH-000228,-0.18108103116090252
ACH-000231,0.055345936776741884
ACH-000232,-0.4047752136869032
ACH-000233,-0.09662452660552094
ACH-000234,0.16261202422795526
ACH-000235,-0.1725136521663467
ACH-000237,0.019230713485179983
ACH-000238,-0.17186650885628338
ACH-000242,0.15134074891788493
ACH-000243,0.2877439804159126
ACH-000244,-0.29057252957166185
ACH-000246,-0.218639132101536
ACH-000248,0.04723271505735152
ACH-000250,0.007791534242967427
ACH-000251,-0.5780624663154427
ACH-000252,0.03346441456864492
ACH-000253,-0.008386750930471951
ACH-000255,-0.16813958325955147
ACH-000256,-0.10751842033323557
ACH-000257,0.15372842875600326
ACH-000258,0.09724893324245
ACH-000259,-0.18091594377864192
ACH-000260,-0.06132287652349885
