,RBPJ (3516)
ACH-000004,-0.15038545227591474
ACH-000005,-0.049802068204041525
ACH-000007,0.11440731435690725
ACH-000009,-0.21256231939046966
ACH-000011,-0.13028864630885684
ACH-000012,-0.11940586126498212
ACH-000013,-0.17283852141017908
ACH-000014,-0.3930586609833025
ACH-000015,-0.19949132847879125
ACH-000017,-0.02600946875749441
ACH-000018,-0.08878719264513067
ACH-000019,-0.07536246503574971
ACH-000021,-0.07099394201287229
ACH-000022,-0.11888905583966587
ACH-000025,0.24318429742522674
ACH-000028,-0.09955877970116908
ACH-000030,0.061879187457022325
ACH-000035,-0.007297272782691041
ACH-000036,0.14413617943246207
ACH-000037,-0.2076652108974738
ACH-000039,-0.1440434997795162
ACH-000040,-0.41033940502075855
ACH-000041,-0.033673864129314175
ACH-000042,-0.11024748516462472
ACH-000045,-0.07844072680466334
ACH-000047,-0.0193118736560171
ACH-000052,-0.1839621581705368
ACH-000053,-0.16190519237431664
ACH-000054,-0.17707600280288374
ACH-000055,-0.3091285460556577
ACH-000060,-0.11344626702116414
ACH-000067,-0.4760506693986434
ACH-000070,0.20328362828411287
ACH-000075,-0.3291011856882827
ACH-000078,-0.24817436183329275
ACH-000082,-0.3723858307639025
ACH-000085,-0.1200063135871056
ACH-000086,-0.10205910983465033
ACH-000087,-0.1515948789647618
ACH-000092,-0.1626800757434801
ACH-000095,-0.11291343870387037
ACH-000097,-0.0790595373729307
ACH-000098,0.10646486193312543
ACH-000099,-0.10802203628292573
ACH-000108,-0.1546249554201974
ACH-000113,-0.07149661547821666
ACH-000116,-0.27794879525423866
ACH-000118,-0.10220757265256823
ACH-000120,-0.3746600596638029
ACH-000123,-0.16367957215616105
ACH-000127,-0.09807356389944323
ACH-000128,-0.1263864934690945
ACH-000132,-0.030129316849210493
ACH-000133,-0.31392505765504336
ACH-000137,-0.1896582599998843
ACH-000138,0.13146823794945442
ACH-000142,-0.24117183438382986
ACH-000143,-0.015314885945740956
ACH-000146,-0.14202021608374588
ACH-000148,-0.17762541384291033
ACH-000150,-0.14362954985766738
ACH-000152,-0.1531448133207649
ACH-000153,-0.03401955853293258
ACH-000159,-0.2596985071694236
ACH-000160,-0.27440057246004823
ACH-000163,-0.17486817610454886
ACH-000167,-1.2759559319579794
ACH-000168,-0.284980152385563
ACH-000169,-0.2917234072159956
ACH-000178,-0.042032331864746864
ACH-000183,0.21957754537531995
ACH-000188,-0.10241970800710533
ACH-000189,-0.15171557430442342
ACH-000190,0.030479270758620895
ACH-000198,-0.6275123081945921
ACH-000203,-0.31768494900112826
ACH-000204,0.04106173627849948
ACH-000206,-0.06915872824591389
ACH-000207,-0.002806858917728851
ACH-000208,0.029776508401148188
ACH-000210,-0.07301330415441545
ACH-000211,-0.10091226596546007
ACH-000215,-0.15664711444722
ACH-000221,-0.08060613717693249
ACH-000222,-0.06335048236954051
ACH-000223,-0.17729961659540275
ACH-000226,-0.21546997661317951
ACH-000227,-0.2521626968655783
ACH-000228,-0.14085516103187154
ACH-000231,-0.10062683397887988
ACH-000232,0.0922743582561311
ACH-000233,-0.03544341842162658
ACH-000234,-0.0213559831780581
ACH-000235,-0.17803010387610013
ACH-000237,-0.2777201360124062
ACH-000238,-0.16310982948848035
ACH-000242,0.3122767908089847
ACH-000243,-0.20518673208640234
ACH-000244,0.15543554835482976
ACH-000246,-0.2289140055457731
ACH-000248,-0.15929439612983498
ACH-000250,-0.10231688571674867
ACH-000251,0.07125962183029083
ACH-000252,0.01269408136228264
ACH-000253,-0.11147889899081864
ACH-000255,-0.07705967413102092
ACH-000256,-0.06896476840798768
ACH-000257,-0.11226837299053036
ACH-000258,-0.0586372816313579
ACH-000259,-0.0029089278484287287
ACH-000260,-0.1794092890523736
ACH-000261,-0.3588209225267521
ACH-000262,-0.2113037072121008
ACH-000263,-0.3470508275583338
ACH-000264,-0.2631202259423983
ACH-000265,-0.07063296384910554
ACH-000266,-0.05379177874124631
ACH-000272,-0.1691144674237941
ACH-000274,-0.1653359403849321
