,GOLGA6L1 (283767)
ACH-000004,-0.7738913494197344
ACH-000005,-0.08722910267550853
ACH-000007,-0.511645219466535
ACH-000009,-0.7609170339726271
ACH-000011,-0.19761950668334616
ACH-000012,-0.4536975318903465
ACH-000013,-0.3561728863276523
ACH-000014,-0.29006625264640723
ACH-000015,-0.352334205472709
ACH-000017,-0.2498553092863784
ACH-000018,-0.4498999191403523
ACH-000019,-0.35642446208368195
ACH-000021,-0.6225051240396843
ACH-000022,-0.6070079834216124
ACH-000025,-0.6171439252382136
ACH-000028,-0.35806510678076064
ACH-000030,-0.35077219897942685
ACH-000035,-0.4143271731495897
ACH-000036,-0.7030997141247919
ACH-000037,-0.20624433148213014
ACH-000039,-0.3614243309835298
ACH-000040,-0.3836263788654286
ACH-000041,-0.5084757387138829
ACH-000042,-0.433923231812232
ACH-000045,-0.37369993329019147
ACH-000047,-0.43629194681321454
ACH-000052,-0.6342767475104043
ACH-000053,-0.5105669681955157
ACH-000054,-0.5562318777312257
ACH-000055,-0.5428478307977395
ACH-000060,-0.4756906741784553
ACH-000067,-0.4947948071635871
ACH-000070,-0.5443877150684142
ACH-000075,-0.5639714910223536
ACH-000078,-0.5012109219363232
ACH-000082,-0.3014566215805856
ACH-000085,-0.4386533775628642
ACH-000086,-0.5608502351320146
ACH-000087,-0.7408430190834926
ACH-000092,-0.463107485672353
ACH-000095,-0.5345983903003579
ACH-000097,-0.4093209618015888
ACH-000098,-0.5867441564794869
ACH-000099,-0.4323191460594783
ACH-000108,-0.4961464439191132
ACH-000113,-0.5412963757525581
ACH-000116,-0.5518814158119967
ACH-000118,-0.5449437613677325
ACH-000120,-0.524090512963701
ACH-000123,-0.5709645040068492
ACH-000127,-0.3025359301710348
ACH-000128,-0.38680451329140825
ACH-000132,-0.6206694244350826
ACH-000133,-0.3383077106837288
ACH-000137,-0.5668384613601144
ACH-000138,-0.3523256962855873
ACH-000142,-0.4120874879705101
ACH-000143,-0.6137547138174825
ACH-000146,-0.5616972836535334
ACH-000148,-0.4972543767476568
ACH-000150,-0.2402376529048404
ACH-000152,-0.32906637206691663
ACH-000153,-0.6742606883705787
ACH-000159,-0.35366665171454204
ACH-000160,-0.6074940456467339
ACH-000163,-0.4793689028788906
ACH-000167,-0.4372974752804453
ACH-000168,-0.5427201725385774
ACH-000169,-0.7096870739536094
ACH-000178,-0.6892390284590332
ACH-000183,-0.7545926133854602
ACH-000188,-0.6404820202788789
ACH-000189,-0.5800258644075533
ACH-000190,-0.42798578640830426
ACH-000198,-0.6230824203991324
ACH-000203,-0.4355760216291753
ACH-000204,-0.4706425021912173
ACH-000206,-0.25662609447804485
ACH-000207,-0.4538020978548542
ACH-000208,-0.6529453113379808
ACH-000210,-0.6443794844254588
ACH-000211,-0.5271226240484279
ACH-000215,-0.4338529629069873
ACH-000221,-0.6976887237997266
ACH-000222,-0.7937507606249202
ACH-000223,-0.4623651079005949
ACH-000226,-0.5337881091493464
ACH-000227,-0.4445467604759473
ACH-000228,-0.4352069828262446
ACH-000231,-0.4998117262262996
ACH-000232,-0.4324213850633651
ACH-000233,-0.5418999314836075
ACH-000234,-0.24087252046820945
ACH-000235,-0.4928193732316442
ACH-000237,-0.4119321251251128
ACH-000238,-0.3447205501417526
ACH-000242,-0.4939356472791603
ACH-000243,-0.7027904599142715
ACH-000244,-0.6482256828540212
ACH-000246,-0.4739113282685225
ACH-000248,-0.4931590379465099
ACH-000250,-0.3237252331405913
ACH-000251,-0.4545164818766028
ACH-000252,-0.4431330899445288
ACH-000253,-0.6218932170897474
ACH-000255,-0.719786102539136
ACH-000256,-0.4050547698265292
ACH-000257,-0.4544054193372426
ACH-000258,-0.7374570758670073
ACH-000259,-0.27579381880654125
ACH-000260,-0.297993788664276
ACH-000261,-0.6688316974775266
ACH-000262,-0.6124520399075083
ACH-000263,-0.39346339159475213
ACH-000264,-0.3107009813680378
ACH-000265,-0.6026435439945034
ACH-000266,-0.6436769644923652
ACH-000272,-0.5896633424508194
ACH-000274,-0.7726179269817527
ACH-000277,-0.07958499557037793
ACH-000278,-0.3449740455765587
ACH-000279,-0.7058185459179536
ACH-000280,-0.3804998744397421
ACH-000281,-0.5727715668816769
ACH-000288,-0.6631318991606534
ACH-000291,-0.4918275468078098
ACH-000293,-0.17815045851858535
ACH-000294,-0.9663762122870106
ACH-000295,-0.7061136073057624
ACH-000296,-0.7937165094688916
ACH-000302,-0.4810961029281789
ACH-000304,-0.2773446917614748
ACH-000307,-0.4750876789470175
ACH-000308,-0.22544910972654345
ACH-000310,-0.3659921645373244
ACH-000311,-0.4502693346056075
ACH-000312,-0.4555014270971047
ACH-000315,-0.5972549533808637
ACH-000316,-0.4176313311229978
ACH-000317,-0.7641312782230841
ACH-000318,-0.4832405702570808
ACH-000319,-0.6161094712201772
ACH-000320,-0.3210834769085852
ACH-000322,-0.16322545833554195
ACH-000323,-0.3970656468938808
ACH-000324,-0.4854312806868637
ACH-000329,-0.4162006041635535
ACH-000330,-0.12841425990304664
ACH-000331,-0.6416661673781643
ACH-000332,-0.4510108342788422
ACH-000334,-0.691497875220774
ACH-000335,-0.6070718977232452
ACH-000336,-0.5380960663206721
ACH-000337,-0.3152303718768805
ACH-000338,-0.468530432507628
ACH-000339,-0.3569989811852919
ACH-000341,-0.34674087627518163
ACH-000348,-0.4184742694266248
ACH-000350,-0.5982223038340898
ACH-000352,-0.5388413494841908
ACH-000356,-0.24019794066386466
ACH-000361,-0.3641103986254817
ACH-000362,-0.6172378701926101
ACH-000363,-0.3253710771173485
ACH-000364,-0.4763060966012014
ACH-000365,-0.5086493432220189
ACH-000366,-0.4571533424093024
ACH-000368,-0.6205111822138278
ACH-000374,-0.6232062986270199
ACH-000375,-0.6036374914575632
ACH-000376,-0.6653586016171952
ACH-000381,-0.5569763089963394
ACH-000383,-0.6169464606935251
ACH-000387,-0.6544697659044841
ACH-000389,-0.601365672542177
ACH-000390,-0.3805783591374995
ACH-000393,-0.5819106780501021
ACH-000395,-0.5923463645788722
ACH-000396,-0.7515713445802653
ACH-000397,-0.25823563614417944
ACH-000401,-0.4635957060893848
ACH-000402,-0.3681829924272582
ACH-000403,-0.7518058746570531
ACH-000404,-0.4370024743572833
ACH-000406,-0.4838266183701936
ACH-000407,-0.4999721837990258
ACH-000408,-0.4211070248388444
ACH-000410,-0.6275242614799886
ACH-000411,-0.4442285515449785
ACH-000414,-0.4253438698963808
ACH-000415,-0.3657369225108128
ACH-000416,-0.4684169833542365
ACH-000420,-0.6472635408955658
ACH-000421,-0.6633288336936288
ACH-000424,-0.6939526044613779
ACH-000425,-0.5200188019332123
ACH-000426,-0.9361208376000358
ACH-000427,-0.6158802420057012
ACH-000433,-0.5168367460586583
ACH-000435,-1.1158238908303113
ACH-000436,-0.6704242052596312
ACH-000444,-0.5898744711680057
ACH-000445,-0.5142330562624293
ACH-000448,-0.4174220725625207
ACH-000450,-0.6594354720777805
ACH-000452,-0.4408668969523726
ACH-000454,-0.5080662988943164
ACH-000458,-0.6346965331913667
ACH-000459,-0.5976594903301724
ACH-000460,-0.6823473523863406
ACH-000461,-0.5929859773887508
ACH-000463,-0.6389584767009803
ACH-000464,-0.5049353793258379
ACH-000466,-0.6893079766082194
ACH-000467,-0.5275074640274776
ACH-000468,-0.7788229264098839
ACH-000469,-0.5582423799490884
ACH-000470,-0.8432517110120753
ACH-000471,-0.4024178004113561
ACH-000472,-0.4418588945330118
ACH-000473,-0.650636519886589
ACH-000475,-0.2953263841390471
ACH-000476,-0.4262655160389183
ACH-000477,-0.4319524970884736
ACH-000479,-0.4946056653573098
ACH-000480,-0.5788023241077239
ACH-000481,-0.6670712422223416
ACH-000483,-0.6501530877544399
ACH-000484,-0.3512201430824365
ACH-000485,-0.7187762049599513
ACH-000486,-0.4508816925622348
ACH-000487,-0.5533881494346686
ACH-000488,-0.6492345660803961
ACH-000490,-0.6536115214902215
ACH-000491,-0.4942945139626159
ACH-000495,-0.6714550336628141
ACH-000496,-0.5740452743564761
ACH-000499,-0.8147287572520737
ACH-000500,-0.56213206300603
ACH-000502,-0.5576693585386618
ACH-000503,-0.8214709820194305
ACH-000505,-0.5594361706401646
ACH-000507,-0.5612335376951388
ACH-000510,-0.4472135919482705
ACH-000511,-0.6580790598479921
ACH-000512,-0.8404261275268314
ACH-000516,-0.3341241677600425
ACH-000517,-0.5818364451575349
ACH-000518,-0.5743026490550791
ACH-000520,-0.7943086177386399
ACH-000521,-0.4940176764128388
ACH-000522,-0.6418294037922059
ACH-000524,-0.3696879785683329
ACH-000527,-0.43448199805082144
ACH-000528,-0.4855484288964186
ACH-000537,-0.5961360990689158
ACH-000541,-0.5692173557512266
ACH-000542,-0.7026195499968595
ACH-000544,-0.4501742203799938
ACH-000545,-0.5753086243942602
ACH-000547,-0.7339855143963269
ACH-000548,-0.39820737635527853
ACH-000549,-0.4021618587634669
ACH-000550,-0.6018253811668814
ACH-000552,-0.5813634381299059
ACH-000556,-0.4673296335307865
ACH-000557,-0.4291801456582957
ACH-000569,-0.4086231602284584
ACH-000570,-0.7210552151051206
ACH-000571,-0.4764765588274758
ACH-000573,-0.9034771322645788
ACH-000576,-0.4895590947198845
ACH-000579,-0.2745720944069944
ACH-000580,-0.6551557468545705
ACH-000584,-0.510370575671351
ACH-000585,-0.5641770925890143
ACH-000588,-0.649170079300835
ACH-000589,-0.36679778515815104
ACH-000591,-0.6281838947524064
ACH-000593,-0.6232970630452406
ACH-000600,-0.5611562892005122
ACH-000601,-0.5079819111125654
ACH-000605,-0.6094643319510089
ACH-000606,-0.4937994918218488
ACH-000608,-0.7022069674057186
ACH-000614,-0.6974973065746553
ACH-000616,-0.4605145143538216
ACH-000618,-0.3547114319958515
ACH-000619,-0.57091484671437
ACH-000620,-0.558178235440475
ACH-000621,-0.4363697860890625
ACH-000622,-0.2820678844557099
ACH-000623,-0.5781843628979286
ACH-000624,-0.5411528743747251
ACH-000627,-0.279555122317208
ACH-000630,-0.6638546308408035
ACH-000631,-0.4988514364755222
ACH-000632,-0.6848171891370525
ACH-000633,-0.2940186799341879
ACH-000637,-0.35951258283267795
ACH-000638,-0.4337963879932995
ACH-000646,-0.5703332054791337
ACH-000647,-0.642332191862228
ACH-000648,-0.521020111065461
ACH-000649,-0.7757615982634243
ACH-000651,-0.6019892169874475
ACH-000652,-0.547593292643812
ACH-000653,-0.5688055900053622
ACH-000657,-0.5894486218580125
ACH-000658,-0.5824466357355836
