,CLCF1 (23529)
ACH-000004,0.00613716629198556
ACH-000005,0.005239836693880629
ACH-000007,0.1500558140474322
ACH-000009,0.11994952932650728
ACH-000011,0.19804293569111756
ACH-000012,0.043428995233945285
ACH-000013,0.1509364463872415
ACH-000014,0.2057898722777632
ACH-000015,0.2151442106436058
ACH-000017,0.1370877376548492
ACH-000018,0.097077128309322
ACH-000019,0.04364603789082301
ACH-000021,0.05427771009561205
ACH-000022,0.17802406326819664
ACH-000025,0.20672319348682253
ACH-000028,0.02009043900192868
ACH-000030,0.07061903940643703
ACH-000035,0.045191565725925364
ACH-000036,0.08827164075398061
ACH-000037,0.1191787505017258
ACH-000039,0.0898334683645647
ACH-000040,0.05463229764429234
ACH-000041,-0.010077509433953006
ACH-000042,0.07291919604466393
ACH-000045,0.030211829204145238
ACH-000047,0.08294157408471832
ACH-000052,-0.022233251981817453
ACH-000053,0.09448688188667873
ACH-000054,0.12679643142158015
ACH-000055,0.02168287231162331
ACH-000060,0.21842634149475107
ACH-000067,0.14600104061889554
ACH-000070,0.14127954549759242
ACH-000075,0.08332945339537749
ACH-000078,0.02246195828696937
ACH-000082,0.18605253092153198
ACH-000085,0.015771662771639647
ACH-000086,0.07221730930921659
ACH-000087,-0.0035087749437976725
ACH-000092,0.0754698209879084
ACH-000095,0.08766671455294907
ACH-000097,0.08046672110672166
ACH-000098,0.09131422922094228
ACH-000099,0.17085340161185114
ACH-000108,0.060018434605535076
ACH-000113,0.1236763701673872
ACH-000116,0.06696009650483492
ACH-000118,0.027113874718150556
ACH-000120,0.10198115460653663
ACH-000123,0.134881383761653
ACH-000127,0.1358531280774681
ACH-000128,0.2261479944838317
ACH-000132,0.12406182810273805
ACH-000133,0.09765825430584574
ACH-000137,-0.07982691474078156
ACH-000138,0.1062050128267898
ACH-000142,0.16042554161279593
ACH-000143,0.08037248667422152
ACH-000146,0.1254261309832746
ACH-000148,0.2765598657849285
ACH-000150,0.11775640769368695
ACH-000152,0.09683187047310153
ACH-000153,-0.28716793890557724
ACH-000159,0.03462850358439115
ACH-000160,-0.3567775255087125
ACH-000163,0.06994513499621995
ACH-000167,0.2241668889517701
ACH-000168,0.004107871312748564
ACH-000169,0.12061510544402584
ACH-000178,0.09003429616127012
ACH-000183,0.21457686999989267
ACH-000188,-0.1349730788139691
ACH-000189,0.15917237041461854
ACH-000190,0.09549875763554072
ACH-000198,-0.023136357668318355
ACH-000203,-0.040709406437181864
ACH-000204,0.00336015399094798
ACH-000206,0.15949456586507227
ACH-000207,0.017529564900091388
ACH-000208,-0.02747455368718901
ACH-000210,0.4441570976813304
ACH-000211,0.027211368508952498
ACH-000215,0.1943035232573236
ACH-000221,0.03843328491864394
ACH-000222,0.06430073327005209
ACH-000223,0.12311031111212528
ACH-000226,0.0432327414800664
ACH-000227,0.1464068765882922
ACH-000228,-0.019570997849211246
ACH-000231,0.13296524984873145
ACH-000232,0.1741386452093526
ACH-000233,0.1230594588206106
ACH-000234,0.1874998244464284
ACH-000235,0.10128886844748734
ACH-000237,0.10070968961495724
ACH-000238,0.15344551865150693
ACH-000242,0.07380545030468774
ACH-000243,0.14298556739201998
ACH-000244,0.09866067083168392
ACH-000246,0.13683484877897895
ACH-000248,0.1982259577243144
ACH-000250,0.1373512310670285
ACH-000251,0.14218929260230553
ACH-000252,0.03259775750735232
ACH-000253,0.1383770836099502
ACH-000255,0.1414235842176631
ACH-000256,0.014425683725137462
ACH-000257,0.23730524998454386
ACH-000258,-0.06884350020893885
ACH-000259,0.04340190177453511
ACH-000260,0.12183155599225368
ACH-000261,0.24001847424324835
ACH-000262,-0.005434025873206763
ACH-000263,0.25036952445025984
ACH-000264,0.10086113759534092
ACH-000265,0.05973208266508511
ACH-000266,0.1233559359171433
ACH-000272,0.19366184917300466
ACH-000274,0.20126179301615504
ACH-000277,0.07709241105651261
ACH-000278,0.2563362367134581
ACH-000279,0.11524531665422305
ACH-000280,0.17169708415048066
ACH-000281,0.043121113653607115
ACH-000288,0.05983234407655235
ACH-000291,0.15833193109931196
ACH-000293,-0.020559414990559296
ACH-000294,-0.00404159528946584
ACH-000295,0.051743709445803636
ACH-000296,0.2226438512774261
ACH-000302,0.09401477231411676
ACH-000304,0.1918385392952206
ACH-000307,0.024184310440140896
ACH-000308,0.05364505698300629
ACH-000310,0.2376796582627352
ACH-000311,0.012332250291440965
ACH-000312,-0.03107871487646338
ACH-000315,-0.012583032348966268
ACH-000316,0.039944804254051516
ACH-000317,0.04271059115900356
ACH-000318,-0.11841869183070812
ACH-000319,0.09519423597700097
ACH-000320,0.0405225579875197
ACH-000322,0.23366555538785466
ACH-000323,0.19005202230114346
ACH-000324,0.14704698096003135
ACH-000329,0.21123937498707326
ACH-000330,0.104782837052086
ACH-000331,0.11380244864907255
ACH-000332,0.03755321026620392
ACH-000334,0.027865920387579263
ACH-000335,0.1804688326082781
ACH-000336,0.09372785450262686
ACH-000337,0.007987370944195799
ACH-000338,-0.30404362882723585
ACH-000339,0.14082828587092022
ACH-000341,0.19116706473453213
ACH-000348,0.1343294325872044
ACH-000350,0.0685419098496827
ACH-000352,0.14315370136805708
ACH-000356,-0.15489642846196713
ACH-000361,0.034028723166013186
ACH-000362,0.11424966383971327
ACH-000363,0.11132320609445476
ACH-000364,0.08508917847263835
ACH-000365,0.11176123817114172
ACH-000366,-0.09097680976285256
ACH-000368,0.1795781354672199
ACH-000374,-0.14821954287775355
ACH-000375,0.13683165193544453
