,PCED1B (91523)
ACH-000315,-0.36789672467950896
ACH-000316,-0.2556871272841746
ACH-000317,-0.2844985948836591
ACH-000318,-0.4606948252101098
ACH-000319,-0.4622813777448821
ACH-000320,-0.18087055972033925
ACH-000322,-0.07738599175496483
ACH-000323,-0.2432462889299906
ACH-000324,-0.23415990907257744
ACH-000329,-0.3357185538695131
ACH-000330,-0.21631784072352286
ACH-000331,-0.3685842654602629
ACH-000332,-0.2540231187008893
ACH-000334,-0.2700513856682967
ACH-000335,-0.399435877552945
ACH-000336,-0.29164823199145995
ACH-000337,-0.1752018471232141
ACH-000338,-0.2210027369458769
ACH-000339,-0.3045658478610059
ACH-000341,-0.4700951514995136
ACH-000348,-0.21254829050812024
ACH-000350,-0.2718909020408291
ACH-000352,-0.3955799517686697
ACH-000356,-0.18926590395226228
ACH-000361,-0.2038362908354632
ACH-000362,-0.21400187700679774
ACH-000363,-0.2989635447016101
ACH-000364,-0.38136957291526796
ACH-000365,-0.5090318906229299
ACH-000366,-0.2666701723521208
ACH-000368,-0.36823898911422864
ACH-000374,-0.373355515956992
ACH-000375,-0.2596389061581129
ACH-000376,-0.26907197816522016
ACH-000381,-0.3861207399494314
ACH-000383,-0.33020514304729165
ACH-000387,-0.4106621856652965
ACH-000389,-0.07411077664413533
ACH-000390,-0.30635238184046026
ACH-000393,-0.26624896593598946
ACH-000395,-0.23682572714046596
ACH-000396,-0.3726764900577296
ACH-000397,-0.3177484126190216
ACH-000401,-0.17358880129217655
ACH-000402,-0.2875458202920182
ACH-000403,-0.2965108172078517
ACH-000404,-0.2795133719462322
ACH-000406,-0.2899180995860828
ACH-000407,-0.3182568928419004
ACH-000408,-0.7024136251504312
ACH-000410,-0.3027608268253972
ACH-000411,-0.2426779464678584
ACH-000414,-0.3491178941356707
ACH-000415,-0.4753640252463359
ACH-000416,-0.23245630109056475
ACH-000420,-0.5183908087958535
ACH-000421,-0.3818306224018726
ACH-000424,-0.4086277878170877
ACH-000425,-0.3462946461115237
ACH-000426,-0.2358690259015208
ACH-000427,-0.25993164016653275
ACH-000433,-0.2514497516375002
ACH-000435,-0.6006279020972141
ACH-000436,-0.12414775027157116
ACH-000444,-0.2314638321843969
ACH-000445,-0.2610416582903245
ACH-000448,-0.20501451545483876
ACH-000450,-0.2928156176679449
ACH-000452,-0.3763567141574689
ACH-000454,-0.38186767457049386
ACH-000458,-0.4466940532120869
ACH-000459,0.058634188309289126
ACH-000460,-0.2415262699231198
ACH-000461,-0.4029378949775808
ACH-000463,-0.21772777956173228
ACH-000464,-0.2571967743896447
ACH-000466,-0.3538862823955497
ACH-000467,-0.3332531353224833
ACH-000468,-0.4795239862904261
ACH-000469,-0.34652995022822203
ACH-000470,-0.3643507345709087
ACH-000471,-0.5043734360014009
ACH-000472,-0.4095813020202492
ACH-000473,-0.24728448670052236
ACH-000475,-0.22331928308008986
ACH-000476,-0.12621974419707613
ACH-000477,-0.3288393468905219
ACH-000479,-0.22494252014921548
ACH-000480,-0.3826520897870929
ACH-000481,-0.3905975277731508
ACH-000483,-0.40511402445146494
ACH-000484,-0.44278888009913175
ACH-000485,-0.3591222884374313
ACH-000486,-0.2974559292757623
ACH-000487,-0.3937405406951594
ACH-000488,-0.28880348093219704
ACH-000490,-0.28946791171538866
ACH-000491,-0.4523331591823749
ACH-000495,-0.0050469648583473786
ACH-000496,-0.2731988333267293
ACH-000499,-0.5270840079923927
ACH-000500,-0.7100166381387736
ACH-000502,-0.3036428848274296
ACH-000503,-0.41923093990458027
ACH-000505,-0.35499323777990066
ACH-000507,-0.417422838673372
ACH-000510,-0.2926177065439412
ACH-000511,-0.2956199612655168
ACH-000512,-0.5357850821993088
ACH-000516,-0.2774731210432614
ACH-000517,-0.2345701637552149
ACH-000518,-0.31101991596332895
ACH-000520,-0.26494142290198586
ACH-000521,-0.12686572301717328
ACH-000522,-0.3544812075732612
ACH-000524,-0.32286455539071696
ACH-000527,-0.12670491304673553
ACH-000528,-0.2433575516841728
ACH-000537,-0.3135277365297495
ACH-000541,-0.1632438255728547
ACH-000542,-0.3365738387347788
ACH-000544,-0.3827700423264001
ACH-000545,-0.3923792132006033
ACH-000547,-0.32091361993820394
ACH-000548,-0.2509173879440688
ACH-000549,-0.38347163608161616
ACH-000550,-0.4680143476101509
ACH-000552,-0.283306430561146
ACH-000556,-0.4064883256219546
ACH-000557,-0.2521287058895425
ACH-000569,-0.16695500948612554
ACH-000570,-0.1541271030404306
ACH-000571,-0.28321011665418083
ACH-000573,-0.3384582966074351
ACH-000576,-0.2208084856486848
ACH-000579,-0.4942691684794235
ACH-000580,-0.5395963082350621
ACH-000584,-0.24655219289462865
ACH-000585,-0.22290043457889774
ACH-000588,-0.1862475343882792
ACH-000589,-0.5659179902063299
ACH-000591,-0.4254498936955677
ACH-000593,-0.2317849070499705
ACH-000600,-0.16582408095716794
ACH-000601,-0.30513802998146755
ACH-000605,-0.4004936527725261
ACH-000606,-0.1824356529570981
ACH-000608,-0.3816487211499796
ACH-000614,-0.3035426768778567
ACH-000616,-0.2698926997028821
ACH-000618,-0.3441983652618015
ACH-000619,-0.20459248090515308
ACH-000620,-0.3404924389029825
ACH-000621,-0.26537835079203537
ACH-000622,-0.16104651441372855
ACH-000623,-0.222479179223332
ACH-000624,-0.26860871026213473
ACH-000627,-0.28388355991378184
ACH-000630,-0.3241480039992247
ACH-000631,0.11598593257076377
ACH-000632,-0.2916485662195227
ACH-000633,-0.2934705490400781
ACH-000637,-0.20747367564956776
ACH-000638,-0.2881886926636895
ACH-000646,-0.3214957169082162
ACH-000647,-0.29481166517811624
ACH-000648,-0.1307838699938932
ACH-000649,-0.3098202648241849
ACH-000651,-0.5712301152396075
ACH-000652,-0.4948444520382798
ACH-000653,-0.2446088462995602
ACH-000657,-0.35851363640652273
ACH-000658,-0.21251478686479155
ACH-000661,-0.058090963491176976
ACH-000662,-0.3867292460172136
ACH-000663,-0.2050739851513549
ACH-000665,-0.3683792148744873
ACH-000671,-0.2816733382069575
ACH-000672,-0.02703482484748864
ACH-000673,-0.2698922851109614
ACH-000676,-0.4368278057661105
ACH-000677,-0.3535492615720118
ACH-000681,-0.44241802717173584
ACH-000683,-0.26896181907546324
ACH-000684,-0.3509112862017041
ACH-000688,-0.2458935133809241
ACH-000693,-0.33337806228227823
ACH-000694,-0.37865920587050667
ACH-000695,-0.1344549911765104
ACH-000696,-0.30383867534688397
ACH-000697,-0.4120308418990973
ACH-000699,-0.2589425275970699
ACH-000701,-0.3394631152428716
ACH-000706,-0.26257564893148433
ACH-000711,-0.2207941263095851
ACH-000713,-0.13647629022214586
ACH-000714,-0.26626816735461745
ACH-000718,-0.3286043741876749
ACH-000720,-0.3203872156009486
ACH-000721,-0.1838562624580659
ACH-000724,-0.06523354612053316
ACH-000725,-0.2902078095106395
ACH-000732,-0.19831190251262712
ACH-000734,-0.44283609794402734
ACH-000735,-0.4122621105811964
ACH-000736,-0.27361060315056346
ACH-000738,-0.15933322926317325
ACH-000746,-0.28698343478097904
ACH-000747,-0.5605570283847944
ACH-000748,-0.27320942010055016
ACH-000753,-0.4630479228667636
ACH-000756,-0.23837500479815601
ACH-000757,-0.6255940045085238
ACH-000758,-0.31116837540668457
ACH-000760,-0.3747322773963728
ACH-000762,-0.22171096246054434
ACH-000763,-0.3349831843158955
ACH-000764,-0.6285792834835483
ACH-000765,-0.702644211508421
ACH-000766,-0.20865964831903624
ACH-000767,-0.24299681242902635
ACH-000768,-0.21915071606642172
ACH-000769,-0.3008836426858973
ACH-000770,-0.2002121463293615
ACH-000771,-0.24131174496012894
ACH-000773,-0.25301517258536765
ACH-000776,-0.2758402890190358
ACH-000777,-0.2513846531545983
ACH-000778,-0.2492311974336816
ACH-000781,-0.2425535470244527
ACH-000782,-0.3673110879941368
ACH-000783,-0.1344827967950019
ACH-000784,-0.290737317595157
ACH-000785,-0.2302889693286934
ACH-000787,-0.37322811387666255
ACH-000788,-0.2098983497506183
ACH-000791,-0.2331795901172451
ACH-000792,-0.3141220586154095
ACH-000794,-0.3044308937280871
ACH-000796,-0.2669949519816951
ACH-000798,-0.3481687650564312
ACH-000799,-0.17605405594216433
ACH-000800,-0.4526918326808462
ACH-000802,-0.21055773245856646
ACH-000804,-0.2238407475794965
ACH-000805,-0.3249651657136524
ACH-000809,-0.4043055289058885
ACH-000810,-0.25421337201373473
ACH-000811,-0.22658648411984955
ACH-000817,-0.29782971799145463
ACH-000819,-0.2917384703678182
ACH-000820,-0.4496733355707383
ACH-000821,-0.20144831186170867
ACH-000822,-0.28565571656519484
ACH-000823,-0.2425687595906114
ACH-000824,-0.1432566270697455
ACH-000827,-0.2819856761908829
ACH-000829,-0.2338555650368443
ACH-000831,-0.3782669607878712
ACH-000832,-0.529300416898605
ACH-000833,-0.2562330390244066
ACH-000834,-0.4497763706614647
ACH-000835,-0.18910885488556486
ACH-000836,-0.3244281154053982
ACH-000837,-0.24184191122159146
ACH-000838,-0.20172988918362994
ACH-000839,-0.20857233832821692
ACH-000840,-0.462281460769757
ACH-000841,-0.2268393188379031
ACH-000843,-0.17656850033900728
ACH-000846,-0.33764681166547234
ACH-000847,-0.5827859181411932
ACH-000848,-0.3783087005567661
ACH-000849,-0.2925892671588613
ACH-000851,-0.465807016950864
ACH-000855,-0.21105874954090872
ACH-000856,-0.3752452871618506
ACH-000858,-0.3833429639356669
ACH-000859,-0.4533521256317137
ACH-000861,-0.2394763940240729
ACH-000862,-0.2962428495715799
ACH-000865,-0.30759734372010794
ACH-000866,-0.33553776159145804
ACH-000867,-0.14699931819266465
ACH-000869,-0.2228919382861684
ACH-000872,-0.0493759684171112
ACH-000873,-0.3436804879657148
ACH-000876,-0.4309517383443825
ACH-000878,-0.5516758027354863
ACH-000880,-0.09214668165571492
ACH-000881,-0.07727195631181571
ACH-000882,-0.3403544461738589
ACH-000884,-0.2073042355316195
ACH-000885,-0.23101160208489505
ACH-000887,-0.3198615430145414
ACH-000889,-0.3661446500889528
ACH-000896,-0.28386925864312085
ACH-000898,-0.2901640460412347
ACH-000900,-0.2764141946167415
ACH-000901,-0.34610525705841644
ACH-000905,-0.2727207148496112
ACH-000906,-0.368885716320324
ACH-000907,-0.1476414038031704
ACH-000910,-0.25252732134826583
ACH-000911,-0.21282161390307847
ACH-000912,-0.37610819485164615
ACH-000913,-0.3362025559782917
ACH-000915,-0.4697110422333027
ACH-000916,-0.19229835430475772
ACH-000917,-0.42081411005855024
ACH-000920,-0.7492568655319118
ACH-000921,-0.4537099628505174
ACH-000924,-0.290251080444676
ACH-000926,-0.17938310051785847
ACH-000928,-0.4122000264321137
ACH-000929,-0.3089747326407329
ACH-000932,-0.32340051644486906
ACH-000935,-0.4090645303658533
ACH-000936,-0.3647786388944233
ACH-000937,-0.2483894609269458
ACH-000938,-0.39048987159689386
ACH-000939,-0.2707258882553637
ACH-000941,-0.3325835892721297
ACH-000943,-0.35945090475070435
ACH-000946,-0.21958044865807014
ACH-000947,-0.38383062184016026
ACH-000948,-0.2780032432511652
ACH-000950,-0.1593859793668544
ACH-000953,-0.294042099800375
ACH-000954,0.07439067743976094
ACH-000957,-0.4823304435999594
ACH-000958,-0.14560669236553905
ACH-000960,-0.2767677243507332
ACH-000963,-0.3912531198730929
ACH-000968,-0.3666205326381136
ACH-000969,-0.4644161242662106
ACH-000972,-0.3781482678654848
ACH-000973,-0.39947181252972175
ACH-000974,-0.3910217723827204
ACH-000978,-0.10362847307922947
ACH-000984,-0.42422998792138056
ACH-000986,-0.2243421791115341
ACH-000988,-0.2583374152118057
ACH-000993,-0.3374208989911206
ACH-000994,-0.2896169733317652
ACH-000996,-0.06744112677691506
ACH-001001,-0.3814360325047811
ACH-001020,-0.162754113088176
ACH-001028,-0.3788256387603217
ACH-001031,-0.1813892335642662
ACH-001038,-0.2771317037875209
ACH-001048,-0.30944826723265706
ACH-001050,-0.33840586288640223
ACH-001053,-0.4427971536261708
ACH-001054,-0.4511073461721857
ACH-001061,-0.2791601645465105
ACH-001067,-0.2228327342704481
ACH-001075,-0.27896167818728473
ACH-001096,-0.20001750794477766
ACH-001111,-0.22806353004764585
ACH-001119,-0.2153097009533837
ACH-001128,-0.2856210152671667
ACH-001134,-0.41237254817075575
ACH-001151,-0.3036291244530155
ACH-001163,-0.4385443010741613
ACH-001164,-0.3198611111726201
ACH-001183,-0.11384027155183694
ACH-001192,-0.2251790199412977
ACH-001193,-0.2346609459844633
ACH-001196,-0.5864077972103057
ACH-001197,-0.18519050248999214
ACH-001205,-0.21096774521376105
ACH-001211,-0.13053392151319546
ACH-001212,-0.2816690161539451
ACH-001228,-0.4263786674139343
ACH-001232,-0.20591411034192114
ACH-001239,-0.2631771279698014
ACH-001270,-0.4230782278727208
ACH-001274,-0.2740092600927622
ACH-001275,-0.15732089455265724
ACH-001277,-0.3609444288853184
ACH-001278,-0.455681251185936
ACH-001280,-0.14177552660568896
ACH-001283,-0.428084314766832
ACH-001289,-0.09126432538611744
ACH-001300,-0.19116922559464125
ACH-001301,-0.18809918351715726
ACH-001302,-0.28051560785409313
ACH-001306,-0.2317053825258094
ACH-001318,-0.39261229697459005
ACH-001322,-0.20573540710878155
ACH-001328,-0.2560609778089004
ACH-001332,-0.5287408137910515
ACH-001336,-0.13482343398266342
ACH-001346,-0.30754178294768825
ACH-001353,-0.21029731717334624
ACH-001354,-0.06669174273638162
ACH-001367,-0.3634563687986913
ACH-001368,-0.3056176036410028
ACH-001374,-0.22339125129055976
ACH-001377,-0.22220379258341272
ACH-001380,-0.3122258204660942
ACH-001391,-0.3230445428047669
ACH-001408,-0.3976273917712472
ACH-001430,-0.07529083708122024
ACH-001431,-0.4397481896859223
ACH-001450,-0.4323294043159555
ACH-001496,-0.34875964828168293
ACH-001500,-0.2813419931539362
ACH-001523,-0.5026236802896121
ACH-001532,-0.3561747200298808
ACH-001550,-0.3693820263399733
ACH-001552,-0.2494995781686896
ACH-001554,-0.288759652987985
ACH-001654,-0.2849242636078644
ACH-001735,-0.25598934965304565
ACH-001736,-0.2503290272145773
ACH-001737,-0.4120214231791954
ACH-001740,-0.3101861580936139
ACH-001745,-0.3787926454664558
ACH-001765,-0.32286847953028186
