,GPR137B (7107)
ACH-000004,0.05515522520535
ACH-000005,-0.2020305558115022
ACH-000007,-0.11625861051593782
ACH-000009,-0.06557337920482999
ACH-000011,-0.13836538461432304
ACH-000012,-0.02369935580707319
ACH-000013,-0.06320457231655344
ACH-000014,0.014648490768694029
ACH-000015,-0.0877337716301206
ACH-000017,-0.015087149763653187
ACH-000018,0.09270373898436987
ACH-000019,0.000323651529700967
ACH-000021,0.004505474070783712
ACH-000022,0.024793708179029185
ACH-000025,-0.09474845004169163
ACH-000028,-0.04721076147377667
ACH-000030,-0.11568602416919352
ACH-000035,0.12830019196895645
ACH-000036,-0.1372734203498081
ACH-000037,-0.04139290159986435
ACH-000039,0.04381311630112227
ACH-000040,-0.07462223968934115
ACH-000041,0.047422674141450384
ACH-000042,-0.02162137047503816
ACH-000045,-0.058705725097660665
ACH-000047,-0.2019666654017601
ACH-000052,-0.08133107040335777
ACH-000053,-0.005085939503658026
ACH-000054,-0.11021063955820043
ACH-000055,-0.1838826703696484
ACH-000060,-0.19042867849158865
ACH-000067,-0.13575957403142205
ACH-000070,-0.03063477368275477
ACH-000075,-0.0804275425894729
ACH-000078,-0.01648230021790584
ACH-000082,-0.08359665145563394
ACH-000085,-0.14232667624897635
ACH-000086,-0.12586787920470066
ACH-000087,-0.0940631195466644
ACH-000092,-0.15388656899980918
ACH-000095,-0.16004236394554824
ACH-000097,0.03998449700166748
ACH-000098,-0.1935453541980255
ACH-000099,-0.06530344404309397
ACH-000108,-0.015705645980020784
ACH-000113,-0.2267215119164656
ACH-000116,-0.028902119867663195
ACH-000118,-0.053884798012325694
ACH-000120,0.08954003507026999
ACH-000123,-0.1362350220951897
ACH-000127,-0.04711089729166546
ACH-000128,-0.12426870320358133
ACH-000132,-0.05843171988942816
ACH-000133,-0.058613020740476925
ACH-000137,-0.20563987116071344
ACH-000138,-0.057447659513105175
ACH-000142,-0.037167129994429685
ACH-000143,-0.147913565230963
ACH-000146,-0.1339944763695292
ACH-000148,-0.033016293597785615
ACH-000150,0.0818014745812072
ACH-000152,-0.17138033506226574
ACH-000153,-0.12598097219020146
ACH-000159,-0.1436701732943883
ACH-000160,-0.13162323656579886
ACH-000163,0.12190692793354307
ACH-000167,0.24891617156123155
ACH-000168,-0.2490320509676564
ACH-000169,0.015932303398174558
ACH-000178,-0.1452976395676809
ACH-000183,-0.20478041914383927
ACH-000188,-0.056253728816421586
ACH-000189,-0.2748151262770017
ACH-000190,-0.24905905542524184
ACH-000198,-0.13514300839772844
ACH-000203,-0.3966026477186776
ACH-000204,-0.2459807477091255
ACH-000206,0.0404847363852748
ACH-000207,-0.05600550036060062
ACH-000208,-0.2361161995121317
ACH-000210,0.10806495069123853
ACH-000211,-0.02796145690489681
ACH-000215,-0.19948522818125414
ACH-000221,-0.041968257114111264
ACH-000222,-0.0490834025826046
ACH-000223,-0.1851858123311953
ACH-000226,-0.16288494937411185
ACH-000227,-0.027415181582594917
ACH-000228,-0.2225108101991587
ACH-000231,-0.08697957917112666
ACH-000232,-0.0555711178065464
ACH-000233,-0.4259042435041645
ACH-000234,-0.09801860541491217
ACH-000235,-0.1790380188070558
ACH-000237,-0.04161371546408388
ACH-000238,-0.2053756324307036
ACH-000242,0.2538944762785432
ACH-000243,-0.03871874259989304
ACH-000244,-0.040488501615371535
ACH-000246,-0.10242932808613447
ACH-000248,-0.11157738268078222
ACH-000250,-0.10954874581821067
ACH-000251,0.19348661660077812
ACH-000252,0.08230876196096126
ACH-000253,-0.0767702595205898
ACH-000255,-0.12262928350764285
ACH-000256,0.13990929366327834
ACH-000257,-0.31634210234562543
ACH-000258,-0.09529459459462908
ACH-000259,-0.1267201878184896
ACH-000260,-0.03707854501087545
ACH-000261,-0.05956281410230053
ACH-000262,-0.20035195153040072
ACH-000263,0.027694499086356683
ACH-000264,-0.10097816284159328
ACH-000265,0.0005798577701949038
ACH-000266,-0.0583328515721878
ACH-000272,-0.06498226777986016
ACH-000274,-0.1110342655932267
ACH-000277,-0.12922219514559255
ACH-000278,-0.01840911511975015
ACH-000279,-0.0017398322442971552
ACH-000280,-0.05597675483728283
ACH-000281,0.13535117261642635
ACH-000288,-0.08670101480041961
ACH-000291,-0.03424735256960936
ACH-000293,0.09616701867089834
ACH-000294,-0.01934589886716169
ACH-000295,-0.237901403110614
ACH-000296,-0.06699637277740647
ACH-000302,-0.12647083655820196
ACH-000304,-0.40993261696400574
ACH-000307,0.019991189686568774
ACH-000308,-0.059541525898350586
ACH-000310,-0.2255461955977473
ACH-000311,0.005447839972762149
ACH-000312,-0.19491669045595586
ACH-000315,0.08351019047120656
ACH-000316,-0.04615333252310185
ACH-000317,-0.1203721357944184
ACH-000318,-0.14804719694214968
ACH-000319,-0.1391554351859052
ACH-000320,-0.18004802320305194
ACH-000322,0.05982629983250461
ACH-000323,-0.10282223541334136
ACH-000324,-0.09191495434868356
ACH-000329,-0.07981255983968906
ACH-000330,-0.1997765743893478
ACH-000331,-0.09791531339590588
ACH-000332,-0.045650679440382994
ACH-000334,0.03337764337928755
ACH-000335,0.1939181928723345
ACH-000336,-0.012472947185455762
ACH-000337,-0.04837401727719773
ACH-000338,-0.5279739998593026
ACH-000339,-0.030533896565313343
ACH-000341,-0.14516693211869242
ACH-000348,-0.1261857633150099
ACH-000350,0.1223388433811684
ACH-000352,-0.1355126386117656
ACH-000356,0.082008135122427
ACH-000361,0.006396626371339584
ACH-000362,-0.1597305061869063
ACH-000363,-0.10660168434116983
ACH-000364,-0.07021411144809891
ACH-000365,-0.07843501586310248
ACH-000366,0.010025165496767848
ACH-000368,0.08734761178710726
ACH-000374,-0.07448905254291514
ACH-000375,-0.06430614669736255
ACH-000376,-0.04111306393636078
ACH-000381,-0.06770369713767026
ACH-000383,-0.11809127623411005
ACH-000387,-0.1675813590920425
ACH-000389,-0.30623447204999593
ACH-000390,-0.05367120980477648
ACH-000393,-0.11378507583622993
ACH-000395,0.10771599507585024
ACH-000396,-0.2303548513103683
ACH-000397,-0.0618388211590793
ACH-000401,-0.1701659476973951
ACH-000402,0.10019363904000572
ACH-000403,-0.14445346313142424
ACH-000404,-0.3948647744283351
ACH-000406,-0.05660573667222485
ACH-000407,-0.10822230239145772
ACH-000408,0.08016011225316343
ACH-000410,-0.1313736993492728
ACH-000411,-0.1882349012893719
ACH-000414,-0.01862764018110499
ACH-000415,-0.08256918097587145
ACH-000416,-0.06597108056832095
ACH-000420,-0.034252413733565634
ACH-000421,-0.041136861615142975
ACH-000424,0.1346928822211408
ACH-000425,-0.10274717836784786
ACH-000426,-0.033664687715320614
ACH-000427,0.028518885410681868
ACH-000433,-0.08270461767117533
ACH-000435,-0.4121055082433842
ACH-000436,-0.1454813933108589
ACH-000444,0.04544982856575752
ACH-000445,-0.0862391025419323
ACH-000448,-0.17857090363755782
ACH-000450,-0.3409943384962815
ACH-000452,-0.06997839465342681
ACH-000454,-0.1552972568437491
ACH-000458,-0.11598113596164675
ACH-000459,-0.07663413116435741
ACH-000460,-0.10563955389729347
ACH-000461,-0.16785120054426586
ACH-000463,-0.09518452214436646
ACH-000464,-0.08400343366098828
ACH-000466,0.001656483781356017
ACH-000467,-0.0025244277389038262
ACH-000468,-0.02478769445489249
ACH-000469,-0.038301228622971084
ACH-000470,-0.21877950099233912
ACH-000471,-0.2535810668859509
ACH-000472,-0.11465394638373015
ACH-000473,-0.03286024684674658
ACH-000475,-0.062244627179938165
ACH-000476,-0.09866598321670073
ACH-000477,-0.11036116925980376
ACH-000479,-0.11412599930200573
ACH-000480,-0.05544862473344379
ACH-000481,-0.04224563303003703
ACH-000483,-0.0264875733246402
ACH-000484,0.01617312724149946
ACH-000485,-0.040814419270794836
ACH-000486,-0.03198389166778769
ACH-000487,-0.05042529884830012
ACH-000488,-0.007271989340562834
ACH-000490,-0.15654564033852986
ACH-000491,0.07603934442981101
ACH-000495,-0.1690438381863084
ACH-000496,-0.14478022608136346
ACH-000499,-0.004292091613611686
ACH-000500,0.11619400886127967
ACH-000502,-0.07421346239955283
ACH-000503,-0.1045612599235393
ACH-000505,-0.12578905659865222
ACH-000507,-0.0024240558825148247
ACH-000510,-0.11758799007827947
ACH-000511,-0.017585388588275866
ACH-000512,-0.35175029063471563
ACH-000516,-0.1732121923038766
ACH-000517,-0.18152079396429688
ACH-000518,-0.10577654154252336
ACH-000520,-0.13378746533290267
ACH-000521,-0.1634109124464511
ACH-000522,-0.005818035686404855
ACH-000524,-0.10150679530454744
ACH-000527,-0.004622429883196968
ACH-000528,-0.13177084243340345
ACH-000537,-0.1309276377838874
ACH-000541,-0.3326577967752947
ACH-000542,-0.01345596376525654
ACH-000544,-0.007495317429655677
ACH-000545,-0.0021872959287862217
ACH-000547,-0.26087486302895824
ACH-000548,-0.1478822439216919
ACH-000549,-0.06253659422734717
ACH-000550,-0.1400472424867947
ACH-000552,0.051239972793114895
ACH-000556,0.010590219115177385
ACH-000557,-0.10720640631975556
ACH-000569,-0.08534069754846346
ACH-000570,0.15524863516501858
ACH-000571,-0.2034356597783191
ACH-000573,-0.2712324662791593
ACH-000576,-0.2883562236966858
ACH-000579,-0.08547497095392745
ACH-000580,-0.06541066588374156
ACH-000584,-0.09198460021287863
ACH-000585,-0.08361606396803857
ACH-000588,-0.036035919472091935
ACH-000589,0.002434947585055254
ACH-000591,0.03537423793426383
ACH-000593,-0.04767892105881307
ACH-000600,-0.006274571032584856
ACH-000601,-0.13242265492396474
ACH-000605,-0.09323484716337327
ACH-000606,-0.051012176032971694
ACH-000608,-0.070617736553758
ACH-000614,-0.10705580666117563
ACH-000616,-0.19840330701280887
ACH-000618,-0.01227950743599219
ACH-000619,-0.007444083423051426
ACH-000620,0.026625121971467103
ACH-000621,-0.13049267487531774
ACH-000622,-0.2279570032322339
ACH-000623,-0.03828212503833686
ACH-000624,-0.022932086318034048
ACH-000627,-0.08547862461500239
ACH-000630,-0.012281649560469671
ACH-000631,-0.2152285382862657
ACH-000632,-0.038231687079369116
ACH-000633,-0.004796315639923746
ACH-000637,-0.023032649525905825
ACH-000638,-0.040613399860825586
