,NEMF (9147)
ACH-000004,-0.26530338863282643
ACH-000005,-0.1222974478289651
ACH-000007,-0.4350233021020264
ACH-000009,-0.2960987242901815
ACH-000011,-0.4629440456443841
ACH-000012,-0.4565816278037385
ACH-000013,-0.3441726565882872
ACH-000014,-0.4050185775452176
ACH-000015,-0.3586159212506831
ACH-000017,-0.4399264973182402
ACH-000018,-0.3535867580527569
ACH-000019,-0.4228023252154331
ACH-000021,-0.19350042776289494
ACH-000022,-0.3159245369134803
ACH-000025,-0.404255891164428
ACH-000028,-0.3104803173448427
ACH-000030,-0.22793085213956565
ACH-000035,-0.4346185643375543
ACH-000036,-0.4759383811724853
ACH-000037,-0.5014351546324477
ACH-000039,-0.2732903644464726
ACH-000040,-0.6061001366966413
ACH-000041,-0.1098466217379674
ACH-000042,-0.30118244816490275
ACH-000045,-0.25560515012764
ACH-000047,-0.22249141599852826
ACH-000052,-0.5407430285201765
ACH-000053,-0.32730422024068984
ACH-000054,-0.20942178143379836
ACH-000055,-0.4500232278648579
ACH-000060,-0.581232507432007
ACH-000067,-0.17703019838244627
ACH-000070,-0.1920437466550127
ACH-000075,-0.8002085114741337
ACH-000078,-0.3557363827252624
ACH-000082,-0.4424089687152127
ACH-000085,-0.5084113263895014
ACH-000086,-0.3823687314986232
ACH-000087,-0.2996617375497596
ACH-000092,-0.4367661692622226
ACH-000095,-0.3831149992411004
ACH-000097,-0.5272529429308668
ACH-000098,-0.23548929941373736
ACH-000099,-0.3558344263726058
ACH-000108,-0.3739066453104283
ACH-000113,-0.24812037372732626
ACH-000116,-0.3059914061985139
ACH-000118,-0.3703440853201857
ACH-000120,-0.3516682983146346
ACH-000123,-0.4147566162904059
ACH-000127,-0.4012973344378879
ACH-000128,-0.4023330937039473
ACH-000132,-0.1364107161645465
ACH-000133,-0.3640294639107384
ACH-000137,-0.14742533343749173
ACH-000138,-0.3662153720956111
ACH-000142,-0.2926994304020185
ACH-000143,-0.20941558912716934
ACH-000146,-0.2435922757970818
ACH-000148,-0.383271732487185
ACH-000150,-0.07656333908713121
ACH-000152,-0.3406456642159064
ACH-000153,-0.355345558506442
ACH-000159,-0.3529927781932445
ACH-000160,-0.4901942193375782
ACH-000163,-0.4545264166411536
ACH-000167,-0.4270785689697917
ACH-000168,-0.2287892516517008
ACH-000169,-0.3723518298320359
ACH-000178,-0.24943398610146075
ACH-000183,-0.32766822913187005
ACH-000188,-0.4746626318123529
ACH-000189,-0.7893118708146908
ACH-000190,-0.2664231735962409
ACH-000198,-0.2335949152409155
ACH-000203,0.19157019178894333
ACH-000204,-0.28132272473780295
ACH-000206,-0.4517271895548765
ACH-000207,-0.4200578792691211
ACH-000208,-0.4939902108977078
ACH-000210,-0.4622353384135616
ACH-000211,-0.5050374707046205
ACH-000215,-0.3104770000197626
ACH-000221,-0.25426306676219457
ACH-000222,-0.2056294602981237
ACH-000223,-0.42853111270491095
ACH-000226,-0.3234674124963612
ACH-000227,-0.31703664802818976
ACH-000228,-0.4611692104478028
ACH-000231,-0.513219856422776
ACH-000232,-0.3207208902156725
ACH-000233,-0.2537726594235547
ACH-000234,-0.33001695280232995
ACH-000235,-0.34452255475117743
ACH-000237,-0.3741966032997434
ACH-000238,-0.4945758778155777
ACH-000242,-0.2854886007457202
ACH-000243,-0.32436613314154616
ACH-000244,-0.6942760132209946
ACH-000246,-0.4363025244294057
ACH-000248,-0.4831765111797222
ACH-000250,-0.5596375547120149
ACH-000251,-0.4151583120735767
ACH-000252,-0.465249546880616
ACH-000253,-0.3099344374617951
ACH-000255,-0.3848495752376505
ACH-000256,-0.2998720345403164
ACH-000257,-0.2819939050566541
ACH-000258,-0.27041726323709536
ACH-000259,-0.27412541367262794
ACH-000260,-0.4325236339084211
ACH-000261,-0.24094868925911045
ACH-000262,-0.4260800983326477
ACH-000263,-0.15412364186863114
ACH-000264,-0.3148493501852657
ACH-000265,-0.3254384226187238
ACH-000266,-0.3753792305165939
ACH-000272,-0.3661701608052291
ACH-000274,-0.2920533075042962
ACH-000277,-0.47738665276151293
ACH-000278,-0.2534463370436317
ACH-000279,-0.18751575363792655
ACH-000280,-0.4161003238405556
ACH-000281,-0.3049432912250131
ACH-000288,-0.34908940287015305
ACH-000291,-0.5236140199803352
ACH-000293,-0.41142024897512397
ACH-000294,-0.6552841401813855
ACH-000295,-0.052447829270985895
ACH-000296,-0.25968849763015744
ACH-000302,-0.22298941715696846
ACH-000304,-0.3126098329835094
ACH-000307,-0.4358747834262393
ACH-000308,-0.3364693247556831
ACH-000310,-0.22903862748695197
ACH-000311,-0.15848464619473168
ACH-000312,-0.2407098392738929
ACH-000315,-0.2873854434770482
ACH-000316,-0.3201982217910894
ACH-000317,-0.3220278359496091
ACH-000318,-0.26390464867061353
ACH-000319,-0.2862450774817211
ACH-000320,-0.2671305718443181
ACH-000322,-0.3379979174051355
ACH-000323,-0.5818940675767842
ACH-000324,-0.5060690322048021
ACH-000329,-0.2997398259124474
ACH-000330,-0.1871389246739545
ACH-000331,-0.31416219569104425
ACH-000332,-0.39360974884624894
ACH-000334,-0.09994888179292616
ACH-000335,-0.5172257945285377
ACH-000336,-0.6734135905568008
ACH-000337,-0.12077740094719815
ACH-000338,-0.4037848361870227
ACH-000339,-0.4613271315850379
ACH-000341,-0.5685722388466985
ACH-000348,-0.41187069944859256
ACH-000350,-0.26860497697433944
ACH-000352,-0.2961299665835915
ACH-000356,-0.4413554123968588
ACH-000361,-0.2933426414471742
ACH-000362,-0.2840797143549785
ACH-000363,-0.2531168500121919
ACH-000364,-0.35028533055264754
ACH-000365,-0.4256560349455958
ACH-000366,-0.298661403075831
ACH-000368,-0.4302508690219952
ACH-000374,-0.4196082916162367
ACH-000375,-0.3718684087799399
ACH-000376,-0.5610420028932146
ACH-000381,-0.31659622460517395
ACH-000383,-0.3784824885809647
ACH-000387,-0.3783011849085591
ACH-000389,-0.5466082931756742
ACH-000390,-0.3179002251070135
ACH-000393,-0.25076346643661923
ACH-000395,-0.4986804699952089
ACH-000396,-0.4050544228662175
ACH-000397,-0.11083548090124327
ACH-000401,-0.4190397489268788
ACH-000402,-0.4781143574176592
ACH-000403,-0.3755292081851123
ACH-000404,-0.2950813311332837
ACH-000406,-0.19999167692255154
ACH-000407,-0.3820394854248645
ACH-000408,-0.5858777892392536
ACH-000410,-0.11505118490766325
ACH-000411,-0.4572056841663309
ACH-000414,-0.27702245759851635
ACH-000415,-0.2919719454042525
ACH-000416,-0.44077152927578017
ACH-000420,-0.3478779918943609
ACH-000421,-0.3703497181902345
ACH-000424,-0.08672480746913934
ACH-000425,-0.3948674148834199
ACH-000426,-0.3781587582259297
ACH-000427,-0.43439135058364653
ACH-000433,-0.538962319958824
ACH-000435,-0.5255190618986151
ACH-000436,-0.2504948681420244
ACH-000444,-0.2112998990826854
ACH-000445,-0.391121603795718
ACH-000448,-0.3861302162214316
ACH-000450,-0.3845644302298096
ACH-000452,-0.6018717369519168
ACH-000454,-0.15892072698076773
ACH-000458,-0.4621353822589703
ACH-000459,-0.28377223669261803
ACH-000460,-0.3246231072085545
ACH-000461,-0.3983778536332622
ACH-000463,-0.34696632948961914
ACH-000464,-0.4079557569307636
ACH-000466,-0.30894899908526663
ACH-000467,-0.34932184939096006
ACH-000468,-0.3628147356125001
ACH-000469,-0.2912602268395288
ACH-000470,-0.5537291051958408
ACH-000471,-0.3933721100257728
ACH-000472,-0.2814912506668731
ACH-000473,-0.3506184907566178
ACH-000475,-0.4015725858632917
ACH-000476,-0.3302680841765371
ACH-000477,-0.4792677452620955
ACH-000479,-0.45359875828324603
ACH-000480,-0.2776749050693514
ACH-000481,-0.3912163773699053
ACH-000483,-0.5489472087071303
ACH-000484,-0.2207541921784412
ACH-000485,-0.3222103200608962
ACH-000486,-0.6277375054061735
ACH-000487,-0.08954177323434609
ACH-000488,-0.29686548392862183
ACH-000490,-0.34464785967300143
ACH-000491,-0.05339378616450192
ACH-000495,-0.25646308721223016
ACH-000496,-0.3347911454196824
ACH-000499,-0.3572362778485514
ACH-000500,-0.21626609490349416
ACH-000502,-0.44881987548229385
ACH-000503,-0.7704277764589317
ACH-000505,-0.3432441210205846
ACH-000507,-0.3569104367191355
ACH-000510,-0.2226639814642888
ACH-000511,-0.3908168702333595
ACH-000512,-0.2658702630795993
ACH-000516,-0.2338366580133628
ACH-000517,-0.2558121978160211
ACH-000518,-0.6733175654251444
ACH-000520,-0.2945744919262329
ACH-000521,-0.18118875069746576
ACH-000522,-0.2116263275229362
ACH-000524,-0.29408810328343793
ACH-000527,-0.31781384959147624
ACH-000528,-0.3715631548408144
ACH-000537,-0.5871828623619804
ACH-000541,-0.14326365501052016
ACH-000542,-0.26912886239157063
ACH-000544,-0.4588254850033134
ACH-000545,-0.20749288213011494
ACH-000547,-0.6084790899133583
ACH-000548,-0.33595459199201344
ACH-000549,-0.11895608223241905
ACH-000550,-0.2558334071792597
ACH-000552,-0.2653019137123938
ACH-000556,-0.3397313925708242
ACH-000557,-0.2074737877956078
ACH-000569,-0.4873919270381944
ACH-000570,-0.30427653624545475
ACH-000571,-0.45026783515676505
ACH-000573,-0.20109315478997888
ACH-000576,-0.2629278221618997
ACH-000579,-0.2861096182078049
ACH-000580,-0.1985735614678984
ACH-000584,-0.2623533340801679
ACH-000585,-0.3205570861097941
ACH-000588,-0.3059106539603365
ACH-000589,-0.29918027923403
ACH-000591,-0.2910989307447067
ACH-000593,-0.18169587059964554
ACH-000600,-0.591817642061894
ACH-000601,-0.40847162196286746
ACH-000605,-0.266878575330304
ACH-000606,-0.6122680664689155
ACH-000608,-0.1766183849419429
ACH-000614,-0.3646339722349453
ACH-000616,-0.1249154111216998
ACH-000618,-0.262276344885775
ACH-000619,-0.29720980071019354
ACH-000620,-0.4031527376269916
ACH-000621,-0.3849943993606665
ACH-000622,-0.4214208379400821
ACH-000623,-0.4438850553821411
ACH-000624,-0.2988854348889399
ACH-000627,-0.2440604287698787
ACH-000630,-0.4966543651467232
ACH-000631,-0.3340696575236713
ACH-000632,-0.4642976615360489
ACH-000633,-0.13552915077476185
ACH-000637,-0.25353421367596896
ACH-000638,-0.3318224377693077
ACH-000646,-0.4709166551931758
ACH-000647,-0.29970786773058805
ACH-000648,-0.4555992599472301
ACH-000649,-0.5871908557128329
ACH-000651,-0.2807492590956805
ACH-000652,-0.42499926311676095
ACH-000653,-0.24979608767649025
ACH-000657,-0.3629764123337178
ACH-000658,-0.17896680071064533
ACH-000661,-0.2300603794823393
ACH-000662,-0.4679224279756594
ACH-000663,-0.3928672298846494
ACH-000665,-0.3542582545217305
ACH-000671,-0.19324526684372564
ACH-000672,-0.2720098928065449
ACH-000673,-0.2213903513962411
ACH-000676,-0.26088542060224185
ACH-000677,-0.3964668448798919
ACH-000681,-0.12656310365704346
ACH-000683,-0.2372990081798305
ACH-000684,-0.4706332176600934
ACH-000688,-0.35667323804717416
ACH-000693,-0.2214927837477126
ACH-000694,-0.41738504805188414
ACH-000695,-0.2928455854571108
ACH-000696,-0.4389587802075429
ACH-000697,-0.3579138668371897
ACH-000699,-0.4801367726378037
ACH-000701,-0.41482221551941656
ACH-000706,-0.22656589067664415
ACH-000711,-0.3470179950991192
ACH-000713,-0.298865510162519
ACH-000714,-0.5076918091532403
ACH-000718,-0.5733861841552468
ACH-000720,-0.31332939385404884
ACH-000721,-0.6212789860659715
ACH-000724,-0.2232299909315814
ACH-000725,-0.2238251572122808
ACH-000732,-0.4798178307116014
ACH-000734,-0.2719136751567525
ACH-000735,-0.5573474287439981
ACH-000736,-0.3773498226154166
ACH-000738,-0.5772611566647096
ACH-000746,-0.3077056936029467
ACH-000747,-0.3573138128972597
ACH-000748,-0.4982138345460024
ACH-000753,-0.16207222695073698
ACH-000756,-0.23032651648386676
ACH-000757,-0.3543146431849773
ACH-000758,-0.3500810736816117
ACH-000760,-0.24487885231314604
ACH-000762,-0.3278233253951333
ACH-000763,-0.2293936879931601
ACH-000764,-0.2611677993943441
ACH-000765,-0.3343618586926959
ACH-000766,-0.31832050502495457
ACH-000767,-0.3198220898302578
ACH-000768,-0.5723370062467045
ACH-000769,-0.13255713310835293
ACH-000770,-0.22569276651059636
ACH-000771,-0.5692576291523159
ACH-000773,-0.23252452940711185
ACH-000776,-0.2660932905819933
ACH-000777,-0.35932101137751665
ACH-000778,-0.2905357482634425
ACH-000781,-0.19795372819245602
ACH-000782,-0.265193926608483
ACH-000783,-0.38003332483581226
ACH-000784,-0.22421645407595486
ACH-000785,-0.11415039045602905
ACH-000787,-0.263292376925171
ACH-000788,-0.4714334722577626
ACH-000791,-0.44263727281542425
ACH-000792,-0.35100451564775903
ACH-000794,-0.3788334380249776
ACH-000796,-0.2834360353124833
ACH-000798,-0.034514814804354615
ACH-000799,-0.5047603011411365
ACH-000800,-0.7051957763925066
ACH-000802,-0.4358202636466391
ACH-000804,-0.2989962381706325
ACH-000805,-0.6016355112006182
ACH-000809,-0.3270683342906564
ACH-000810,-0.3965421072060576
ACH-000811,-0.2009297939687588
ACH-000817,-0.5731328643310654
ACH-000819,-0.3423354443665664
ACH-000820,-0.5688178936843171
ACH-000821,0.035588831347849834
ACH-000822,-0.2778476261277386
ACH-000823,-0.4613099178782226
ACH-000824,-0.3423617816866636
ACH-000827,-0.4635133939092793
ACH-000829,-0.13439693450734772
ACH-000831,-0.29515626388962724
ACH-000832,-0.4998522027964948
ACH-000833,-0.2392891536826376
ACH-000834,-0.2686124077952555
ACH-000835,-0.5522122386409593
ACH-000836,-0.4762729796846434
ACH-000837,-0.5482239067343625
ACH-000838,-0.2533918755740251
ACH-000839,-0.6538627647769537
ACH-000840,-0.27448925407855873
ACH-000841,-0.28375384963952105
ACH-000843,-0.14758142588149875
ACH-000846,-0.29326363043702475
ACH-000847,-0.2236520306244089
ACH-000848,-0.3785317656175197
ACH-000849,-0.3706479532824868
ACH-000851,-0.24532959576958546
ACH-000855,-0.3739634795737749
ACH-000856,-0.42409755289070816
ACH-000858,-0.3944725824261601
ACH-000859,-0.3803395233951332
ACH-000861,-0.44575137351754107
ACH-000862,-0.4124822660323425
ACH-000865,-0.5947306803828979
ACH-000866,-0.30480889682392753
ACH-000867,-0.2844109755631848
ACH-000869,-0.537729014052277
ACH-000872,-0.2997239728687402
ACH-000873,-0.6701795221273915
ACH-000876,-0.1920828790127104
ACH-000878,-0.28346104422118445
ACH-000880,-0.4194748668686955
ACH-000881,-0.39294259215068855
ACH-000882,-0.2577932097791411
ACH-000884,-0.5832084913504344
ACH-000885,-0.4829720783429709
ACH-000887,-0.3954983585895574
ACH-000889,-0.4531475457710564
ACH-000896,-0.34587109711540714
ACH-000898,-0.4774549430129165
ACH-000900,-0.4533775882931604
ACH-000901,-0.34790350594416264
ACH-000905,-0.27877290688676143
ACH-000906,-0.2651598962530815
ACH-000907,-0.5168771088179662
ACH-000910,-0.22131941752169396
ACH-000911,-0.4500525987164625
ACH-000912,-0.4910885947299436
ACH-000913,-0.4156137400612017
ACH-000915,-0.2141043705494479
ACH-000916,0.09101925931991237
ACH-000917,-0.2767236404123199
ACH-000920,-0.21149594233333666
ACH-000921,-0.6029226545165595
ACH-000924,-0.19580640010660674
ACH-000926,-0.05288220335514815
ACH-000928,-0.3154948642112943
ACH-000929,-0.3329467087708012
ACH-000932,-0.3531984746565805
ACH-000935,-0.5787556435658429
ACH-000936,-0.5056012139730846
ACH-000937,-0.5314172498774838
ACH-000938,-0.26394075229129754
ACH-000939,-0.3918928984662085
ACH-000941,-0.4521580643579176
ACH-000943,-0.2868744418865941
ACH-000946,-0.20016591652133245
ACH-000947,-0.22350388242050306
ACH-000948,-0.4425611106611864
ACH-000950,-0.11295477773294015
ACH-000953,-0.3195958481470819
ACH-000954,-0.7045459504223089
ACH-000957,-0.3940310361816228
ACH-000958,-0.2889669623349981
ACH-000960,-0.4181725636125186
ACH-000963,-0.6412214683436821
ACH-000968,-0.27334377528508
ACH-000969,-0.3188739921564622
ACH-000972,-0.3878390239346813
ACH-000973,-0.21258035342087173
ACH-000974,-0.3573025148654694
ACH-000978,0.4973219517847366
ACH-000984,-0.3888097900362807
ACH-000986,-0.4544723316589278
ACH-000988,-0.3674208795113915
ACH-000993,-0.3785706136207417
ACH-000994,-0.1800419131833106
ACH-000996,-0.09357596256887298
ACH-001001,-0.3772386477208549
ACH-001020,-0.5499059844213128
ACH-001028,-0.3562467508130789
ACH-001031,-0.2545532242222441
ACH-001038,-0.2738680355061294
ACH-001048,-0.32370356120637817
ACH-001050,-0.5742569585532421
ACH-001053,-0.26409373250829865
ACH-001054,-0.4460171112968628
ACH-001061,-0.5177133864021382
ACH-001067,-0.35646472779661764
ACH-001075,-0.44697470127991795
ACH-001096,-0.17861316452711531
ACH-001111,-0.018721210761036663
ACH-001119,-0.26318122946770983
ACH-001128,-0.31686038019597457
ACH-001134,-0.184021610885532
ACH-001151,-0.5243923565068197
ACH-001163,-0.22360383469998305
ACH-001164,-0.2884891009159856
ACH-001183,-0.3706077422411528
ACH-001192,-0.41105492627176426
ACH-001193,-0.3869471498938096
ACH-001196,-0.26667679302576586
ACH-001197,-0.2997317549843964
ACH-001205,-0.2964087194008115
ACH-001211,-0.33217146460145275
ACH-001212,-0.3389149580020945
ACH-001228,-0.09565714650151907
ACH-001232,-0.3335085535999566
ACH-001239,-0.2736694146210622
ACH-001270,-0.5933909223452501
ACH-001274,-0.5422329441628142
ACH-001275,-0.3645559237553922
ACH-001277,-0.3994608419833939
ACH-001278,-0.32181789623479845
ACH-001280,-0.2579787987001829
ACH-001283,-0.525751965583202
ACH-001289,-0.5124416500785672
ACH-001300,-0.2750873831841833
ACH-001301,-0.3365852075728257
ACH-001302,-0.3646985277413921
ACH-001306,-0.31840104839522393
ACH-001318,-0.23728102920158095
ACH-001322,-0.5359104806579236
ACH-001328,-0.3407562426869309
ACH-001332,-0.4650091029296896
ACH-001336,-0.18610500271401284
ACH-001346,-0.4841802977567245
ACH-001353,-0.34456170514390444
ACH-001354,-0.36544883750503226
ACH-001367,-0.5700771743788191
ACH-001368,-0.27783854787939355
ACH-001374,-0.5720900172125026
ACH-001377,-0.7090597798979186
ACH-001380,-0.34872993732703905
ACH-001391,-0.09144341224578777
ACH-001408,-0.5187526427786909
ACH-001430,-0.17751035638265342
ACH-001431,-0.04438537126533591
ACH-001450,-0.18039374565567734
ACH-001496,-0.4304283957234275
ACH-001500,-0.3030972126549472
ACH-001523,-0.4145510433836849
ACH-001532,-0.3010314575119545
ACH-001550,-0.4633342265112771
ACH-001552,-0.4994348022916374
ACH-001554,-0.3477937579347637
ACH-001654,-0.5145026272430626
