,GMNC (647309)
ACH-000004,0.0007477700584733527
ACH-000005,0.05942262323474853
ACH-000007,-0.15934562810558892
ACH-000009,0.014578936734095204
ACH-000011,-0.14439386983550026
ACH-000012,0.01772715376205628
ACH-000013,0.043128275517349095
ACH-000014,0.103604285598806
ACH-000015,0.031308446891074516
ACH-000017,0.06675050384030662
ACH-000018,0.062030602252437325
ACH-000019,-0.011124021586044528
ACH-000021,-0.011248864477721143
ACH-000022,-0.026195162608089045
ACH-000025,-0.0020112473842793933
ACH-000028,0.09086519239574273
ACH-000030,0.028992745145683257
ACH-000035,-0.061554472032010824
ACH-000036,0.04060178765046097
ACH-000037,-0.04947293771531723
ACH-000039,0.17758085459235484
ACH-000040,0.03270296511737448
ACH-000041,0.01542361184476891
ACH-000042,-0.02399631386243049
ACH-000045,-0.13551983613307494
ACH-000047,0.09056289489665653
ACH-000052,-0.06264939040501975
ACH-000053,0.04760035285513521
ACH-000054,0.005627166225444301
ACH-000055,0.029056327439806313
ACH-000060,0.02128593234508882
ACH-000067,-0.07658187739915234
ACH-000070,0.02275791815640526
ACH-000075,0.2259790973139205
ACH-000078,0.0074506661208716156
ACH-000082,0.06044189051888159
ACH-000085,0.04016813899643039
ACH-000086,0.048690825932770715
ACH-000087,-0.2263457208701611
ACH-000092,-0.002728189911956444
ACH-000095,-0.031792521382137194
ACH-000097,0.0064618398461223385
ACH-000098,0.017075840292338978
ACH-000099,-0.014815047286346913
ACH-000108,-0.07340103254241026
ACH-000113,0.0009846607751637533
ACH-000116,-0.07725343230297238
ACH-000118,0.10994894655821336
ACH-000120,0.08078241401824261
ACH-000123,-0.11588495524607355
ACH-000127,-0.023505567003115426
ACH-000128,0.007456598950821064
ACH-000132,0.036975647853223666
ACH-000133,-0.07580081127324961
ACH-000137,0.1682144447417986
ACH-000138,0.0910440211455214
ACH-000142,0.09964908935815744
ACH-000143,0.07164768628154748
ACH-000146,-0.017135300545107642
ACH-000148,-0.01675725090637737
ACH-000150,-0.023643275542777908
ACH-000152,0.05005962234806677
ACH-000153,-0.041610974312285484
ACH-000159,0.08984626004665745
ACH-000160,0.2261417975184428
ACH-000163,0.014099414249407197
ACH-000167,0.4362112676744779
ACH-000168,0.0026887458345216412
ACH-000169,0.17915856182003798
ACH-000178,0.04926321853908887
ACH-000183,-0.07656945268187865
ACH-000188,0.13734113130725756
ACH-000189,-0.13872478012734846
ACH-000190,0.20479714635624
ACH-000198,-0.03151314275621836
ACH-000203,0.06727969772972843
ACH-000204,-0.06475511291191484
ACH-000206,-0.01899462529055348
ACH-000207,0.04714136020000003
ACH-000208,0.02132257654771257
ACH-000210,-0.2353833269599017
ACH-000211,-0.027567199805460837
ACH-000215,-0.0017901265498338566
ACH-000221,0.06991376921761616
ACH-000222,-0.20302139730356425
ACH-000223,-0.04782772754759828
ACH-000226,0.11403277095969044
ACH-000227,0.024349953828766452
ACH-000228,0.1074523727042611
ACH-000231,-0.11030969967021584
ACH-000232,-0.0660777210285223
ACH-000233,-0.022296324566590302
ACH-000234,-0.05284933407090794
ACH-000235,0.03304417704105946
ACH-000237,-0.009679499452856172
ACH-000238,-0.08075944743081596
ACH-000242,-0.2729869541873175
ACH-000243,0.017442314941334684
ACH-000244,-0.20001815895609565
ACH-000246,0.09542816903571344
ACH-000248,-0.0659305668206599
ACH-000250,0.016991250454343212
ACH-000251,-0.11010288158702557
ACH-000252,-0.030176981348641538
ACH-000253,-0.036152126589169414
ACH-000255,-0.04870431886586278
ACH-000256,-0.03283917311637589
ACH-000257,-0.2032268233533496
ACH-000258,-0.0910873428477208
ACH-000259,-0.08086877912525826
ACH-000260,0.08336848867154673
ACH-000261,-0.004122483681852704
ACH-000262,0.07943113006790077
ACH-000263,0.04582679283137126
ACH-000264,0.029362410596076118
ACH-000265,0.010879838336544592
ACH-000266,0.00030433967681442714
ACH-000272,-0.07616156790269185
ACH-000274,-0.006685592787856815
ACH-000277,-0.06906058819616813
ACH-000278,0.02295418829555327
ACH-000279,-0.13339144862984084
ACH-000280,0.016334422791067754
ACH-000281,0.03900809981764623
ACH-000288,0.015639704444314645
ACH-000291,0.039620021218635934
ACH-000293,0.02708731639288537
ACH-000294,-0.04158386460155065
ACH-000295,0.014321246201968204
ACH-000296,0.0994447981006128
ACH-000302,0.042787066994811815
ACH-000304,0.0746106789372815
ACH-000307,0.045778183408465074
ACH-000308,0.04343194940072522
ACH-000310,-0.033755714223632986
ACH-000311,0.0752142317362696
ACH-000312,-0.04660654973628739
ACH-000315,0.16192317966574152
ACH-000316,-0.03093275759620709
ACH-000317,0.21218944789017047
ACH-000318,0.06965967323921217
ACH-000319,0.0559983679655918
ACH-000320,0.04303658849145199
ACH-000322,-0.04394628355623078
ACH-000323,0.06388234618957556
ACH-000324,-0.04727407922455554
ACH-000329,0.05713227159351419
ACH-000330,0.20100091011192492
ACH-000331,0.01182973673383837
ACH-000332,-0.06107613979943158
ACH-000334,0.03821207069061947
ACH-000335,-0.1059985196580464
ACH-000336,0.14456960244794026
ACH-000337,-0.09167129449829893
ACH-000338,0.1819422098087007
ACH-000339,0.10565026703536373
ACH-000341,0.1819054954439192
ACH-000348,0.046647499020546455
ACH-000350,-0.17235455980662698
ACH-000352,-0.011575409532086372
ACH-000356,-0.06881222489452721
