,CD5L (922)
ACH-000231,-0.08820413452754326
ACH-000232,-0.24603028834903945
ACH-000233,-0.12572236749219354
ACH-000234,-0.0858485214976552
ACH-000235,-0.11510621298898015
ACH-000237,-0.13082378181056253
ACH-000238,-0.08651104716926677
ACH-000242,-0.3347830630849238
ACH-000243,-0.1081567480999446
ACH-000244,-0.11431447450404975
ACH-000246,-0.12975983642363914
ACH-000248,-0.14662844931820648
ACH-000250,-0.12835585169303487
ACH-000251,-0.3921573188233165
ACH-000252,-0.12001643944488935
ACH-000253,-0.08238442136426691
ACH-000255,-0.12476835640681608
ACH-000256,-0.06626113408578974
ACH-000257,-0.11563908640767336
ACH-000258,-0.19002813117531545
ACH-000259,-0.13969528460417266
ACH-000260,-0.15664081859726608
ACH-000261,-0.16151902589199826
ACH-000262,0.006897901158478512
ACH-000263,-0.10096141189451964
ACH-000264,-0.18157627352047506
ACH-000265,-0.17655352763006207
ACH-000266,-0.06539641203496202
ACH-000272,-0.20876650537591848
ACH-000274,0.054730722758485416
ACH-000277,-0.07924780930166128
ACH-000278,-0.13749521740592668
ACH-000279,-0.14797086195197526
ACH-000280,-0.07410823227272319
ACH-000281,-0.07417596027067716
ACH-000288,-0.058606441037403215
ACH-000291,-0.12337700959414102
ACH-000293,-0.21558353502308575
ACH-000294,-0.09592616385634876
ACH-000295,-0.17743837490652714
ACH-000296,-0.1516925490233092
ACH-000302,-0.05301518191801158
ACH-000304,0.013595265613126479
ACH-000307,-0.05733817433288675
ACH-000308,-0.13668218885612327
ACH-000310,-0.05749653258418622
ACH-000311,-0.3003480151051429
ACH-000312,-0.025392080749089014
ACH-000315,-0.09934245861143663
ACH-000316,-0.06885045023020868
ACH-000317,-0.2322259457238124
ACH-000318,-0.0817709338767616
ACH-000319,-0.12540787721261554
ACH-000320,-0.04918656887103797
ACH-000322,-0.058328248402189226
ACH-000323,-0.15240216671724227
ACH-000324,-0.010653921349285542
ACH-000329,-0.03856657611736377
ACH-000330,-0.17141597422854696
ACH-000331,-0.20747192069261194
ACH-000332,-0.05950783497797101
ACH-000334,0.02405663197185233
ACH-000335,-0.07683171070468099
ACH-000336,-0.3021189103131445
ACH-000337,-0.09275271028269702
ACH-000338,0.15599129568240508
ACH-000339,-0.0011282464414800926
ACH-000341,-0.03434987865265078
ACH-000348,-0.1413185021959278
ACH-000350,-0.19538230335778964
ACH-000352,-0.08666315632268921
ACH-000356,-0.21538065755572636
ACH-000361,-0.11702646649055648
ACH-000362,-0.10775133639875936
ACH-000363,-0.1411011055543095
ACH-000364,0.0757993510712466
ACH-000365,-0.10754172002328533
ACH-000366,-0.13124352383735713
ACH-000368,-0.052220846427890384
ACH-000374,-0.006743851140780306
ACH-000375,-0.11779215149208322
ACH-000376,-0.13779346713588636
ACH-000381,-0.0404535974731034
ACH-000383,-0.17795474351551555
ACH-000387,-0.08662792365366431
ACH-000389,-0.13781197739119688
ACH-000390,-0.031003745962948595
ACH-000393,0.031938984610752584
ACH-000395,-0.053004141887781415
ACH-000396,0.09159442963880343
ACH-000397,-0.010930975894774774
ACH-000401,-0.17464123845134938
ACH-000402,-0.030121081202178324
ACH-000403,-0.04877142104529058
ACH-000404,-0.24753063172451176
ACH-000406,-0.11702338772820793
ACH-000407,-0.13688158980928405
ACH-000408,0.03473403808691529
ACH-000410,-0.32909637776459993
ACH-000411,-0.0667341534724932
ACH-000414,-0.11361595784042025
ACH-000415,0.011543638177281995
ACH-000416,-0.16285149425584042
ACH-000420,-0.1994124827380724
ACH-000421,-0.07994963188684508
ACH-000424,-0.2426095928176297
ACH-000425,-0.024259328462446127
ACH-000426,-0.39722440185271896
ACH-000427,-0.062449873852028735
ACH-000433,-0.10792944704876724
ACH-000435,-0.31812868380463066
ACH-000436,-0.3702975215860389
ACH-000444,-0.19048008645401665
ACH-000445,-0.11785532596113747
ACH-000448,-0.09302911290341853
ACH-000450,-0.12606586651854232
ACH-000452,-0.03714048742366643
ACH-000454,-0.2900233700483366
ACH-000458,-0.045155499163077616
ACH-000459,-0.04313762977084465
ACH-000460,-0.06349034924223937
ACH-000461,0.012326713520878385
ACH-000463,0.01545644006819744
ACH-000464,-0.2282279024344279
ACH-000466,-0.09386017900753063
ACH-000467,-0.011919252109026241
ACH-000468,-0.1321553707439474
ACH-000469,-0.04186531721138117
ACH-000470,0.013776692719518964
ACH-000471,-0.05827413899239554
ACH-000472,-0.033774565762344604
ACH-000473,-0.054779904634297515
ACH-000475,-0.10936852161493436
ACH-000476,-0.15366312512068891
ACH-000477,0.031307949426056816
ACH-000479,-0.20672185521383185
ACH-000480,-0.2695030079422125
ACH-000481,-0.0828746460695661
ACH-000483,-0.10984697498018232
ACH-000484,-0.15009606908062206
ACH-000485,-0.01527513549758369
ACH-000486,-0.03011398831475192
ACH-000487,0.015045319620460315
ACH-000488,-0.05610539159579469
ACH-000490,-0.12347835329988725
ACH-000491,-0.08621425194357321
ACH-000495,-0.1630394077530445
ACH-000496,-0.06602786259595089
ACH-000499,0.00026164480742566496
ACH-000500,-0.3981892654479625
ACH-000502,-0.07525040311455128
ACH-000503,-0.21714422971307187
ACH-000505,-0.14656845588355474
ACH-000507,-0.09655229288522688
ACH-000510,-0.13527347519124838
ACH-000511,-0.05092415960237622
ACH-000512,-0.13264772696478844
ACH-000516,-0.13158654711040652
ACH-000517,-0.07544262504381269
ACH-000518,-0.13637916296271846
ACH-000520,0.00860719610726743
ACH-000521,-0.3162377375122173
ACH-000522,-0.14420797645892153
ACH-000524,-0.0669533363392725
ACH-000527,-0.1252890525387554
ACH-000528,-0.07540944577280573
ACH-000537,-0.12639735613712644
ACH-000541,-0.29355739042151296
ACH-000542,-0.09658920978473226
ACH-000544,-0.1252723730966683
ACH-000545,-0.013031504114297614
ACH-000547,-0.0573447754707476
ACH-000548,-0.19298537462251344
ACH-000549,-0.04577971600694977
ACH-000550,-0.0808735928190215
ACH-000552,-0.108070261400191
ACH-000556,-0.1297140648778244
ACH-000557,-0.1604539945062208
ACH-000569,-0.22051830258497154
ACH-000570,-0.02055065121766585
ACH-000571,-0.012269993952032321
ACH-000573,-0.16978563593201587
ACH-000576,-0.12572542509776988
ACH-000579,-0.1090435715029534
ACH-000580,-0.3328478309222715
ACH-000584,-0.11450377956801035
ACH-000585,-0.041529933150355566
ACH-000588,-0.14473320427119007
ACH-000589,-0.08842824065432582
ACH-000591,0.11792043732960675
ACH-000593,-0.09977539738109482
ACH-000600,-0.1469091046935753
ACH-000601,-0.11808807919414555
ACH-000605,-0.15639583343482594
ACH-000606,-0.1042912021070154
ACH-000608,-0.07757059281611547
ACH-000614,-0.18153958033549566
ACH-000616,-0.13083436664184414
ACH-000618,-0.1506548592244558
ACH-000619,-0.04672008237585973
ACH-000620,-0.10163202307216747
ACH-000621,-0.03560668069406784
ACH-000622,-0.0622736465866604
ACH-000623,-0.02845514743395589
ACH-000624,-0.07271333073806102
ACH-000627,-0.13228443618212346
ACH-000630,-0.133530164901149
ACH-000631,-0.261681446921861
ACH-000632,-0.04267799840674533
ACH-000633,-0.18165885767369191
ACH-000637,0.058480118899625275
ACH-000638,-0.12704784021643853
ACH-000646,-0.17263981619225133
ACH-000647,-0.2842506572705874
ACH-000648,-0.07216439835644847
ACH-000649,-0.06652997166687633
ACH-000651,-0.0959987140312437
ACH-000652,-0.10949792810125107
ACH-000653,-0.0507425865691328
ACH-000657,-0.14391473266182486
ACH-000658,-0.3057881369979216
ACH-000661,-0.01906027480623101
ACH-000662,-0.2078407881550689
ACH-000663,-0.11077980777679784
ACH-000665,-0.1018222393619764
ACH-000671,-0.10730082109628172
ACH-000672,-0.15463162446152232
ACH-000673,-0.08112705877512652
ACH-000676,-0.1242019856195349
ACH-000677,-0.15648411033380327
ACH-000681,-0.1070822118014798
ACH-000683,-0.3603368409763706
ACH-000684,-0.16092087950516784
ACH-000688,-0.019217802526125916
ACH-000693,-0.11939605854670085
ACH-000694,0.000859818797837599
ACH-000695,0.08867098786452456
ACH-000696,-0.12882274135368718
ACH-000697,-0.2936977248113285
ACH-000699,-0.09472596310057346
ACH-000701,-0.1364919249121903
ACH-000706,0.01653404466807825
ACH-000711,-0.0874367293279844
ACH-000713,-0.2316960246876797
ACH-000714,-0.3725974206881459
ACH-000718,-0.002358306447535419
ACH-000720,-0.08041963786169669
ACH-000721,-0.13549989218311492
ACH-000724,-0.08970946370282888
ACH-000725,-0.21278701463362387
ACH-000732,-0.12656674867877932
ACH-000734,-0.0923440238722893
ACH-000735,-0.07961131352009107
ACH-000736,-0.13539359632230322
ACH-000738,-0.1648207398261806
ACH-000746,-0.09665891162759696
ACH-000747,-0.18176203631303955
ACH-000748,-0.1697303373156725
ACH-000753,-0.1902392292986029
ACH-000756,-0.11804663885638425
ACH-000757,-0.11919146237853047
ACH-000758,-0.150872703706549
ACH-000760,-0.1300876547986954
ACH-000762,-0.032679975141065604
ACH-000763,-0.14802192695938762
ACH-000764,-0.1917063427575868
ACH-000765,-0.10603012545623494
ACH-000766,-0.03233492304142069
ACH-000767,-0.17759895162002254
ACH-000768,-0.17557989262935764
ACH-000769,-0.06746848869557172
ACH-000770,-0.147084092195817
ACH-000771,-0.06514966801215158
ACH-000773,0.011618453169291457
ACH-000776,-0.010596258207118256
ACH-000777,-0.13217383607431493
ACH-000778,-0.013679419070913038
ACH-000781,-0.13623171498790235
ACH-000782,-0.08788642601813221
ACH-000783,-0.08735305903002873
ACH-000784,-0.06299601369182692
ACH-000785,-0.14248418022791312
ACH-000787,-0.11625197826732606
ACH-000788,-0.17353584826490964
ACH-000791,-0.1657776473235619
ACH-000792,-0.22497492002662808
ACH-000794,0.07790927783912759
ACH-000796,0.011376320059441494
ACH-000798,-0.05034728936823538
ACH-000799,-0.0685503457383293
ACH-000800,-0.1998608088134812
ACH-000802,-0.11844206781039195
ACH-000804,-0.03577329288444397
ACH-000805,-0.11196888040257864
ACH-000809,-0.23773365086824766
ACH-000810,0.11033044346887598
ACH-000811,-0.09073210135340176
ACH-000817,-0.0920271955637617
ACH-000819,-0.14511205080749134
ACH-000820,-0.2160966263591008
ACH-000821,0.02314871068839132
ACH-000822,-0.145616659147903
ACH-000823,-0.13078970088156922
ACH-000824,-0.22452523503426472
ACH-000827,-0.16196464946808606
ACH-000829,-0.006537657510961226
ACH-000831,0.02420177385707929
ACH-000832,-0.1596461216776765
ACH-000833,-0.21807766493660255
ACH-000834,-0.13327297160712492
ACH-000835,-0.13311931769187094
ACH-000836,-0.08409359814969951
ACH-000837,-0.0905565374375018
ACH-000838,-0.2860520960806823
ACH-000839,0.059467381701994865
ACH-000840,-0.17979026565231296
ACH-000841,-0.11928156197532215
ACH-000843,-0.14453806269227792
ACH-000846,-0.15058163332675584
ACH-000847,-0.08777005324898908
ACH-000848,-0.17568298933232404
ACH-000849,-0.01184180911299665
ACH-000851,-0.13428574935230098
ACH-000855,-0.30213895373495964
ACH-000856,-0.07446985193964245
ACH-000858,-0.13996852763586765
ACH-000859,-0.07520464013379786
ACH-000861,-0.10495102608437328
ACH-000862,-0.06585642011474949
ACH-000865,-0.156038170651893
ACH-000866,-0.07797628789974269
ACH-000867,-0.08315238952040277
ACH-000869,-0.2283619285098665
ACH-000872,-0.011749666544377068
ACH-000873,-0.1514675401207896
ACH-000876,-0.1349941953711085
ACH-000878,-0.08145775904221217
ACH-000880,-0.1155291203652484
ACH-000881,-0.14638863002517485
ACH-000882,-0.09178644904999024
ACH-000884,-0.1918242403069492
ACH-000885,-0.06715611380404812
ACH-000887,-0.11865129916960955
ACH-000889,-0.19870499235066968
ACH-000896,-0.2117651496404195
ACH-000898,-0.016108534495447538
ACH-000900,-0.1058862123900085
ACH-000901,-0.07890938832996762
ACH-000905,-0.12865261104952289
ACH-000906,-0.0902127010869742
ACH-000907,0.01844133294381566
ACH-000910,-0.09763566191292626
ACH-000911,0.009243632581068329
ACH-000912,-0.15787867500566885
ACH-000913,-0.16182706952239878
ACH-000915,0.007432694492272214
ACH-000916,-0.21168231329380446
ACH-000917,-0.06812881579611442
ACH-000920,-0.01608340427166724
ACH-000921,-0.17137617315155648
ACH-000924,-0.21742664787641172
ACH-000926,-0.12671142452012168
ACH-000928,-0.047857485700715366
ACH-000929,-0.10516035296488596
ACH-000932,-0.1586545903512427
ACH-000935,-0.047658278908165264
ACH-000936,-0.14175508134338405
ACH-000937,-0.1172330729651035
ACH-000938,-0.18128569391063376
ACH-000939,-0.08613138360979307
ACH-000941,-0.18379429265882133
ACH-000943,-0.1391977951858974
ACH-000946,-0.02870885126279937
ACH-000947,-0.22536304733388735
ACH-000948,-0.1090301707613909
ACH-000950,-0.08451009081577295
ACH-000953,-0.13350237285272187
ACH-000954,-0.1704307760110896
ACH-000957,0.04990988001136532
ACH-000958,-0.17069294968101634
ACH-000960,-0.09052318472509012
ACH-000963,-0.09590688687775063
ACH-000968,-0.2850463504117253
ACH-000969,-0.1026939814107274
ACH-000972,0.0066597931836248755
ACH-000973,-0.14864591676021435
ACH-000974,-0.29364297552150664
ACH-000978,-0.4409492388321058
ACH-000984,-0.21074661966802855
ACH-000986,-0.12038647598348501
ACH-000988,-0.12225062371118882
ACH-000993,-0.05656273166811309
ACH-000994,-0.02665119236258941
ACH-000996,-0.1551959339139649
ACH-001001,-0.12730264657858362
ACH-001020,-0.012297757025681222
ACH-001028,-0.10090863086026527
ACH-001031,-0.09379775955820782
ACH-001038,-0.128106880871429
ACH-001048,-0.09382091653075933
ACH-001050,-0.05842713550279139
ACH-001053,-0.018721650109043208
ACH-001054,-0.2232463052235447
ACH-001061,-0.07290428226928937
ACH-001067,0.02157757898000336
ACH-001075,-0.13839127126403736
ACH-001096,-0.1242205652258796
ACH-001111,-0.1610627690916889
ACH-001119,-0.07258568815171272
ACH-001128,0.058717370230717575
ACH-001134,-0.04134538715155935
ACH-001151,-0.12531393902439406
ACH-001163,-0.2761398638568232
ACH-001164,-0.14614601395827498
ACH-001183,0.10945627808661908
ACH-001192,-0.2823918579642145
ACH-001193,-0.3134557218909275
ACH-001196,-0.20553125912281944
ACH-001197,-0.08520012887681484
ACH-001205,-0.049920508842258376
ACH-001211,-0.07495400866979063
ACH-001212,-0.21871528519308686
ACH-001228,-0.1930857248474508
ACH-001232,-0.07770176287581683
ACH-001239,-0.16873862859318872
ACH-001270,0.15224291293332826
ACH-001274,-0.028067618505577027
ACH-001275,-0.1418563945189576
ACH-001277,-0.2833338753082335
ACH-001278,-0.0720908727694775
ACH-001280,0.07168063353449282
ACH-001283,-0.12529303734395533
ACH-001289,-0.2536538022145597
ACH-001300,0.0008751722786043116
ACH-001301,-0.0944393810731948
ACH-001302,0.06094969133813425
ACH-001306,-0.1551893377411308
ACH-001318,-0.23081460209826185
ACH-001322,-0.1958739786424566
ACH-001328,0.01625453833672937
ACH-001332,-0.11250442086452864
ACH-001336,-0.1168068967866326
ACH-001346,-0.039656143160347816
ACH-001353,-0.1544129488523171
ACH-001354,-0.1837946086659111
ACH-001367,-0.06136111791824112
ACH-001368,-0.1653507774007106
ACH-001374,0.09618410976805432
ACH-001377,-0.12536174611526835
ACH-001380,-0.13476326421600351
ACH-001391,-0.08714646042141573
ACH-001408,-0.1519540752365076
ACH-001430,-0.10631423106183333
ACH-001431,-0.2144138018022221
ACH-001450,-0.0708024885506418
ACH-001496,-0.014669057257661725
ACH-001500,-0.05429782901265534
ACH-001523,-0.07469603316118947
ACH-001532,-0.13853570211420932
ACH-001550,0.0010082109882517084
ACH-001552,-0.09365870045584944
ACH-001554,-0.142850644460439
ACH-001654,-0.09174558564814453
ACH-001735,-0.11297824660531125
ACH-001736,-0.1044526706495103
ACH-001737,0.19747867368787056
ACH-001740,-0.02144531445032585
ACH-001745,0.00047627130042063017
ACH-001765,-0.21458727433899266
