,IGF2BP3 (10643)
ACH-000004,0.06797725525248585
ACH-000005,-0.3508519195583969
ACH-000007,-0.276278209614081
ACH-000009,-0.23365182414994146
ACH-000011,-0.1594693880090928
ACH-000012,-0.022310584572102055
ACH-000013,0.027894911006622846
ACH-000014,-0.05230117090457315
ACH-000015,-0.309154189403454
ACH-000017,-0.15068781788949398
ACH-000018,-0.24626744429140765
ACH-000019,-0.15242543261341815
ACH-000021,-0.3502443031807284
ACH-000022,-0.26492289914708056
ACH-000025,-0.3441904302196013
ACH-000028,-0.1205318747909047
ACH-000030,-0.24051358952115184
ACH-000035,-0.3605903518325526
ACH-000036,-0.05994078399539726
ACH-000037,-0.22356486649058946
ACH-000039,-0.22972922520325945
ACH-000040,-0.27868850883251955
ACH-000041,-0.1957652574543308
ACH-000042,-0.3712185637528724
ACH-000045,-0.09016662443284253
ACH-000047,-0.28900325814642586
ACH-000052,-0.2235677959365292
ACH-000053,-0.11018483222525252
ACH-000054,-0.36347651949663656
ACH-000055,-0.2882909952985682
ACH-000060,-0.09821518302349946
ACH-000067,-0.16035553129740296
ACH-000070,-0.03493157163512444
ACH-000075,-0.25132687787805363
ACH-000078,-0.271539505000576
ACH-000082,-0.440873372045378
ACH-000085,-0.18602155503659026
ACH-000086,-0.12741790195934166
ACH-000087,-0.05162094659622474
ACH-000092,-0.10086862811650024
ACH-000095,-0.2632480909235957
ACH-000097,-0.0028972706899220604
ACH-000098,-0.1364253048360213
ACH-000099,-0.2800596822115053
ACH-000108,-0.4778316372633554
ACH-000113,-0.1925885767707332
ACH-000116,-0.3140834417891591
ACH-000118,-0.2750991101952649
ACH-000120,-0.24656545392580456
ACH-000123,-0.13683104982676322
ACH-000127,-0.1344662656813269
ACH-000128,-0.28246229421898594
ACH-000132,0.013618302003494192
ACH-000133,-0.2311619807805852
ACH-000137,-0.1328463422285284
ACH-000138,-0.3948838296999251
ACH-000142,-0.21488437431114135
ACH-000143,-0.24414802192957374
ACH-000146,-0.17943626404885502
ACH-000148,-0.2033220551365892
ACH-000150,-0.22313606289987728
ACH-000152,-0.19323559648094346
ACH-000153,-0.20211708516272991
ACH-000159,-0.2369774141113493
ACH-000160,-0.15895024812301045
ACH-000163,-0.22194211607276995
ACH-000167,-0.6463875694631328
ACH-000168,-0.10863212402873128
ACH-000169,-0.29904219228694706
ACH-000178,-0.15785131674183875
ACH-000183,-0.19591913581148487
ACH-000188,-0.2563174819843652
ACH-000189,-0.1592842476968644
ACH-000190,-0.2594047353379701
ACH-000198,-0.25536520061361084
ACH-000203,-0.32467392099735265
ACH-000204,-0.08346632779413521
ACH-000206,-0.3036011798603606
ACH-000207,-0.5462125049701525
ACH-000208,-0.18373856626828225
ACH-000210,-0.3839873802832667
ACH-000211,-0.37129000404436496
ACH-000215,-0.11377438477560052
ACH-000221,-0.3629682237405653
ACH-000222,-0.3715598375087337
ACH-000223,-0.1887316433987564
ACH-000226,-0.2820522881532581
ACH-000227,-0.3061656219055832
ACH-000228,-0.3142904065214228
ACH-000231,-0.2024105660386179
ACH-000232,-0.2394763568013151
ACH-000233,-0.1144825363018008
ACH-000234,-0.14774911936450244
ACH-000235,-0.3175451442161159
ACH-000237,-0.2405622060684917
ACH-000238,-0.2813883865645873
ACH-000242,-0.09710447077162312
ACH-000243,-0.2954338245809893
ACH-000244,0.07284109874175218
ACH-000246,-0.13178709143962364
ACH-000248,-0.2164383275181234
ACH-000250,-0.2750696960879013
ACH-000251,-0.2879521343471915
ACH-000252,-0.4366046458519522
ACH-000253,-0.19354398383601185
ACH-000255,-0.1351765087052347
ACH-000256,-0.4039015715613993
ACH-000257,-0.06974874766183653
ACH-000258,-0.14269036763378126
ACH-000259,-0.30433482597930955
ACH-000260,-0.34113231991625603
ACH-000261,-0.1803560040986585
ACH-000262,-0.23514779314870696
ACH-000263,-0.2226872397654648
ACH-000264,-0.3816868852139804
ACH-000265,-0.23650336391176965
ACH-000266,-0.2661970485937145
ACH-000272,-0.22390097851646096
ACH-000274,-0.2285806109291341
ACH-000277,-0.2413964770065635
ACH-000278,-0.2554637198831764
ACH-000279,-0.2525185260074071
ACH-000280,-0.16577115559556913
ACH-000281,-0.19154991286364126
ACH-000288,-0.0839313880032727
ACH-000291,-0.2247635697579632
ACH-000293,-0.1178975344647382
ACH-000294,-0.2853003423694643
ACH-000295,-0.3383885411017241
ACH-000296,-0.1627492524834278
ACH-000302,-0.2858745095798138
ACH-000304,-0.6116786572810401
ACH-000307,-0.260694420090507
ACH-000308,-0.2185059884873818
ACH-000310,-0.13574942943015966
ACH-000311,-0.2862203431659338
ACH-000312,-0.4084866479231923
ACH-000315,-0.12399032121103486
ACH-000316,-0.16789524056788271
ACH-000317,-0.15063867700386338
ACH-000318,-0.3053446841614903
ACH-000319,-0.2976546351872783
ACH-000320,-0.4869701680121506
ACH-000322,-0.3042956823115849
ACH-000323,-0.1850216625813001
ACH-000324,-0.07573247134595569
ACH-000329,-0.22205535045458288
ACH-000330,-0.12660064105902735
ACH-000331,-0.15305733590218412
ACH-000332,-0.28797848649415736
ACH-000334,-0.07920641514045071
ACH-000335,0.08624275524067802
ACH-000336,-0.08707108429370854
ACH-000337,-0.35113245222582623
ACH-000338,-0.3043674970549248
ACH-000339,-0.2328906845162608
ACH-000341,-0.2958554770087938
ACH-000348,-0.07508201121497766
ACH-000350,-0.09310898257557347
ACH-000352,-0.30005256628172994
ACH-000356,-0.3365393794847717
ACH-000361,-0.2305259902025732
ACH-000362,-0.18036861023122724
ACH-000363,-0.2853978436730661
ACH-000364,-0.14267455228395745
ACH-000365,-0.5135854680361206
ACH-000366,-0.20985476659614555
ACH-000368,-0.04181260074567026
ACH-000374,-0.15830649436756958
ACH-000375,-0.14754011186527188
ACH-000376,-0.2783244533622553
ACH-000381,-0.08343766824760511
ACH-000383,-0.2350182433255732
ACH-000387,-0.07532127312665081
ACH-000389,-0.32753229918949445
ACH-000390,-0.1807937076740532
ACH-000393,-0.17239167645556028
ACH-000395,-0.14221277730341048
ACH-000396,-0.19951187702765236
ACH-000397,-0.17714095760182896
ACH-000401,-0.08817581243297262
ACH-000402,-0.01778219116816831
ACH-000403,-0.2923559885328409
ACH-000404,-0.26800775654525033
ACH-000406,-0.27721688413259565
ACH-000407,-0.1505389713909014
ACH-000408,-0.2701590856838641
ACH-000410,-0.17858291225357775
ACH-000411,-0.3052753286342919
ACH-000414,-0.2616058426995473
ACH-000415,-0.3274989120991756
ACH-000416,-0.29594200869658865
ACH-000420,-0.11203224888632883
ACH-000421,-0.2763292839347062
ACH-000424,-0.5412280561042483
ACH-000425,-0.31100047953857024
ACH-000426,-0.058405236552543566
ACH-000427,-0.3781097042334444
ACH-000433,-0.15937752089875934
ACH-000435,0.08814820269455359
ACH-000436,-0.19787527859381848
ACH-000444,-0.09687318821479687
ACH-000445,0.01949203595971029
ACH-000448,-0.2185499335962712
ACH-000450,-0.08202567357069057
ACH-000452,-0.26661823767686305
ACH-000454,-0.2327517796700015
ACH-000458,-0.24064374439616515
ACH-000459,-0.16252421177159745
ACH-000460,-0.021932758330017888
ACH-000461,-0.18276754635816944
ACH-000463,-0.2514761936556057
ACH-000464,-0.3291223901168355
ACH-000466,-0.2375527855576188
ACH-000467,-0.2308376518717753
ACH-000468,-0.18941866640655494
ACH-000469,-0.34004215440149216
ACH-000470,-0.3744464917991272
ACH-000471,-0.12522680724999824
