,BCAT2 (587)
ACH-000004,0.16082317094488
ACH-000005,0.2070508563212776
ACH-000007,0.2258506948365737
ACH-000009,0.011591428777558529
ACH-000011,0.2005405819230618
ACH-000012,0.03281875395364131
ACH-000013,-0.02291953011162109
ACH-000014,0.023934387239791903
ACH-000015,-0.05680645346118812
ACH-000017,0.12672436649511867
ACH-000018,0.2058656311263634
ACH-000019,0.047978506914511
ACH-000021,0.06157668942780398
ACH-000022,0.12397042572098944
ACH-000025,0.13747657125388166
ACH-000028,-0.039822397023272206
ACH-000030,-0.06165382726969518
ACH-000035,-0.05508756559492003
ACH-000036,0.046848592806980935
ACH-000037,0.16883150783840045
ACH-000039,0.06088802495645365
ACH-000040,0.16822082671458852
ACH-000041,0.016946108930585645
ACH-000042,0.09455731603303456
ACH-000045,0.08106030588741317
ACH-000047,0.044958665977361915
ACH-000052,-0.09016458580325523
ACH-000053,0.13157073673031733
ACH-000054,-0.1086708494322002
ACH-000055,0.13922988890372964
ACH-000060,0.2087465025978053
ACH-000067,0.11073738023676573
ACH-000070,0.17352389782277647
ACH-000075,0.14406649961806522
ACH-000078,0.26996426372832505
ACH-000082,0.08675870068994447
ACH-000085,0.3014746111048814
ACH-000086,0.03975826539305435
ACH-000087,0.12434016570217672
ACH-000092,0.0657620745211661
ACH-000095,0.08398431058099752
ACH-000097,-0.005267086407828053
ACH-000098,-0.04894806628586618
ACH-000099,0.057327977861922765
ACH-000108,0.03738389761175952
ACH-000113,0.1820912651064809
ACH-000116,0.1911612111933545
ACH-000118,0.05688102081363108
ACH-000120,0.08477106915498844
ACH-000123,-0.07672450734874406
ACH-000127,0.12253336096571475
ACH-000128,0.10288981298614246
ACH-000132,0.06435625363181366
ACH-000133,-0.07180691140205282
ACH-000137,0.07215209608853697
ACH-000138,0.03878713823666502
ACH-000142,-0.07132293463155988
ACH-000143,0.09234818199322364
ACH-000146,0.20021202668926225
ACH-000148,0.09641864992278833
ACH-000150,0.1966514580837405
ACH-000152,0.049065925918796056
ACH-000153,0.13141742784960614
ACH-000159,0.13152233485463638
ACH-000160,0.19648010350645972
ACH-000163,0.17454524252258402
ACH-000167,0.7148595900520494
ACH-000168,-0.006142688863104714
ACH-000169,0.04489965762614315
ACH-000178,0.06525528586688928
ACH-000183,0.0489933110618804
ACH-000188,0.1122846154464881
ACH-000189,0.2927312405863184
ACH-000190,0.257878420160918
ACH-000198,0.0861663734835708
ACH-000203,0.045181606819861816
ACH-000204,-0.04216144547246156
ACH-000206,0.040326418511909684
ACH-000207,-0.05469180935719183
ACH-000208,0.08053510366172499
ACH-000210,0.2721234355190236
ACH-000211,0.05321484683709335
ACH-000215,0.14739372887523655
ACH-000221,-0.01929086242327821
ACH-000222,-0.0051320807453427535
ACH-000223,0.10248345986480907
ACH-000226,0.042364910228384935
ACH-000227,0.2040485263337414
ACH-000228,0.055694793376488715
ACH-000231,0.12087870643096582
ACH-000232,0.004695819340025782
ACH-000233,0.14430588494494784
ACH-000234,0.03797435991436235
ACH-000235,0.0019602745751358818
ACH-000237,0.05456845636037432
ACH-000238,0.2770355516430347
ACH-000242,-0.22270882489668006
ACH-000243,0.13182078704331826
ACH-000244,0.2521059533038694
ACH-000246,0.07048852024031968
ACH-000248,0.09949304033095756
ACH-000250,0.10841051507350066
ACH-000251,0.03890861980263341
ACH-000252,-0.034907672618118106
ACH-000253,-0.02152728015471872
ACH-000255,-0.03986604886068538
ACH-000256,0.2396148646443385
ACH-000257,0.006157424793330757
ACH-000258,0.1069341862666011
ACH-000259,0.1240411586380091
ACH-000260,0.11289420570749865
ACH-000261,0.0680035105182044
