,FOXO1 (2308)
ACH-000004,-0.19500911039573446
ACH-000005,0.0018511218526219425
ACH-000007,-0.3133685218258626
ACH-000009,-0.07637201554499504
ACH-000011,0.023148167901535087
ACH-000012,-0.16566294846405766
ACH-000013,-0.1648968804614303
ACH-000014,-0.1559166702049336
ACH-000015,-0.19891526052890587
ACH-000017,-0.06118049670058815
ACH-000018,-0.1457091017296257
ACH-000019,-0.10102683185298272
ACH-000021,-0.20249215006547272
ACH-000022,-0.1165888448371636
ACH-000025,-0.08675622195259801
ACH-000028,-0.10173450987863064
ACH-000030,-0.18439477677646726
ACH-000035,-0.07852824988515265
ACH-000036,-0.17479716799797418
ACH-000037,-0.30401113592897583
ACH-000039,-0.14211675159740256
ACH-000040,-0.1437697595296685
ACH-000041,-0.11646308911403655
ACH-000042,-0.21584009393595632
ACH-000045,-0.024860081213855644
ACH-000047,-0.15862891761394612
ACH-000052,-0.1787252055899425
ACH-000053,-0.08272095037030694
ACH-000054,-0.18708829445607092
ACH-000055,-0.31442620007614314
ACH-000060,-0.0831689946510331
ACH-000067,-0.3076858107265797
ACH-000070,-0.6631326496062414
ACH-000075,-0.2839979003274793
ACH-000078,-0.21300286733024434
ACH-000082,-0.0956574098936704
ACH-000085,-0.01499037668220864
ACH-000086,-0.2480761600421936
ACH-000087,-0.24823061504354146
ACH-000092,-0.10057547523499896
ACH-000095,-0.02096786229922121
ACH-000097,-0.1278511421208008
ACH-000098,-0.03070899116709828
ACH-000099,-0.20891780918613834
ACH-000108,-0.06685502885099233
ACH-000113,0.01120124970080998
ACH-000116,-0.11070835954839237
ACH-000118,-0.15223145683140904
ACH-000120,-0.16411419201316438
ACH-000123,-0.07628351566963992
ACH-000127,-0.15227434655281946
ACH-000128,-0.3241847953266026
ACH-000132,-0.19469976125837368
ACH-000133,-0.1051843247440976
ACH-000137,-0.13355007663128787
ACH-000138,-0.21356726375030266
ACH-000142,-0.03455885827010621
ACH-000143,-0.13400390489908973
ACH-000146,-0.0986244720730854
ACH-000148,-0.16547212192152308
ACH-000150,-0.3385797477355684
ACH-000152,-0.13619218954050244
ACH-000153,-0.2019522411909094
ACH-000159,-0.19536317531271435
ACH-000160,-0.05430952945784219
ACH-000163,-0.1646551673187495
ACH-000167,-0.18790481529062728
ACH-000168,-0.2123804154264601
ACH-000169,-0.0963583217182246
ACH-000178,-0.19504522970116592
ACH-000183,-0.06990243125390874
ACH-000188,-0.1877183405634836
ACH-000189,-0.2995122699738612
ACH-000190,-0.17988224252737406
ACH-000198,-0.21608406603980398
ACH-000203,0.07192663023596954
ACH-000204,-0.17277176852585396
ACH-000206,-0.30831956432048346
ACH-000207,-0.2902417387325389
ACH-000208,-0.02097974642220813
ACH-000210,-0.14840755722774765
ACH-000211,-0.07179428948206029
ACH-000215,-0.13128184211690214
ACH-000221,-0.038006600711820736
ACH-000222,-0.2172106545543244
ACH-000223,-0.2588814931197752
ACH-000226,-0.1736565356410774
ACH-000227,-0.16892111547974772
ACH-000228,-0.16022202668979654
ACH-000231,-0.12748512116696992
ACH-000232,-0.21057455857618732
ACH-000233,-0.0899285056977333
ACH-000234,-0.07038378606491062
ACH-000235,-0.1257052876319852
ACH-000237,-0.12786697394728996
ACH-000238,-0.060104273319811885
ACH-000242,0.11414627096973072
ACH-000243,-0.1868605009488213
ACH-000244,-0.19493061455292815
ACH-000246,-0.13835387690317158
ACH-000248,-0.11160265149149677
ACH-000250,-0.1309660001800388
ACH-000251,-0.039229048618236055
ACH-000252,-0.15631464088616912
ACH-000253,-0.12890551230951108
ACH-000255,-0.1240475434288852
ACH-000256,-0.06001286160326735
ACH-000257,-0.2480059021236785
ACH-000258,-0.18059335882488575
ACH-000259,-0.1026490634807532
ACH-000260,-0.05006168161657357
ACH-000261,-0.11947029942466975
ACH-000262,-0.1229631689147892
ACH-000263,-0.15852796410539385
ACH-000264,-0.2124217485750156
ACH-000265,-0.264519267350813
ACH-000266,-0.2156704522386344
ACH-000272,-0.2023488317209931
ACH-000274,-0.2018164805439364
ACH-000277,-0.15116377563020322
ACH-000278,-0.12081527181494843
ACH-000279,-0.09141378287396826
ACH-000280,-0.12084390246838522
ACH-000281,-0.19238449035094785
ACH-000288,-0.14073039490041572
ACH-000291,-0.08977523001358992
ACH-000293,-0.10247718876097564
ACH-000294,-0.05767238663159191
ACH-000295,0.17873021791305302
ACH-000296,-0.032850530090428036
ACH-000302,-0.15948194594816814
ACH-000304,-0.11644983028147896
ACH-000307,-0.1066020990230889
ACH-000308,0.048787538882448224
ACH-000310,-0.16534994395886587
ACH-000311,-0.20809074793329627
ACH-000312,-0.1939675991089348
ACH-000315,-0.1919569701295785
ACH-000316,-0.05588463638202072
ACH-000317,-0.19738520290434
ACH-000318,-0.2306327723319289
ACH-000319,-0.07745628142275421
ACH-000320,-0.2504322796547936
ACH-000322,-0.1665324462183238
ACH-000323,-0.175343188367928
ACH-000324,0.07083022230336529
ACH-000329,-0.1216514702555637
ACH-000330,0.03874889213527678
ACH-000331,-0.09687524704587004
ACH-000332,-0.13788906112377158
ACH-000334,-0.2534363935917226
ACH-000335,-0.13484997178504168
ACH-000336,0.11309167050175828
ACH-000337,0.010531860534289264
ACH-000338,-0.4553717092787571
