,LDOC1L (84247)
ACH-000004,0.06930841611557075
ACH-000005,0.3869711869035724
ACH-000007,-0.06515801384123897
ACH-000009,0.03103749506885404
ACH-000011,0.17284719102435975
ACH-000012,0.132471822241804
ACH-000013,0.02363268202442634
ACH-000014,0.13471807629882632
ACH-000015,0.039528751770580836
ACH-000017,0.011660300135234437
ACH-000018,0.18511352654369545
ACH-000019,0.1244931838138638
ACH-000021,0.07607974029368524
ACH-000022,0.059130566633081215
ACH-000025,0.08722993400335051
ACH-000028,0.0863010036558917
ACH-000030,0.05902690381160961
ACH-000035,0.097401819819186
ACH-000036,0.058662202062837926
ACH-000037,0.032146513017843964
ACH-000039,0.22658049801056945
ACH-000040,-0.06778472768216474
ACH-000041,0.009109748852538069
ACH-000042,0.1015896686150209
ACH-000045,0.13715932819003349
ACH-000047,0.14139676889650693
ACH-000052,0.313399596835338
ACH-000053,0.1492023874815457
ACH-000054,0.1455237942411089
ACH-000055,0.20755565679625226
ACH-000060,-0.056321280878252174
ACH-000067,0.19057845286454347
ACH-000070,0.14255506544185292
ACH-000075,-0.15399085897164533
ACH-000078,0.16182778475232149
ACH-000082,0.08907943008841633
ACH-000085,0.17702425416448542
ACH-000086,0.32479310617175444
ACH-000087,-0.2031486431768308
ACH-000092,0.028081233635161202
ACH-000095,0.02797452093764868
ACH-000097,0.145095029833415
ACH-000098,0.10401560699360524
ACH-000099,0.09385899755569506
ACH-000108,0.08570496138772264
ACH-000113,0.13618693674530707
ACH-000116,0.17781507941071786
ACH-000118,0.07659691726060455
ACH-000120,0.09642281141031596
ACH-000123,0.12105027349723856
ACH-000127,0.09327051121297897
ACH-000128,0.08560555225470147
ACH-000132,0.052975954322183966
ACH-000133,0.08972430599180545
ACH-000137,-0.18466459334548335
ACH-000138,0.13352082368775367
ACH-000142,0.2898801079046759
ACH-000143,-0.0892485760910311
ACH-000146,0.15385073241544114
ACH-000148,0.055218633393049485
ACH-000150,0.2053301059447485
ACH-000152,0.02255704887973272
ACH-000153,0.22440331671136268
ACH-000159,0.256383385175762
ACH-000160,0.0544420525545445
ACH-000163,0.1648567806367355
ACH-000167,0.1771081021488117
ACH-000168,0.2572781629660225
ACH-000169,0.04978414589396898
ACH-000178,0.12333790526014066
ACH-000183,0.11709188576352418
ACH-000188,0.18096489028840992
ACH-000189,0.21188924868601186
ACH-000190,0.15933128844862293
ACH-000198,0.04051767699296606
ACH-000203,-0.2307073857681531
ACH-000204,0.03430902342762135
ACH-000206,0.10582204987938723
ACH-000207,0.28793359460423457
ACH-000208,0.059699873282645574
ACH-000210,0.2988646627689339
ACH-000211,-0.013205149334172321
ACH-000215,0.009967119536346727
ACH-000221,0.1608622895475392
ACH-000222,0.11687846124603245
ACH-000223,0.10879959297829077
ACH-000226,0.2117980029040915
ACH-000227,-0.1872696898413657
ACH-000228,0.04176001570934682
ACH-000231,0.16131587437674175
ACH-000232,0.0402213565758243
ACH-000233,0.06785918317880668
ACH-000234,0.11089907878008834
ACH-000235,0.05930886928026152
ACH-000237,0.1533365282139215
ACH-000238,0.17448736895745434
ACH-000242,0.15520296711445133
ACH-000243,0.0834194168964584
ACH-000244,0.1969100722490228
ACH-000246,0.12654598780779347
ACH-000248,-0.0200748976067288
ACH-000250,0.12192780597481477
ACH-000251,0.20794563985709635
ACH-000252,0.12264816069563747
ACH-000253,0.12777835403596507
ACH-000255,0.1109333923199107
ACH-000256,0.0074609135255601765
ACH-000257,0.23386356054095525
ACH-000258,0.0647867500282671
ACH-000259,0.097473396559085
ACH-000260,0.2352756360019457
ACH-000261,0.062190621632301074
ACH-000262,0.09065158352771277
ACH-000263,0.14710000786318148
ACH-000264,0.00703866043262463
ACH-000265,0.1883360947919464
ACH-000266,0.0061750713627677385
ACH-000272,0.0495226020347477
ACH-000274,0.18018035688015796
ACH-000277,0.09598481660990056
ACH-000278,-0.004435646763494893
ACH-000279,0.06445462779734501
ACH-000280,0.1670311259528414
ACH-000281,0.04990532162606263
ACH-000288,0.1463282767355519
ACH-000291,0.128612063670583
ACH-000293,0.17615289112513746
ACH-000294,0.21306188920884767
ACH-000295,-0.17443713468821018
ACH-000296,-0.03114246059664161
ACH-000302,0.14201041283666135
ACH-000304,-0.007622012919179053
ACH-000307,0.05291274422356733
ACH-000308,0.08957656066718217
ACH-000310,0.12753619071566474
ACH-000311,0.14807448211230692
ACH-000312,0.05550364523584038
ACH-000315,0.18298090918215293
ACH-000316,0.0954496869815311
ACH-000317,0.05093347496857841
ACH-000318,0.1540068829617035
ACH-000319,0.203597628855879
ACH-000320,0.12628428468850367
ACH-000322,-0.027370061926342983
ACH-000323,0.057278718488113785
ACH-000324,-0.016684385350525775
ACH-000329,0.09116492376252414
ACH-000330,0.17582018400872618
ACH-000331,0.0950698525291606
ACH-000332,0.029850259587625088
ACH-000334,0.382315274558262
ACH-000335,0.010031655414315341
ACH-000336,0.11116618867231756
ACH-000337,0.047706989190945015
ACH-000338,0.07680395194717271
ACH-000339,0.1409384396984837
ACH-000341,0.3404983161182837
ACH-000348,-0.02306216600812157
ACH-000350,0.08441179167676137
ACH-000352,0.13501219475938986
ACH-000356,-0.25302779324476043
ACH-000361,0.05205691880632881
ACH-000362,0.1085868167966804
ACH-000363,0.06984337615504363
ACH-000364,-0.08526162074398237
ACH-000365,0.19474807394024707
ACH-000366,0.11654790115353725
ACH-000368,0.1302509738290456
ACH-000374,0.14163359347164992
ACH-000375,0.03322083864351998
ACH-000376,0.05948813674831345
ACH-000381,0.04059306758455613
ACH-000383,0.04151667006077124
ACH-000387,0.09952275451970104
ACH-000389,-0.016602577376704317
ACH-000390,0.07713007967435283
ACH-000393,0.17944203091303695
ACH-000395,0.12443430486954728
ACH-000396,0.15301692103139652
ACH-000397,0.1348640187066428
ACH-000401,0.12772874914803756
ACH-000402,0.07683714947072003
ACH-000403,0.16421830430090156
ACH-000404,0.09886316253611817
ACH-000406,0.09800453400487197
ACH-000407,0.11170509724270734
ACH-000408,0.1897053906065377
ACH-000410,0.013363268277766776
ACH-000411,0.04562446861510304
ACH-000414,0.002625589285685295
ACH-000415,0.13430541067218088
ACH-000416,0.049126103740227335
ACH-000420,-0.03227999665348723
ACH-000421,0.06472981351933822
ACH-000424,0.01818133483805686
ACH-000425,-0.08590933053156041
ACH-000426,0.11923587025193567
ACH-000427,0.21416714749328866
ACH-000433,-0.03625989293513028
ACH-000435,0.2780241462164485
ACH-000436,0.09358201581493594
ACH-000444,0.03182614123488167
ACH-000445,0.10049230628039987
ACH-000448,0.11740528429913072
ACH-000450,0.0073214530514411815
ACH-000452,0.06604454165625903
ACH-000454,0.15641403422478972
ACH-000458,0.10975167611440743
ACH-000459,0.01936750923977407
ACH-000460,0.07695363576546066
ACH-000461,-0.00839762513904801
ACH-000463,0.10410509968482276
ACH-000464,0.039346558131752696
ACH-000466,0.11336077559642092
ACH-000467,0.022380019397727997
ACH-000468,0.17086552655495388
ACH-000469,0.033098142284948104
ACH-000470,-0.018084749937714827
ACH-000471,-0.02319520962294784
ACH-000472,0.09306748747870866
ACH-000473,0.17422888559585714
ACH-000475,0.07558883711542122
ACH-000476,0.11244537949979498
ACH-000477,-0.012035441260329198
ACH-000479,0.12353047193853173
ACH-000480,0.1916401059403536
ACH-000481,0.05413591318315419
ACH-000483,-0.04751785067103122
ACH-000484,0.17090166931973216
ACH-000485,0.22369011136212905
ACH-000486,-0.03817500379319992
ACH-000487,0.03432067082173445
ACH-000488,0.13993025674574527
ACH-000490,0.14416793356847546
ACH-000491,0.08603288659935851
ACH-000495,0.20847122507020752
ACH-000496,0.1345067944690411
ACH-000499,0.12663863489427776
ACH-000500,0.2127549862034732
ACH-000502,0.11855795818846936
ACH-000503,0.018146325822844103
ACH-000505,0.1206627860372631
ACH-000507,0.14924990068424585
ACH-000510,0.03422849992789145
ACH-000511,0.10672674631347273
ACH-000512,0.039145339039504866
ACH-000516,-0.047996232152854014
ACH-000517,0.047964830912706695
ACH-000518,0.09170429262324546
ACH-000520,0.012789892608024295
ACH-000521,0.062191244282598514
ACH-000522,0.14272750031740206
ACH-000524,0.08229188556072743
ACH-000527,0.057591388864152125
ACH-000528,0.02730323474946121
ACH-000537,0.06042787203346664
ACH-000541,0.2426728069634775
ACH-000542,0.08659843389664568
ACH-000544,0.0948845495379968
ACH-000545,0.15935267017001764
ACH-000547,-0.00037746174762109215
ACH-000548,0.35620693804947906
ACH-000549,0.09502535885090407
ACH-000550,0.045666556919416484
ACH-000552,0.2203426583173179
ACH-000556,0.13091552150121089
ACH-000557,0.09970422623439774
ACH-000569,0.12230860215095465
ACH-000570,0.08548357534563687
ACH-000571,0.09740602947601644
ACH-000573,0.045279779914762015
ACH-000576,0.1428622276123793
ACH-000579,0.11272869010839405
ACH-000580,0.28297044359227125
ACH-000584,0.025919019982328047
ACH-000585,0.12508358729794322
ACH-000588,0.07655490851508362
ACH-000589,0.0803159938707858
ACH-000591,0.1546151938349395
ACH-000593,0.15140832103971938
ACH-000600,0.09265256085855646
ACH-000601,0.03152238415826812
ACH-000605,-0.020629362459567698
ACH-000606,0.24450191466717766
ACH-000608,0.04920538768020217
ACH-000614,0.22239153408533088
ACH-000616,0.1437135376538317
ACH-000618,0.16095439927332528
ACH-000619,0.12827309882578958
ACH-000620,0.06072434084319834
ACH-000621,0.06308216327489011
ACH-000622,-0.051108222779437926
ACH-000623,-0.04761095907635
ACH-000624,0.10205544411051344
ACH-000627,0.045979365441656254
ACH-000630,0.12336235248313646
ACH-000631,0.329676360428339
ACH-000632,0.20142749044216765
ACH-000633,0.05951314274160315
ACH-000637,0.015614600497384038
ACH-000638,0.16381217823895294
ACH-000646,0.06837260830023813
ACH-000647,0.009070943535797252
ACH-000648,0.10309067476953794
ACH-000649,0.1090794280520852
ACH-000651,0.1439330514519363
ACH-000652,-0.05514797376900815
ACH-000653,0.08758960199318111
ACH-000657,0.0983542970591883
ACH-000658,0.15227123765431308
ACH-000661,0.048870332594306086
ACH-000662,0.1551588436346832
ACH-000663,0.057796875496487675
ACH-000665,0.052628693123360895
ACH-000671,0.09770064872442012
ACH-000672,0.25155662963171305
ACH-000673,0.0754596999688617
ACH-000676,0.1501833581164012
ACH-000677,0.0015861803476271599
ACH-000681,0.11891362831720162
ACH-000683,0.027359828399939945
ACH-000684,0.07006655257649384
ACH-000688,-0.032565474936300354
ACH-000693,0.0003000583351659125
