,MKS1 (54903)
ACH-000004,-0.22197517786018164
ACH-000005,0.2335161452969252
ACH-000007,-0.07083549476677055
ACH-000009,-0.0999915517773599
ACH-000011,-0.02511741264870508
ACH-000012,-0.2121603714589515
ACH-000013,-0.1255726758203197
ACH-000014,0.04138132140168856
ACH-000015,0.02492212138935296
ACH-000017,-0.13310022550585945
ACH-000018,-0.07496893492340817
ACH-000019,-0.4416364062833195
ACH-000021,-0.1396833515559825
ACH-000022,-0.1767764693460991
ACH-000025,-0.12866066796851344
ACH-000028,-0.08439257100407851
ACH-000030,-0.09759821173345036
ACH-000035,-0.15783122824220766
ACH-000036,-0.10583493906248748
ACH-000037,-0.0006096665913613688
ACH-000039,-0.16509773187878807
ACH-000040,-0.18557757409446995
ACH-000041,-0.2318040131359425
ACH-000042,-0.17493586906361416
ACH-000045,0.009237594439970472
ACH-000047,-0.2542447171755699
ACH-000052,-0.13848690317282233
ACH-000053,-0.04027520595165129
ACH-000054,-0.1866839814173691
ACH-000055,-0.19357911532673966
ACH-000060,-0.09962100344129304
ACH-000067,-0.09958285138071038
ACH-000070,-0.21948766135929845
ACH-000075,-0.05114466151631293
ACH-000078,-0.08930770092700585
ACH-000082,-0.061514145296381675
ACH-000085,0.011538846086420114
ACH-000086,-0.034418334027098374
ACH-000087,-0.04620581049353393
ACH-000092,-0.06509845484535147
ACH-000095,-0.11456883704046382
ACH-000097,-0.04213422188519039
ACH-000098,-0.12615961117946248
ACH-000099,-0.14843577257537152
ACH-000108,-0.04234206294224794
ACH-000113,-0.030636198388499774
ACH-000116,-0.1811030477902559
ACH-000118,-0.10579486113927528
ACH-000120,-0.3321449828930924
ACH-000123,-0.0635829160429774
ACH-000127,-0.007631629689246217
ACH-000128,-0.07541291459591665
ACH-000132,-0.04488524324829957
ACH-000133,0.0012481240843095953
ACH-000137,0.04630320687029979
ACH-000138,-0.2596484370821114
ACH-000142,-0.0851198274655357
ACH-000143,0.021725462094544186
ACH-000146,0.025753571241732172
ACH-000148,-0.22756464896310105
ACH-000150,-0.10026302389796007
ACH-000152,-0.19584034784708995
ACH-000153,0.12105747478385193
ACH-000159,-0.07790034838566394
ACH-000160,-0.08394985578843281
ACH-000163,-0.07143837659744119
ACH-000167,0.07564481288589384
ACH-000168,-0.06189463645746459
ACH-000169,-0.06038611012748105
ACH-000178,-0.054522023790609705
ACH-000183,0.08290139783318046
ACH-000188,-0.09584767694152906
ACH-000189,-0.033354804185078316
ACH-000190,-0.2331514607973269
ACH-000198,-0.06384430233304576
ACH-000203,-0.2369725594527715
ACH-000204,0.028685927419422736
ACH-000206,-0.14073715577502918
ACH-000207,-0.2663543340178361
ACH-000208,-0.21887029305977565
ACH-000210,0.20045191806500876
ACH-000211,0.00612246250733825
ACH-000215,-0.13872818795404465
ACH-000221,-0.11416252953707545
ACH-000222,0.06570194769298413
ACH-000223,-0.031172309807675474
ACH-000226,-0.07832911032962023
ACH-000227,-0.2879038930042865
ACH-000228,-0.12666537273963405
ACH-000231,-0.09442009471894412
ACH-000232,-0.04052595345947993
ACH-000233,-0.09871607105310956
ACH-000234,0.002294615147731669
ACH-000235,-0.06564260169429058
ACH-000237,-0.05525295734270653
ACH-000238,-0.2815050322220071
ACH-000242,0.027116421716246238
ACH-000243,-0.1867619298114345
ACH-000244,0.02013724336756108
ACH-000246,-0.06225282222112305
ACH-000248,-0.07689997574197431
ACH-000250,-0.15921595476113642
ACH-000251,-0.061815726811584586
ACH-000252,-0.16483384068677515
ACH-000253,-0.19651657347623844
ACH-000255,-0.00578764217427905
ACH-000256,-0.23355937323538264
ACH-000257,0.16755213605950495
ACH-000258,-0.1821336278893181
ACH-000259,-0.037347443496803336
ACH-000260,-0.07633307269552403
ACH-000261,-0.009222969290440036
ACH-000262,0.07024802067643478
ACH-000263,0.012405288684652923
ACH-000264,-0.09730958613363394
ACH-000265,-0.013510345518493104
ACH-000266,-0.023187231516804727
ACH-000272,-0.1917332917231673
ACH-000274,-0.2332222660872532
ACH-000277,0.08505742926912202
ACH-000278,-0.03808202951681712
ACH-000279,-0.03386281178165499
ACH-000280,0.03338460348154605
ACH-000281,-0.04855665660904849
ACH-000288,-0.07067003635026545
ACH-000291,-0.09162446204365153
ACH-000293,-0.16044259131488475
ACH-000294,-0.13032797579180266
ACH-000295,-0.035789272591612915
ACH-000296,-0.1472228010294446
ACH-000302,0.1062903860600559
ACH-000304,-0.04772858636682142
ACH-000307,0.09319260737237102
ACH-000308,0.0018668446692485245
ACH-000310,-0.21028409952882365
ACH-000311,-0.016368590874161766
ACH-000312,-0.17873569057132385
ACH-000315,0.11506935962552238
ACH-000316,-0.18767413413817036
ACH-000317,0.03896594296562728
ACH-000318,-0.13334364375372584
ACH-000319,-0.08424110807792155
ACH-000320,0.06278826326830525
ACH-000322,-0.0646458424282367
ACH-000323,-0.1417784326925871
ACH-000324,-0.054662024546288435
ACH-000329,-0.13733891566658704
ACH-000330,-0.2209226010937144
ACH-000331,-0.14442854345687495
ACH-000332,-0.12610470581214267
ACH-000334,-0.20537311219115173
ACH-000335,-0.13483992965770425
ACH-000336,0.056909724225456315
ACH-000337,-0.35808127242538185
ACH-000338,-0.04726165775387978
ACH-000339,-0.009882590276273414
ACH-000341,-0.031036564889095914
ACH-000348,-0.09582471552414068
ACH-000350,0.006998887488678289
ACH-000352,-0.017198286415618838
ACH-000356,-0.3266697367785581
ACH-000361,-0.0933961678256726
ACH-000362,0.1018108254335549
ACH-000363,-0.13373609301908382
ACH-000364,0.023373436045746886
ACH-000365,-0.06703061787740963
ACH-000366,-0.003366797197155032
ACH-000368,-0.003145767801129025
ACH-000374,-0.02070950984986165
ACH-000375,-0.09131824173293453
ACH-000376,0.045006589448894296
ACH-000381,-0.1300266805281279
ACH-000383,-0.049597992815665834
ACH-000387,-0.053420078826634014
ACH-000389,-0.048073434043104886
ACH-000390,-0.05850633920380804
ACH-000393,-0.006507230259727764
ACH-000395,-0.1975069933490394
ACH-000396,-0.05424414591232557
ACH-000397,-0.13532893018525582
ACH-000401,0.02663984618694913
ACH-000402,0.044979305188620984
ACH-000403,-0.11106284379141927
ACH-000404,-0.17415450105578606
ACH-000406,-0.02203200663105696
ACH-000407,-0.1422398337957321
ACH-000408,0.02080183036523496
ACH-000410,-0.002690444032844968
ACH-000411,-0.07590232756786525
ACH-000414,-0.14304088891173844
ACH-000415,-0.2114515589314769
ACH-000416,-0.12374624768578925
ACH-000420,-0.1991994766583456
ACH-000421,-0.16550381058868993
ACH-000424,-0.182169167868222
ACH-000425,-0.07963835189292844
ACH-000426,0.13771251894362851
ACH-000427,-0.09071627059578886
ACH-000433,-0.30094673463734084
ACH-000435,-0.4327641204265453
ACH-000436,0.10382553721270844
ACH-000444,-0.07597992099329735
ACH-000445,0.005011181688903626
ACH-000448,-0.0381149340960849
ACH-000450,0.11786446688372933
ACH-000452,-0.04815547379486937
ACH-000454,0.1968422447402864
ACH-000458,-0.28610047813348577
ACH-000459,-0.1073807758770931
ACH-000460,-0.11754939222856706
ACH-000461,-0.09854867640121637
ACH-000463,-0.1587899409887245
ACH-000464,-0.11396696170148495
ACH-000466,0.017090272928077882
ACH-000467,-0.05387726386074074
ACH-000468,-0.1410950021089947
ACH-000469,-0.09663087582538077
ACH-000470,-0.16808694297787213
ACH-000471,-0.08577063403959001
ACH-000472,-0.12433676130005547
ACH-000473,-0.09620101958361503
ACH-000475,-0.11302896258685602
ACH-000476,-0.14698311568257502
ACH-000477,-0.048895988748486184
ACH-000479,0.19170717101732115
ACH-000480,-0.21731863675383287
ACH-000481,-0.04063400299768203
ACH-000483,0.026503064836612567
ACH-000484,-0.16991183901825502
ACH-000485,-0.13890465675427474
ACH-000486,-0.016884380107234847
ACH-000487,-0.08506649959156351
ACH-000488,-0.20055394428403026
ACH-000490,-0.012862646936425751
ACH-000491,-0.18685040020276325
ACH-000495,-0.03302480000771441
ACH-000496,-0.07518274548837116
ACH-000499,0.05169319423461572
ACH-000500,-0.2663131883399493
ACH-000502,-0.19838925457662476
ACH-000503,-0.08687876084431405
ACH-000505,-0.03898038025282178
ACH-000507,-0.08630776558577948
ACH-000510,-0.10483454380567503
ACH-000511,-0.14893251830138976
ACH-000512,0.14553066638639506
ACH-000516,-0.02257601068356116
ACH-000517,-0.09658726636618037
ACH-000518,-0.11751094370404523
ACH-000520,-0.12003294537374545
ACH-000521,-0.1995723157497369
ACH-000522,-0.06207063064772689
