,SKP2 (6502)
ACH-000004,-0.3511642643553783
ACH-000005,-0.016634665379639115
ACH-000007,-0.7296624123688997
ACH-000009,-0.4827495833607132
ACH-000011,-0.8823641347121429
ACH-000012,-0.9209242895880142
ACH-000013,-1.0764889497954029
ACH-000014,-0.7921127000725106
ACH-000015,-0.5720044423394419
ACH-000017,-0.6372709578964089
ACH-000018,-0.4424944250192095
ACH-000019,-0.4695852875149138
ACH-000021,-0.5174359756571304
ACH-000022,-0.4343833391583331
ACH-000025,-0.5261043411876383
ACH-000028,-0.8983993630688625
ACH-000030,-0.3642985538661699
ACH-000035,-0.7280090324017305
ACH-000036,-0.5949333432526783
ACH-000037,-0.37256364874090653
ACH-000039,-0.6107740908694181
ACH-000040,-0.7308313174158898
ACH-000041,-0.6273545709919005
ACH-000042,-0.6484238616826881
ACH-000045,-0.5033765281814626
ACH-000047,-0.8754220434405089
ACH-000052,-0.8235701018964662
ACH-000053,-0.29181468589939263
ACH-000054,-0.3784323955011224
ACH-000055,-0.9414062186584464
ACH-000060,-1.0158384175630335
ACH-000067,-0.9229908006288003
ACH-000070,-0.5454255366100754
ACH-000075,-0.30905127778920743
ACH-000078,-0.6495516713895833
ACH-000082,-0.5948362173737789
ACH-000085,-0.670875196911253
ACH-000086,-0.6925610060866554
ACH-000087,-0.8763047571081801
ACH-000092,-0.4374168692991272
ACH-000095,-0.6656404038800772
ACH-000097,-0.5989259217268182
ACH-000098,-0.5584136601324771
ACH-000099,-0.6161707038577567
ACH-000108,-0.5348316093214104
ACH-000113,-0.3211864928452878
ACH-000116,-0.8581119217223195
ACH-000118,-0.4979399812404078
ACH-000120,-0.6048369171172696
ACH-000123,-0.5033846144345713
ACH-000127,-0.5524666562948919
ACH-000128,-0.779235551966225
ACH-000132,-0.4802090298032917
ACH-000133,-0.928377171490231
ACH-000137,-0.8904309680190277
ACH-000138,-0.3168037220405996
ACH-000142,-0.7047889945682532
ACH-000143,-0.6758956475469768
ACH-000146,-0.6076187326881907
ACH-000148,-0.4747127465506068
ACH-000150,-0.8163844926647102
ACH-000152,-1.135142501062797
ACH-000153,-0.6874430480987079
ACH-000159,-0.7408990956836773
ACH-000160,-0.2802800644156496
ACH-000163,-0.2559148092797319
ACH-000167,-0.5105889496052043
ACH-000168,-0.31765739151926903
ACH-000169,-0.5895507832185488
ACH-000178,-0.471893694265262
ACH-000183,-0.5717961355546864
ACH-000188,-0.33411375783938024
ACH-000189,-0.6098489811821328
ACH-000190,-0.5850824918253984
ACH-000198,-0.7912452056748028
ACH-000203,-0.8447642124769482
ACH-000204,-0.4622955925231241
ACH-000206,-0.14079877435713134
ACH-000207,-0.3394010798584871
ACH-000208,-0.20533230792716087
ACH-000210,-0.4867610053132748
ACH-000211,-0.6506596400171406
ACH-000215,-0.5967754224707017
ACH-000221,-0.4528394785104154
ACH-000222,-0.6611499435045461
ACH-000223,-0.8793373327456282
ACH-000226,-0.02468346307652726
ACH-000227,-0.5055288682930075
ACH-000228,-0.7212521481952792
ACH-000231,-1.0128075797577272
ACH-000232,-0.9018125619208376
ACH-000233,-0.4112891181142662
ACH-000234,-0.489130973184821
ACH-000235,-0.3806566498745056
ACH-000237,-0.5715626711767208
ACH-000238,-0.4234449621081813
ACH-000242,-0.8326758722604075
ACH-000243,-0.41362161981144985
ACH-000244,-0.587201556386391
ACH-000246,-0.5803751823920251
ACH-000248,-0.5139610277922679
ACH-000250,-0.13148989240423106
ACH-000251,-0.3296550393484751
ACH-000252,-0.9334304841120296
ACH-000253,-0.10612012506891563
ACH-000255,-0.5137816716598215
ACH-000256,-0.8497459405160632
ACH-000257,-0.9970658002537252
ACH-000258,-0.7927423307228346
ACH-000259,-0.8521572685438137
ACH-000260,-0.7683372215004378
ACH-000261,-0.5424858188909989
ACH-000262,-0.4941021667602737
ACH-000263,-0.3801594830074948
ACH-000264,-0.4577717401479083
ACH-000265,-0.5473666301894761
ACH-000266,-0.5173701740636021
ACH-000272,-0.6012684346709065
ACH-000274,-0.5784665880284031
ACH-000277,-0.4724020188485911
ACH-000278,-0.4182537345671032
ACH-000279,-0.572702423811626
ACH-000280,-0.4606418652665967
ACH-000281,-0.6594134677129464
ACH-000288,-1.1019445858433068
ACH-000291,-0.6437792903259424
ACH-000293,-1.0760923723574536
ACH-000294,-0.3016613321725297
ACH-000295,-0.2112921648642716
ACH-000296,-0.7770368649069735
ACH-000302,-1.0035383376407594
ACH-000304,-0.7605894009531279
ACH-000307,-0.6759388111971637
ACH-000308,-0.6131244523165159
ACH-000310,-0.5058029585309375
ACH-000311,-0.8186779809060271
ACH-000312,-0.7263944758770946
ACH-000315,-1.0037250373540234
ACH-000316,-0.5172132234497202
ACH-000317,-0.6080809139284584
ACH-000318,-0.42474488956335604
ACH-000319,-0.7574533483614403
ACH-000320,-0.7501773322773599
ACH-000322,-0.5643167741904375
ACH-000323,-0.9138658494131752
ACH-000324,-0.6476527294369409
ACH-000329,-0.7760045486418246
ACH-000330,-0.9264136812581156
ACH-000331,-0.905073908458872
ACH-000332,-0.47785165614714
ACH-000334,-0.4587344187489584
ACH-000335,-0.6177016739728548
ACH-000336,-0.5797470115806175
ACH-000337,-0.4753001506417853
ACH-000338,-0.7600116978080323
ACH-000339,-0.4897413200747257
ACH-000341,-0.8876455863450481
ACH-000348,-0.1656889058856779
ACH-000350,-0.7714878274272566
ACH-000352,-0.8672441531659292
ACH-000356,-0.4225726722353877
ACH-000361,-0.663996597070706
ACH-000362,-0.6538253846257752
ACH-000363,-0.7893358366478219
ACH-000364,-0.33048532667982955
ACH-000365,-0.21906842632453727
ACH-000366,-0.8940007888264393
ACH-000368,-0.5680518324354461
ACH-000374,-0.4329417288895469
ACH-000375,-0.7376144383251917
ACH-000376,-0.700044600185895
ACH-000381,-0.4354350137135785
ACH-000383,-0.3172882273365888
ACH-000387,-0.9191747415282566
ACH-000389,-0.27565597063443625
ACH-000390,-0.6458132507307837
ACH-000393,-0.3284283237835368
ACH-000395,-0.8409470871426659
ACH-000396,-0.9295393310093908
ACH-000397,-0.4703199369627022
ACH-000401,-0.4398207112537845
ACH-000402,-0.5444748690986497
ACH-000403,-0.7605455779341406
ACH-000404,-1.0805487023299207
ACH-000406,-0.5052878523854661
ACH-000407,-0.2841212661067437
ACH-000408,-0.5694497077747517
ACH-000410,-1.0411678414477732
ACH-000411,-0.5023971049813537
ACH-000414,-0.7310008916367646
ACH-000415,-0.3982930185889776
ACH-000416,-0.5954032817948132
ACH-000420,-0.4870915943916892
ACH-000421,-0.2948375169143405
ACH-000424,-0.6880376186573138
ACH-000425,-0.8915921777057778
ACH-000426,-0.8672452988924341
ACH-000427,-0.25848796653993844
ACH-000433,-0.6348029480911151
ACH-000435,-0.6655813533204787
ACH-000436,-0.4636401640486032
ACH-000444,-0.340091475857544
ACH-000445,-0.5626844322181268
ACH-000448,-0.7322164280829825
ACH-000450,-0.5866049765190476
ACH-000452,-0.4006987417085144
