,RAB18 (22931)
ACH-000004,-0.281357092134973
ACH-000005,-0.4964631902753304
ACH-000007,-0.22439428210565815
ACH-000009,-0.3955924677332382
ACH-000011,-0.2272720012039401
ACH-000012,-0.3434469534037667
ACH-000013,-0.8890407854151683
ACH-000014,-0.2874264791953809
ACH-000015,-0.4253306808573161
ACH-000017,-0.38204073511681697
ACH-000018,-0.6086003626485957
ACH-000019,-0.3069813339168594
ACH-000021,-0.4947511942953746
ACH-000022,-0.22436461434036126
ACH-000025,-0.4985078911776728
ACH-000028,-0.18218186256974697
ACH-000030,-0.3174832498382674
ACH-000035,-0.35670906081821635
ACH-000036,-0.8900726326855289
ACH-000037,-0.5969058181401613
ACH-000039,-0.20523327786380702
ACH-000040,-0.5066903668965616
ACH-000041,-0.2549277603241367
ACH-000042,-0.2640909610488963
ACH-000045,-0.3061866055822593
ACH-000047,-0.3775092333695308
ACH-000052,-0.23430150250747786
ACH-000053,-0.3768084172114233
ACH-000054,-0.2700672928971717
ACH-000055,-0.2389306360272387
ACH-000060,-0.31370305316381863
ACH-000067,-0.35229138831522777
ACH-000070,-0.19365654088397516
ACH-000075,-0.28833325817452593
ACH-000078,-0.2609424364803418
ACH-000082,-0.2630531106203086
ACH-000085,-0.43061319266640025
ACH-000086,-0.3332519196225245
ACH-000087,-0.29745605072552644
ACH-000092,-0.2063267319576861
ACH-000095,-0.27971261861436386
ACH-000097,-0.3426430811217421
ACH-000098,-0.5037119164335514
ACH-000099,-0.1835715272792072
ACH-000108,-0.7087516496970441
ACH-000113,-0.37359733363145015
ACH-000116,-0.4440757380859253
ACH-000118,-0.4135848574425598
ACH-000120,-0.466707057779909
ACH-000123,-0.12305605505576668
ACH-000127,-0.6096566099697509
ACH-000128,-0.09311860229735378
ACH-000132,-0.38011278115218455
ACH-000133,-0.6890238373817559
ACH-000137,-0.2898662430459883
ACH-000138,-0.2135652785801745
ACH-000142,-0.4156476290158757
ACH-000143,-0.418664957062248
ACH-000146,-0.6410328930337634
ACH-000148,-0.4911155707303274
ACH-000150,-0.8338487583795997
ACH-000152,-0.5561752325769348
ACH-000153,-0.7466760215765318
ACH-000159,-0.2767791674108453
ACH-000160,-0.3068677327524822
ACH-000163,-0.4966710810495615
ACH-000167,-0.7201552880050501
ACH-000168,-0.4942890292011878
ACH-000169,-0.3759639419688948
ACH-000178,-0.4720375973050975
ACH-000183,-0.3099200493646713
ACH-000188,-0.21473632651779898
ACH-000189,-0.6717397312126144
ACH-000190,-0.6666291602258565
ACH-000198,-0.31217198873663793
ACH-000203,-0.08476789239411585
ACH-000204,-0.38851974290528224
ACH-000206,-0.6451392318268752
ACH-000207,-0.3271483081304197
ACH-000208,-0.2382173222022469
ACH-000210,-0.3670561635362439
ACH-000211,-0.31570200802004283
ACH-000215,-0.2916991772473126
ACH-000221,-0.2625042681434852
ACH-000222,-0.2980164483710093
ACH-000223,-0.5302888844719039
ACH-000226,-0.371719325308558
ACH-000227,-0.3476638153248218
ACH-000228,-0.3093661731105494
ACH-000231,-0.4767130894797833
ACH-000232,-0.270307543781562
ACH-000233,-1.037116955998723
ACH-000234,-0.6504282835114585
ACH-000235,-0.23584145944808024
ACH-000237,-0.6717636525833067
ACH-000238,-0.6806421081038666
ACH-000242,-0.3440619995241516
ACH-000243,-0.7228871375997197
ACH-000244,-0.539196320475271
ACH-000246,-0.17962359521134313
ACH-000248,-0.14606172509689225
ACH-000250,-0.6263502717333361
ACH-000251,-0.36535823175764176
ACH-000252,-0.415342573194553
ACH-000253,-0.2934103174923118
