,BEGAIN (57596)
ACH-000004,-0.012882246985113288
ACH-000005,0.2857102564197786
ACH-000007,-0.2376445980624498
ACH-000009,-0.1401202071629012
ACH-000011,-0.004234418971675856
ACH-000012,-0.029711486361011688
ACH-000013,-0.0979812481153791
ACH-000014,-0.02041459025842776
ACH-000015,-0.13345382854131035
ACH-000017,-0.09509961172864996
ACH-000018,-0.2746197188422929
ACH-000019,-0.3544355993859785
ACH-000021,-0.01467809437485616
ACH-000022,-0.2255102011470952
ACH-000025,-0.03818558937734602
ACH-000028,-0.20162119713213444
ACH-000030,-0.010171789241800356
ACH-000035,-0.01808212799480104
ACH-000036,-0.09638120655578858
ACH-000037,0.0060808964194539565
ACH-000039,-0.12988277429277895
ACH-000040,-0.12645773492548498
ACH-000041,-0.08375858492007268
ACH-000042,-0.0970843468328058
ACH-000045,-0.2326551269196601
ACH-000047,-0.24658429452595515
ACH-000052,-0.0757766733228702
ACH-000053,-0.10903722875001838
ACH-000054,-0.05378901493655525
ACH-000055,0.03202444779568003
ACH-000060,-0.2288493908768604
ACH-000067,-0.22164861550288176
ACH-000070,-0.28599457419583885
ACH-000075,-0.2283232396706497
ACH-000078,-0.12873463316209205
ACH-000082,-0.09559482475533193
ACH-000085,-0.1446749473881836
ACH-000086,-0.0028973488614389372
ACH-000087,-0.1429371759580108
ACH-000092,-0.05041910277959963
ACH-000095,-0.22589708552064805
ACH-000097,-0.1610324234782427
ACH-000098,-0.0981101424485098
ACH-000099,-0.2032266713042268
ACH-000108,-0.2430327864881463
ACH-000113,-0.22632826538609985
ACH-000116,-0.1081840228341948
ACH-000118,0.05713116498644175
ACH-000120,-0.15249047851326794
ACH-000123,-0.2157135569034927
ACH-000127,-0.18501893894798235
ACH-000128,-0.103602603739131
ACH-000132,-0.079478718460981
ACH-000133,-0.21423725246546446
ACH-000137,-0.1868748160067106
ACH-000138,-0.21494233220576126
ACH-000142,-0.0018489857592673808
ACH-000143,-0.07800143108230646
ACH-000146,-0.15049961889795535
ACH-000148,-0.17723023620178552
ACH-000150,-0.04660958901841171
ACH-000152,-0.2638602308642775
ACH-000153,0.1361100100692025
ACH-000159,-0.06928331352839809
ACH-000160,-0.18949940641478288
ACH-000163,-0.12241373594792335
ACH-000167,0.21954091023747505
ACH-000168,-0.3292357581721025
ACH-000169,0.010600238619059428
ACH-000178,-0.21953154231532024
ACH-000183,-0.036500323506765533
ACH-000188,-0.07861742003113935
ACH-000189,-0.19530069154930835
ACH-000190,-0.09554508410762587
ACH-000198,-0.1607940694906228
ACH-000203,-0.3259045756501593
ACH-000204,0.0542993066458732
ACH-000206,-0.289450780123081
ACH-000207,-0.4862711748761817
ACH-000208,-0.2504359065471889
ACH-000210,-0.3064343052852369
ACH-000211,-0.2190522069150341
ACH-000215,-0.043601647573540736
ACH-000221,-0.1388219222806186
ACH-000222,-0.3527226927486503
ACH-000223,-0.04995324273579873
ACH-000226,-0.07451196786788726
ACH-000227,-0.2491371989709245
ACH-000228,-0.1702838969098812
ACH-000231,-0.13379281742860388
ACH-000232,-0.15827481098030527
ACH-000233,-0.35950625782548823
ACH-000234,-0.10559187207678594
ACH-000235,-0.11377663356099825
ACH-000237,-0.08937424493464778
ACH-000238,-0.3903331352991145
ACH-000242,0.16095318830702454
ACH-000243,-0.05893052401050153
ACH-000244,-0.285004025892013
ACH-000246,-0.21186897133924568
ACH-000248,-0.21318757981796094
ACH-000250,-0.1276932633138816
ACH-000251,-0.1910234778719678
ACH-000252,-0.4895321496807644
ACH-000253,-0.08460692410291386
ACH-000255,-0.08648494180650257
ACH-000256,-0.020201914172267896
ACH-000257,-0.4288715439141573
ACH-000258,-0.0573943450250201
ACH-000259,-0.2005904786322832
ACH-000260,-0.011845647816414912
ACH-000261,-0.09446398811469488
ACH-000262,-0.24630205692673945
ACH-000263,-0.15218229785500445
ACH-000264,-0.10667414878871197
ACH-000265,-0.13782209606287166
ACH-000266,-0.08834191445311043
ACH-000272,-0.04082723655423565
ACH-000274,-0.2099029930189856
ACH-000277,0.05329155391512128
ACH-000278,-0.12853864359695785
ACH-000279,-0.1434274765770802
ACH-000280,-0.3181267079981278
ACH-000281,-0.18376689383786327
ACH-000288,-0.0962105498529616
ACH-000291,-0.2441393016071907
ACH-000293,-0.12501440925085092
ACH-000294,-0.19597039631303928
ACH-000295,0.07196825669585763
ACH-000296,-0.024950322885429983
ACH-000302,-0.13408018072580408
ACH-000304,-0.1930750988882991
ACH-000307,-0.20847408144376608
ACH-000308,-0.029935105793900157
ACH-000310,-0.06423314937310354
ACH-000311,-0.09095980016616613
ACH-000312,-0.12235512817672717
ACH-000315,-0.11417035302549194
ACH-000316,-0.19438965417512388
ACH-000317,-0.1683467131459795
ACH-000318,-0.16239793376857584
ACH-000319,0.017241838825169734
ACH-000320,-0.21134275168347894
ACH-000322,0.02012417034959068
ACH-000323,-0.17449272128702498
ACH-000324,-0.1930477889513604
ACH-000329,-0.1869845555891001
ACH-000330,-0.2132052382426428
ACH-000331,-0.0015660383369652227
ACH-000332,-0.2212238672264539
ACH-000334,-0.06455775407066361
ACH-000335,0.04099045513761282
ACH-000336,-0.2966742983021641
ACH-000337,-0.2975181841350045
ACH-000338,-0.04865330947833239
ACH-000339,-0.2964120385191592
ACH-000341,-0.1987959388634946
ACH-000348,-0.042855982359483534
ACH-000350,-0.19373908570744505
ACH-000352,-0.10056616175384077
ACH-000356,0.033184027313243616
ACH-000361,-0.04890317117831744
ACH-000362,-0.20044929884256926
ACH-000363,-0.27491474445593395
ACH-000364,0.02147542994515921
ACH-000365,-0.1389866505443205
ACH-000366,-0.09711470061284468
ACH-000368,-0.19657990389963748
ACH-000374,-0.06101157937944113
ACH-000375,-0.052293578308218264
ACH-000376,-0.11906762848397966
ACH-000381,-0.09193605182654753
ACH-000383,-0.10689702757056654
ACH-000387,-0.21306810785953675
ACH-000389,0.07303872883984001
ACH-000390,-0.09628287369055874
ACH-000393,-0.19492609617447806
ACH-000395,-0.2821915601040709
ACH-000396,-0.23581536447553114
ACH-000397,-0.033028343472419376
ACH-000401,-0.36381981946433656
ACH-000402,0.3681080058818069
ACH-000403,-0.1775626425741278
ACH-000404,-0.297434576311196
ACH-000406,-0.24622093729428346
ACH-000407,-0.03993997310450945
ACH-000408,-0.06040396701690096
ACH-000410,-0.09444652087075496
ACH-000411,-0.11221957134677313
ACH-000414,-0.008102552634810358
ACH-000415,0.012255806667891157
ACH-000416,-0.0836960895192701
ACH-000420,-0.2115710242375783
ACH-000421,-0.16280440010512728
ACH-000424,-0.17169470476694876
ACH-000425,-0.11221279259159167
ACH-000426,-0.09483898159896906
ACH-000427,-0.07394069163950201
ACH-000433,0.0801486332995068
ACH-000435,-0.4173823179933364
ACH-000436,-0.06850858649855612
ACH-000444,-0.08369255770335532
ACH-000445,-0.17254271589064518
ACH-000448,-0.13935785067229994
ACH-000450,-0.2943055606367869
ACH-000452,-0.08009321678801039
ACH-000454,-0.1243475623368267
ACH-000458,-0.08958462037064273
ACH-000459,0.10087904630974913
ACH-000460,-0.15250489926750815
ACH-000461,-0.19200574708691726
ACH-000463,-0.09986103795918068
ACH-000464,-0.14438302114376694
ACH-000466,-0.2418183936684856
ACH-000467,-0.052402660853054464
ACH-000468,-0.012862010912732045
ACH-000469,-0.2671683758315833
ACH-000470,-0.07387312617993158
ACH-000471,-0.07514599200749067
ACH-000472,-0.18866434897661447
ACH-000473,-0.0620131689644747
ACH-000475,-0.01849505221113393
ACH-000476,-0.25754672218819197
ACH-000477,-0.08266695343411344
ACH-000479,0.16844675435507178
ACH-000480,-0.195100032790802
ACH-000481,-0.06438290045806459
ACH-000483,-0.0238541792330154
ACH-000484,-0.19744699270171925
ACH-000485,-0.11742627986490616
ACH-000486,-0.1108870579176931
ACH-000487,-0.12237116010594312
ACH-000488,-0.10063164609254936
ACH-000490,-0.18412320917788552
ACH-000491,-0.26451628609506833
ACH-000495,-0.036151835427606936
ACH-000496,-0.02259681872112111
ACH-000499,-0.0382458929897954
ACH-000500,0.02535150285459068
ACH-000502,-0.14746007707218356
ACH-000503,-0.1906309934019478
ACH-000505,-0.13723546038921927
ACH-000507,-0.21644306090758603
ACH-000510,-0.07795215446285463
ACH-000511,-0.0029368797631896073
ACH-000512,-0.09378380677105644
ACH-000516,-0.03319986721456527
ACH-000517,-0.17493553707979195
ACH-000518,-0.2005969584051824
ACH-000520,-0.06958527670890055
ACH-000521,-0.16100465696220773
ACH-000522,-0.05130512796327371
ACH-000524,-0.0514016296035992
ACH-000527,-0.144053866403074
ACH-000528,-0.2211974579551156
ACH-000537,-0.060423690815346175
ACH-000541,-0.10942672869779377
ACH-000542,-0.15859975997891276
ACH-000544,-0.05213212834678593
ACH-000545,-0.13983138395528638
ACH-000547,-0.22471772489943465
ACH-000548,-0.1990834388276171
ACH-000549,-0.18912544443573776
ACH-000550,-0.11633405070287085
ACH-000552,-0.11743725149856525
ACH-000556,-0.08844675352058558
ACH-000557,-0.16640882546836475
ACH-000569,-0.3853782082626505
ACH-000570,-0.1655799978327938
ACH-000571,-0.05506363547592984
ACH-000573,-0.03589033816372581
ACH-000576,-0.3005169428935693
ACH-000579,-0.1615805761932864
ACH-000580,-0.18841798270404586
ACH-000584,-0.16121404134945125
ACH-000585,-0.2566658734675654
ACH-000588,-0.0761024483657274
ACH-000589,-0.2743475477100903
ACH-000591,-0.1351472114584089
ACH-000593,-0.138746134058359
ACH-000600,-0.12066331814696185
ACH-000601,-0.09505351471314016
ACH-000605,-0.11875573087727033
ACH-000606,-0.0585625464590122
ACH-000608,-0.03566194072761846
ACH-000614,0.0027262701921580324
ACH-000616,-0.17666304256083198
ACH-000618,-0.1615686289013806
ACH-000619,-0.09318967203678699
ACH-000620,-0.1077918837675689
ACH-000621,-0.21405303149655544
ACH-000622,-0.2462164022424373
ACH-000623,-0.289559213511553
ACH-000624,-0.15331593610247438
ACH-000627,-0.10708222739891668
ACH-000630,-0.07544849529757433
ACH-000631,-0.0777976430619765
ACH-000632,-0.06863556483439734
ACH-000633,-0.16275822207699153
ACH-000637,-0.19092446035308144
ACH-000638,-0.08480520369009338
ACH-000646,-0.2896224068113807
ACH-000647,-0.03230960287480464
ACH-000648,-0.0581381417084872
ACH-000649,-0.12314454743102927
ACH-000651,-0.2067356316644368
ACH-000652,-0.166641001489704
ACH-000653,-0.3155417269888137
ACH-000657,-0.20413271121604248
ACH-000658,-0.19884329041292906
ACH-000661,-0.008009843548541309
ACH-000662,-0.1965728304422298
ACH-000663,-0.2034157235353827
ACH-000665,-0.0746183393845489
ACH-000671,-0.14659698539161184
ACH-000672,-0.2677729585107308
ACH-000673,-0.12795721342968086
ACH-000676,-0.1491117441467287
ACH-000677,-0.17574591357537697
ACH-000681,-0.13638776455434065
ACH-000683,-0.11062336730963518
ACH-000684,0.010832638276223213
ACH-000688,-0.10040482342613463
ACH-000693,-0.11282879639889346
ACH-000694,-0.21995270306400086
ACH-000695,0.016526519081476326
ACH-000696,-0.06735604415968288
ACH-000697,-0.2276966912746381
ACH-000699,-0.23712562764207826
ACH-000701,-0.15516658095226704
ACH-000706,-0.12563629341519314
ACH-000711,-0.11169709442194624
ACH-000713,-0.1303367426506762
ACH-000714,-0.31805416420968324
ACH-000718,-0.08675635299853347
ACH-000720,-0.06481372054249089
ACH-000721,-0.03463145680803112
ACH-000724,-0.11265434177939405
ACH-000725,0.02994005909478787
ACH-000732,-0.17405513777707948
ACH-000734,-0.0231222198421362
ACH-000735,-0.11143812692502372
ACH-000736,-0.16987168071656658
ACH-000738,-0.29558303327034324
ACH-000746,-0.20525786167689125
ACH-000747,-0.2325228960547152
ACH-000748,0.036923485785945405
ACH-000753,-0.028297699591171125
ACH-000756,-0.12022535066947833
ACH-000757,-0.1415944073064108
ACH-000758,-0.1927907684830776
ACH-000760,-0.09107371476555444
ACH-000762,-0.011602759644720295
ACH-000763,-0.12951568586827322
ACH-000764,-0.05519939278577242
ACH-000765,-0.09598756454039327
ACH-000766,-0.07363006036247641
ACH-000767,-0.2502701936788949
ACH-000768,-0.16260486481500658
ACH-000769,-0.11864592407155634
ACH-000770,-0.08495572076580718
ACH-000771,0.004360655076959111
