,NACC1 (112939)
ACH-000004,0.02363170718312961
ACH-000005,0.13622833069710447
ACH-000007,-0.32695047221160806
ACH-000009,-0.1333936025777962
ACH-000011,-0.07190710146278836
ACH-000012,-0.17250319297179678
ACH-000013,-0.18311268568727496
ACH-000014,-0.267924541210632
ACH-000015,-0.10893811949353734
ACH-000017,-0.12386970256743035
ACH-000018,-0.3911485572939084
ACH-000019,-0.25656460630222344
ACH-000021,-0.13200260614550388
ACH-000022,-0.23292486241384355
ACH-000025,-0.23469523744486334
ACH-000028,-0.2132640867965948
ACH-000030,-0.3038597425601557
ACH-000035,-0.4565746167359109
ACH-000036,-0.2441143295804104
ACH-000037,-0.12098315074405258
ACH-000039,-0.1440400398424694
ACH-000040,-0.2824239361490715
ACH-000041,-0.07895506776972641
ACH-000042,-0.3537589172940421
ACH-000045,-0.05019956024652187
ACH-000047,-0.3441431959976915
ACH-000052,-0.6044979291878109
ACH-000053,-0.05112493134742845
ACH-000054,-0.15288601550533426
ACH-000055,-0.3485409084254348
ACH-000060,-0.5759787546697505
ACH-000067,-0.18617015878743293
ACH-000070,-0.2631784719930026
ACH-000075,-0.28840568534738675
ACH-000078,-0.16542540432774389
ACH-000082,-0.2425818792629531
ACH-000085,0.04456614670162156
ACH-000086,-0.12163961230542412
ACH-000087,0.10211382803365956
ACH-000092,-0.27972150021432546
ACH-000095,-0.18813569215630288
ACH-000097,-0.13029463491499346
ACH-000098,-0.2750491734095913
ACH-000099,-0.12115223194049887
ACH-000108,-0.2914720036365773
ACH-000113,-0.14812337943221096
ACH-000116,-0.3809286024768032
ACH-000118,-0.29904706696519895
ACH-000120,-0.2971192337412479
ACH-000123,-0.262878777126437
ACH-000127,-0.18845688558750665
ACH-000128,-0.4871393539490115
ACH-000132,-0.4401011694067145
ACH-000133,-0.2857080663950443
ACH-000137,-0.2009394847716177
ACH-000138,-0.22285010260507265
ACH-000142,-0.3549393784664988
ACH-000143,-0.2040923246182679
ACH-000146,-0.0746146368622728
ACH-000148,-0.12563750491602754
ACH-000150,0.047210703576922315
ACH-000152,-0.21302746190688934
ACH-000153,-0.058330699034366676
ACH-000159,-0.07116501448001324
ACH-000160,-0.023313848163438598
ACH-000163,-0.21886871743100694
ACH-000167,0.20156748244326525
ACH-000168,-0.19359827417082925
ACH-000169,-0.2976422480548174
ACH-000178,-0.18057326732358933
ACH-000183,-0.28198539761828384
ACH-000188,-0.28074458964102983
ACH-000189,-0.30460384562584103
ACH-000190,-0.11204993834803666
ACH-000198,-0.140635576365645
ACH-000203,-0.8811085619686851
ACH-000204,-0.1926792734381948
ACH-000206,-0.069199825973027
ACH-000207,-0.045137293449260325
ACH-000208,-0.21853748138761486
ACH-000210,-0.2229721451785412
ACH-000211,-0.38191094676317
ACH-000215,-0.17922898707743734
ACH-000221,-0.21378552950301008
ACH-000222,-0.22357081246021968
ACH-000223,-0.31563669106009984
ACH-000226,-0.30588160457610186
ACH-000227,-0.147287992481785
ACH-000228,-0.5827662620295212
ACH-000231,-0.09275316244218727
ACH-000232,-0.20353839099069765
ACH-000233,-0.1313436640189305
ACH-000234,-0.07369531638379731
ACH-000235,-0.24938508074805324
ACH-000237,-0.21161481814749133
ACH-000238,-0.03363610396394038
ACH-000242,-0.3199422499608516
ACH-000243,-0.2425358524297349
ACH-000244,-0.4650323211727832
ACH-000246,-0.18134059697059204
ACH-000248,-0.13828385455963918
ACH-000250,-0.16864143467962392
ACH-000251,-0.3641113767398645
ACH-000252,-0.39852503499634295
ACH-000253,-0.265564438928358
ACH-000255,-0.1422404097090569
ACH-000256,-0.411098394156066
ACH-000257,-0.21049503786363924
ACH-000258,-0.12604019677969552
ACH-000259,-0.0401977180981332
ACH-000260,-0.3865460195987425
ACH-000261,-0.14350606115796394
ACH-000262,-0.11248157272798456
ACH-000263,-0.08914454270636665
ACH-000264,-0.20238457870298696
ACH-000265,-0.27348301566052097
ACH-000266,-0.2272343771779881
ACH-000272,-0.061546368545941615
ACH-000274,-0.09725546320214368
ACH-000277,-0.3379794753023379
ACH-000278,-0.0988707195565495
ACH-000279,-0.2376983893310592
ACH-000280,-0.4190234691206226
ACH-000281,-0.25839770928057965
ACH-000288,-0.13032060852127933
ACH-000291,-0.02279062244297829
ACH-000293,-0.4622972698820162
ACH-000294,-0.3390915764165192
ACH-000295,-0.3128004976062484
ACH-000296,-0.04523730359728408
ACH-000302,-0.2630429896955918
ACH-000304,-0.11822807066718485
ACH-000307,-0.3118569067912043
ACH-000308,-0.09887833905238534
ACH-000310,-0.06547904203321149
ACH-000311,-0.2580042779735893
ACH-000312,0.004708453676676288
ACH-000315,-0.2738821798013481
ACH-000316,-0.048110473117605225
ACH-000317,-0.15014701531637414
ACH-000318,-0.12425381636658672
ACH-000319,-0.29981712811643313
ACH-000320,-0.015750476203814652
ACH-000322,-0.058647617053523386
ACH-000323,-0.11629388772263036
ACH-000324,-0.3528001155246922
ACH-000329,-0.17931140058799067
ACH-000330,0.12301733336815697
ACH-000331,-0.181873975969798
ACH-000332,-0.2104265447104138
ACH-000334,-0.2315807908501159
ACH-000335,-0.1798250688724048
ACH-000336,-0.00995161806190673
ACH-000337,-0.20505225332597884
ACH-000338,-0.03807755656456811
ACH-000339,-0.12024018726841333
ACH-000341,-0.21655221535642305
ACH-000348,-0.22754890965407534
ACH-000350,-0.15905730758246553
ACH-000352,-0.22399051346677012
ACH-000356,-0.3328760959114476
ACH-000361,0.05400811577663323
ACH-000362,-0.030882125577823837
ACH-000363,-0.10419750764357164
ACH-000364,-0.3212861759871639
ACH-000365,-0.10835953190253399
ACH-000366,-0.2355622201779839
ACH-000368,-0.2448868001810332
ACH-000374,-0.1290071044058008
ACH-000375,-0.038520516554489063
ACH-000376,-0.14792718978738992
ACH-000381,-0.10110646155409607
ACH-000383,-0.11723823431754606
ACH-000387,-0.2694048889012438
ACH-000389,-0.05813541847686113
ACH-000390,-0.11020875726516496
ACH-000393,-0.2429155357566179
ACH-000395,-0.4203830635267245
ACH-000396,-0.02374854679621196
ACH-000397,-0.26622734685199984
ACH-000401,-0.11006201870232712
ACH-000402,-0.15889225251170533
ACH-000403,-0.2434552560238713
ACH-000404,-0.07990643454105413
ACH-000406,-0.21982227818374744
ACH-000407,-0.17808320972370376
ACH-000408,-0.4402922225249138
ACH-000410,-0.21484491865767405
ACH-000411,-0.15069955424901044
ACH-000414,-0.04768621649717016
ACH-000415,-0.3404202760983229
ACH-000416,-0.19280898797719945
ACH-000420,-0.25243167396888505
ACH-000421,-0.2953645838945169
ACH-000424,-0.1084703208362922
ACH-000425,-0.11784287020031453
ACH-000426,-0.2068752564496064
ACH-000427,-0.04054543637676564
ACH-000433,-0.16734057387417128
ACH-000435,-0.052768525020231466
ACH-000436,-0.06444393910933753
ACH-000444,-0.21601662016193335
ACH-000445,-0.3692479932903476
ACH-000448,-0.03909265808811558
ACH-000450,-0.013588378418392694
ACH-000452,-0.05762872323330985
ACH-000454,-0.2801739993875063
ACH-000458,-0.20444580604522236
ACH-000459,-0.2262788127817093
ACH-000460,-0.3285501380132739
ACH-000461,-0.2352777337388196
ACH-000463,-0.2939907095414135
ACH-000464,-0.06893714416367337
ACH-000466,-0.27089089791800497
ACH-000467,-0.29636834959061165
ACH-000468,-0.12308748573811093
ACH-000469,-0.2476614129308774
ACH-000470,-0.0930413846074385
ACH-000471,-0.27866699541441137
ACH-000472,-0.1441242850523119
ACH-000473,-0.2158078893585311
ACH-000475,-0.07375462888466032
ACH-000476,-0.2658439443845396
ACH-000477,-0.24412549377077666
ACH-000479,0.17256912862612894
ACH-000480,-0.024287080298591557
ACH-000481,-0.18131762203461754
ACH-000483,-0.21817263461336547
ACH-000484,-0.1954833014258633
ACH-000485,-0.3320276773772831
ACH-000486,-0.1935118627159649
ACH-000487,-0.41136240252091577
ACH-000488,-0.030643988372674368
ACH-000490,-0.1916768050358919
ACH-000491,-0.2956442457960771
ACH-000495,-0.20376168300799968
ACH-000496,-0.1925455965625972
ACH-000499,-0.08657273836014315
ACH-000500,0.08791569032240645
ACH-000502,-0.15873263538766502
ACH-000503,0.1131424107520954
ACH-000505,-0.2572040513518947
ACH-000507,-0.3484740561398456
ACH-000510,-0.1468248462292438
ACH-000511,-0.14663643010294616
ACH-000512,-0.3555138251054974
ACH-000516,-0.16530292825343032
ACH-000517,-0.12461257157946602
ACH-000518,-0.2153897954298662
ACH-000520,-0.5107054271043089
ACH-000521,-0.2691966051127319
ACH-000522,-0.16134349508025958
ACH-000524,-0.2379774474188624
ACH-000527,-0.2036161048038122
ACH-000528,-0.36515686980212897
ACH-000537,-0.2017223385227445
ACH-000541,-0.352053419790553
ACH-000542,-0.1735489765898374
ACH-000544,0.010269359276621265
ACH-000545,-0.3673309574832713
ACH-000547,-0.1722636347009126
ACH-000548,-0.16714967505896913
ACH-000549,-0.15988310570959352
ACH-000550,-0.10642100951685357
ACH-000552,-0.3514174920318773
ACH-000556,-0.26798487599906445
ACH-000557,-0.02748030554711324
ACH-000569,-0.09683740197926
ACH-000570,-0.33966726184784823
ACH-000571,-0.1343100983626152
ACH-000573,-0.0809808304001696
ACH-000576,-0.0037021855781734564
