,CNGB3 (54714)
ACH-000004,0.023516832738737045
ACH-000005,-0.26489076337887096
ACH-000007,-0.03660767196124337
ACH-000009,0.107623329749008
ACH-000011,-0.01466891543370748
ACH-000012,-0.037729395371084384
ACH-000013,0.008886834491655908
ACH-000014,-0.011545097683995408
ACH-000015,-0.056458143915906124
ACH-000017,-0.13108531455722422
ACH-000018,-0.013501947770081577
ACH-000019,0.06281088476556025
ACH-000021,0.035371688493894334
ACH-000022,-0.10260921205948736
ACH-000025,0.010013823206418457
ACH-000028,-0.16167420441667324
ACH-000030,0.0021139173148059034
ACH-000035,-0.054570511338775024
ACH-000036,0.08483061752560916
ACH-000037,0.044363039412871313
ACH-000039,0.04801886489860575
ACH-000040,0.045058008746287785
ACH-000041,-0.0810672840726411
ACH-000042,0.04766497454424912
ACH-000045,0.003361283981077978
ACH-000047,-0.026178152156698987
ACH-000052,0.1272329980034264
ACH-000053,-0.02935950076183488
ACH-000054,-0.005129601132125936
ACH-000055,-0.1728049395053183
ACH-000060,-0.02714674850499067
ACH-000067,0.06783498123446949
ACH-000070,-0.19483560447439735
ACH-000075,0.025185069393790026
ACH-000078,0.10159441095582436
ACH-000082,-0.04744163861741872
ACH-000085,0.15776220992075626
ACH-000086,0.01889401028023491
ACH-000087,0.06715942201345328
ACH-000092,-0.11470949200818592
ACH-000095,0.0979136186867432
ACH-000097,0.09999933207845656
ACH-000098,-0.018952683040983274
ACH-000099,0.012885003748381906
ACH-000108,-0.023490647375307133
ACH-000113,0.034784437420574146
ACH-000116,0.01878257293045401
ACH-000118,-0.004906261665086642
ACH-000120,0.09643834239928124
ACH-000123,0.04696337567028251
ACH-000127,0.00032596634447810686
ACH-000128,0.018726992686870645
ACH-000132,0.09355370584799176
ACH-000133,-0.011933147191751571
ACH-000137,0.029262801261720636
ACH-000138,-0.03475428168693024
ACH-000142,0.14280345789803045
ACH-000143,-0.014869700117870775
ACH-000146,0.012943124587487094
ACH-000148,0.023678184519783468
ACH-000150,-0.22223896758293551
ACH-000152,-0.06410057013190566
ACH-000153,-0.16405372954162167
ACH-000159,-0.04750060031434606
ACH-000160,0.08131243793124089
ACH-000163,-0.0620814438411028
ACH-000167,-0.16463890498094047
ACH-000168,0.015078748657127631
ACH-000169,-0.05325309154656258
ACH-000178,-0.1474080622274617
ACH-000183,-0.032419722247267815
ACH-000188,-0.0002449116275853446
ACH-000189,0.33935422458620035
ACH-000190,0.07162152835950768
ACH-000198,-0.0008164553513866887
ACH-000203,-0.199895422260646
ACH-000204,-0.06837841357892263
ACH-000206,-0.03862469566151549
ACH-000207,0.0
ACH-000208,-0.07560625309598938
ACH-000210,-0.18815248309588128
ACH-000211,-0.06778876991961913
ACH-000215,0.02304592956157038
ACH-000221,-0.07681016141946595
ACH-000222,0.0634237898767424
ACH-000223,-0.05486587743570912
ACH-000226,0.05294149273552272
ACH-000227,0.08530709336842511
ACH-000228,3.1123198489504435e-05
ACH-000231,-0.028461882358279993
ACH-000232,0.00825976068796049
ACH-000233,-0.05669756774397911
ACH-000234,-0.003309471000059684
ACH-000235,0.008888291765591536
ACH-000237,-0.009688941512672656
ACH-000238,-0.01260845986782651
ACH-000242,-0.1366436266011541
ACH-000243,-0.01631465607408459
ACH-000244,-0.17025281157415773
ACH-000246,-0.0003159101300856628
ACH-000248,-0.28758781167052444
ACH-000250,-0.020564398662679763
ACH-000251,-0.016879076668683747
ACH-000252,0.03842985292545102
ACH-000253,0.003568799536157002
ACH-000255,-0.1156331796205549
ACH-000256,0.017342748757535532
ACH-000257,0.12450586420009345
ACH-000258,-0.08611379589194904
ACH-000259,0.005688472102685649
ACH-000260,0.04697166875738959
ACH-000261,-0.06541203071631609
ACH-000262,0.07714947179253874
ACH-000263,0.08266213591234667
ACH-000264,0.022006300411662884
ACH-000265,-0.14005450440817252
ACH-000266,0.01926896844015289
ACH-000272,-0.0193882648227272
ACH-000274,0.013984063931253312
ACH-000277,-0.006408141029535892
ACH-000278,0.07609072247026223
ACH-000279,0.05616084852924234
ACH-000280,0.030491784674415313
ACH-000281,0.07675238662209527
ACH-000288,0.11265804175267652
ACH-000291,0.026101329701800312
ACH-000293,0.061859592375292226
ACH-000294,0.004395085031277502
ACH-000295,0.05935635855186036
ACH-000296,0.0288690512996196
ACH-000302,-0.10408085805962188
ACH-000304,-0.13513584269967566
ACH-000307,-0.012407751699682959
ACH-000308,0.026305625357383903
ACH-000310,-0.01958565093816566
ACH-000311,-0.09320330763768378
ACH-000312,0.07402750596520817
ACH-000315,-0.012156737198142059
ACH-000316,-0.1045215157580344
ACH-000317,-0.002434209526638102
ACH-000318,0.1634050454342456
ACH-000319,0.005918724694459466
ACH-000320,-0.0566557141730808
ACH-000322,-0.20629868361669865
ACH-000323,-0.08955195536615243
ACH-000324,0.08533192287080524
ACH-000329,-0.0013394032843293178
ACH-000330,-0.0018655911875782734
ACH-000331,0.022187089008134844
ACH-000332,-0.043794162673018604
ACH-000334,-0.046265422977565286
ACH-000335,0.2326154492397836
ACH-000336,0.15060733619563
