,DARS2 (55157)
ACH-000004,-0.18454347539114727
ACH-000005,-0.1213734676695178
ACH-000007,-0.12671825506924414
ACH-000009,-0.5071031372113425
ACH-000011,-0.03273830280880186
ACH-000012,-0.40948435595446997
ACH-000013,-0.3215140482428674
ACH-000014,-0.30205878135379965
ACH-000015,-0.3886418103714603
ACH-000017,-0.21522209884740715
ACH-000018,-0.4021989884705368
ACH-000019,-0.4941102180640181
ACH-000021,-0.4214904602897573
ACH-000022,-0.1818419655984781
ACH-000025,-0.4899638095783939
ACH-000028,-0.3955206817870908
ACH-000030,-0.5167856150518418
ACH-000035,-0.3965088360734027
ACH-000036,0.029239197373877125
ACH-000037,-0.4550474359457562
ACH-000039,-0.3042681453496235
ACH-000040,-0.19316690030677144
ACH-000041,-0.23081487561636874
ACH-000042,-0.21848296311314733
ACH-000045,-0.8030739840629775
ACH-000047,-0.4942614789444098
ACH-000052,-0.21054873518788164
ACH-000053,-0.4944135424194844
ACH-000054,0.023665660740914102
ACH-000055,-0.3066670431776684
ACH-000060,-0.1728885400907651
ACH-000067,-0.1396551724042472
ACH-000070,-0.5494298295718955
ACH-000075,-0.3497029974054196
ACH-000078,-0.11646933531813515
ACH-000082,-0.2676012229840155
ACH-000085,0.003174440707973034
ACH-000086,-0.6005037922063313
ACH-000087,-0.3938830577707573
ACH-000092,-0.2786925047511436
ACH-000095,-0.05163696465055698
ACH-000097,-0.11955839220231755
ACH-000098,-0.3686332053147248
ACH-000099,-0.41578843234290935
ACH-000108,-0.2096009610609158
ACH-000113,-0.3902783228435674
ACH-000116,-0.2835599843690938
ACH-000118,-0.6054110538848755
ACH-000120,-0.27866619778018586
ACH-000123,-0.4676237627357059
ACH-000127,-0.5237665685061236
ACH-000128,-0.3356880326338617
ACH-000132,-0.2568526652141888
ACH-000133,-0.4030310526904956
ACH-000137,-0.2608548639288966
ACH-000138,-0.3692417792520161
ACH-000142,-0.13410869580993914
ACH-000143,-0.37619222806729546
ACH-000146,-0.2656865066562301
ACH-000148,-0.4324237329762357
ACH-000150,-0.34299350747963303
ACH-000152,-0.334482965375427
ACH-000153,-0.6976410903599891
ACH-000159,-0.4147492897061753
ACH-000160,-0.3674129996927551
ACH-000163,-0.3865768460981829
ACH-000167,-0.2551625403501048
ACH-000168,0.06519596072104346
ACH-000169,-0.2312252288928543
ACH-000178,-0.28954933101931657
ACH-000183,-0.4783166992258282
ACH-000188,-0.17067276934488818
ACH-000189,-0.4737595250997035
ACH-000190,-0.5606301778203697
ACH-000198,-0.467686699120427
ACH-000203,-0.17502549330094888
ACH-000204,-0.5367656060405438
ACH-000206,-0.28463394745106635
ACH-000207,-0.4849715810459908
ACH-000208,-0.3334948384151486
ACH-000210,-0.5948247079506288
ACH-000211,-0.2592759588846469
ACH-000215,-0.3527676554603552
ACH-000221,-0.8018090962619875
ACH-000222,-0.03699259871254459
ACH-000223,-0.24893665737833395
ACH-000226,-0.3010572731615905
ACH-000227,-0.2834619591228284
ACH-000228,-0.23736203208150075
ACH-000231,-0.16460779322822
ACH-000232,-0.4664064159467926
ACH-000233,-0.36654048142138784
ACH-000234,-0.2689038625777554
ACH-000235,-0.21126955405702352
ACH-000237,-0.1911440252375136
ACH-000238,-0.33394737632607524
ACH-000242,-0.33748937442528304
ACH-000243,-0.2203706107477396
ACH-000244,-0.1983299940463423
ACH-000246,-0.4870498657078207
ACH-000248,-0.4467768782049323
ACH-000250,-0.1060989248964277
ACH-000251,-0.32709745784292016
ACH-000252,-0.4068252041777844
ACH-000253,-0.10980622960757933
ACH-000255,-0.13431868293888308
ACH-000256,-0.07741169366553202
ACH-000257,-0.2675206467460837
ACH-000258,-0.6131831045439742
ACH-000259,-0.2616282022279393
ACH-000260,-0.07765952368048316
ACH-000261,-0.19767071901034924
ACH-000262,-0.3441043635956237
ACH-000263,-0.2449657797868715
ACH-000264,-0.2985718592061442
ACH-000265,-0.632536997095443
ACH-000266,-0.2243529250414365
ACH-000272,-0.3538065670520516
ACH-000274,-0.25848009029198404
ACH-000277,-0.278149282447318
ACH-000278,-0.2343213324650405
ACH-000279,-0.5035723308610581
ACH-000280,-0.15750346984226934
ACH-000281,-0.4718801824171524
ACH-000288,-0.4086728967498931
ACH-000291,-0.26596732963671776
ACH-000293,-0.19597156652508396
ACH-000294,-0.4497667992886294
ACH-000295,-0.2659825568377504
ACH-000296,-0.10104698678538884
ACH-000302,-0.26164628604309004
ACH-000304,-0.2881951279782667
ACH-000307,-0.3582879491506223
ACH-000308,-0.22432561185875546
ACH-000310,-0.2980412255722054
ACH-000311,-0.20049984375192173
ACH-000312,-0.4236403677959333
ACH-000315,-0.2471287549473908
ACH-000316,-0.38785189172236617
ACH-000317,-0.7514922537714864
ACH-000318,-0.300068997255021
ACH-000319,-0.24921875820778625
ACH-000320,-0.23484972393085404
ACH-000322,-0.35979805928275777
ACH-000323,-0.5326552038892968
ACH-000324,-0.0851931060761778
ACH-000329,-0.3203124946661033
ACH-000330,-0.14675433534216945
ACH-000331,-0.0889858932156172
ACH-000332,-0.16668649184605566
ACH-000334,-0.4380818067688413
ACH-000335,-0.4953362734600888
ACH-000336,-0.4572368410006743
ACH-000337,-0.4045187951977496
ACH-000338,-0.3444148145810403
ACH-000339,-0.2845183386467192
ACH-000341,-0.4567013129404666
ACH-000348,-0.3182234049571048
ACH-000350,-0.380338101375541
ACH-000352,-0.092620173602734
ACH-000356,-0.2760786938408709
ACH-000361,-0.32770421213414275
ACH-000362,-0.1561663853237062
ACH-000363,-0.21871678313019
ACH-000364,-0.275358937492927
ACH-000365,-0.6480208651232042
ACH-000366,-0.1660418255974872
ACH-000368,-0.19072696261900904
ACH-000374,-0.2711673388510026
ACH-000375,-0.1759101262999842
ACH-000376,-0.5760317990629855
ACH-000381,-0.5851999356359794
ACH-000383,-0.4338956314174779
ACH-000387,-0.4215066593403539
ACH-000389,0.06500523827867259
ACH-000390,-0.2208684034677154
ACH-000393,-0.2717924337435697
ACH-000395,-0.05631187681208673
ACH-000396,-0.5461118213724331
ACH-000397,-0.08880541263428816
ACH-000401,-0.31125874198857023
ACH-000402,-0.4222270880329495
ACH-000403,-0.11899512805364044
ACH-000404,-0.4679590695937849
ACH-000406,-0.439621688740694
ACH-000407,-0.2415252589696155
ACH-000408,-0.5780640677121559
ACH-000410,-0.4232168300912028
ACH-000411,-0.2350138102982603
ACH-000414,-0.1389058656888532
ACH-000415,-0.2858115346737803
ACH-000416,-0.08721981989210953
ACH-000420,-0.29702804486770024
ACH-000421,-0.17948013408865338
ACH-000424,-0.4500016757978528
ACH-000425,-0.2832453559041122
ACH-000426,-0.20681504262433936
ACH-000427,-0.1626124988227583
ACH-000433,-0.1627848773958084
ACH-000435,-0.5382880303520361
ACH-000436,-0.06076431475433666
ACH-000444,-0.26055500339259696
ACH-000445,-0.18245555027991245
ACH-000448,-0.10497273311858604
ACH-000450,-0.6552974138163636
ACH-000452,-0.19783524214806825
ACH-000454,-0.6206764683084265
ACH-000458,-0.2516801085955774
ACH-000459,-1.0178682335659304
ACH-000460,-0.14356770041296224
ACH-000461,-0.4186113846635325
ACH-000463,-0.16002130572348602
ACH-000464,-0.0969792146484984
ACH-000466,-0.1121397626961714
ACH-000467,-0.5038151677994642
ACH-000468,-0.3991264377757137
ACH-000469,-0.4651027808913667
ACH-000470,-0.14166611957192504
ACH-000471,-0.1821854992413129
ACH-000472,-0.2827468239716769
ACH-000473,-0.3065631828755878
ACH-000475,-0.26997660291687475
ACH-000476,-0.17059911720712154
ACH-000477,-0.3296775430271878
ACH-000479,-0.4560150849314894
ACH-000480,-0.3157251142998844
ACH-000481,-0.4115296312549304
ACH-000483,-0.38720994626271626
ACH-000484,-0.42327818613703416
