,ATG4D (84971)
ACH-000004,-0.4460254694886042
ACH-000005,-0.4213806183928229
ACH-000007,-0.5011371638888787
ACH-000009,-0.13764797380825858
ACH-000011,-0.17658843834683705
ACH-000012,-0.12179664893853301
ACH-000013,-0.06850844254252683
ACH-000014,0.021649708070167327
ACH-000015,-0.3107093311877547
ACH-000017,-0.19300502543656936
ACH-000018,-0.15393676923380326
ACH-000019,-0.44582078729484903
ACH-000021,-0.24482491507640025
ACH-000022,-0.09870337154073278
ACH-000025,-0.07528560581327813
ACH-000028,-0.3593160708852107
ACH-000030,-0.2207114467890287
ACH-000035,-0.15959552181258665
ACH-000036,-0.03365835016302946
ACH-000037,-0.13080075030098148
ACH-000039,-0.16667240315383128
ACH-000040,-0.008125215448013513
ACH-000041,-0.3131771647017487
ACH-000042,-0.10192028912562084
ACH-000045,-0.21110222589619845
ACH-000047,-0.07857804609105233
ACH-000052,-0.2521142315725635
ACH-000053,-0.2550534382210181
ACH-000054,-0.12923662159038396
ACH-000055,-0.2355724434330838
ACH-000060,-0.04455572059716965
ACH-000067,-0.10129015140830737
ACH-000070,-0.1864864564622357
ACH-000075,-0.13358640441672345
ACH-000078,-0.18449670498785165
ACH-000082,-0.2784831120828787
ACH-000085,0.006901067252936682
ACH-000086,-0.1634144759312618
ACH-000087,0.087599121040536
ACH-000092,-0.12400803708497192
ACH-000095,-0.29518396589957635
ACH-000097,-0.008265395671928825
ACH-000098,-0.24190457586095274
ACH-000099,-0.4567023257414346
ACH-000108,-0.20049185616481552
ACH-000113,-0.05870946413029347
ACH-000116,-0.3229757340940148
ACH-000118,-0.06785669646410561
ACH-000120,-0.3568705318925381
ACH-000123,-0.13230446975788754
ACH-000127,-0.3418864326433202
ACH-000128,-0.30235669053628
ACH-000132,-0.1958831300925075
ACH-000133,-0.1620793385136113
ACH-000137,-0.14455840082654675
ACH-000138,-0.282562731855937
ACH-000142,-0.09316849053996333
ACH-000143,-0.3481433715489998
ACH-000146,-0.08967960759553363
ACH-000148,-0.0857004142125139
ACH-000150,-0.36815388248539305
ACH-000152,0.006519124208405856
ACH-000153,-0.017254395240959564
ACH-000159,-0.1955326198401968
ACH-000160,-0.08727647288070485
ACH-000163,-0.28471114020132443
ACH-000167,-0.004662365121746826
ACH-000168,-0.3029648934953156
ACH-000169,-0.15437546305232272
ACH-000178,-0.10416783279368616
ACH-000183,-0.05198861751886517
ACH-000188,-0.08041870986330366
ACH-000189,-0.15116865370756905
ACH-000190,-0.13619872582187625
ACH-000198,-0.2399974526384619
ACH-000203,-0.9772539160207266
ACH-000204,0.058348733956774826
ACH-000206,-0.22627258157658398
ACH-000207,-0.30613492247095464
ACH-000208,-0.4930357342221247
ACH-000210,-0.3343346135335226
ACH-000211,-0.09305246844568954
ACH-000215,-0.03680947586897605
ACH-000221,-0.20963375426472866
ACH-000222,-0.13993078111943524
ACH-000223,-0.26775577716800875
ACH-000226,-0.23271644647184145
ACH-000227,-0.025570597674560595
ACH-000228,-0.19372110383339167
ACH-000231,-0.10140727369510022
ACH-000232,-0.22556332945151636
ACH-000233,-0.24392949373194264
ACH-000234,-0.2323118642982148
ACH-000235,-0.11994876345133125
ACH-000237,-0.2704661810436376
ACH-000238,0.03901501286113553
ACH-000242,-0.2660179184545063
ACH-000243,-0.3276831277721059
ACH-000244,0.11309349709858582
ACH-000246,-0.013753952416570169
ACH-000248,-0.22413290563364824
ACH-000250,-0.14663278235250754
ACH-000251,0.3317877167663385
ACH-000252,-0.39371789952206304
ACH-000253,-0.32354333247112704
ACH-000255,-0.19847476260505856
ACH-000256,-0.25706291627911754
ACH-000257,-0.30598570926143603
ACH-000258,-0.21708234829495826
ACH-000259,-0.060768479508940425
ACH-000260,-0.2863010545344173
ACH-000261,-0.2240980870535798
ACH-000262,-0.2533663233533883
ACH-000263,-0.013758971635822455
ACH-000264,-0.22458637253562885
ACH-000265,-0.17035797200463484
ACH-000266,-0.11585203342373758
ACH-000272,-0.34828668300194904
ACH-000274,-0.037444890561081495
ACH-000277,-0.1922890003308325
ACH-000278,-0.30330460443314583
ACH-000279,-0.24760937228017585
ACH-000280,-0.2364230107594176
ACH-000281,-0.15827477375574694
ACH-000288,-0.06300710510421746
ACH-000291,-0.2007580611652848
ACH-000293,-0.3186716664634399
ACH-000294,-0.16690427635860125
ACH-000295,-0.1495686820229664
ACH-000296,-0.4295422434403535
ACH-000302,-0.2585988229624476
ACH-000304,-0.36681286899030463
ACH-000307,-0.2383081452214889
ACH-000308,-0.19246019306921275
ACH-000310,-0.28637965622840256
ACH-000311,-0.04840671558674784
ACH-000312,-0.3900142923032913
ACH-000315,-0.27379089014815905
ACH-000316,-0.0076800530307278535
ACH-000317,-0.1306560494496563
ACH-000318,-0.15815537852694408
ACH-000319,-0.2979339539696092
ACH-000320,-0.076570419599422
ACH-000322,-0.0986159691302472
ACH-000323,-0.06823475215255807
ACH-000324,-0.1636580754406895
ACH-000329,-0.14378022680474414
ACH-000330,-0.11380785679981165
ACH-000331,-0.105204106803527
ACH-000332,-0.11964657750423978
ACH-000334,-0.3540214927524785
ACH-000335,-0.11676957116463263
ACH-000336,-0.3805367484606864
ACH-000337,-0.13565042723105178
ACH-000338,0.0882323186397118
ACH-000339,-0.07310188394190384
ACH-000341,-0.0660745219365112
