,PPAP2C (8612)
ACH-000004,0.04091946925066919
ACH-000005,0.16686515057143006
ACH-000007,-0.2695168154179011
ACH-000009,-0.005390468995257354
ACH-000011,-0.3555957096358525
ACH-000012,-0.03814613485397975
ACH-000013,-0.10249360761143114
ACH-000014,-0.13078932933050866
ACH-000015,-0.22728550925868865
ACH-000017,-0.1030061676188323
ACH-000018,-0.054348499909705264
ACH-000019,-0.0807095169693268
ACH-000021,-0.01627700962520294
ACH-000022,-0.02006476809650519
ACH-000025,-0.005852488745787459
ACH-000028,-0.10570114571855756
ACH-000030,-0.1994694786777649
ACH-000035,0.04471095348188884
ACH-000036,-0.1324004346048023
ACH-000037,-0.1434316429473299
ACH-000039,-0.1913238416002684
ACH-000040,-0.2453051285920359
ACH-000041,-0.07094703746047662
ACH-000042,-0.06819025183087324
ACH-000045,-0.1888804081702886
ACH-000047,-0.2016978949468724
ACH-000052,-0.2013806555722556
ACH-000053,-0.2069334595729696
ACH-000054,-0.2120895551172872
ACH-000055,-0.19507673700970293
ACH-000060,-0.07492602535774727
ACH-000067,-0.11166385723904436
ACH-000070,-0.25030454070263514
ACH-000075,-0.05053582402579607
ACH-000078,-0.3355835191733997
ACH-000082,-0.20490619604217547
ACH-000085,-0.1943455295122347
ACH-000086,-0.1194672118270198
ACH-000087,-0.08633967316462134
ACH-000092,-0.0809345438847808
ACH-000095,-0.08443148184453388
ACH-000097,0.13716588684524195
ACH-000098,-0.11618095915119693
ACH-000099,-0.13153405928819525
ACH-000108,-0.06874480154210749
ACH-000113,-0.011564518803693198
ACH-000116,-0.12711439417706707
ACH-000118,-0.08317411653113996
ACH-000120,-0.1636619380039861
ACH-000123,-0.19390871038248308
ACH-000127,-0.058570887622865185
ACH-000128,-0.08615665093531405
ACH-000132,-0.043174719179030686
ACH-000133,-0.059003706521873714
ACH-000137,-0.024448213472456
ACH-000138,-0.1448654049937422
ACH-000142,-0.08702394287254439
ACH-000143,-0.1764494443916782
ACH-000146,-0.1522052469723502
ACH-000148,-0.04957040202651141
ACH-000150,-0.06944080193523197
ACH-000152,-0.2280782855558787
ACH-000153,-0.02884502992694805
ACH-000159,-0.12394989377867507
ACH-000160,-0.14739746277380678
ACH-000163,-0.24483994368723305
ACH-000167,0.005449728704999166
ACH-000168,-0.4039203220862409
ACH-000169,-0.1228046692353881
ACH-000178,-0.1545534048714516
ACH-000183,-0.08829210516060286
ACH-000188,-0.021752762427100256
ACH-000189,0.1107535332647322
ACH-000190,-0.022242907047296482
ACH-000198,-0.05749466179732232
ACH-000203,-0.4778103830956612
ACH-000204,0.5885013854978649
ACH-000206,-0.17022895053627912
ACH-000207,-0.3048138656035101
ACH-000208,0.020344142678516332
ACH-000210,0.2003729721953696
ACH-000211,-0.1321099667983455
ACH-000215,-0.10343272555499768
ACH-000221,-0.11494410276635945
ACH-000222,0.14789338726931547
ACH-000223,-0.13480465229168714
ACH-000226,0.023795254848889152
ACH-000227,-0.2675352303283513
ACH-000228,-0.091122248187911
ACH-000231,-0.12666242690928647
ACH-000232,-0.12907362449938573
ACH-000233,-0.12586099483671132
ACH-000234,-0.2504512351428944
ACH-000235,-0.1873289279322017
ACH-000237,-0.2002638640848637
ACH-000238,-0.032084275017213816
ACH-000242,0.10730841281584574
ACH-000243,0.2682946496273167
ACH-000244,0.21444884490842936
ACH-000246,-0.16079017131300752
ACH-000248,-0.01886711749115301
ACH-000250,-0.06802224061426744
ACH-000251,0.020919481730079115
ACH-000252,-0.015425747551895613
ACH-000253,-0.1462443348024293
ACH-000255,-0.13215648550961018
ACH-000256,0.0020587671910308513
ACH-000257,-0.15661949167519046
ACH-000258,-0.20923222259678526
ACH-000259,-0.27809839588616714
ACH-000260,-0.11084165145177233
ACH-000261,-0.11097470808377813
ACH-000262,-0.0930984837804362
ACH-000263,-0.2544845125813274
ACH-000264,-0.15811850821502588
ACH-000265,0.014704349513233081
ACH-000266,-0.17610787792232327
ACH-000272,-0.06151856752073876
ACH-000274,-0.20576740991969872
ACH-000277,-0.09070705607239776
ACH-000278,-0.13449565003625993
ACH-000279,-0.08615485490326467
ACH-000280,-0.10917221525519508
ACH-000281,-0.07047728239493026
ACH-000288,-0.07685007502917977
ACH-000291,-0.1712842231487744
ACH-000293,-0.07878474931043483
ACH-000294,-0.11382992002375895
ACH-000295,-0.2611731666416962
ACH-000296,-0.06470244394687318
ACH-000302,-0.13666718003312167
ACH-000304,-0.15114067145147095
ACH-000307,-0.13866659526567288
ACH-000308,-0.18368192337844835
ACH-000310,-0.13678055757708052
ACH-000311,-0.13583399075840252
ACH-000312,-0.22843639098438925
ACH-000315,0.15511062941486706
ACH-000316,-0.0053734937110919605
ACH-000317,0.02451694398458449
ACH-000318,-0.06258134386217365
ACH-000319,-0.10985036591835716
ACH-000320,-0.12341571768615787
ACH-000322,-0.13518476927330111
ACH-000323,-0.09673152704926226
ACH-000324,-0.050510262295240964
ACH-000329,-0.041542531414363364
ACH-000330,-0.13367003475694492
ACH-000331,-0.005314577291517883
ACH-000332,-0.0903223662403534
ACH-000334,-0.0408654962261938
ACH-000335,-0.030060627225678267
ACH-000336,-0.20438398616818734
ACH-000337,-0.02419400541908996
ACH-000338,0.26471727653226473
ACH-000339,-0.0694777786263128
ACH-000341,-0.2833869379186802
ACH-000348,-0.1199676831633586
ACH-000350,-0.05449006853565156
ACH-000352,-0.12250067303626082
ACH-000356,-0.14047750346160182
ACH-000361,-0.09995075110010318
ACH-000362,-0.09043588402525436
ACH-000363,-0.1039063003190595
ACH-000364,-0.08870597155614747
ACH-000365,-0.07469194224249567
ACH-000366,-0.2419552722453896
ACH-000368,-0.32165583816864834
ACH-000374,-0.051168268616525535
ACH-000375,-0.03153505362884638
ACH-000376,0.03543137026366028
ACH-000381,-0.03641371696951052
ACH-000383,-0.10195963117951287
ACH-000387,-0.0002023729559741758
ACH-000389,-0.2108020469579598
ACH-000390,0.03191236177273662
ACH-000393,-0.16405871433382446
ACH-000395,0.07371852433081119
ACH-000396,0.12429400168241228
ACH-000397,-0.12766425155401734
ACH-000401,-0.2125303097740872
ACH-000402,-0.017804611093885918
ACH-000403,-0.08136248218526332
ACH-000404,-0.005988135270900889
ACH-000406,-0.03701410119794032
ACH-000407,-0.05283332208640655
ACH-000408,0.014497100248170204
ACH-000410,-0.038084713177343785
ACH-000411,-0.042134103067612914
ACH-000414,-0.08491683287437665
ACH-000415,-0.01452890817816286
ACH-000416,-0.09405152692070304
ACH-000420,-0.13350697475900042
ACH-000421,-0.051029222501204924
ACH-000424,-0.3671579757762359
ACH-000425,-0.12776038843194548
ACH-000426,-0.08792182397695097
ACH-000427,-0.30301378348655816
ACH-000433,-0.09049626591921052
ACH-000435,-0.1948379651669573
ACH-000436,-0.049252171435781464
ACH-000444,-0.18385835952139085
ACH-000445,0.03647131324591759
ACH-000448,-0.1857571610398424
ACH-000450,0.2747563758760069
ACH-000452,-0.0926577952977717
ACH-000454,-0.09453833676949062
ACH-000458,-0.15356590368658415
ACH-000459,-0.025798381248999042
ACH-000460,-0.16987106613831002
ACH-000461,-0.06551115245921507
ACH-000463,-0.3641652219000214
ACH-000464,-0.08603292325521314
ACH-000466,-0.25497951088369963
ACH-000467,-0.10920100372697007
ACH-000468,-0.15173211040254425
ACH-000469,-0.20718128560316892
ACH-000470,0.0126919764811444
ACH-000471,-0.08134071026345539
ACH-000472,-0.19794167201185975
ACH-000473,-0.04420351893579055
ACH-000475,-0.13613063861930128
ACH-000476,-0.13578018985105142
ACH-000477,-0.06674068618334482
ACH-000479,0.191011315979263
ACH-000480,-0.0668974357155728
ACH-000481,-0.05723032775209344
ACH-000483,-0.0342098628414487
ACH-000484,-0.15427068688734624
ACH-000485,-0.039089238427810286
ACH-000486,-0.3079817541248757
ACH-000487,-0.04431501120115044
ACH-000488,-0.11739154512963675
ACH-000490,-0.16907910714766242
ACH-000491,-0.08536717523409848
ACH-000495,-0.15186334797590478
ACH-000496,-0.07887962652395493
ACH-000499,0.033956156521752184
ACH-000500,0.4068888455219659
ACH-000502,-0.15460595234687205
ACH-000503,0.10411369300090298
ACH-000505,-0.18842621229318327
ACH-000507,-0.022143310761196213
ACH-000510,-0.0656392805797051
ACH-000511,-0.12969465969911242
ACH-000512,-0.050031995151518016
ACH-000516,-0.18215026970743745
ACH-000517,-0.09869967930965648
ACH-000518,-0.2195253191811125
ACH-000520,-0.2075971497854064
ACH-000521,-0.24393670793725364
ACH-000522,-0.09009121992585016
ACH-000524,-0.11197237807619888
ACH-000527,-0.08223669431272611
ACH-000528,-0.10334403587927324
ACH-000537,-0.03214023360284145
ACH-000541,-0.2859661271172904
ACH-000542,-0.13291525716938749
ACH-000544,-0.013379375828406806
ACH-000545,-0.11497368866303855
ACH-000547,-0.14410812608823462
ACH-000548,-0.09716067987589874
ACH-000549,-0.22152923459426802
ACH-000550,0.00838179492365239
ACH-000552,-0.0788758215865679
ACH-000556,-0.2434746411644851
ACH-000557,-0.11262369871121915
ACH-000569,-0.13841514405050606
ACH-000570,0.04000645048406218
ACH-000571,-0.08368943089210748
ACH-000573,-0.0476150530644357
ACH-000576,-0.2679379648034007
ACH-000579,0.05645094118151193
ACH-000580,-0.1452241605344955
ACH-000584,-0.027700235017814472
ACH-000585,-0.0906989810004717
ACH-000588,-0.000812873289511215
ACH-000589,-0.0626325113146355
ACH-000591,-0.1107149552705242
ACH-000593,-0.12362875111614476
ACH-000600,-0.015785746369301894
ACH-000601,-0.11878944603356945
ACH-000605,-0.08815120567112586
ACH-000606,0.004409683759093552
ACH-000608,-0.15066926136593664
ACH-000614,-0.04911946214969075
ACH-000616,-0.05835085989161925
ACH-000618,-0.03921314445143431
ACH-000619,-0.07448475126132016
ACH-000620,-0.1211552128837577
ACH-000621,-0.03852534127960402
ACH-000622,-0.16156297483818435
ACH-000623,-0.18505455269696786
ACH-000624,-0.13930848083327213
ACH-000627,-0.04321744368567454
ACH-000630,-0.03184333402407097
ACH-000631,-0.3728170652667228
ACH-000632,-0.11439260984269688
ACH-000633,-0.2223816346174516
ACH-000637,0.04544494352472822
ACH-000638,0.07108127408008431
ACH-000646,-0.30778310329709496
ACH-000647,-0.10144456966248552
ACH-000648,-0.3371709832240726
ACH-000649,-0.07857257557666414
ACH-000651,-0.02643546353671725
ACH-000652,-0.12929645467308407
ACH-000653,0.00320369066472958
ACH-000657,-0.14884219661641535
ACH-000658,-0.1114079525401242
ACH-000661,-0.014738010676902953
ACH-000662,-0.10188083247335042
ACH-000663,-0.1348517731144127
ACH-000665,-0.3130728209111732
ACH-000671,-0.2382099224656677
ACH-000672,0.3563581403526881
ACH-000673,-0.09534043225586278
ACH-000676,0.018871321212462943
ACH-000677,-0.20049514429649168
ACH-000681,-0.1846748048445393
ACH-000683,-0.1211695016599536
ACH-000684,-0.027537833490956568
ACH-000688,-0.2426292317255193
ACH-000693,-0.17916212590859848
ACH-000694,-0.0798231619185356
ACH-000695,-0.03209115912756357
ACH-000696,-0.2937414438661961
ACH-000697,0.008208799455746109
ACH-000699,-0.12472838754325552
ACH-000701,-0.11464889967132105
ACH-000706,-0.03720662713095937
ACH-000711,-0.0732221048289096
ACH-000713,-0.045423770260109714
ACH-000714,-0.09959419162983348
ACH-000718,0.018278792702411138
ACH-000720,-0.00797702905537508
ACH-000721,-0.12881167390723305
ACH-000724,-0.0689663248483996
ACH-000725,-0.09814865677534763
ACH-000732,-0.04000943311067584
ACH-000734,-0.10122707847452968
ACH-000735,-0.07860550890349745
ACH-000736,-0.0950370739509468
ACH-000738,-0.03702909110774053
ACH-000746,0.10050007969623354
ACH-000747,-0.10442444916507984
ACH-000748,-0.10149730494260646
ACH-000753,-0.0939793592640972
ACH-000756,-0.2888206805778619
ACH-000757,0.04888538206353591
ACH-000758,0.010421965727161985
ACH-000760,-0.12489494877195095
ACH-000762,-0.00021372368425347802
ACH-000763,-0.06624128532512033
ACH-000764,-0.07882840370819988
ACH-000765,-0.06664569389955141
ACH-000766,-0.0948267407659192
ACH-000767,0.011313843518674272
ACH-000768,-0.014629474463853431
ACH-000769,0.025377669188255736
