,PPAP2C (8612)
ACH-000770,-0.14172026782536662
ACH-000771,-0.09238765106478547
ACH-000773,-0.00286576596800123
ACH-000776,-0.1375648134023542
ACH-000777,-0.17982692352089644
ACH-000778,-0.17017860057918646
ACH-000781,-0.09744486360441428
ACH-000782,-0.06278253366679587
ACH-000783,-0.1476464641405189
ACH-000784,-0.07241991490948316
ACH-000785,-0.1526900217153105
ACH-000787,-0.015117486699297312
ACH-000788,-0.09596995630115514
ACH-000791,-0.08973848342247694
ACH-000792,-0.34941088485073
ACH-000794,-0.058699509332096875
ACH-000796,-0.027844666017155108
ACH-000798,-0.3701264619086279
ACH-000799,-0.29103034038194736
ACH-000800,-0.20980479315265504
ACH-000802,-0.2665289378961209
ACH-000804,-0.05663350667714157
ACH-000805,-0.2111800043765389
ACH-000809,-0.06608424168611729
ACH-000810,0.14686928932331406
ACH-000811,-0.18424622430167226
ACH-000817,-0.13198947688219964
ACH-000819,-0.11929356509669962
ACH-000820,-0.14416106809120152
ACH-000821,-0.24915229306589556
ACH-000822,-0.06918370785073835
ACH-000823,-0.09434502307341573
ACH-000824,-0.07907579844538863
ACH-000827,-0.14204557618991576
ACH-000829,-0.2671477772704883
ACH-000831,-0.17931908870030933
ACH-000832,0.021469084431549268
ACH-000833,0.05875272841632489
ACH-000834,-0.1130631871890963
ACH-000835,-0.14463880166437462
ACH-000836,-0.1020879374554953
ACH-000837,-0.05682944583982653
ACH-000838,-0.0572570213282373
ACH-000839,-0.15057220997636078
ACH-000840,-0.060278202851914674
ACH-000841,-0.17880712331523949
ACH-000843,-0.24515235001796884
ACH-000846,-0.1751347214945353
ACH-000847,-0.08960343534816477
ACH-000848,-0.004955787838646181
ACH-000849,0.0015997325062753532
ACH-000851,-0.08771534941780931
ACH-000855,0.11212166473360956
ACH-000856,-0.1381536569282755
ACH-000858,-0.019802180908508986
ACH-000859,-0.19058561017485812
ACH-000861,-0.09809103469750956
ACH-000862,-0.1907785077620494
ACH-000865,-0.007691056068021394
ACH-000866,-0.0886726084524918
ACH-000867,-0.08860018837942109
ACH-000869,-0.025260945913404748
ACH-000872,-0.10786572232308457
ACH-000873,-0.18918969566160626
ACH-000876,-0.2404595976626949
ACH-000878,-0.2569213229658073
ACH-000880,-0.09699783846164528
ACH-000881,-0.08525938495197691
ACH-000882,-0.1032672704209471
ACH-000884,-0.13384923596472253
ACH-000885,-0.28182219902691336
ACH-000887,-0.024376795476223977
ACH-000889,-0.08037394159110364
ACH-000896,-0.07962475072013565
ACH-000898,-0.2070557143943109
ACH-000900,0.002311276153463847
ACH-000901,-0.1278641231744902
ACH-000905,-0.07563762080829542
ACH-000906,-0.08967480337403706
ACH-000907,-0.13799082116134292
ACH-000910,-0.04171921987112826
ACH-000911,-0.031177913187523137
ACH-000912,-0.13485627595003946
ACH-000913,-0.10139329837446652
ACH-000915,-0.12286667494616295
ACH-000916,0.2688779404783069
ACH-000917,-0.05164037631723152
ACH-000920,-0.3021485466062965
ACH-000921,-0.19049403787872754
ACH-000924,-0.0068488155847275045
ACH-000926,0.08576181410169134
ACH-000928,-0.17184006626053389
ACH-000929,-0.05793755985113092
ACH-000932,-0.035029811337709243
ACH-000935,-0.13857540393730244
ACH-000936,-0.14969431738721453
ACH-000937,-0.13814497074632467
ACH-000938,-0.06528521277764067
ACH-000939,-0.19040390592445064
ACH-000941,-0.19596295524308507
ACH-000943,0.014651789745475104
ACH-000946,-0.15986964315606936
ACH-000947,-0.08450114291396342
ACH-000948,-0.110183002995001
ACH-000950,-0.2889297869882864
ACH-000953,-0.12570958174430327
ACH-000954,-0.16030410840598733
ACH-000957,-0.0533670886724976
ACH-000958,0.014208694365492457
ACH-000960,0.00917296135066283
ACH-000963,-0.08359257223728928
ACH-000968,-0.11867875098141915
ACH-000969,-0.18489297068478025
ACH-000972,-0.12611196985996315
ACH-000973,-0.07282997711976588
ACH-000974,-0.11661631821749785
ACH-000978,-0.31092694137544497
ACH-000984,-0.1122793830391987
ACH-000986,-0.17276864438981607
ACH-000988,-0.15766364928398513
ACH-000993,-0.1992315533857266
ACH-000994,-0.08178997390659799
ACH-000996,0.019932151146394645
ACH-001001,-0.06753550960244539
ACH-001020,-0.0285843362047963
ACH-001028,-0.07160605457869786
ACH-001031,-0.09942260123315907
ACH-001038,-0.0504884811081308
ACH-001048,-0.08520634974619128
ACH-001050,-0.1228013779645232
ACH-001053,-0.0518209244153852
ACH-001054,-0.1266853642452436
ACH-001061,-0.09055101099753812
ACH-001067,-0.10832334498038312
ACH-001075,-0.09885179007954872
ACH-001096,-0.1449162874506406
ACH-001111,-0.04783157524249626
ACH-001119,-0.3489517811300392
ACH-001128,-0.2645214119496115
ACH-001134,-0.22652599984999294
ACH-001151,-0.1842952191861314
ACH-001163,-0.115460683146484
ACH-001164,-0.050118909456125744
ACH-001183,-0.1325542197501547
ACH-001192,-0.08462693468322838
ACH-001193,-0.13279696291989002
ACH-001196,-0.182648964939666
ACH-001197,-0.09428358817438856
ACH-001205,-0.09870653957440148
ACH-001211,-0.20964860127095586
ACH-001212,-0.06435332442949543
ACH-001228,-0.2681896227379857
ACH-001232,-0.11498836921750252
ACH-001239,-0.014216025146905203
ACH-001270,-0.02194044920721754
ACH-001274,-0.046579664893233265
ACH-001275,-0.10561080743243902
ACH-001277,-0.40266506300292615
ACH-001278,-0.03959377828304117
ACH-001280,-0.3775259390155704
ACH-001283,-0.25196325616482423
ACH-001289,-0.30695721227491063
ACH-001300,-0.14782330783266429
ACH-001301,-0.2656394506076846
ACH-001302,-0.3950367824508778
ACH-001306,-0.193675489011974
ACH-001318,-0.029249141244388557
ACH-001322,-0.14976533568304626
ACH-001328,-0.13344724601428734
ACH-001332,-0.07889508637252153
ACH-001336,0.012446128755954827
ACH-001346,-0.17572431254937426
ACH-001353,-0.10002323896544653
ACH-001354,-0.0945053398175853
ACH-001367,-0.09898068063631657
ACH-001368,-0.0139898730034233
ACH-001374,-0.2340570776766427
ACH-001377,-0.2519542802638269
ACH-001380,-0.08697545505312068
ACH-001391,-0.09790310094826124
ACH-001408,0.07508988507327627
ACH-001430,-0.11694642347896285
ACH-001431,0.03985586652583604
ACH-001450,-0.10791398318545516
ACH-001496,-0.008124778358657112
ACH-001500,-0.20593207335061514
ACH-001523,-0.11442777997028175
ACH-001532,-0.2048269420974088
ACH-001550,-0.13442291137704532
ACH-001552,-0.14401079554961094
ACH-001554,-0.13772792880451631
ACH-001654,-0.11280839362847755
ACH-001735,-0.14140327688783022
ACH-001736,-0.017460106287031766
ACH-001737,0.018145253819069243
ACH-001740,-0.04335142673104687
ACH-001745,-0.14897472704741718
ACH-001765,-0.11810540742186365
