,SARAF (51669)
ACH-000004,0.3168562887896028
ACH-000005,-0.03912150737278007
ACH-000007,0.12194619724710465
ACH-000009,0.20763916776744734
ACH-000011,0.12611479575297074
ACH-000012,0.11074641111976656
ACH-000013,0.12253851710074624
ACH-000014,0.0590172557611105
ACH-000015,0.12078207653860396
ACH-000017,0.14638610052428128
ACH-000018,0.3176970987319981
ACH-000019,-0.06613406734030235
ACH-000021,0.14393585096692627
ACH-000022,0.1054920712349944
ACH-000025,-0.03487357308497361
ACH-000028,0.050674150102013586
ACH-000030,0.16521573654709062
ACH-000035,0.0019664856214608928
ACH-000036,-0.08102386831399254
ACH-000037,-0.02625676582525612
ACH-000039,0.23167560899052697
ACH-000040,0.09597707143132936
ACH-000041,-0.045654717547474175
ACH-000042,0.11442254638857828
ACH-000045,0.2162013788141248
ACH-000047,0.061143982464429335
ACH-000052,0.049535452194697564
ACH-000053,0.03591729656764907
ACH-000054,0.16818453839006872
ACH-000055,0.08709134244559656
ACH-000060,0.05744464160366625
ACH-000067,0.04162090850796503
ACH-000070,0.07872438716479359
ACH-000075,-0.08632985472737828
ACH-000078,-0.08721005003638205
ACH-000082,0.01326133563805476
ACH-000085,0.15309425028256698
ACH-000086,0.10422373919326697
ACH-000087,-0.011482907723923646
ACH-000092,0.05477422233105062
ACH-000095,0.22712426318025794
ACH-000097,0.03214938616219845
ACH-000098,0.1550234689095199
ACH-000099,0.019149225289170086
ACH-000108,0.14359723785808126
ACH-000113,0.017032274906988828
ACH-000116,0.06748496900204788
ACH-000118,0.15722760006454495
ACH-000120,0.034603867809612485
ACH-000123,-0.02610653530594476
ACH-000127,0.10122457636852106
ACH-000128,0.10703258774483708
ACH-000132,0.07161212798885644
ACH-000133,0.08827051440221252
ACH-000137,-0.0018851018445289961
ACH-000138,0.12656972964198826
ACH-000142,0.05688987341765631
ACH-000143,0.06708937378579607
ACH-000146,0.01595048702869172
ACH-000148,0.10474713693457192
ACH-000150,0.21101351550152508
ACH-000152,0.03764366996196488
ACH-000153,0.2452875178620025
ACH-000159,0.015787185993937164
ACH-000160,0.04339009649315025
ACH-000163,0.13800635074223996
ACH-000167,0.4217113602374341
