,MZT1 (440145)
ACH-000004,-0.3170480998220517
ACH-000005,-0.2715945122185925
ACH-000007,-0.4754718434752011
ACH-000009,-0.4216405396424606
ACH-000011,-0.5046376300225172
ACH-000012,-0.7572530137069943
ACH-000013,-0.6177809105286366
ACH-000014,-0.4308807884037775
ACH-000015,-0.4780681846483759
ACH-000017,-0.6732652442072394
ACH-000018,-0.4563850416981458
ACH-000019,-0.7722553682432631
ACH-000021,-0.5242695424955096
ACH-000022,-0.4359480078933315
ACH-000025,-0.4240184818696068
ACH-000028,-0.6071165634521444
ACH-000030,-0.5420020473413873
ACH-000035,-0.527921331797259
ACH-000036,-0.4187354893991711
ACH-000037,-0.5332419864330694
ACH-000039,-0.3304253597916039
ACH-000040,-0.6293966578948105
ACH-000041,-0.2904078566741426
ACH-000042,-0.8181844704680316
ACH-000045,-0.3769704635554227
ACH-000047,-0.4967429004762511
ACH-000052,-0.7675545127290802
ACH-000053,-0.5909226878944985
ACH-000054,-0.455294870932726
ACH-000055,-0.5486649044580906
ACH-000060,-0.491877471954
ACH-000067,-0.6539567472206297
ACH-000070,-0.594357341119402
ACH-000075,-0.7115094189300627
ACH-000078,-0.4231257792298329
ACH-000082,-0.5144112086971734
ACH-000085,-0.5217044191162151
ACH-000086,-0.5835357077254382
ACH-000087,-0.4169852950633424
ACH-000092,-0.4422074396476299
ACH-000095,-0.4971102986787032
ACH-000097,-0.4359532351515227
ACH-000098,-0.6532011076681573
ACH-000099,-0.4395107806012679
ACH-000108,-0.4932431550424837
ACH-000113,-0.4419842371757831
ACH-000116,-0.5681248926591546
ACH-000118,-0.4783629271973942
ACH-000120,-0.5623180917646943
ACH-000123,-0.4086478815549145
ACH-000127,-0.5288947851524383
ACH-000128,-0.3737304760647993
ACH-000132,-0.5686090107238596
ACH-000133,-0.4511175135416893
ACH-000137,-0.6363099384932819
ACH-000138,-0.5546678748080528
ACH-000142,-0.6125573666755529
ACH-000143,-0.8851434170642627
ACH-000146,-0.5087010350664851
ACH-000148,-0.6022363026179139
ACH-000150,-0.4630049392428696
ACH-000152,-0.6045139000456952
ACH-000153,-0.5523128864998519
ACH-000159,-0.5023576152426203
ACH-000160,-0.8253441513234775
ACH-000163,-0.5721888044080594
ACH-000167,-0.7871668145512303
ACH-000168,-0.5074671449071115
ACH-000169,-0.8995221580573421
ACH-000178,-0.4776140753324272
ACH-000183,-0.5185052230038165
ACH-000188,-0.6113221736713003
ACH-000189,-0.5803604929914863
ACH-000190,-0.3786767422933507
ACH-000198,-0.3761703307540934
ACH-000203,-0.3514880037916219
ACH-000204,-0.8008620875558259
ACH-000206,-0.526031745120074
ACH-000207,-0.5159190348575786
ACH-000208,-0.7116878113169429
ACH-000210,-0.4360541786004026
ACH-000211,-0.4847883727729064
ACH-000215,-0.4757731289897658
ACH-000221,-0.5041729023980206
ACH-000222,-0.6372239077797054
ACH-000223,-0.5723355593854974
ACH-000226,-0.660581603130709
ACH-000227,-0.16130940336790675
ACH-000228,-0.4640018771530449
ACH-000231,-0.5197873785950714
ACH-000232,-0.6683484148439247
ACH-000233,-0.4953895491545356
ACH-000234,-0.4728066541278502
ACH-000235,-0.3524704433197866
ACH-000237,-0.6616979066663674
ACH-000238,-0.258116129335316
ACH-000242,-0.7407497164899443
ACH-000243,-0.3156689735727205
ACH-000244,-0.912744307568102
ACH-000246,-0.5062138153725942
ACH-000248,-0.43581401367749817
ACH-000250,-0.4689176937202597
ACH-000251,-0.4951915298368113
ACH-000252,-0.3967698832783867
ACH-000253,-0.1876242116629583
ACH-000255,-0.5445277014459237
ACH-000256,-0.5498234705033147
ACH-000257,-0.9144942758731612
ACH-000258,-0.4395916650708272
ACH-000259,-0.6032343928067669
ACH-000260,-0.5497086979308953
ACH-000261,-0.5432452095433644
ACH-000262,-0.5547284757507659
ACH-000263,-0.2616132480574488
ACH-000264,-0.5863420473333494
ACH-000265,-0.3707993798261495
ACH-000266,-0.4755468077271596
ACH-000272,-0.3290162597409796
ACH-000274,-0.30245637885740506
ACH-000277,-0.4187001609375531
ACH-000278,-0.6349830169712257
ACH-000279,-0.3370592994688233
ACH-000280,-0.5750577922984207
ACH-000281,-0.09255445704148284
ACH-000288,-0.5661997498991785
ACH-000291,-0.3088409173337061
ACH-000293,-0.7806767529184354
ACH-000294,-0.32683584817295763
ACH-000295,-0.33864803367326857
ACH-000296,-0.28150104580955315
ACH-000302,-0.6134131235378516
ACH-000304,-0.1510480472974592
ACH-000307,-0.5456185491796818
ACH-000308,-0.4351641014474888
ACH-000310,-0.6621976387022177
ACH-000311,-0.5342324869966355
ACH-000312,-0.6775907956792734
ACH-000315,-0.2987979792032325
ACH-000316,-0.7172741526400335
ACH-000317,-0.6016295772028208
ACH-000318,-0.5370279816969203
ACH-000319,-0.5156290041160169
ACH-000320,-0.40750972215045583
ACH-000322,-0.7997666977838498
ACH-000323,-0.5135435802185078
ACH-000324,-0.6751953297096002
ACH-000329,-0.3788986923462211
ACH-000330,-0.3336182830402161
ACH-000331,-0.8580324551016627
ACH-000332,-0.4136367284402889
ACH-000334,-0.3591611688072755
ACH-000335,-0.4981806432629256
ACH-000336,-0.24792495516052726
