,RRNAD1 (51093)
ACH-000004,0.039408338990238746
ACH-000005,-0.031718621067619045
ACH-000007,-0.14790237538017936
ACH-000009,-0.17793095314882018
ACH-000011,0.06010732887720841
ACH-000012,-0.12593493725828178
ACH-000013,-0.08378679795129564
ACH-000014,-0.14469543449976538
ACH-000015,-0.002131051085574909
ACH-000017,-0.035514145958500436
ACH-000018,0.03314950708813084
ACH-000019,-0.19632052538137096
ACH-000021,-0.08320039554563788
ACH-000022,-0.04611662851257275
ACH-000025,-0.09937373762634466
ACH-000028,0.010025662672931606
ACH-000030,-0.08771185251515139
ACH-000035,-0.0067591122011885245
ACH-000036,-0.1589115366369941
ACH-000037,-0.2194698769072624
ACH-000039,-0.2050342637341996
ACH-000040,0.01022784203443507
ACH-000041,0.027923220267110596
ACH-000042,-0.046488101912322666
ACH-000045,-0.10539392357962206
ACH-000047,-0.08119829042553288
ACH-000052,-0.1543927915830507
ACH-000053,-0.14383352024900709
ACH-000054,-0.04053080214134725
ACH-000055,-0.2846973359323134
ACH-000060,0.034162019440474985
ACH-000067,-0.1009871164450446
ACH-000070,-0.2322267220891473
ACH-000075,-0.10728331474220087
ACH-000078,-0.09037567471115283
ACH-000082,-0.12305178040465704
ACH-000085,-0.2926330838144509
ACH-000086,-0.2095257027310736
ACH-000087,-0.0928271845148398
ACH-000092,-0.13312820558112914
ACH-000095,-0.019777774859765285
ACH-000097,-0.13491148275377465
ACH-000098,-0.07787529387640417
ACH-000099,-0.1145745990498024
ACH-000108,-0.08110815368238157
ACH-000113,0.044979285209843185
ACH-000116,-0.09286575406042594
ACH-000118,0.02643912021635136
ACH-000120,-0.274487884691548
ACH-000123,-0.05689234728638251
ACH-000127,-0.16381472371978728
ACH-000128,-0.06406119442964557
ACH-000132,-0.11875234599110344
ACH-000133,-0.07843787922939001
ACH-000137,-0.12725727772486256
ACH-000138,-0.007820288571756016
ACH-000142,-0.05068590459546759
ACH-000143,-0.048179116912425816
ACH-000146,-0.12201099800822418
ACH-000148,-0.16253170240765255
ACH-000150,-0.06331869607635683
ACH-000152,0.038199025550321335
ACH-000153,-0.2570642255366776
ACH-000159,-0.02267269936328898
ACH-000160,0.04440523667571971
ACH-000163,-0.1933319243941413
ACH-000167,0.04658043127538123
ACH-000168,0.08003602904277027
ACH-000169,-0.22780092943484825
ACH-000178,-0.01434435361403184
ACH-000183,-0.10420181603481528
ACH-000188,0.027018258774629864
ACH-000189,-0.15922070917742828
ACH-000190,-0.010752909881195843
ACH-000198,-0.12104820171589488
ACH-000203,-0.01618890063062789
ACH-000204,-0.4341030764628199
ACH-000206,-0.1687800976335432
ACH-000207,0.029931529838302037
ACH-000208,-0.14681812253451773
ACH-000210,-0.21838935256799544
ACH-000211,-0.07047135315319375
ACH-000215,-0.02760997788482345
ACH-000221,-0.16058819250413753
ACH-000222,-0.17371182009664152
ACH-000223,-0.16643799019550887
ACH-000226,-0.04921837575998445
