,TSSC1 (7260)
ACH-000004,-0.1282327488098096
ACH-000005,0.08502681622348311
ACH-000007,-0.16167424328400135
ACH-000009,-0.1103422552220464
ACH-000011,-0.27440077596245915
ACH-000012,0.08859888798404653
ACH-000013,-0.2825870025285245
ACH-000014,-0.02627565879321931
ACH-000015,-0.35766789671433663
ACH-000017,-0.2902196816011157
ACH-000018,-0.14451518775228
ACH-000019,-0.07734467111722601
ACH-000021,-0.6196519874226876
ACH-000022,-0.10745453700326454
ACH-000025,-0.10206146495081564
ACH-000028,-0.028932270831242862
ACH-000030,-0.07831919514664604
ACH-000035,-0.2954355200632802
ACH-000036,-0.538470171398563
ACH-000037,-0.18184292242894867
ACH-000039,0.000117300113344577
ACH-000040,-0.3661806762103489
ACH-000041,-0.16951102823342065
ACH-000042,-0.20389672408171464
ACH-000045,0.20931297985385636
ACH-000047,-0.1110020205272419
ACH-000052,-0.1839971298793639
ACH-000053,-0.1485188758122673
ACH-000054,-0.220559653615134
ACH-000055,0.09158481208428762
ACH-000060,-0.016291984557541942
ACH-000067,0.001094590179336629
ACH-000070,-0.44599163622735905
ACH-000075,-0.2801892033366461
ACH-000078,-0.3073942122202455
ACH-000082,-0.06896880395070283
ACH-000085,-0.2529452933150565
ACH-000086,-0.1977740167787197
ACH-000087,-0.14417767785490795
ACH-000092,-0.2931056775845019
ACH-000095,-0.12856337754907507
ACH-000097,0.06334667491459307
ACH-000098,0.03237292394206378
ACH-000099,-0.5795931036883779
ACH-000108,-0.0845288774462728
ACH-000113,0.0017291866354908233
ACH-000116,-0.08784851099639314
ACH-000118,-0.03599338495817882
ACH-000120,-0.2043399294666224
ACH-000123,-0.2260889843734817
ACH-000127,-0.19587625913661294
ACH-000128,-0.0033754392475472627
ACH-000132,-0.1417609674415484
ACH-000133,-0.4345118770175768
ACH-000137,-0.07319338533582546
ACH-000138,-0.19366461329851548
ACH-000142,-0.3781162306920424
ACH-000143,-0.002535293475291092
ACH-000146,-0.17775077811124104
ACH-000148,-0.03933754443004777
ACH-000150,-0.05161001572724375
ACH-000152,-0.026040345779665863
ACH-000153,-0.20659909503247012
ACH-000159,-0.08076262895421937
ACH-000160,0.0356271058511032
ACH-000163,-0.3112133755132255
ACH-000167,-0.4782101599322059
ACH-000168,-0.21808790621748075
ACH-000169,-0.5398167611153794
ACH-000178,-0.3855984938084033
ACH-000183,-0.7211990712936512
ACH-000188,-0.26143096006010874
ACH-000189,-0.2354955795054615
ACH-000190,-0.117729187156236
ACH-000198,-0.09144782301940052
ACH-000203,0.058454611778755675
ACH-000204,-0.6315698447178623
ACH-000206,-0.4927831729835682
ACH-000207,-0.17643874931381304
ACH-000208,-0.04135512004202615
ACH-000210,-0.14578369333646815
ACH-000211,-0.1458510687565313
ACH-000215,-0.08285387702227001
ACH-000221,-0.019981629102006657
ACH-000222,-0.26914841826010244
ACH-000223,-0.07508092453087993
ACH-000226,-0.20540499121087166
ACH-000227,-0.3607587567336759
ACH-000228,-0.058910935264608534
ACH-000231,-0.3360222756332317
ACH-000232,0.0005682746811933888
ACH-000233,-0.4719912930145372
ACH-000234,-0.18962305026468326
ACH-000235,-0.4156777800164656
ACH-000237,-0.259058230948331
ACH-000238,-0.3624901195238943
ACH-000242,-0.3750089356899053
ACH-000243,-0.08296990446449004
ACH-000244,-0.06482449952868061
ACH-000246,-0.2845808714207988
ACH-000248,-0.2110651085005527
ACH-000250,-0.5442107575563272
ACH-000251,-0.3507417784841574
ACH-000252,-0.33277022225753633
ACH-000253,-0.29674267830553824
ACH-000255,-0.0827600473666682
ACH-000256,-0.2629809322196253
ACH-000257,-0.27003948408022105
ACH-000258,-0.1905766030261513
ACH-000259,-0.6469197740180114
ACH-000260,-0.14636034034533624
ACH-000261,-0.22708953489430855
ACH-000262,-0.5241465155101137
ACH-000263,-0.06156071257425815
ACH-000264,-0.011358859116268941
ACH-000265,0.06399586956859946
ACH-000266,-0.4115339450398169
ACH-000272,-0.5258243300578902
ACH-000274,0.1019326983226996
ACH-000277,-0.21272174048681827
ACH-000278,-0.2942197843110654
ACH-000279,-0.1468443940602562
ACH-000280,-0.2270864156054845
ACH-000281,-0.25579400614841785
ACH-000288,-0.17272610262669955
ACH-000291,0.105727441429301
ACH-000293,-0.1444217775219998
ACH-000294,-0.3170723472861384
ACH-000295,-0.23431846238416798
ACH-000296,-0.42796162964824197
ACH-000302,-0.2481736152816208
ACH-000304,-0.004990604162249787
ACH-000307,-0.4608356273658197
ACH-000308,-0.09073715895310784
ACH-000310,-0.1972269262758832
ACH-000311,-0.19656437096372625
ACH-000312,-0.15522527449528364
ACH-000315,-0.050635138066182
ACH-000316,-0.02677916672448456
ACH-000317,-0.24996104914952585
ACH-000318,-0.4429133302301687
ACH-000319,-0.3804348716527259
ACH-000320,-0.23927773146427786
ACH-000322,-0.06836548522167611
ACH-000323,-0.14509656196206572
ACH-000324,-0.19737546124118727
ACH-000329,-0.08931450319184066
ACH-000330,-0.158681384820522
ACH-000331,-0.17005179177081392
ACH-000332,-0.013808166133389829
ACH-000334,-0.1470505953851642
ACH-000335,-0.17845167961120093
ACH-000336,-0.28990960806774546
ACH-000337,-0.562725860004399
ACH-000338,-0.19892840373297035
ACH-000339,-0.12001524216305272
ACH-000341,-0.04426111014235446
ACH-000348,-0.19945344377000426
ACH-000350,0.003189739358283187
ACH-000352,-0.17873252136057546
ACH-000356,-0.4117553178097579
ACH-000361,-0.07862231509513806
ACH-000362,-0.10826047062653203
ACH-000363,-0.09080475800378787
ACH-000364,-0.2313339160205219
ACH-000365,-0.6261728640848261
ACH-000366,-0.3133298596038644
ACH-000368,-0.37279084044406907
ACH-000374,-0.5347545226439162
ACH-000375,0.014872845261845215
ACH-000376,-0.2698182129651488
ACH-000381,-0.13215250742511622
ACH-000383,-0.4150047352850184
ACH-000387,-0.08804719656555493
ACH-000389,-0.09980089071937234
ACH-000390,-0.3615995480788729
ACH-000393,-0.12604527326360107
ACH-000395,-0.30197066503379355
ACH-000396,-0.17208957924778012
ACH-000397,-0.5763940651261055
ACH-000401,-0.2839709183826413
ACH-000402,-0.26007961364726684
ACH-000403,-0.4956111910813403
ACH-000404,-0.2908271153613438
ACH-000406,0.02730116579126897
ACH-000407,-0.06719972250603218
ACH-000408,0.023459811947011237
ACH-000410,-0.22004881287115324
ACH-000411,-0.39759986242497
ACH-000414,-0.054917338938413884
ACH-000415,-0.31970986407644403
ACH-000416,-0.056262737892634425
ACH-000420,-0.34592147150821906
ACH-000421,-0.4531774310848112
ACH-000424,-0.3674535004507466
ACH-000425,-0.054227026031043804
ACH-000426,-0.2382684797050268
ACH-000427,-0.2289987549545503
ACH-000433,-0.12768087309741988
ACH-000435,-0.14902012849331064
ACH-000436,0.004933003265632697
ACH-000444,-0.29370247841390873
ACH-000445,-0.28632785310121084
ACH-000448,-0.10805069923914044
ACH-000450,-0.2849408804125776
