,PLAUR (5329)
ACH-000004,0.009134322514694329
ACH-000005,0.06765440492854882
ACH-000007,0.0008782486079082168
ACH-000009,-0.12400258916833018
ACH-000011,0.007983304332524496
ACH-000012,-0.02025505019271324
ACH-000013,-0.13587079808718386
ACH-000014,0.05465133317045425
ACH-000015,-0.15812217563744813
ACH-000017,0.15198054239938202
ACH-000018,-0.3867816500246399
ACH-000019,-0.126280131250189
ACH-000021,-0.13569928054280536
ACH-000022,0.03397286758453705
ACH-000025,-0.10112679482617128
ACH-000028,-0.09744055224684296
ACH-000030,-0.2915538237406589
ACH-000035,-0.12880387779208502
ACH-000036,0.08156647715955805
ACH-000037,-0.21946864003547908
ACH-000039,0.0650961245494699
ACH-000040,-0.022671026405577045
ACH-000041,0.0532678651319148
ACH-000042,0.007732072967326234
ACH-000045,0.052590919866559546
ACH-000047,-0.04048989349130127
ACH-000052,-0.17405838601231802
ACH-000053,-0.11584402953567415
ACH-000054,-0.1380152128193772
ACH-000055,0.05567736963045965
ACH-000060,0.04438490745883975
ACH-000067,-0.178313680301154
ACH-000070,-0.2819738920369879
ACH-000075,0.06839951461627414
ACH-000078,-0.07108195252823794
ACH-000082,-0.10346340322922276
ACH-000085,-0.04851150212214083
ACH-000086,-0.2843649665117957
ACH-000087,0.046298761783149726
ACH-000092,-0.2564060075546119
ACH-000095,-0.1120543641929101
ACH-000097,-0.0920620044902684
ACH-000098,-0.1200293417911606
ACH-000099,0.0013983272492754314
ACH-000108,-0.22860971524063156
ACH-000113,0.0031569722546847933
ACH-000116,0.0006820098077543784
ACH-000118,-0.041396264155296576
ACH-000120,-0.0620151799075462
ACH-000123,-0.16585312709935598
ACH-000127,0.031000176614068287
ACH-000128,-0.0627108637832827
ACH-000132,-0.13637932599529265
ACH-000133,-0.1570159126096808
ACH-000137,-0.0855956167946556
ACH-000138,-0.02516761044893561
ACH-000142,-0.19991984845916666
ACH-000143,-0.12199325337538952
ACH-000146,-0.0620106609547119
ACH-000148,-0.07492345614406429
ACH-000150,-0.10444229066797542
ACH-000152,-0.06701582750570516
ACH-000153,-0.12397269445477695
ACH-000159,0.023370362764566013
ACH-000160,-0.16472696260317207
ACH-000163,-0.04193423613058708
ACH-000167,0.16067404751717956
ACH-000168,0.06514835390304664
ACH-000169,-0.06803402490696851
ACH-000178,-0.09550323330248138
ACH-000183,0.014624668648263487
ACH-000188,-0.09692069774843852
ACH-000189,-0.11195041033099533
ACH-000190,0.015802814029004183
ACH-000198,-0.20038711452788066
ACH-000203,0.04314823671366684
ACH-000204,0.04218815064621986
ACH-000206,-0.31991461473679417
ACH-000207,-0.1464882120509043
ACH-000208,-0.05456223968289333
ACH-000210,-0.1257554423335897
ACH-000211,-0.0711650465512009
ACH-000215,-0.10033784764498672
ACH-000221,-0.040043915389706204
ACH-000222,-0.06747620295414446
ACH-000223,-0.06531514189977701
ACH-000226,-0.15960067521100588
ACH-000227,-0.2076138401895593
ACH-000228,-0.14273046704132988
ACH-000231,-0.053832491644441226
ACH-000232,-0.1502683884491052
ACH-000233,-0.0407698058466754
ACH-000234,-0.14593858765515028
ACH-000235,-0.07923594213514208
ACH-000237,-0.057259042656851986
ACH-000238,-0.10126779179933856
ACH-000242,-0.21829056975509745
ACH-000243,-0.05877257086216664
ACH-000244,0.08561812042860717
ACH-000246,-0.13564753591239329
ACH-000248,-0.12736494015468672
ACH-000250,-0.18191536719708032
ACH-000251,-0.3110857784286675
ACH-000252,-0.03669505112750472
ACH-000253,-0.023805288478592673
ACH-000255,-0.1380627949428878
ACH-000256,0.00694919958506873
ACH-000257,-0.027399028360089863
ACH-000258,0.15534241500478732
ACH-000259,-0.05167408134852578
ACH-000260,-0.07091300161930084
ACH-000261,-0.1728216544607372
ACH-000262,-0.15498872671289307
ACH-000263,-0.2462813620453486
ACH-000264,-4.3711962306705575e-05
ACH-000265,-0.16703756752483076
ACH-000266,-0.09889409943864623
ACH-000272,-0.08487355041335556
ACH-000274,-0.019366283943006
ACH-000277,0.01467141713394128
ACH-000278,-0.05861969697933742
ACH-000279,0.006884103582029187
ACH-000280,0.0054061935818829395
ACH-000281,0.08705611737255281
ACH-000288,0.07884130274559105
ACH-000291,-0.2557075259941909
ACH-000293,-0.08013281208034954
ACH-000294,-0.06443406505663464
ACH-000295,-0.020912951819506767
ACH-000296,-0.006870301364515277
ACH-000302,-0.15167931863165302
ACH-000304,0.20129658975021286
ACH-000307,0.07349166199487568
ACH-000308,-0.1586827516626962
ACH-000310,-0.017555958570334245
ACH-000311,0.005901425222149407
ACH-000312,0.0052375274468069435
ACH-000315,0.2187960726839176
ACH-000316,0.05798699876094785
ACH-000317,0.08113161318403432
ACH-000318,0.0074861139587610905
ACH-000319,-0.19164312936357347
ACH-000320,0.0519406265059783
ACH-000322,0.049258307415629456
ACH-000323,-0.003578413170618775
ACH-000324,-0.14516891403241666
ACH-000329,-0.020740243186335255
ACH-000330,-0.15393464650767602
ACH-000331,-0.04906474712791119
ACH-000332,0.018482119065236526
ACH-000334,-0.11105141054293932
ACH-000335,-0.2013591435433132
ACH-000336,0.27067333210095235
ACH-000337,0.16549411250539572
ACH-000338,-0.3426820976567322
ACH-000339,-0.18081969627772515
ACH-000341,0.0036166444032799047
ACH-000348,-0.01947182982782041
ACH-000350,-0.0968747966260594
ACH-000352,-0.060678892681696336
ACH-000356,0.08967192662046655
ACH-000361,0.07635533752501243
ACH-000362,-0.20948937807279466
ACH-000363,-0.058755265577830125
ACH-000364,-0.13120363074581787
ACH-000365,-0.08387295679739909
ACH-000366,-0.10556255938799404
ACH-000368,-0.12054729929349975
ACH-000374,-0.016033672105163238
ACH-000375,-0.24868350838372974
ACH-000376,-0.15203239886690362
ACH-000381,-0.11677601202042875
ACH-000383,-0.1982881329405256
ACH-000387,-0.05027131358162201
ACH-000389,-0.06307807435627068
ACH-000390,-0.13324598917226196
ACH-000393,-0.1646868678190103
ACH-000395,-0.01658062023309789
ACH-000396,-0.22221393587686936
ACH-000397,-0.1142761334771224
ACH-000401,-0.12796845529980913
ACH-000402,-0.07967632538115448
ACH-000403,-0.03316205788756539
ACH-000404,-0.02437861641330115
ACH-000406,0.03280951168156985
ACH-000407,-0.05311823805272662
ACH-000408,-0.09019537202312124
ACH-000410,-0.0659856922511338
ACH-000411,-0.0949108512908274
ACH-000414,0.007285240153229875
ACH-000415,-0.1641299255851099
ACH-000416,-0.06931523605356534
ACH-000420,-0.15447453285117058
ACH-000421,-0.16071776303650154
ACH-000424,-0.21220159518744808
ACH-000425,-0.050201186754059525
ACH-000426,-0.1275214662344677
ACH-000427,-0.11219815970181134
ACH-000433,-0.08126356281653556
ACH-000435,-0.1836182961313013
ACH-000436,-0.24371475232357426
ACH-000444,-0.03750405445219086
ACH-000445,-0.15955343996471608
ACH-000448,-0.0012224201718618224
ACH-000450,-0.17721151132774307
ACH-000452,-0.14024074153123406
ACH-000454,-0.2136941072721147
ACH-000458,-0.07742051597371195
ACH-000459,0.03718018006180667
ACH-000460,-0.2693364563971854
ACH-000461,-0.17932562085031076
ACH-000463,-0.22328205985076546
ACH-000464,0.036636365684049016
ACH-000466,-0.05218458444139255
ACH-000467,-0.008217469390567774
ACH-000468,-0.21701053456420585
ACH-000469,-0.1387131610401445
ACH-000470,-0.03242940792877533
ACH-000471,-0.09637920960962316
ACH-000472,-0.14493275439979955
ACH-000473,-0.026802237992146368
ACH-000475,-0.002531768017061931
ACH-000476,-0.03472729111377418
ACH-000477,0.022619825904510244
ACH-000479,0.013083295088491634
ACH-000480,-0.19556832764202925
ACH-000481,-0.20769404276490908
ACH-000483,-0.05625709232212897
ACH-000484,-0.08983716560152609
ACH-000485,-0.03432520572108373
ACH-000486,-0.21514472101326454
ACH-000487,0.02044754409435644
ACH-000488,-0.08255731234560272
ACH-000490,-0.2707500010041219
ACH-000491,0.062164898625785114
ACH-000495,-0.1284095701915119
ACH-000496,-0.08091315231648155
ACH-000499,0.07410839655924831
ACH-000500,-0.2743076306754091
ACH-000502,-0.057155715094534564
ACH-000503,-0.060070586359521276
ACH-000505,0.018920753301532933
ACH-000507,-0.030333335624142883
ACH-000510,-0.31691395890074553
ACH-000511,-0.08321645911219908
ACH-000512,-0.11748175190046935
ACH-000516,-0.018955714235341783
ACH-000517,-0.24654452879307345
ACH-000518,0.1248044368800754
ACH-000520,-0.035402503009175516
ACH-000521,0.05535010304615578
ACH-000522,-0.121281888662953
ACH-000524,-0.1561350892132016
ACH-000527,-0.14853809121143524
ACH-000528,0.04869735591456945
ACH-000537,-0.08985435959079212
ACH-000541,0.0010386097415167957
ACH-000542,-0.2439682015356765
ACH-000544,-0.05905178717496535
ACH-000545,-0.01821424738528319
ACH-000547,-0.1700469997249106
ACH-000548,-0.12475977998787392
ACH-000549,-0.02763633471777877
ACH-000550,0.06231338746355775
ACH-000552,-0.09272985734965572
ACH-000556,-0.0512176600065978
ACH-000557,-0.016275242125588382
ACH-000569,0.05888155970916612
ACH-000570,-0.02888797594334965
ACH-000571,-0.14347775035807564
ACH-000573,-0.14993639641805373
ACH-000576,-0.011992241719044087
ACH-000579,0.2844812779805079
ACH-000580,0.02963224171048338
ACH-000584,-0.15127472388391452
ACH-000585,-0.07025183805031579
ACH-000588,-0.21421990102105606
ACH-000589,-0.029897666843651107
ACH-000591,-0.0719779655277261
ACH-000593,-0.2351318820905888
ACH-000600,-0.10752644059121873
ACH-000601,-0.0302823551306552
ACH-000605,-0.036457908168712534
ACH-000606,-0.1455737400227642
ACH-000608,-0.1957851805470171
ACH-000614,0.12871531071124984
ACH-000616,-0.04798772229844709
ACH-000618,0.007839756265988979
ACH-000619,-0.10753202346818154
ACH-000620,-0.0797138782671329
ACH-000621,-0.12454502300304444
ACH-000622,0.006349273804559145
ACH-000623,-0.18889932207777405
ACH-000624,-0.06480547333704398
ACH-000627,-0.2596247910746696
ACH-000630,-0.07015977833548251
ACH-000631,-0.0874934319898966
ACH-000632,-0.121351423869234
ACH-000633,0.10384552081754043
ACH-000637,-0.13600565920120858
ACH-000638,-0.2124143214481516
ACH-000646,-0.30496643197671136
ACH-000647,-0.06526782769289778
ACH-000648,-0.1020102475437584
ACH-000649,-0.05923782494180335
ACH-000651,-0.13975492375358195
ACH-000652,-0.05779519695238203
ACH-000653,-0.10996439710100636
ACH-000657,-0.09845866535598806
ACH-000658,-0.008378304377734621
ACH-000661,-0.021618828035057103
ACH-000662,-0.2648213992508065
ACH-000663,-0.030641531728765974
ACH-000665,0.025933471050505388
ACH-000671,-0.09462217714283216
ACH-000672,-0.43012145444572414
ACH-000673,-0.05784036426956129
ACH-000676,0.11339872296903415
ACH-000677,-0.039385331359716905
ACH-000681,-0.09711076526182803
ACH-000683,-0.1074606641229153
ACH-000684,-0.07827047175026937
ACH-000688,-0.2718937299076171
ACH-000693,-0.16227870563934674
ACH-000694,-0.24005596089723974
ACH-000695,0.1514288117572017
ACH-000696,-0.2132109929862176
ACH-000697,-0.11746404661825592
ACH-000699,-0.1126345151475928
ACH-000701,-0.06149727624725102
ACH-000706,0.0023075092621350555
ACH-000711,-0.09113402105016076
ACH-000713,-0.1450338410802551
ACH-000714,0.05252968347522709
ACH-000718,-0.06529294002624908
ACH-000720,-0.1799677998681429
ACH-000721,-0.15839026336396375
ACH-000724,-0.10940304600443604
ACH-000725,-0.1818995498551284
ACH-000732,-0.1906456743284816
ACH-000734,0.035403574687177565
ACH-000735,-0.1500512378065472
ACH-000736,-0.09287536291540656
ACH-000738,-0.08493485817004626
ACH-000746,-0.09326239329075298
ACH-000747,-0.21501975613550933
ACH-000748,-0.14785235035608038
ACH-000753,0.030235093088747524
ACH-000756,-0.2767666993474613
ACH-000757,-0.20524918149119825
ACH-000758,-0.028897256024301494
ACH-000760,-0.027147074295482833
ACH-000762,-0.25960577493100584
ACH-000763,-0.11964461238119685
ACH-000764,-0.09133840696435326
ACH-000765,-0.018205578384458125
ACH-000766,-0.16750244192702296
ACH-000767,0.14667245552237884
