,ENTPD2 (954)
ACH-000004,-0.011528065880686887
ACH-000005,-0.035562055428562875
ACH-000007,-0.1174873325989272
ACH-000009,-0.2079356126706267
ACH-000011,-0.12816958431353587
ACH-000012,-0.1082302519161579
ACH-000013,-0.19159954622777067
ACH-000014,-0.019979387634702982
ACH-000015,-0.13405728679677045
ACH-000017,-0.22303970326910652
ACH-000018,-0.028078515703196333
ACH-000019,-0.12248105102592205
ACH-000021,-0.1471528182590204
ACH-000022,-0.13114934593990668
ACH-000025,0.07457357049200494
ACH-000028,-0.03963919148380439
ACH-000030,-0.08415483314864998
ACH-000035,-0.04356651176033903
ACH-000036,-0.07565026717994135
ACH-000037,-0.14331030118136526
ACH-000039,-0.05457497852051296
ACH-000040,-0.1681508137382215
ACH-000041,-0.1685170352007037
ACH-000042,-0.20050020445029185
ACH-000045,-0.16839408840809825
ACH-000047,-0.03534621616024753
ACH-000052,-0.11462479061928715
ACH-000053,-0.15202014377540868
ACH-000054,-0.1390497949021176
ACH-000055,0.053027389858133024
ACH-000060,-0.12623099302608595
ACH-000067,-0.09408900887915216
ACH-000070,-0.03688047574824383
ACH-000075,0.08203437861330493
ACH-000078,-0.21308888375445104
ACH-000082,-0.06757115498143818
ACH-000085,-0.3801351063267549
ACH-000086,-0.1180425322205885
ACH-000087,-0.2449569955630257
ACH-000092,-0.13134851637118905
ACH-000095,-0.2075148583449599
ACH-000097,-0.07898258392816768
ACH-000098,-0.04070617148131563
ACH-000099,-0.1799100252936758
ACH-000108,-0.0927760094128598
ACH-000113,-0.031963304044260565
ACH-000116,-0.13927980924791866
ACH-000118,-0.047519469457405546
ACH-000120,-0.14329989348253594
ACH-000123,-0.08797547264533788
ACH-000127,-0.1216150514914406
ACH-000128,-0.17048982063319726
ACH-000132,-0.1347084335830306
ACH-000133,-0.08408112240226913
ACH-000137,-0.026717258336038458
ACH-000138,-0.15583235692199032
ACH-000142,-0.150267228368263
ACH-000143,-0.2394727808689149
ACH-000146,-0.12937882573910758
ACH-000148,-0.1488757001154761
ACH-000150,-0.08834222715632925
ACH-000152,-0.06142386691948053
ACH-000153,-0.0028308731956699154
ACH-000159,-0.14404606642893844
ACH-000160,-0.1703466866944808
ACH-000163,-0.07813072241001026
ACH-000167,-0.02891855861619437
ACH-000168,-0.3405720445908845
ACH-000169,-0.16582251791172944
ACH-000178,-0.12796475624007872
ACH-000183,0.008784405832663789
ACH-000188,-0.09755439675128147
ACH-000189,-0.03730539662486036
ACH-000190,0.02743764663335264
ACH-000198,-0.16676450007830745
ACH-000203,0.07929946413335222
ACH-000204,-0.04663940826997178
ACH-000206,-0.03840162715234535
ACH-000207,-0.24876655001254605
ACH-000208,-0.15870343236571904
ACH-000210,-0.03933889841511527
ACH-000211,-0.14433033717141544
ACH-000215,-0.24360033354006275
ACH-000221,-0.05328386180055717
ACH-000222,-0.2695758629752629
ACH-000223,-0.09557746028419846
ACH-000226,-0.07714131221030059
ACH-000227,-0.035508997214817865
ACH-000228,-0.10795254635697243
ACH-000231,-0.14281677811963572
ACH-000232,-0.0034043661223876216
ACH-000233,-0.13339056056999715
ACH-000234,-0.0971257001143189
ACH-000235,-0.1764392913692684
ACH-000237,-0.10788152353570954
ACH-000238,-0.38219444386063095
ACH-000242,-0.12805162423257768
ACH-000243,-0.08366928643355588
ACH-000244,-0.1921623389566529
ACH-000246,-0.13352968994029915
ACH-000248,-0.04706645908870728
ACH-000250,-0.2744565123156372
ACH-000251,-0.10159827730865134
ACH-000252,-0.14643273546172375
ACH-000253,-0.20868694042445726
ACH-000255,-0.24043078462721595
ACH-000256,-0.009302164042900992
ACH-000257,-0.031112154603109867
ACH-000258,-0.04879064110276723
ACH-000259,-0.1473670517275539
ACH-000260,-0.15075870709745548
ACH-000261,-0.07957621575177679
ACH-000262,-0.18704856637048745
ACH-000263,-0.08015274904468864
ACH-000264,-0.14499729861776472
ACH-000265,-0.014843887950454472
ACH-000266,-0.18840816608416847
ACH-000272,-0.16197706679715967
ACH-000274,-0.19534506222754305
ACH-000277,-0.25040488736191663
ACH-000278,-0.05012413966671889
ACH-000279,-0.20311721403002045
ACH-000280,-0.24616663172395825
ACH-000281,-0.16197631785864464
ACH-000288,0.025114993365499556
ACH-000291,-0.10786146462746844
ACH-000293,-0.12755745809435087
ACH-000294,-0.16518890756914995
ACH-000295,-0.22902627180309426
ACH-000296,-0.01758424218963845
ACH-000302,-0.1059613651864664
ACH-000304,-0.13023674575271602
ACH-000307,-0.10283332547407784
ACH-000308,-0.12599494475155293
ACH-000310,-0.254234260587309
ACH-000311,-0.09566903153060566
ACH-000312,-0.20229817896523106
ACH-000315,-0.2061779146567338
ACH-000316,-0.15991418951991354
ACH-000317,-0.18452548187267764
ACH-000318,-0.03246765402133475
ACH-000319,-0.07035525080244134
ACH-000320,-0.17295265909721838
ACH-000322,-0.12289115433137965
ACH-000323,-0.044105296834339454
ACH-000324,-0.21300018087228292
ACH-000329,-0.2136188145701552
ACH-000330,-0.07442856053637352
ACH-000331,-0.06713408638152674
ACH-000332,-0.16407187615345292
ACH-000334,-0.09008654308012333
ACH-000335,-0.05465017800760619
ACH-000336,-0.036182564706231865
ACH-000337,-0.23085538855621698
ACH-000338,-0.3120471454549394
ACH-000339,-0.1485250557288643
