,AP5Z1 (9907)
ACH-000004,-0.025344256742226488
ACH-000005,-0.03722189995940738
ACH-000007,-0.08415150426178594
ACH-000009,0.07714618992830276
ACH-000011,-0.13866912705335865
ACH-000012,-0.0022440156464373635
ACH-000013,-0.011221891169497695
ACH-000014,0.007813806860348492
ACH-000015,-0.05009043419285576
ACH-000017,0.05869465248514787
ACH-000018,0.03429592830140005
ACH-000019,0.03033268147195403
ACH-000021,0.15388547755533385
ACH-000022,0.11701914799720894
ACH-000025,-0.058295482536321025
ACH-000028,-0.030118845641274827
ACH-000030,0.06464003381257387
ACH-000035,0.02689155719689473
ACH-000036,-0.04127783847266021
ACH-000037,-0.01703987845993471
ACH-000039,0.0014188553008919955
ACH-000040,0.042596071811460884
ACH-000041,0.06345242907534722
ACH-000042,-0.05827838152457444
ACH-000045,-0.06229038341445869
ACH-000047,-0.012437484977265757
ACH-000052,-0.047197038756973585
ACH-000053,0.02130788940483824
ACH-000054,-0.07922836433762243
ACH-000055,-0.114373242729182
ACH-000060,-0.008306743257354041
ACH-000067,0.06971350070090489
ACH-000070,-0.24841132749934575
ACH-000075,-0.1509638171119943
ACH-000078,0.1655023118873866
ACH-000082,-0.23910440448417025
ACH-000085,-0.17225918321482908
ACH-000086,0.010127789291325849
ACH-000087,0.0764585137033041
ACH-000092,-0.030048768045029237
ACH-000095,0.07253243573122982
ACH-000097,-0.11975746075340238
ACH-000098,0.04346674677855238
ACH-000099,-0.15639727495815647
ACH-000108,-0.1860207554195437
ACH-000113,0.08140946185966502
ACH-000116,-0.001963152236369564
ACH-000118,0.04306315162041192
ACH-000120,-0.1001268670299382
ACH-000123,-0.01847998631542316
ACH-000127,0.09634714393598556
ACH-000128,0.07099230971641912
ACH-000132,0.060524848199472535
ACH-000133,-0.012799077988871229
ACH-000137,-0.1173778980392473
ACH-000138,0.07767876561040503
ACH-000142,0.03518155207429138
ACH-000143,-0.0032190212801035964
ACH-000146,-0.1191003232801439
ACH-000148,0.028861905889459395
ACH-000150,0.13655362740310076
ACH-000152,-0.05489635656408338
ACH-000153,0.2007635217074439
ACH-000159,0.02900712610407662
ACH-000160,-0.06649009075550867
ACH-000163,-0.010526065567945836
ACH-000167,-0.4062928468418494
ACH-000168,-0.007855287753894113
ACH-000169,-0.3120491342808656
ACH-000178,-0.07189096840191139
ACH-000183,0.06137699259241691
ACH-000188,-0.03406920833544618
ACH-000189,0.010643920981165962
ACH-000190,-0.01035840902429102
ACH-000198,-0.04373815009661815
ACH-000203,0.641958660930542
ACH-000204,0.2667452556839958
ACH-000206,-0.04393644338556299
ACH-000207,0.054720339779399385
ACH-000208,-0.13330553525456404
ACH-000210,0.18910578239838896
ACH-000211,-0.044255734909423215
ACH-000215,-0.09887799442263867
ACH-000221,-0.04500040658619852
ACH-000222,-0.036679099401539766
ACH-000223,-0.03603345071914305
ACH-000226,0.038087619513684175
ACH-000227,-0.0765322478211023
ACH-000228,-0.009715544839441566
ACH-000231,0.022538151285302916
ACH-000232,0.1106136209268904
ACH-000233,0.04288781568825032
ACH-000234,0.03796408063956569
ACH-000235,0.010498764367918034
ACH-000237,-0.1193885279798974
ACH-000238,-0.0801640083671401
ACH-000242,-0.11775601988191013
ACH-000243,0.013053649116013295
ACH-000244,-0.07458140819943311
ACH-000246,-0.0070304082511189105
ACH-000248,0.08907409239356531
ACH-000250,-0.04907474950248539
ACH-000251,-0.1629780440128801
ACH-000252,0.1711941749323317
ACH-000253,0.07918024136563415
ACH-000255,0.2612386700435903
ACH-000256,-0.1139242874194017
ACH-000257,-0.2954921531514955
ACH-000258,0.06139277535860167
ACH-000259,-0.09714556937048567
ACH-000260,0.029118696109809317
ACH-000261,0.0005029219646450581
ACH-000262,0.012624523660149406
ACH-000263,-0.13098332940684884
ACH-000264,-0.09617241081285983
ACH-000265,0.07739900368253237
ACH-000266,-0.102648431325038
ACH-000272,-0.0259033542276379
ACH-000274,-0.11788274994198072
ACH-000277,0.09999437817669757
ACH-000278,-0.11966427160723808
ACH-000279,0.0062719621210438675
ACH-000280,-0.013461188102874468
ACH-000281,-0.19354144900866155
ACH-000288,-0.08136905434726607
ACH-000291,-0.06816280865513774
ACH-000293,0.11854952285018147
ACH-000294,0.021970747916552645
ACH-000295,0.2438644995624336
ACH-000296,0.16987739889278022
ACH-000302,-0.020976874566410314
ACH-000304,-0.06612988849777555
ACH-000307,0.09646178903656516
ACH-000308,-0.02777426001999622
ACH-000310,-0.005674116723201867
ACH-000311,-0.1118091873171465
ACH-000312,-0.12951182484950555
ACH-000315,-0.08817808961167532
ACH-000316,-0.051584464984425565
ACH-000317,0.08365186535244032
ACH-000318,0.011186957851653826
ACH-000319,-0.058737268083359974
ACH-000320,-0.1758260111691825
ACH-000322,-0.11736762392019832
ACH-000323,0.03241820735324658
ACH-000324,0.09329817352632636
ACH-000329,-0.04576777466016669
ACH-000330,-0.11463488645016147
ACH-000331,-0.07030700107203817
ACH-000332,-0.1103218789950857
ACH-000334,-0.1196987280680051
ACH-000335,0.19543053885725992
ACH-000336,0.01922272028104349
ACH-000337,-0.10301211762102293
ACH-000338,-0.05670270023498899
ACH-000339,0.03991055746490442
ACH-000341,0.09861131300810372
ACH-000348,0.053542288403991285
ACH-000350,-0.026199882056612386
ACH-000352,0.07033826604225789
ACH-000356,0.07240076984020381
ACH-000361,-0.019957172772437408
ACH-000362,0.044142217008996135
ACH-000363,-0.02448813376916104
ACH-000364,-0.10851052179105347
ACH-000365,-0.04063863966619145
ACH-000366,0.02967157293502682
ACH-000368,0.0032355165942483297
ACH-000374,0.014402506980605757
ACH-000375,-0.06191848691463549
ACH-000376,0.018370697661033983
ACH-000381,0.05747246056856185
ACH-000383,-0.044044363350880564
ACH-000387,0.028204102934704014
ACH-000389,0.04857504017316423
ACH-000390,-0.04327760278152866
ACH-000393,-0.09668930677819973
ACH-000395,-0.04326881617230886
ACH-000396,-0.33786145591474515
ACH-000397,-0.05605723058120474
ACH-000401,0.054771837058415235
ACH-000402,-0.05720204954724335
ACH-000403,-0.19969204749885927
ACH-000404,-0.14443673091770975
ACH-000406,0.05847011659627064
ACH-000407,0.027679836114431814
ACH-000408,-0.09309817537055144
ACH-000410,0.002433717521333872
ACH-000411,-0.05055675951122704
ACH-000414,-0.009964357203867416
ACH-000415,-0.012172992743126995
ACH-000416,-0.01049296631603328
ACH-000420,-0.03846281160519095
ACH-000421,0.005101729359061592
ACH-000424,-0.11176570385319552
ACH-000425,-0.046643677520295884
ACH-000426,0.0008747875427246545
ACH-000427,0.09527676840890913
ACH-000433,-0.07114312834736485
ACH-000435,-0.2620642770491112
ACH-000436,-0.07171490622853513
ACH-000444,-0.1674809866943348
ACH-000445,-0.07526367855421201
ACH-000448,0.0005180171744518047
ACH-000450,0.002856279137469648
ACH-000452,-0.07958795126008153
ACH-000454,-0.0480319008438669
ACH-000458,0.10939736963991413
ACH-000459,-0.038020104276524
ACH-000460,-0.061323898766163724
ACH-000461,-0.01133763547908251
ACH-000463,-0.05441224374460068
ACH-000464,-0.10741615901425676
ACH-000466,-0.05235846875919442
ACH-000467,-0.03385062001396978
ACH-000468,0.14387888287190334
ACH-000469,0.04284091744093106
ACH-000470,0.012042599860933437
ACH-000471,-0.0458017081720695
ACH-000472,0.0032627343834884326
ACH-000473,-0.0419988589828044
ACH-000475,-0.020310092389123315
ACH-000476,0.08630168414930338
ACH-000477,-0.02033490073433873
ACH-000479,0.03656891225052275
ACH-000480,-0.06261158728657656
ACH-000481,-0.05037462793624031
ACH-000483,-0.17532245180348005
ACH-000484,0.07827226865144765
ACH-000485,-0.017670797962467615
ACH-000486,0.01337712564424434
ACH-000487,-0.027388813054624688
ACH-000488,-0.02787364591810132
ACH-000490,-0.02503353178143049
ACH-000491,-0.0853402576036272
ACH-000495,0.15829599394618848
ACH-000496,-0.07593802689456107
ACH-000499,0.03550000251042736
ACH-000500,-0.16978856125795833
ACH-000502,-0.09712657645515052
ACH-000503,-0.0400009873318098
ACH-000505,0.06983889167153745
ACH-000507,0.11882770766049032
ACH-000510,-0.020329130414669223
ACH-000511,6.116593751406902e-05
ACH-000512,-0.00886475697496988
ACH-000516,-0.07090205482357051
ACH-000517,-0.031540771082200464
ACH-000518,0.08709720504305428
ACH-000520,0.019635662437160327
ACH-000521,-0.10560541284381232
ACH-000522,-0.03890640428155501
ACH-000524,0.04442762529741448
ACH-000527,-0.07366355218469123
ACH-000528,0.030459354460260494
ACH-000537,0.08463151780198858
ACH-000541,-0.15639770260231162
ACH-000542,0.018197669543555717
ACH-000544,-0.062070856198706774
ACH-000545,0.059893434076522124
ACH-000547,0.13935182083483744
ACH-000548,0.11797407929895735
ACH-000549,-0.014594864854202203
ACH-000550,-0.14166144794831295
ACH-000552,-0.04993245993937015
ACH-000556,0.1541774354894857
ACH-000557,0.04706498836980761
ACH-000569,-0.1830966110445868
ACH-000570,0.0017871035899843324
ACH-000571,-0.08067189484551911
ACH-000573,-0.03592281318555689
ACH-000576,-0.01859340608718054
ACH-000579,0.03741033880777013
ACH-000580,-0.08396637986266924
ACH-000584,-0.045318587965758696
ACH-000585,0.04581444231198017
ACH-000588,0.02975154945574716
ACH-000589,-0.04781908747619133
ACH-000591,-0.05096922651786536
ACH-000593,-0.05509932547229124
ACH-000600,0.0762921306854106
ACH-000601,0.015809673843100752
ACH-000605,-0.03559452594628145
ACH-000606,-0.012140743304184765
ACH-000608,-0.1644527057033754
ACH-000614,-0.01341079117026448
ACH-000616,-0.0656837334531534
ACH-000618,-0.06353016784641953
ACH-000619,-0.12227392221348972
ACH-000620,-0.09565044112154816
ACH-000621,0.0019312356031238281
ACH-000622,0.17331070791596498
ACH-000623,-0.13307334123832482
ACH-000624,0.11048944850865236
ACH-000627,-0.017122292222140602
ACH-000630,-0.03813882199414953
ACH-000631,-0.19225206657608115
ACH-000632,-0.05280420850354799
ACH-000633,-0.0872988706350283
ACH-000637,0.07678862824540943
ACH-000638,-0.07815971402480537
ACH-000646,-0.1634877014004086
ACH-000647,0.08001658255086898
ACH-000648,0.011409922226051942
ACH-000649,0.009774234766792159
ACH-000651,0.0557598438813027
ACH-000652,0.14826821100441406
ACH-000653,0.026882338608085903
ACH-000657,-0.07653216950594229
ACH-000658,0.0991305911994795
ACH-000661,-0.0110147586104871
ACH-000662,-0.04383230457392708
ACH-000663,-0.15893282445350013
ACH-000665,0.09581998256850993
ACH-000671,0.004322932520587783
ACH-000672,0.33246653225226497
ACH-000673,-0.012520701311997123
ACH-000676,0.10853129467465568
ACH-000677,-0.23048540337693255
ACH-000681,-0.07761523529357417
ACH-000683,-0.10103137957221134
ACH-000684,-0.07085474273382775
ACH-000688,-0.12650469831143024
ACH-000693,0.08777949774121636
ACH-000694,-0.019967715836286
ACH-000695,-0.10168832433129693
ACH-000696,-0.07543569790564962
ACH-000697,0.042831520065397116
ACH-000699,-0.042297080425880866
ACH-000701,-0.2659106126352941
ACH-000706,-0.012192880009545944
ACH-000711,-0.04084760422244652
ACH-000713,-0.1902490985593942
ACH-000714,0.1922424607692441
ACH-000718,0.1480258319986031
ACH-000720,-0.07476628646002989
ACH-000721,-0.021977152020971627
ACH-000724,-0.16099076341034532
ACH-000725,-0.08990559166856804
ACH-000732,0.01969506220087495
ACH-000734,0.07074668833781733
ACH-000735,-0.031290986150703144
ACH-000736,0.013465276295362044
ACH-000738,0.08445384166886298
ACH-000746,0.1070597375879742
ACH-000747,0.059499883355504636
ACH-000748,-0.061071930988715536
ACH-000753,0.03582528830449196
ACH-000756,0.09236980607482684
ACH-000757,-0.049476203015796916
ACH-000758,0.1852347140262359
ACH-000760,-0.10312850937330978
ACH-000762,-0.0946983198626274
ACH-000763,0.09931035616838188
ACH-000764,-0.11920698446085384
ACH-000765,0.009105667593754491
ACH-000766,-0.04113209289803396
ACH-000767,-0.11753051878194595
ACH-000768,0.13481405458119827
ACH-000769,0.2018572010242105
ACH-000770,-0.034120813239321465
ACH-000771,0.17068625705203433
ACH-000773,0.00823165475015144
ACH-000776,-0.05385427626777882
ACH-000777,-0.1706085323482794
ACH-000778,0.0964544822396235
ACH-000781,-0.08623217983472349
ACH-000782,0.06497897942950462
ACH-000783,-0.1027272650798497
ACH-000784,-0.014260130861229412
ACH-000785,-0.09916866392102433
ACH-000787,0.004402495865016719
ACH-000788,-0.006376426377554076
ACH-000791,0.07435468083965648
ACH-000792,0.006810191695331604
ACH-000794,-0.0952944129484618
ACH-000796,-0.09868605433404716
ACH-000798,-0.061255731672159135
ACH-000799,-0.1558951254020852
ACH-000800,-0.08722492910996771
ACH-000802,0.09754567903193734
ACH-000804,0.02094443897549053
ACH-000805,-0.07017353322565521
ACH-000809,-0.03130977698463838
ACH-000810,-0.10642729842814748
ACH-000811,-0.12601487891026555
ACH-000817,-0.10516923854520197
ACH-000819,0.0014041588793255266
ACH-000820,0.221366608779828
ACH-000821,0.2718250301124893
ACH-000822,0.08289386332208835
ACH-000823,-0.05601741676618187
ACH-000824,0.07401140028265296
ACH-000827,0.05575415361430575
ACH-000829,-0.2671857517164571
ACH-000831,-0.17308764147349662
ACH-000832,-0.0524006963604799
ACH-000833,-0.056305225534708986
ACH-000834,-0.21451475688238308
ACH-000835,0.03437215651848958
ACH-000836,0.044554669733600887
ACH-000837,0.08299346594456868
ACH-000838,0.07856079245820946
ACH-000839,-0.14223512750333267
ACH-000840,0.1188770547132592
ACH-000841,-0.12216281002575348
ACH-000843,0.019382560295831446
ACH-000846,0.1946591910916206
ACH-000847,-0.16356532238894528
ACH-000848,-0.16091196550283285
ACH-000849,-0.1521045000037308
ACH-000851,0.01292061154565601
ACH-000855,-0.06393106053066566
ACH-000856,0.006868067102139181
ACH-000858,0.07139711425877737
ACH-000859,0.16256855218602853
ACH-000861,0.0783205636879404
