,EVL (51466)
ACH-000004,-0.033163092372741634
ACH-000005,0.31979929432386284
ACH-000007,-0.0993264074769682
ACH-000009,0.01611616385122784
ACH-000011,0.07266313480628543
ACH-000012,0.04258446105405362
ACH-000013,-0.0409066110498669
ACH-000014,0.2872910026098264
ACH-000015,0.12729770172354654
ACH-000017,-0.060830420069553026
ACH-000018,0.023910877241376645
ACH-000019,-0.044462102765568064
ACH-000021,0.039255324119711686
ACH-000022,-0.10107207925779317
ACH-000025,0.09995504517492554
ACH-000028,0.011314921021092696
ACH-000030,-0.01227853543442029
ACH-000035,0.07193305134921063
ACH-000036,-0.007742194302798476
ACH-000037,0.08001856171469139
ACH-000039,-0.016871485770064004
ACH-000040,0.04295667320638342
ACH-000041,-0.07334143269896544
ACH-000042,-0.08512287338506985
ACH-000045,-0.04904871362986217
ACH-000047,0.05804281049749025
ACH-000052,-0.18831059550270948
ACH-000053,0.04791670600023643
ACH-000054,0.05134115659144162
ACH-000055,-0.01297115642518452
ACH-000060,-0.07827246075081884
ACH-000067,-0.12402693239675755
ACH-000070,-0.001126103018736807
ACH-000075,0.13142779186922735
ACH-000078,-0.011997554073643328
ACH-000082,-0.03421738751144827
ACH-000085,0.11025262096771106
ACH-000086,-0.12261629724703076
ACH-000087,-0.13270396496119938
ACH-000092,0.0032149005081711433
ACH-000095,0.02124934331270556
ACH-000097,-0.043157407190281716
ACH-000098,0.15659352973449628
ACH-000099,0.06235777715942815
ACH-000108,-0.03031153187278131
ACH-000113,0.13658948532185053
ACH-000116,-0.0811242406782109
ACH-000118,0.027934177784660025
ACH-000120,0.12061432488504055
ACH-000123,0.002505559500795489
ACH-000127,0.03996069115903953
ACH-000128,-0.03506083590249878
ACH-000132,0.11024082774197674
ACH-000133,0.003904805170416912
ACH-000137,-0.06948730464142681
ACH-000138,-0.01901228363728262
ACH-000142,-0.039877154356771985
ACH-000143,-0.04579352240741565
ACH-000146,0.0700075470110165
ACH-000148,-0.011103275443028198
ACH-000150,0.019475168032830417
ACH-000152,0.07272882674142013
ACH-000153,0.13756346059999086
ACH-000159,-0.008599322811382929
ACH-000160,0.015922553676491844
ACH-000163,0.10773889139398844
ACH-000167,0.10254717111767153
ACH-000168,0.04026331037003023
ACH-000169,-0.03186763257083724
ACH-000178,0.028832094328333783
ACH-000183,-0.07353400610738275
ACH-000188,0.11221250116992468
ACH-000189,0.05057645597698797
ACH-000190,0.22437275604622944
ACH-000198,0.03874145312668199
ACH-000203,0.13987100294027166
ACH-000204,0.04532577960152336
ACH-000206,-0.1812640254624794
ACH-000207,-0.1807633444817243
ACH-000208,0.0753971765197215
ACH-000210,-0.3536143624283649
ACH-000211,-0.06461671555789758
ACH-000215,-0.08926126707286125
ACH-000221,-0.03056268083909763
ACH-000222,0.043113240806133525
ACH-000223,0.04990053899438816
ACH-000226,0.002372617745080156
ACH-000227,-0.10007410677408264
ACH-000228,0.09073153682437984
ACH-000231,-0.07208177229221745
ACH-000232,0.07926444082945004
ACH-000233,-0.003737570879650919
ACH-000234,0.043847347429856035
ACH-000235,-0.00448037177010606
ACH-000237,0.2137730958666256
ACH-000238,0.11034644829143712
ACH-000242,-0.1584815898020392
ACH-000243,0.05493646575742537
ACH-000244,-0.29504949863653124
ACH-000246,0.011068469891248874
ACH-000248,0.10196618916021293
ACH-000250,0.026241694722798813
ACH-000251,-0.053850571500216285
ACH-000252,-0.2199674334101629
ACH-000253,0.14425403587016755
ACH-000255,0.045383183882039935
ACH-000256,-0.10045727009572117
ACH-000257,-0.3029620834762839
ACH-000258,-0.1477194188135365
ACH-000259,0.07738952065649715
ACH-000260,-0.005181824553083034
ACH-000261,-0.02266142747304186
ACH-000262,0.016616388688106228
ACH-000263,0.11474060022175622
ACH-000264,0.09177708040755417
ACH-000265,0.04474473224629018
ACH-000266,0.04006711855720605
ACH-000272,-0.041748208507819566
ACH-000274,0.02764411490739408
ACH-000277,0.059888763847606524
ACH-000278,-0.09016168898911067
ACH-000279,0.01520203262160586
ACH-000280,-0.11384294710402396
ACH-000281,-0.041062923990614855
ACH-000288,-0.031652791615279126
ACH-000291,0.004971016293658108
ACH-000293,-0.03143870349218095
ACH-000294,-0.06867993775115386
ACH-000295,-0.28571629659810915
ACH-000296,-0.06569161689718205
ACH-000302,-0.08854996932624648
ACH-000304,-0.05120122723808511
ACH-000307,0.05763388382859987
ACH-000308,0.019955297930220262
ACH-000310,-0.11678363361867065
ACH-000311,0.17159136118583593
ACH-000312,0.05134964179842898
ACH-000315,0.02131696943964706
ACH-000316,0.02273002521430977
ACH-000317,0.016841174297771083
ACH-000318,0.12762331839158514
ACH-000319,0.03972088084151059
ACH-000320,0.09188880139510372
ACH-000322,0.027060061760042192
ACH-000323,-0.012929048708526831
ACH-000324,0.131040687539306
ACH-000329,0.09045153425760412
ACH-000330,-0.01635042524205059
ACH-000331,0.11355409918982284
ACH-000332,0.03087541683010508
ACH-000334,-0.08975939409942241
ACH-000335,0.18884462282586556
ACH-000336,0.11374713587111898
ACH-000337,-0.11095852103544046
ACH-000338,-0.2609862398366437
ACH-000339,0.061750111650456574
ACH-000341,-0.0953732862175712
ACH-000348,-0.13178812254707853
ACH-000350,-0.1348702878935272
ACH-000352,-0.02883906650142386
ACH-000356,-0.06988341661056499
ACH-000361,0.13619698319127732
ACH-000362,0.06300242578455245
ACH-000363,-0.09837708012103573
ACH-000364,0.1390618273728875
ACH-000365,0.019508864023755262
ACH-000366,0.02221396405928225
ACH-000368,-0.07784060301801896
ACH-000374,0.04387445138232186
ACH-000375,-0.1321921680176219
ACH-000376,-0.05065873946466025
ACH-000381,-0.0714975579261399
