,PPM1B (5495)
ACH-000004,0.013161611365637187
ACH-000005,0.20058860833459208
ACH-000007,-0.07596816741133025
ACH-000009,-0.11958753062190605
ACH-000011,-0.04579946279390752
ACH-000012,-0.011299548572437932
ACH-000013,0.038277430175927635
ACH-000014,-0.05288370866314776
ACH-000015,0.033156334993364095
ACH-000017,-0.13731134165446945
ACH-000018,-0.2550095453663193
ACH-000019,-0.04447280603143392
ACH-000021,-0.11181686580854124
ACH-000022,-0.04670089334327024
ACH-000025,-0.059375151808910974
ACH-000028,-0.08319154564959043
ACH-000030,-0.034334472239114296
ACH-000035,-0.12891757307406815
ACH-000036,-0.0398056260290684
ACH-000037,-0.10298685469396282
ACH-000039,0.23405367809062785
ACH-000040,-0.004169440335343529
ACH-000041,0.029617595395936343
ACH-000042,-0.03844812460084262
ACH-000045,-0.06809604262757303
ACH-000047,-0.10920903679360744
ACH-000052,-0.029699684182813067
ACH-000053,0.04096440340946272
ACH-000054,-0.12548624597109387
ACH-000055,-0.14373457067031792
ACH-000060,0.02697024774954113
ACH-000067,-0.06516755945415563
ACH-000070,0.15632051023643284
ACH-000075,-0.2581783885103968
ACH-000078,-0.05097880220657443
ACH-000082,0.04641984133772134
ACH-000085,0.04362756645503955
ACH-000086,-0.16269907925790328
ACH-000087,-0.062126437961826576
ACH-000092,-0.10194580324560727
ACH-000095,-0.06689206280457655
ACH-000097,-0.05955886835650639
ACH-000098,0.00028559210160923685
ACH-000099,-0.10556903663301898
ACH-000108,0.03900455823226176
ACH-000113,0.009279242399261006
ACH-000116,-0.21238348631888065
ACH-000118,-0.11814220323260012
ACH-000120,0.02365590917377409
ACH-000123,-0.15149609896759947
ACH-000127,-0.04134304797194505
ACH-000128,-0.01455114064948372
ACH-000132,-0.4054890374113375
ACH-000133,-0.08116242450657196
ACH-000137,-0.033349057828522335
ACH-000138,-0.13691875641866233
ACH-000142,-0.01016150379690586
ACH-000143,-0.09455887329622127
ACH-000146,0.028343338764622895
ACH-000148,-0.04462571126872855
ACH-000150,-0.06272872339422156
ACH-000152,-0.029323840574413108
ACH-000153,0.034677133666876116
ACH-000159,-0.134331410016023
ACH-000160,-0.033663507970783754
ACH-000163,0.014584712719774571
ACH-000167,0.10124985357425867
ACH-000168,0.018607357161686697
ACH-000169,-0.15915768179887013
ACH-000178,-0.03611531962560792
ACH-000183,0.05055339802311496
ACH-000188,0.1003155369645344
ACH-000189,-0.1101793727257665
ACH-000190,-0.038583222939976604
ACH-000198,-0.023703042668063848
ACH-000203,-0.11093273488499686
ACH-000204,-0.12018470762609933
ACH-000206,0.12010988591406548
ACH-000207,-0.13121642743737946
ACH-000208,-0.16847543883664898
ACH-000210,-0.0978209761181439
ACH-000211,-0.11174572062431712
ACH-000215,-0.14395926700435333
ACH-000221,0.014382153346361231
ACH-000222,0.08323328690409526
ACH-000223,-0.2192085111929229
ACH-000226,-0.07804057519549783
ACH-000227,-0.20553048148768813
ACH-000228,-0.035759621929882385
ACH-000231,-0.047054412526560764
ACH-000232,-0.0362683036730566
ACH-000233,-0.03960243321152681
ACH-000234,-0.1541743762769342
ACH-000235,0.012997669150198586
ACH-000237,-0.08242978275887143
ACH-000238,-0.11492066644932497
ACH-000242,-0.010766426924074795
ACH-000243,-0.019110432688023392
ACH-000244,0.08280855669455861
ACH-000246,-0.110890933709562
ACH-000248,-0.2509367924233588
ACH-000250,0.04157191372013265
ACH-000251,0.11318567297200888
ACH-000252,-0.17074789225149653
ACH-000253,-0.08268069027941029
ACH-000255,-0.028456998321289905
ACH-000256,-0.18732587364905226
ACH-000257,0.029340538079338126
ACH-000258,-0.0571107831476749
ACH-000259,0.05916911715117198
ACH-000260,-0.006965269508042482
ACH-000261,-0.0825391241372938
ACH-000262,-0.12253142761535782
ACH-000263,-0.2239599604696872
ACH-000264,-0.10463591808434893
ACH-000265,-0.006588253287422164
ACH-000266,-0.02090410496629517
ACH-000272,-0.11022864658270706
ACH-000274,-0.016526354294673234
ACH-000277,-0.09632424413336288
ACH-000278,-0.0983649136543276
ACH-000279,0.012556465007914745
ACH-000280,0.07699562225844686
ACH-000281,0.20347938773302973
ACH-000288,0.06499704122759703
ACH-000291,-0.0919146445675343
ACH-000293,-0.15820425155868956
ACH-000294,-0.17835265519434607
ACH-000295,-0.06472944898965964
ACH-000296,-0.1439962202608494
ACH-000302,0.007974169576074353
ACH-000304,-0.2205517362193241
ACH-000307,-0.1689439515495529
ACH-000308,-0.16920917956132875
ACH-000310,0.02413515845275141
ACH-000311,-0.011504436349834493
ACH-000312,-0.07365093383645521
ACH-000315,0.16470167806223654
ACH-000316,0.01004595296930692
ACH-000317,-0.16670697506208604
ACH-000318,-0.022054308547678456
ACH-000319,-0.004876626077131075
ACH-000320,0.18454222286360256
ACH-000322,0.12641796550090353
ACH-000323,-0.0035693818434688485
ACH-000324,-0.08048295400057741
ACH-000329,-0.0442517086405041
ACH-000330,0.06969601991612077
ACH-000331,-0.021129213206836164
ACH-000332,-0.07009077730250142
ACH-000334,-0.08997252395337069
ACH-000335,-0.004114895371650528
ACH-000336,-0.17125785622464748
ACH-000337,0.14556868190270034
ACH-000338,-0.4702378066009271
ACH-000339,-0.008191514723149516
ACH-000341,-0.031619281197229
ACH-000348,-0.07183133135567657
ACH-000350,-0.04395129813449712
ACH-000352,-0.03402880065467823
