,RSAD1 (55316)
ACH-000004,-0.16768810281169913
ACH-000005,-0.2686978950496492
ACH-000007,-0.3950392224718508
ACH-000009,-0.6116752003085661
ACH-000011,-0.4801593845036373
ACH-000012,-0.360899580258816
ACH-000013,-0.16997427661591408
ACH-000014,-0.2514161065392555
ACH-000015,-0.2503053682333456
ACH-000017,-0.220321212219198
ACH-000018,-0.2762464825856446
ACH-000019,-0.39729157960717787
ACH-000021,-0.22554728003738644
ACH-000022,-0.39662233143635095
ACH-000025,-0.237335670857412
ACH-000028,-0.22820362403552816
ACH-000030,-0.36034163963050697
ACH-000035,-0.3641396451936507
ACH-000036,-0.6477144812658892
ACH-000037,-0.3416067881346682
ACH-000039,-0.4053066952147629
ACH-000040,-0.25224650947593835
ACH-000041,-0.1972825488739407
ACH-000042,-0.2397823309805885
ACH-000045,-0.23104503728653605
ACH-000047,-0.5245893401803576
ACH-000052,-0.26604754353462906
ACH-000053,-0.3261694555846905
ACH-000054,-0.4217339352448956
ACH-000055,-0.5444042443437783
ACH-000060,-0.2599225073331636
ACH-000067,-0.5687316217103987
ACH-000070,-0.10173837628888892
ACH-000075,-0.2250002065120888
ACH-000078,-0.3655221345988552
ACH-000082,-0.3013858779361161
ACH-000085,-0.2622304449224839
ACH-000086,-0.2539669738264004
ACH-000087,-0.09390289325766957
ACH-000092,-0.23379258235710565
ACH-000095,-0.37513534484320976
ACH-000097,-0.3183601140056217
ACH-000098,-0.21146073744049554
ACH-000099,-0.2825496374618116
ACH-000108,-0.245193329370036
ACH-000113,-0.3813835332796835
ACH-000116,-0.27422053132824903
ACH-000118,-0.21378826985300906
ACH-000120,-0.4584937149437002
ACH-000123,-0.19843369033692895
ACH-000127,-0.2392709184833476
ACH-000128,-0.19502631809215526
ACH-000132,-0.16703511844600108
ACH-000133,-0.3235353926280495
ACH-000137,-0.3237634143952766
ACH-000138,-0.4885718798187476
ACH-000142,-0.3399983333592399
ACH-000143,-0.22654501930696144
ACH-000146,-0.2395994371958183
ACH-000148,-0.558353294483473
ACH-000150,-0.4741703010026732
ACH-000152,-0.4975014757841132
ACH-000153,0.02780058084037879
ACH-000159,-0.4227458739044697
ACH-000160,-0.3430327527859378
ACH-000163,-0.4360016140164111
ACH-000167,-0.49669885004523406
ACH-000168,-0.3675450161647766
ACH-000169,-0.11490446449726292
ACH-000178,-0.34420844709337944
ACH-000183,-0.25376077091233884
ACH-000188,-0.34896597113222666
ACH-000189,-0.3454600004146278
ACH-000190,-0.23207708960678305
ACH-000198,-0.16593015869577293
ACH-000203,-0.2724957484744667
ACH-000204,-0.1921799620379845
ACH-000206,0.01841703548944181
ACH-000207,-0.13314213947660766
ACH-000208,-0.26417612521649325
ACH-000210,-0.0744188569615823
ACH-000211,-0.2853534876765221
ACH-000215,-0.35230523196191005
ACH-000221,-0.19280229922742886
ACH-000222,-0.12206320934289128
ACH-000223,-0.20405225132674185
ACH-000226,-0.3919523210001861
ACH-000227,-0.5477918038724651
ACH-000228,-0.19932951699080534
ACH-000231,-0.4263837604859833
ACH-000232,-0.3209364533339291
ACH-000233,-0.3500146448052989
ACH-000234,-0.4610496874883656
ACH-000235,-0.43214229536361604
ACH-000237,-0.3251324101967533
ACH-000238,-0.4846577210312383
ACH-000242,-0.7380923197781079
ACH-000243,-0.4387503863370808
ACH-000244,-0.5809688555050069
ACH-000246,-0.24008651842316625
ACH-000248,-0.30604099598337703
ACH-000250,-0.4264616383182955
ACH-000251,-0.5461409879795859
ACH-000252,-0.06374394594143756
ACH-000253,-0.33383007049454194
ACH-000255,-0.3525258213691353
ACH-000256,-0.42543935427181495
ACH-000257,-0.09299523450715963
ACH-000258,-0.03619680033985775
ACH-000259,-0.321586731701993
ACH-000260,-0.3139373497344545
ACH-000261,-0.2834997015155871
ACH-000262,-0.4494951324366381
ACH-000263,-0.3667239239157416
ACH-000264,-0.3766423932909129
ACH-000265,-0.18300031568610733
ACH-000266,-0.31286557564876044
ACH-000272,-0.3726019596787437
ACH-000274,-0.2679805272687721
ACH-000277,-0.2464328070966441
ACH-000278,-0.2614239658797594
ACH-000279,-0.14925940971334312
ACH-000280,-0.21262047052895314
ACH-000281,-0.3101906702552873
ACH-000288,-0.5140572623948979
ACH-000291,-0.20951914924383586
ACH-000293,-0.2130733842349102
ACH-000294,-0.2032842224004656
ACH-000295,-0.18504614136431125
ACH-000296,-0.5298971079214598
ACH-000302,-0.1617800210666706
ACH-000304,-0.4462976175540756
ACH-000307,-0.11262675726419645
ACH-000308,-0.3061865357675598
ACH-000310,-0.4375133396909335
ACH-000311,-0.3037064235113642
ACH-000312,-0.21283653417266032
ACH-000315,-0.02295483128940864
ACH-000316,-0.5101230514695491
ACH-000317,-0.2765251409542053
ACH-000318,-0.23789333860300224
ACH-000319,-0.4021675250523255
ACH-000320,-0.00863962708275153
ACH-000322,-0.2980722097061172
ACH-000323,-0.29621857913387856
ACH-000324,-0.3967379907934216
ACH-000329,-0.4311337157888122
ACH-000330,-0.45264867277472703
ACH-000331,-0.47298405514423797
ACH-000332,-0.279177404264846
ACH-000334,-0.06520560142550325
ACH-000335,-0.3684421176429333
ACH-000336,-0.3809550966762236
ACH-000337,-0.07596372538482668
ACH-000338,-0.6060846153951912
ACH-000339,-0.2832498866213914
ACH-000341,-0.2200014139413592
ACH-000348,-0.488864198105736
ACH-000350,-0.22099319200626225
ACH-000352,-0.25371982752974603
ACH-000356,-0.3528573779941671
ACH-000361,-0.29840944718916995
ACH-000362,-0.1678333046648282
ACH-000363,-0.22949580945176895
ACH-000364,0.031638695017363286
ACH-000365,-0.3120118598856874
ACH-000366,-0.2442645066772369
ACH-000368,-0.3744306064134027
ACH-000374,-0.2453272497747257
ACH-000375,-0.3305622557850993
ACH-000376,-0.3037456614965428
ACH-000381,-0.2667934315280608
ACH-000383,-0.28290665099195417
ACH-000387,-0.17673534752232126
ACH-000389,-0.25578860686578864
ACH-000390,-0.2357976108804677
ACH-000393,-0.22006143137757
ACH-000395,-0.33367912964138563
ACH-000396,-0.36546554492311856
ACH-000397,-0.4666249195181385
ACH-000401,-0.4882493001121072
ACH-000402,0.059892373503648885
ACH-000403,-0.4753374411315335
ACH-000404,-0.5176425164247672
ACH-000406,-0.14069028176121942
ACH-000407,-0.3624797757151403
ACH-000408,-0.1985155033788047
ACH-000410,-0.18617699204891613
ACH-000411,-0.3852197906389024
ACH-000414,-0.3511259769041433
ACH-000415,-0.4468084758026637
ACH-000416,-0.29191563715084595
ACH-000420,-0.3024943110597464
ACH-000421,-0.2889825215516105
ACH-000424,-0.1650118079382274
ACH-000425,-0.2979388107188016
ACH-000426,-0.05953447104264485
ACH-000427,-0.3711439202285655
ACH-000433,-0.523122682689921
ACH-000435,-0.22382432389473347
ACH-000436,-0.1418529797689187
ACH-000444,-0.13695766515419527
ACH-000445,-0.3982630331956129
ACH-000448,-0.22147958505613555
ACH-000450,-0.5625322343649138
ACH-000452,-0.2343383146040921
ACH-000454,-0.024846317955821186
ACH-000458,-0.4935879444761521
ACH-000459,-0.2643984804422714
ACH-000460,-0.3686224404722634
ACH-000461,-0.12617223140788195
ACH-000463,-0.24005586001751456
ACH-000464,-0.5573044969308986
ACH-000466,-0.29182239532430965
ACH-000467,-0.2086606824077986
ACH-000468,-0.3090154830203299
ACH-000469,-0.32330559230716177
ACH-000470,-0.34550976102205744
ACH-000471,-0.4549198422668087
ACH-000472,-0.3536533499830604
ACH-000473,-0.2615767641737762
ACH-000475,-0.3374279247959065
ACH-000476,-0.1908884554870509
ACH-000477,-0.2880055563390955
ACH-000479,-0.3789061207849982
ACH-000480,-0.3698271432906328
ACH-000481,-0.2761546598207442
ACH-000483,-0.34539718311009804
ACH-000484,-0.030411056759142893
ACH-000485,-0.5469211618545438
ACH-000486,-0.2770936918805157
ACH-000487,-0.15370395388653618
ACH-000488,-0.1905881890898664
ACH-000490,-0.3654275812725994
ACH-000491,-0.40629941423894206
ACH-000495,-0.3457596690205812
ACH-000496,-0.3163306455777133
ACH-000499,-0.1945047437273556
ACH-000500,-0.12761862683938033
ACH-000502,-0.4798318726597181
ACH-000503,-0.13435301828676985
ACH-000505,-0.17118885879720036
ACH-000507,-0.2742559592713666
ACH-000510,-0.3671728361642709
ACH-000511,-0.3732578572034835
ACH-000512,-0.26661549753571023
ACH-000516,-0.3423483918701889
ACH-000517,-0.3775161064115046
ACH-000518,-0.2228484047039084
ACH-000520,-0.4341984998131983
ACH-000521,-0.4313374166780931
ACH-000522,-0.2380871639185805
ACH-000524,-0.2835541472534521
ACH-000527,-0.3321107991215183
ACH-000528,-0.2963335950278576
ACH-000537,-0.23605303029611904
ACH-000541,-0.3631173778482205
ACH-000542,-0.27436844972461943
ACH-000544,-0.502853867048022
ACH-000545,-0.28899673293036826
ACH-000547,-0.5163787501826943
ACH-000548,-0.3609825978194744
ACH-000549,-0.3138831687852501
ACH-000550,-0.37385607713338814
ACH-000552,-0.4343534258123943
ACH-000556,-0.2694521323235158
ACH-000557,-0.22977593692846865
ACH-000569,-0.2076985913968385
ACH-000570,-0.5089906149671488
ACH-000571,-0.23654767141087304
ACH-000573,-0.2515780428068088
ACH-000576,-0.2078375914590552
ACH-000579,-0.0839311062655191
ACH-000580,-0.26083428309373435
ACH-000584,-0.1343126414948406
ACH-000585,-0.2185639090004591
ACH-000588,-0.2085461504227738
ACH-000589,-0.2478913512006017
ACH-000591,-0.2782378043712851
ACH-000593,-0.24659722461228545
ACH-000600,-0.3896117240835048
ACH-000601,-0.44838754225933264
ACH-000605,-0.25559110772150323
ACH-000606,-0.29654474455150137
ACH-000608,-0.34046639150298097
ACH-000614,-0.15518459196167286
ACH-000616,-0.19484018769078612
ACH-000618,-0.2629997813331628
ACH-000619,-0.5126234700148279
ACH-000620,-0.14646212213503576
ACH-000621,-0.12648609349278989
ACH-000622,-0.3971187243283648
ACH-000623,-0.515295859334186
ACH-000624,-0.3659517023764349
ACH-000627,-0.4257731875024743
ACH-000630,-0.4124650855740679
ACH-000631,-0.2135487421558352
ACH-000632,-0.37592605753389147
ACH-000633,-0.482456514505321
ACH-000637,-0.3103208146818868
ACH-000638,-0.4530223666062048
ACH-000646,-0.19822564800091688
ACH-000647,-0.36587942512105853
ACH-000648,-0.4903776869596063
ACH-000649,-0.3149067966197413
ACH-000651,-0.14422911000622124
ACH-000652,-0.2394913446425029
ACH-000653,-0.06630321084780072
ACH-000657,-0.2879469514716997
ACH-000658,-0.14729529516762732
ACH-000661,-0.4390708468935212
ACH-000662,-0.4687404293949185
ACH-000663,-0.3561341030888732
ACH-000665,-0.3086273488364043
ACH-000671,-0.15681925947375766
ACH-000672,-0.5582915984860148
ACH-000673,-0.43408959136993
ACH-000676,-0.25950833525613043
ACH-000677,-0.19865885454565435
ACH-000681,-0.2431303328085748
ACH-000683,-0.22303665476499965
ACH-000684,-0.6163404714981859
ACH-000688,-0.6361158395737687
ACH-000693,-0.3301968394809047
ACH-000694,-0.2252548374017884
ACH-000695,0.08456890815264048
ACH-000696,-0.4997983847950528
ACH-000697,-0.1516224426758918
ACH-000699,-0.3555223232357752
ACH-000701,-0.21147993315621674
ACH-000706,-0.22852247596931516
ACH-000711,-0.2823871163164559
ACH-000713,-0.31309462389886217
ACH-000714,-0.4600449090001059
ACH-000718,-0.3470834555988221
ACH-000720,-0.5369854154100298
