,CALCB (797)
ACH-000766,-0.152390408758172
ACH-000767,-0.35469444837786923
ACH-000768,-0.11019141877293093
ACH-000769,-0.17227248977774584
ACH-000770,-0.30632810658458065
ACH-000771,-0.22404284816053732
ACH-000773,-0.21931404035666574
ACH-000776,0.04748084227587237
ACH-000777,-0.16913952841321106
ACH-000778,-0.28256174493007663
ACH-000781,-0.3664108240780294
ACH-000782,-0.2405511011003275
ACH-000783,-0.06291759205979029
ACH-000784,-0.3544629918884062
ACH-000785,-0.2215115085695276
ACH-000787,-0.3296675706113662
ACH-000788,-0.13477083837538842
ACH-000791,-0.2397313421372705
ACH-000792,-0.3860096884464525
ACH-000794,-0.1706508790674085
ACH-000796,-0.27976826013009115
ACH-000798,-0.3894552438044389
ACH-000799,-0.07876531080152269
ACH-000800,-0.28096567530540695
ACH-000802,-0.2797677441199565
ACH-000804,-0.2341067921968777
ACH-000805,-0.10033618737084224
ACH-000809,-0.3990222640253164
ACH-000810,-0.1976729953238177
ACH-000811,-0.187050750941167
ACH-000817,-0.21517721129132544
ACH-000819,-0.3322338098040341
ACH-000820,-0.2326884870781829
ACH-000821,-0.15172583598991513
ACH-000822,-0.17864428473591565
ACH-000823,-0.3520843018308336
ACH-000824,-0.2600277972741531
ACH-000827,-0.2538782548055372
ACH-000829,-0.3463471909903826
ACH-000831,-0.11193163235792006
ACH-000832,-0.19568803061507056
ACH-000833,-0.09282875834757734
ACH-000834,-0.2320250298083555
ACH-000835,-0.12689797151488288
ACH-000836,-0.26224981775590384
ACH-000837,-0.2726744377232128
ACH-000838,-0.2143490202210362
ACH-000839,-0.21962043256671224
ACH-000840,-0.2185007731442556
ACH-000841,-0.27353744916436284
ACH-000843,-0.30849670070060325
ACH-000846,-0.1862664804325632
ACH-000847,-0.08658879150283233
ACH-000848,-0.11588032298186488
ACH-000849,-0.11699810880844147
ACH-000851,-0.2205314855017624
ACH-000855,-0.17074528508616954
ACH-000856,-0.3083957945419993
ACH-000858,-0.22128541022970544
ACH-000859,-0.0709358690798679
ACH-000861,-0.18280699354039676
ACH-000862,-0.2372481118521457
ACH-000865,-0.21265200869698447
ACH-000866,-0.25117793442093483
ACH-000867,-0.23654244862893525
ACH-000869,-0.11443436520989406
ACH-000872,-0.3365556025745708
ACH-000873,-0.2871901197097669
ACH-000876,-0.23290634389960985
ACH-000878,-0.2556592366867181
ACH-000880,-0.15398572540224273
ACH-000881,-0.3328358704456228
ACH-000882,-0.2026034807101229
ACH-000884,-0.3093194600026269
ACH-000885,-0.17973314896878007
ACH-000887,-0.19104834217397548
ACH-000889,-0.11554680330624695
ACH-000896,-0.1988630376369349
ACH-000898,-0.106813489094805
ACH-000900,-0.22747832105856874
ACH-000901,-0.16072603110692887
ACH-000905,-0.21860896440080452
ACH-000906,-0.18158292862679226
ACH-000907,-0.10433875975893274
ACH-000910,-0.2723408563558273
ACH-000911,-0.10238919629994624
ACH-000912,-0.12272080093200514
ACH-000913,-0.16208335922141262
ACH-000915,-0.15801737839344895
ACH-000916,-0.4546817002798907
ACH-000917,-0.20724829888160146
ACH-000920,-0.6033724463305122
ACH-000921,-0.2093482204940267
ACH-000924,-0.2089177678360273
ACH-000926,-0.1909379794842681
ACH-000928,-0.2997422352276793
ACH-000929,-0.2532666883336613
ACH-000932,-0.16207987251367242
ACH-000935,-0.12779336997095558
ACH-000936,-0.21671536409880848
ACH-000937,-0.08581587259184029
ACH-000938,-0.19206240459250293
ACH-000939,-0.16178839742246595
ACH-000941,-0.08566160496729101
ACH-000943,-0.18946682332803386
ACH-000946,-0.15414957843855984
ACH-000947,-0.16482487581459535
ACH-000948,-0.16371099492004162
ACH-000950,-0.09214996634537903
ACH-000953,-0.10781106756286682
ACH-000954,-0.002782641701445198
ACH-000957,-0.26727530005976435
ACH-000958,-0.3037142975230969
ACH-000960,-0.14458283128090454
ACH-000963,-0.3334941824593673
ACH-000968,-0.09872706155757258
ACH-000969,-0.1040482879869041
ACH-000972,0.01789159113599573
ACH-000973,-0.2514490248837717
ACH-000974,-0.3848159852474237
ACH-000978,-0.02824676059911327
ACH-000984,-0.19311234390805868
ACH-000986,-0.3088896132503411
ACH-000988,-0.2348461499253459
ACH-000993,-0.15777768712719867
ACH-000994,-0.3306102118220559
ACH-000996,-0.06732317717450212
ACH-001001,-0.1745826506539639
ACH-001020,0.050602473409807884
ACH-001028,-0.2548734886790557
ACH-001031,-0.3478967069526788
ACH-001038,-0.2802988351267703
ACH-001048,-0.3190277542281652
ACH-001050,-0.3562452516396388
ACH-001053,-0.25770773406247066
ACH-001054,-0.3359106643450091
ACH-001061,-0.1511043566783442
ACH-001067,-0.1768440750346006
ACH-001075,-0.4121828017852212
ACH-001096,-0.2606117550228333
ACH-001111,-0.4888624465203886
ACH-001119,-0.014626539174817219
ACH-001128,-0.3243164160944044
ACH-001134,-0.2282940042628285
ACH-001151,-0.1617282489004777
ACH-001163,-0.1017003202036014
ACH-001164,-0.14777128631359468
ACH-001183,-0.38877191499428615
ACH-001192,-0.25561456037697083
ACH-001193,-0.08737500437528843
ACH-001196,-0.2008135450033494
ACH-001197,-0.2731283015244769
ACH-001205,-0.3236251779749881
ACH-001211,-0.2180406253460532
ACH-001212,-0.17376703674631902
ACH-001228,-0.29826767001185955
ACH-001232,-0.13249266051091632
ACH-001239,-0.23048038371751006
ACH-001270,-0.3530094334030431
ACH-001274,-0.0966314089486962
ACH-001275,-0.2818803912732184
ACH-001277,-0.2308525941213983
ACH-001278,-0.3197995308971854
ACH-001280,-0.3407560736785005
ACH-001283,-0.2608115736819133
ACH-001289,-0.3295291598789726
ACH-001300,-0.23022487180594475
ACH-001301,-0.5127100553598586
ACH-001302,-0.16686256568984933
ACH-001306,-0.2481796743425352
ACH-001318,-0.1513681655828346
ACH-001322,-0.07324013423888155
ACH-001328,-0.15941250450486044
ACH-001332,-0.2199969241105462
ACH-001336,-0.1371733070321015
ACH-001346,-0.13440845420765862
ACH-001353,-0.2845777043718053
ACH-001354,-0.1986982751623076
ACH-001367,0.03302353275071074
ACH-001368,-0.1370214466684681
ACH-001374,-0.08659803907549297
ACH-001377,-0.3679493849501127
ACH-001380,-0.11575589415044076
ACH-001391,-0.1918672715367873
ACH-001408,-0.1033616827165398
ACH-001430,-0.251443504128725
ACH-001431,-0.37305642011167467
ACH-001450,-0.33506903315283354
ACH-001496,-0.2171873913190286
ACH-001500,-0.1659434591009118
ACH-001523,-0.2332100677747224
ACH-001532,-0.2320160182200828
ACH-001550,-0.2191662168461879
ACH-001552,-0.2512699979488637
ACH-001554,-0.21316215397281088
ACH-001654,-0.2002742675253007
ACH-001735,-0.4949795053754157
ACH-001736,-0.21094798788214034
ACH-001737,-0.13371616479066892
ACH-001740,-0.29966691448788785
ACH-001745,-0.3605443770445781
ACH-001765,-0.22120656809513944
