,DISP2 (85455)
ACH-000004,-0.25178746330838697
ACH-000005,-0.2437110932909459
ACH-000007,-0.3045759375605593
ACH-000009,-0.18831767674016328
ACH-000011,-0.24084993572140415
ACH-000012,-0.2572470969791659
ACH-000013,-0.1790416595742084
ACH-000014,-0.0777218211939203
ACH-000015,-0.108799189882582
ACH-000017,-0.2666042135914841
ACH-000018,0.19262665987691707
ACH-000019,-0.4961862502964689
ACH-000021,-0.10037872354900124
ACH-000022,-0.12827328554631368
ACH-000025,-0.08337497779431201
ACH-000028,-0.07009123255085109
ACH-000030,-0.2611101952546686
ACH-000035,-0.1803511403017077
ACH-000036,-0.06629851687207497
ACH-000037,-0.274225325677029
ACH-000039,-0.12455620047297032
ACH-000040,-0.10370407793455368
ACH-000041,-0.23262366427813397
ACH-000042,-0.09106522294470544
ACH-000045,-0.2591494093638437
ACH-000047,-0.16263529229305754
ACH-000052,-0.3773882058640666
ACH-000053,-0.1876480205792504
ACH-000054,-0.16293495132677033
ACH-000055,-0.09528642036238323
ACH-000060,-0.12170265882937582
ACH-000067,-0.2076483745401312
ACH-000070,0.041093639151206486
ACH-000075,-0.07908542418467801
ACH-000078,-0.22440858014631185
ACH-000082,-0.21144819851704647
ACH-000085,-0.291724867045719
ACH-000086,-0.18479849046673555
ACH-000087,-0.3448499314427924
ACH-000092,-0.15279967917298948
ACH-000095,-0.2934404746874089
ACH-000097,-0.12418568252915665
ACH-000098,-0.12334904245922555
ACH-000099,-0.0818830497513581
ACH-000108,-0.17837484509257634
ACH-000113,-0.09710222826580453
ACH-000116,-0.18973686624620076
ACH-000118,-0.11641131694918695
ACH-000120,-0.09392150904224672
ACH-000123,-0.13413380735356906
ACH-000127,-0.14730966188531575
ACH-000128,-0.22671233437620025
ACH-000132,-0.35980118319774274
ACH-000133,-0.20262227717635312
ACH-000137,-0.14534248464487545
ACH-000138,-0.06589347651950388
ACH-000142,-0.21688944124073795
ACH-000143,-0.20286471977020445
ACH-000146,-0.24821783704311956
ACH-000148,-0.17744412356861872
ACH-000150,-0.09802671874058376
ACH-000152,-0.2301498495440869
ACH-000153,-0.5008397088546066
ACH-000159,-0.13865325562472725
ACH-000160,-0.260620475930909
ACH-000163,-0.05879587946498777
ACH-000167,-0.7240823227756485
ACH-000168,-0.16174200032512673
ACH-000169,-0.2363316018725488
ACH-000178,-0.1168516590994322
ACH-000183,-0.07819731515483984
ACH-000188,-0.14421760595849895
ACH-000189,-0.2292509473094589
ACH-000190,0.003365013268944875
ACH-000198,-0.15988222503239996
ACH-000203,-0.1342656115235306
ACH-000204,0.060687875397832186
ACH-000206,-0.13241651435197638
ACH-000207,-0.20211659976271776
ACH-000208,-0.4274539976150265
ACH-000210,-0.19135725869109876
ACH-000211,-0.18310796464978196
ACH-000215,-0.1101963347486456
ACH-000221,-0.2366194122067155
ACH-000222,-0.2509086881370017
ACH-000223,-0.19723678372742887
ACH-000226,-0.2512893042218284
ACH-000227,-0.32058043951932064
ACH-000228,-0.34466116110986444
ACH-000231,-0.2786159572470498
ACH-000232,-0.23121225709482185
ACH-000233,-0.23369181384809976
ACH-000234,-0.021826883166038168
ACH-000235,-0.1990200230473764
ACH-000237,-0.16946568229151754
ACH-000238,-0.29286074114620697
ACH-000242,-0.114144831168945
ACH-000243,-0.07997217794539846
ACH-000244,-0.16176847195147712
ACH-000246,-0.05821197426658775
ACH-000248,-0.2709099531791313
ACH-000250,-0.1842915501102474
ACH-000251,-0.20135129172168686
ACH-000252,-0.2538180261910352
ACH-000253,-0.2449804327619936
ACH-000255,-0.1481537350860904
ACH-000256,-0.4555040094785504
ACH-000257,-0.492203858449663
ACH-000258,-0.16198657424443794
ACH-000259,-0.10543421864124032
ACH-000260,-0.16091940851693612
ACH-000261,-0.1191547760132036
ACH-000262,-0.12526691046934338
ACH-000263,-0.3206136661525141
ACH-000264,-0.12644107641434102
ACH-000265,-0.2446191069654312
ACH-000266,-0.18963425187513733
ACH-000272,-0.2882497582564423
ACH-000274,-0.2917135706896147
ACH-000277,-0.08900031455010637
ACH-000278,-0.2639815284345003
ACH-000279,-0.15921013105373222
ACH-000280,-0.3527563134635521
ACH-000281,-0.02440500926399505
ACH-000288,-0.14760528320709834
ACH-000291,-0.12689805616496094
ACH-000293,-0.1826018041043853
ACH-000294,-0.3029982746443894
ACH-000295,-0.4187269460883543
ACH-000296,-0.477297945960424
ACH-000302,-0.26158608361638963
ACH-000304,-0.4128315137466917
ACH-000307,-0.24423922911853055
ACH-000308,-0.15584576135711165
ACH-000310,-0.12465477218266112
ACH-000311,-0.1182711661191308
ACH-000312,-0.14114586530048998
ACH-000315,-0.10105081570442233
ACH-000316,-0.2685970803290716
ACH-000317,-0.1237569525114402
ACH-000318,-0.21651627922269107
ACH-000319,-0.2930988752771624
ACH-000320,-0.13282689566880526
ACH-000322,0.029058378445171406
ACH-000323,-0.16918514051263014
ACH-000324,-0.28261133871296884
ACH-000329,-0.04453920038400161
ACH-000330,-0.33443786846960244
ACH-000331,-0.14279790754763486
ACH-000332,-0.09957999750954126
ACH-000334,-0.25924749591477003
ACH-000335,0.16623944025021614
ACH-000336,-0.16547842777916505
ACH-000337,-0.27226523619830834
ACH-000338,0.6956330850851823
ACH-000339,-0.12740503570853834
ACH-000341,-0.15844993819886885
ACH-000348,-0.2424714698497188
ACH-000350,-0.2512985406122525
ACH-000352,-0.15235718715960994
ACH-000356,-0.332462330445276
ACH-000361,-0.18651137839468032
ACH-000362,-0.1880817122139804
ACH-000363,-0.1360060757696023
ACH-000364,-0.1730446795199218
ACH-000365,-0.12810026629593
ACH-000366,-0.1479672477937496
ACH-000368,0.028554774150631068
ACH-000374,-0.24594941735275205
ACH-000375,-0.35840152890765936
ACH-000376,-0.23926162796441666
ACH-000381,-0.0718159802890772
ACH-000383,-0.20091115168981274
ACH-000387,-0.20364805718138465
ACH-000389,0.13709606151363285
ACH-000390,-0.33955233632940124
ACH-000393,-0.2947825206276917
ACH-000395,-0.1281988570905666
ACH-000396,0.035533200082623145
ACH-000397,-0.09580580795279303
ACH-000401,-0.01383134582268997
ACH-000402,-0.4228579558376146
ACH-000403,-0.43861566642132266
ACH-000404,-0.02089915753329752
ACH-000406,-0.20271576341022549
ACH-000407,-0.3539170094310745
ACH-000408,-0.2012385865720188
ACH-000410,-0.3365217893861743
ACH-000411,-0.052884007845894136
ACH-000414,0.0017759316515002308
ACH-000415,-0.16226142929397447
