,RTKN2 (219790)
ACH-000004,0.03380294155962068
ACH-000005,-0.0633004945208396
ACH-000007,-0.11363571588587446
ACH-000009,-0.21211165796587908
ACH-000011,0.04686726004943436
ACH-000012,-0.0061013189297909895
ACH-000013,-0.09523754783573007
ACH-000014,-0.09504048736032816
ACH-000015,-0.10520190894584434
ACH-000017,-0.0002635839658008687
ACH-000018,-0.03390817246229731
ACH-000019,-0.041360266559705434
ACH-000021,0.13708595152032518
ACH-000022,-0.019576446797169172
ACH-000025,-0.21677705185715188
ACH-000028,-0.09922450340579482
ACH-000030,-0.2473032315822745
ACH-000035,-0.21731166669121407
ACH-000036,-0.16970243805758545
ACH-000037,-0.02907640199854065
ACH-000039,0.03262688803088973
ACH-000040,-0.13571313427204598
ACH-000041,-0.02442800627571929
ACH-000042,-0.05973675516295088
ACH-000045,-0.053304814606443054
ACH-000047,-0.0037399288305012828
ACH-000052,-0.0892252585075508
ACH-000053,-0.16261996391144867
ACH-000054,-0.08833758287217194
ACH-000055,0.045103543358712084
ACH-000060,0.0922801408412637
ACH-000067,-0.26029154632098955
ACH-000070,0.10665219081175976
ACH-000075,-0.18607685938935284
ACH-000078,-0.07252825426608532
ACH-000082,0.04061515984936941
ACH-000085,-0.06931051197173177
ACH-000086,-0.1193509442405008
ACH-000087,-0.044935020845003205
ACH-000092,-0.045527425367713086
ACH-000095,0.030119194947007
ACH-000097,-0.0333966406667066
ACH-000098,-0.05432684599142367
ACH-000099,-0.003886489862329071
ACH-000108,-0.06894533378039265
ACH-000113,-0.11134925800863206
ACH-000116,-0.11191683887747217
ACH-000118,0.052376966371433915
ACH-000120,0.050994526556466094
ACH-000123,-0.1722530108472224
ACH-000127,-0.13174492605189742
ACH-000128,0.04903077467332663
ACH-000132,-0.13091056938060844
ACH-000133,-0.07205533532848503
ACH-000137,0.0012087031382965827
ACH-000138,-0.019338470922696083
ACH-000142,-0.12397248627031365
ACH-000143,-0.06818289807700903
ACH-000146,-0.05883230537856204
ACH-000148,-0.18519015550538548
ACH-000150,-0.03712320039141645
ACH-000152,-0.040358121645330064
ACH-000153,0.08321738977625255
ACH-000159,-0.12570412915916074
ACH-000160,-0.05688706327715105
ACH-000163,-0.04184499428946832
ACH-000167,-0.3047197037970471
ACH-000168,-0.1397248170272428
ACH-000169,-0.05659166136745216
ACH-000178,-0.09065135648054863
ACH-000183,-0.04765748610618658
ACH-000188,0.01215060246433737
ACH-000189,-0.08074518731564025
ACH-000190,-0.15266511743399078
ACH-000198,0.009284224315320132
ACH-000203,0.18638087918955906
ACH-000204,-0.3491659161959693
ACH-000206,-0.044881960613398435
ACH-000207,-0.005252389846697744
ACH-000208,0.0020445243986617193
ACH-000210,-0.34333264029140936
ACH-000211,-0.0585230820055344
ACH-000215,-0.118872838493603
ACH-000221,0.01426038348902267
ACH-000222,0.04710465403200733
ACH-000223,-0.06687090893517998
ACH-000226,-0.2299703733116136
ACH-000227,-0.2221564500984962
ACH-000228,-0.15165313081384987
ACH-000231,-0.18926520961312027
ACH-000232,-0.11663281863620174
ACH-000233,-0.07540825017344067
ACH-000234,-0.03149323792656676
ACH-000235,-0.019952805670695253
ACH-000237,-0.1576316339512235
ACH-000238,0.12787182595790553
ACH-000242,0.1132009797203459
ACH-000243,-8.313550492845453e-05
ACH-000244,0.050319896267996066
ACH-000246,0.04294390760232282
ACH-000248,-0.02882846677241485
ACH-000250,-0.08689663293704339
ACH-000251,-0.14236601741715624
ACH-000252,-0.0708114232328714
ACH-000253,-0.011045296257075135
ACH-000255,-0.11445485123634692
ACH-000256,-0.015618711606045138
ACH-000257,-0.014214579011683218
ACH-000258,-0.36832461828360347
ACH-000259,0.05157369857123115
ACH-000260,-0.0694457668374787
ACH-000261,-0.10079095599423188
ACH-000262,-0.1877150304702697
ACH-000263,-0.036717961994739236
ACH-000264,-0.055145802508068234
ACH-000265,-0.0801422679051924
ACH-000266,0.024165448099806336
ACH-000272,-0.045016776439279836
ACH-000274,0.04240310167930305
ACH-000277,0.038898527183392
ACH-000278,-0.00638819697364475
ACH-000279,-0.09617482093583822
ACH-000280,0.005183198911626973
ACH-000281,-0.07451597355866603
ACH-000288,-0.07895042677658515
ACH-000291,-0.1263904667550421
ACH-000293,-0.04236965514097158
ACH-000294,-0.2548462556463961
ACH-000295,0.04670491577353618
ACH-000296,-0.11974482935652216
ACH-000302,-0.0734140415195377
ACH-000304,0.07966214728281787
ACH-000307,-0.07768269074940991
ACH-000308,-0.1749069959587539
ACH-000310,-0.09494635969589248
ACH-000311,-0.020494409287495654
