,TSR3 (115939)
ACH-000004,-0.11180250378606194
ACH-000005,-0.12850249869201452
ACH-000007,0.01999661646898081
ACH-000009,0.009263590094892004
ACH-000011,-0.4009194046017368
ACH-000012,0.03619504087304628
ACH-000013,0.011828559574616204
ACH-000014,0.061202163821819526
ACH-000015,-0.2004005721928898
ACH-000017,-0.0201113197562779
ACH-000018,-0.06684990022584025
ACH-000019,-0.15470730421118073
ACH-000021,-0.09242129592636272
ACH-000022,-0.01278188059602068
ACH-000025,-0.6105198306130681
ACH-000028,-0.14392220817808998
ACH-000030,0.08886639461594943
ACH-000035,-0.4281796592543479
ACH-000036,-0.0365937315505949
ACH-000037,-0.06758067123373165
ACH-000039,0.019380426447742467
ACH-000040,-0.05159737163075913
ACH-000041,0.1180734017919361
ACH-000042,-0.03199229337253845
ACH-000045,0.08047703079522156
ACH-000047,-0.11294132994519955
ACH-000052,-0.2343601513769353
ACH-000053,0.00657566267442925
ACH-000054,-0.014805207861896097
ACH-000055,0.017267381900906098
ACH-000060,0.10988136462514124
ACH-000067,0.07103597499351141
ACH-000070,-0.40830768617853797
ACH-000075,-0.474169527892243
ACH-000078,-0.05283855494883013
ACH-000082,-0.15618119108308076
ACH-000085,-0.3228322889303073
ACH-000086,-0.2419775877657064
ACH-000087,-0.22266720887617075
ACH-000092,-0.10191260558195296
ACH-000095,-0.10125159415911264
ACH-000097,-0.11729451633478412
ACH-000098,-0.2413002552669781
ACH-000099,-0.10369571647613564
ACH-000108,0.0656873610352684
ACH-000113,-0.1558041979670134
ACH-000116,0.0885435511552382
ACH-000118,-0.1053067945445595
ACH-000120,-0.2333727894826688
ACH-000123,-0.008345582713670825
ACH-000127,0.035637247119193215
ACH-000128,0.09937561501051144
ACH-000132,0.0002914337962075454
ACH-000133,-0.07130749676747207
ACH-000137,0.042486406026520304
ACH-000138,-0.17593810220835418
ACH-000142,-0.4925493887980967
ACH-000143,-0.10608023294121532
ACH-000146,-0.01634702454996525
ACH-000148,-0.06249333888737951
ACH-000150,0.11377329555413107
ACH-000152,-0.17279014683242172
ACH-000153,-0.5026061098082377
ACH-000159,-0.21336553977852785
ACH-000160,0.13015211192293374
ACH-000163,-0.15138175239482576
ACH-000167,-0.2510716384587596
ACH-000168,-0.04025177080624113
ACH-000169,-0.07085173287483558
ACH-000178,-0.07789232266435049
ACH-000183,-0.2661582280487971
ACH-000188,-0.00640467048540061
ACH-000189,-0.16047592483223902
ACH-000190,0.059211466082093274
ACH-000198,-0.22180936057814835
ACH-000203,0.2149921698362436
ACH-000204,-0.11701257442981343
ACH-000206,3.2983969420474544e-05
ACH-000207,-0.2552698738819415
ACH-000208,-0.31237711905994564
ACH-000210,-0.11556215005793935
ACH-000211,-0.04804937450356683
ACH-000215,-0.1295507959313149
ACH-000221,-0.26649629099152483
ACH-000222,-0.28808638768904304
ACH-000223,-0.05852387941514591
ACH-000226,0.04178485165611146
ACH-000227,-0.07183966825211906
ACH-000228,-0.029737695759218107
ACH-000231,-0.10014362269728712
ACH-000232,-0.3738036692925033
ACH-000233,-0.01240271726809965
ACH-000234,-0.10988456721258293
ACH-000235,-0.33896623896774897
ACH-000237,-0.029611650380496936
ACH-000238,-0.0747160266883767
ACH-000242,-0.10580742787853613
ACH-000243,0.08355682832315818
ACH-000244,0.10580067472235642
ACH-000246,-0.20735765966007808
ACH-000248,0.017589284123010977
ACH-000250,-0.07689818933045563
ACH-000251,-0.11846050116932268
ACH-000252,-0.28024187028852765
ACH-000253,-0.3113127658273427
ACH-000255,0.06709768255877116
ACH-000256,0.030210692447477525
ACH-000257,-0.07236072309571293
ACH-000258,-0.17073595521934784
ACH-000259,0.1087990872212315
ACH-000260,-0.0539880675121697
ACH-000261,-0.2651137148173424
ACH-000262,-0.0847961850924784
ACH-000263,-0.022394430987464308
ACH-000264,-0.2249033329749047
ACH-000265,0.026920540141938117
ACH-000266,-0.08522953032255356
ACH-000272,-0.2792199380598789
ACH-000274,-0.1269884703822198
ACH-000277,0.11812275176002178
ACH-000278,0.07498173021111147
ACH-000279,0.17126681741193756
ACH-000280,-0.06525486631349113
ACH-000281,-0.12925900029902285
ACH-000288,0.1341710321770111
ACH-000291,-0.18983022837109104
ACH-000293,0.05908553068128437
ACH-000294,0.2012653648014456
ACH-000295,-0.039529117151218415
ACH-000296,-0.1340693223245598
ACH-000302,0.015289967638800157
ACH-000304,0.10351825327601334
ACH-000307,-0.5659713354103538
ACH-000308,-0.15881480540725604
ACH-000310,-0.026146626134744864
ACH-000311,-0.3412572239457972
ACH-000312,-0.08447753886302821
ACH-000315,0.0022974600426276747
ACH-000316,0.04326162178634951
ACH-000317,-0.43685077388855786
ACH-000318,-0.1593332499806802
ACH-000319,-0.1119782764295191
ACH-000320,-0.32423853685874565
ACH-000322,-0.052594443067444686
ACH-000323,-0.08826914597380603
ACH-000324,-0.0839020088910056
ACH-000329,0.13098744198245793
ACH-000330,0.2550468880917276
ACH-000331,-0.041066683258526165
ACH-000332,-0.023995754839062692
ACH-000334,-0.2645022922040483
ACH-000335,-0.027172707192354883
ACH-000336,-0.10328339915982214
ACH-000337,0.0590702444459069
ACH-000338,0.06385984122592009
ACH-000339,-0.047615314206597634
ACH-000341,-0.16402611460171998
ACH-000348,-0.044398518203665215
ACH-000350,-0.07731980276134058
ACH-000352,-0.16493812845789368
ACH-000356,-0.13284045298796626
ACH-000361,-0.3546673190643173
ACH-000362,-0.42679889605194304
ACH-000363,0.09252370326704287
ACH-000364,-0.2599533772482586
ACH-000365,0.06338398379661737
ACH-000366,-0.19750963293483356
ACH-000368,0.08000674609923407
ACH-000374,-0.08474345557315346
ACH-000375,-0.15707042294157633
ACH-000376,-0.3753079812714347
ACH-000381,0.15166599141709244
ACH-000383,0.018993740445554828
ACH-000387,-0.09426619184523354
ACH-000389,0.10794134462230624
ACH-000390,-0.1739247723294863
ACH-000393,-0.13808865732280348
ACH-000395,-0.09475930504052264
ACH-000396,-0.3046650261268167
ACH-000397,0.04898970648968098
ACH-000401,-0.023446931576207832
ACH-000402,0.17944958438027564
ACH-000403,-0.04066550192285928
ACH-000404,0.21081092413364225
ACH-000406,-0.14077945132328862
ACH-000407,-0.017963290091001182
ACH-000408,-0.3628901057834488
