,SZT2 (23334)
ACH-000004,-0.22071836291591512
ACH-000005,-0.10947386875923308
ACH-000007,-0.31697131502570425
ACH-000009,-0.3342793679998807
ACH-000011,-0.15082169307519616
ACH-000012,-0.3788374397456988
ACH-000013,-0.2589506954768292
ACH-000014,0.10155299589148672
ACH-000015,-0.0015088982443946467
ACH-000017,-0.045764790266204086
ACH-000018,-0.12876659961649772
ACH-000019,-0.10682531434515023
ACH-000021,-0.07796159523122959
ACH-000022,-0.12150012328368495
ACH-000025,-0.09215412214830772
ACH-000028,-0.21424962971438127
ACH-000030,-0.13794129273766353
ACH-000035,-0.1010849578152402
ACH-000036,0.16562628163002208
ACH-000037,0.03058409914123905
ACH-000039,-0.2384273164200135
ACH-000040,-0.17632163214154484
ACH-000041,-0.2797427460268919
ACH-000042,0.014937441925336171
ACH-000045,-0.046882834902548264
ACH-000047,-0.07685113062878968
ACH-000052,-0.16244825044187242
ACH-000053,-0.028570908031093217
ACH-000054,-0.24154969591367956
ACH-000055,-0.5023863351062022
ACH-000060,-0.20321528249975293
ACH-000067,-0.1820561375633086
ACH-000070,0.09477848012822876
ACH-000075,-0.11376887557229373
ACH-000078,-0.1953416806044887
ACH-000082,-0.12026320376508373
ACH-000085,-0.03970306061385029
ACH-000086,-0.06065060773232237
ACH-000087,-0.25589414838702823
ACH-000092,-0.1474181059121108
ACH-000095,-0.12862358042975314
ACH-000097,-0.09935972699776406
ACH-000098,-0.12049005118725807
ACH-000099,-0.12928582668655236
ACH-000108,-0.15912613225929226
ACH-000113,-0.046093130357775465
ACH-000116,0.07038585719525929
ACH-000118,-0.20849432891965994
ACH-000120,-0.27277789485320003
ACH-000123,-0.3109135067119825
ACH-000127,-0.15938863438890025
ACH-000128,-0.11743943159153016
ACH-000132,0.07730426546022491
ACH-000133,0.0047675689511440566
ACH-000137,-0.4591842323291771
ACH-000138,0.07780123052451568
ACH-000142,-0.20541111075829588
ACH-000143,0.07508680445040483
ACH-000146,-0.3189935926033136
ACH-000148,-0.07202622074693144
ACH-000150,-0.19157431806645275
ACH-000152,-0.11919364007698663
ACH-000153,-0.2601808021644176
ACH-000159,-0.1603343749944673
ACH-000160,-0.07192807679982563
ACH-000163,0.046528654956946976
ACH-000167,0.2499481961240506
ACH-000168,-0.2823772531987692
ACH-000169,-0.2116167037784884
ACH-000178,-0.009497435541971916
ACH-000183,-0.03421000401206077
ACH-000188,-0.357342311424815
ACH-000189,-0.09566458600194816
ACH-000190,-0.24141496919728386
ACH-000198,-0.15228147816659154
ACH-000203,-0.10527237673144668
ACH-000204,0.02141208660296521
ACH-000206,-0.07099433809258372
ACH-000207,-0.1299112107422878
ACH-000208,-0.12006863053927383
ACH-000210,-0.35102273953454005
ACH-000211,-0.11386253307420845
ACH-000215,-0.07112965650051739
ACH-000221,-0.4573983621947198
ACH-000222,-0.046039989926954114
ACH-000223,-0.05954509555406609
ACH-000226,-0.14567118863723827
ACH-000227,-0.12462050522563835
ACH-000228,-0.10707936989881722
ACH-000231,-0.1833621725377776
ACH-000232,0.017659556086502274
ACH-000233,-0.1947578524029136
ACH-000234,-0.12066601151565393
ACH-000235,-0.07212626566840108
ACH-000237,-0.016711542932127864
ACH-000238,-0.3899384960245101
ACH-000242,0.5974619423342374
ACH-000243,-0.07471387149416503
ACH-000244,0.191744512969015
ACH-000246,-0.21926057206815566
ACH-000248,-0.16577549779898432
ACH-000250,-0.14769794044484658
ACH-000251,-0.02734329094608369
ACH-000252,-0.07659913640928405
ACH-000253,-0.1336735240371697
ACH-000255,-0.3594139453174016
ACH-000256,-0.01055178406436845
ACH-000257,-0.1950691891807865
ACH-000258,-0.22040176137179945
ACH-000259,-0.14370888370974355
ACH-000260,-0.215441923344574
ACH-000261,-0.051854975376042514
ACH-000262,-0.17335887301187689
ACH-000263,-0.10416547667561972
ACH-000264,-0.14592425335598402
ACH-000265,-0.04167611507063508
ACH-000266,-0.048223661314249114
ACH-000272,-0.11701096500716
ACH-000274,-0.2177096680407467
ACH-000277,-0.18749889807143305
ACH-000278,-0.010725269884916488
ACH-000279,-0.05033808933480575
ACH-000280,-0.2345815732878903
ACH-000281,-0.035611879966906214
ACH-000288,-0.039216125188967055
ACH-000291,-0.19633236296203588
ACH-000293,0.02787285002889952
ACH-000294,-0.28248041337295465
ACH-000295,0.23690851475477345
ACH-000296,-0.21053436902643696
ACH-000302,-0.30241617690180395
ACH-000304,-0.044072934637282485
ACH-000307,-0.23630955071823614
ACH-000308,-0.1735876547578562
ACH-000310,-0.007033300193724314
ACH-000311,-0.11326494104435447
ACH-000312,-0.3588922936695749
ACH-000315,0.0682497861270365
ACH-000316,-0.5060718593553757
ACH-000317,-0.2158914821441421
ACH-000318,-0.34312581548196897
ACH-000319,-0.06649054392103355
