,NRBP2 (340371)
ACH-000004,-0.16222495614258536
ACH-000005,-0.35064125979327
ACH-000007,-0.19621218375267294
ACH-000009,-0.02120995076855736
ACH-000011,-0.04727734411473143
ACH-000012,-0.25114514236200386
ACH-000013,-0.08715404820159495
ACH-000014,0.019609104298513872
ACH-000015,-0.047140429108046805
ACH-000017,-0.15934846040788325
ACH-000018,0.12648064229189265
ACH-000019,-0.04010827998070367
ACH-000021,-0.14555980316467124
ACH-000022,-0.16352482820546602
ACH-000025,0.0016361827943808848
ACH-000028,-0.07780401556855468
ACH-000030,-0.08826610982725375
ACH-000035,0.005800449255594396
ACH-000036,-0.3397071621614909
ACH-000037,-0.13692854691445186
ACH-000039,-0.08815159744870646
ACH-000040,-0.18594753383647208
ACH-000041,-0.1285665288917619
ACH-000042,-0.09935488238117664
ACH-000045,-0.14508464955591982
ACH-000047,-0.2099678551487244
ACH-000052,-0.25685422966466503
ACH-000053,-0.12589899409785826
ACH-000054,-0.18680126114897855
ACH-000055,0.004722108986295022
ACH-000060,-0.3514505175833033
ACH-000067,-0.06784726324761436
ACH-000070,-0.06668892353650188
ACH-000075,-0.06556746384587807
ACH-000078,0.005218107449916546
ACH-000082,-0.07519712678319512
ACH-000085,-0.03055255175893978
ACH-000086,-0.06785310843012636
ACH-000087,-0.14201657232631482
ACH-000092,-0.22247853510462404
ACH-000095,0.018432596039303813
ACH-000097,-0.03638844931741473
ACH-000098,-0.08989418151353212
ACH-000099,-0.013303949296244028
ACH-000108,-0.08217281972329253
ACH-000113,-0.15189528550863846
ACH-000116,0.038627910026256915
ACH-000118,-0.1449648847740158
ACH-000120,0.034490005095950765
ACH-000123,-0.12554366924852006
ACH-000127,-0.048449261548013725
ACH-000128,-0.03209884996545583
ACH-000132,0.043240532498188586
ACH-000133,-0.10640183479339692
ACH-000137,0.016260462485405962
ACH-000138,-0.04390225680113235
ACH-000142,-0.032688564671105584
ACH-000143,0.0191464270414057
ACH-000146,-0.15097784716288018
ACH-000148,-0.1254617479030806
ACH-000150,-0.4489702595348911
ACH-000152,-0.0879251658452338
ACH-000153,0.0935112358369448
ACH-000159,-0.04414059383603822
ACH-000160,0.006427660127304703
ACH-000163,0.013868264407095744
ACH-000167,-0.2644064731437587
ACH-000168,0.05610595279135743
ACH-000169,-0.018096846756429398
ACH-000178,-0.1417716345617724
ACH-000183,0.12714960335518705
ACH-000188,-0.19941038930436245
ACH-000189,-0.11564571745141808
ACH-000190,-0.4284113037667068
ACH-000198,-0.14639190979314734
ACH-000203,0.3578714646302238
ACH-000204,0.06575292351910954
ACH-000206,0.047855198094611945
ACH-000207,-0.3720179310637172
ACH-000208,-0.05528362812334462
ACH-000210,0.041212368540800695
ACH-000211,-0.1624991261486914
ACH-000215,-0.08809522461283263
ACH-000221,-0.012532898781991344
ACH-000222,-0.2390059075407308
ACH-000223,-0.1534050271401464
ACH-000226,0.1714145612587419
ACH-000227,-0.12829614194775754
ACH-000228,-0.018901180896718037
ACH-000231,-0.04724381984022792
ACH-000232,-0.06844155644688897
ACH-000233,-0.16217601806247126
ACH-000234,-0.15051325420801145
ACH-000235,-0.14189343926853604
ACH-000237,-0.17754378704874474
ACH-000238,-0.19846139002893606
ACH-000242,-0.12787877697495764
ACH-000243,-0.1330463312638646
ACH-000244,-0.18374414471100106
ACH-000246,-0.10681265907402457
ACH-000248,-0.3083078879532211
ACH-000250,-0.2572562874735184
ACH-000251,-0.015639029171617216
ACH-000252,-0.12032932670701114
ACH-000253,-0.10865903996460667
ACH-000255,0.014680815944973976
ACH-000256,-0.20182515016491626
ACH-000257,-0.1027901312700821
ACH-000258,-0.3357351003249669
ACH-000259,-0.046502467515412704
ACH-000260,-0.041650864826902056
ACH-000261,-0.0965658547812082
ACH-000262,-0.18855813188583356
ACH-000263,-0.09006489793215361
ACH-000264,-0.07234654674321997
ACH-000265,-0.1479298065889702
ACH-000266,-0.1927669112332625
ACH-000272,-0.19862283895467592
ACH-000274,-0.01526918480598159
ACH-000277,0.03980858516936277
ACH-000278,-0.29323643009429545
ACH-000279,-0.26733405999552845
ACH-000280,-0.1441679484300268
ACH-000281,-0.12348845860721035
ACH-000288,0.08049884810822086
ACH-000291,-0.2116916279838529
ACH-000293,-0.10784256560054292
ACH-000294,-0.03270981406206496
ACH-000295,-0.16177090236931707
ACH-000296,0.11183928895633263
ACH-000302,-0.06633559616914994
ACH-000304,-0.0019208585684067211
ACH-000307,-0.13432368166351022
ACH-000308,-0.09030228015738856
ACH-000310,-0.056188918443186534
ACH-000311,-0.06389720440751158
ACH-000312,-0.10448541587314417
ACH-000315,0.09295116129289352
ACH-000316,-0.10517953420280496
ACH-000317,-0.006129110652396227
ACH-000318,-0.1208824428028776
ACH-000319,-0.16218193308787002
ACH-000320,-0.01513503379823096
ACH-000322,-0.11060124935222933
