,TMPRSS9 (360200)
ACH-000004,-0.14228850161576073
ACH-000005,-0.01514021755533333
ACH-000007,0.002938191692736007
ACH-000009,-0.00019739990493087493
ACH-000011,-0.0463273319694008
ACH-000012,-0.1017718590599704
ACH-000013,-0.11963114398327156
ACH-000014,-0.048505765298008416
ACH-000015,-0.19083555655533266
ACH-000017,-0.02577342077589499
ACH-000018,-0.21708913064117888
ACH-000019,-0.11905850526393524
ACH-000021,-0.1699475416781609
ACH-000022,-0.01825986732820285
ACH-000025,-0.13481357438731525
ACH-000028,-0.1369231401546797
ACH-000030,-0.0050070129021362745
ACH-000035,-0.19732971898579155
ACH-000036,-0.13043586844690785
ACH-000037,-0.09091777525285524
ACH-000039,0.019162378661631167
ACH-000040,-0.2465629953714367
ACH-000041,0.04400591704206138
ACH-000042,-0.0042979498121751706
ACH-000045,-0.018284717077373645
ACH-000047,-0.13288860197435806
ACH-000052,0.0163490616204776
ACH-000053,0.026159401620378657
ACH-000054,-0.19486883956660048
ACH-000055,-0.0785746550626926
ACH-000060,0.1048212352823696
ACH-000067,-0.09000950217982998
ACH-000070,-0.08339543734392925
ACH-000075,-0.20829171750808545
ACH-000078,-0.029926569625936924
ACH-000082,-0.048072366379071384
ACH-000085,-0.011963338175010428
ACH-000086,-0.10881987375254344
ACH-000087,-0.05983168526058464
ACH-000092,-0.07980742835366063
ACH-000095,-0.1269041061149451
ACH-000097,-0.06139709483134358
ACH-000098,-0.12588565331196153
ACH-000099,-0.07839260489600358
ACH-000108,-0.2597174296162957
ACH-000113,-0.10702132172000317
ACH-000116,0.04616445959117746
ACH-000118,-0.07616278457576743
ACH-000120,-0.10381331609790287
ACH-000123,0.005816561851505534
ACH-000127,-0.2065088500210559
ACH-000128,-0.1256123412249427
ACH-000132,-0.03606929573069614
ACH-000133,-0.07015859788232788
ACH-000137,-0.20716214818369835
ACH-000138,-0.15585091117790772
ACH-000142,-0.10858256104262833
ACH-000143,-0.08819348929119761
ACH-000146,-0.03501929143581412
ACH-000148,-0.03566175403227153
ACH-000150,-0.1999160318704324
ACH-000152,0.017568446580203054
ACH-000153,-0.06901754593463882
ACH-000159,-0.0007717761282855678
ACH-000160,0.12919748235121686
ACH-000163,-0.12005173112964458
ACH-000167,-0.10198798414338216
ACH-000168,-0.05205186314564123
ACH-000169,0.09374060381976886
ACH-000178,0.02861860862044997
ACH-000183,-0.24410035034394106
ACH-000188,-0.14178326935976374
ACH-000189,5.0115525492344345e-05
ACH-000190,0.06186115615363585
ACH-000198,-0.12656687987952675
ACH-000203,0.0739705720031178
ACH-000204,-0.13980277187911894
ACH-000206,-0.21015709750526754
ACH-000207,-0.1961651158357879
ACH-000208,-0.04543616263410143
ACH-000210,0.14896481976990775
ACH-000211,-0.1452164053844594
ACH-000215,-0.059424506590421915
ACH-000221,0.0013521687198272828
ACH-000222,-0.3428225518171309
ACH-000223,-0.10099353061377117
ACH-000226,0.008655805295257616
ACH-000227,0.005829002703989218
ACH-000228,-0.12040456175076218
ACH-000231,-0.1368077732062556
ACH-000232,-0.10290874696162414
ACH-000233,-0.06992901662237591
ACH-000234,-0.2218868734265799
ACH-000235,-0.05367700631734576
ACH-000237,-0.07788842359615993
ACH-000238,-0.11692263362807875
ACH-000242,0.008272886329554066
ACH-000243,-0.09414546585267976
ACH-000244,-0.17524039724754667
ACH-000246,-0.11301523509753968
ACH-000248,-0.0932872178265426
ACH-000250,-0.09614809414457637
ACH-000251,0.2632933430290302
ACH-000252,0.1622201622336133
ACH-000253,-0.002972143450229934
ACH-000255,-0.061439273636311235
ACH-000256,0.03835310859344721
ACH-000257,-0.08028363828229111
ACH-000258,-0.04096555848394414
ACH-000259,-0.11910421134313605
ACH-000260,-0.22330802904099087
ACH-000261,-0.06599970602542689
ACH-000262,0.013419477826064645
ACH-000263,-0.14612798568106314
ACH-000264,-0.009992170747486994
ACH-000265,-0.0070602321204366455
ACH-000266,-0.09970873248601088
ACH-000272,-0.09872302608377928
ACH-000274,0.0009745796479171973
ACH-000277,0.0207606701578872
ACH-000278,-0.07769578008744396
ACH-000279,-0.03830989055054688
ACH-000280,-0.19285023095776405
ACH-000281,-0.05849925344016588
ACH-000288,0.03383122796288746
ACH-000291,-0.18427999758661004
ACH-000293,-0.16706458212019648
ACH-000294,-0.13752796538863096
ACH-000295,-0.05205149808382065
ACH-000296,0.1986255999366524
ACH-000302,-0.20027778638693566
ACH-000304,0.06445619022547812
ACH-000307,-0.07875194675623802
ACH-000308,0.02798143480221916
ACH-000310,0.10986207990429477
ACH-000311,-0.024943610384480626
ACH-000312,-0.2131024042442836
ACH-000315,-0.2714717857548018
ACH-000316,0.12487161236471846
ACH-000317,0.11380437351087233
ACH-000318,-0.0031264125630100217
ACH-000319,-0.0949442408771842
ACH-000320,-0.0958893799103386
ACH-000322,0.045889078211028785
ACH-000323,-0.1857618726761168
ACH-000324,-0.16965880353238544
ACH-000329,-0.012952800598661732
ACH-000330,0.03831626890462874
ACH-000331,0.0902702872691157
ACH-000332,-0.07260588271981143
ACH-000334,0.07017182443608709
ACH-000335,0.07234482101335442
ACH-000336,-0.1626076125248705
ACH-000337,-0.08986403449615624
ACH-000338,-0.0286241604078754
ACH-000339,-0.05990038173540505
ACH-000341,-0.3964859965272788
ACH-000348,-0.08371331823199092
ACH-000350,0.0021493314465759984
ACH-000352,0.024544596420078
ACH-000356,0.044814899926194494
ACH-000361,-0.07915822300949316
ACH-000362,-0.12223064513314832
ACH-000363,-0.07089382436138236
ACH-000364,-0.16439197647013662
ACH-000365,-0.1592698988300958
ACH-000366,-0.1313552380118637
ACH-000368,-0.2679441958692425
ACH-000374,-0.026699524912800945
ACH-000375,-0.08535043996573842
ACH-000376,0.15054797402908693
ACH-000381,-0.03795707008984936
ACH-000383,-0.04535630388226607
ACH-000387,-0.1106544870515745
ACH-000389,-0.18910342099823646
ACH-000390,-0.15977634463180926
ACH-000393,-0.23203483358742286
ACH-000395,0.1690908358691873
ACH-000396,-0.2526344367224669
ACH-000397,-0.11106820675758967
ACH-000401,-0.32572718791767497
ACH-000402,-0.021715806809976014
ACH-000403,-0.02619776817842491
ACH-000404,0.3325298474959234
ACH-000406,-0.03523072770419845
ACH-000407,-0.043234366105980505
ACH-000408,-0.027579056490887887
ACH-000410,-0.02078998142640961
ACH-000411,-0.021517485444732875
ACH-000414,-0.011924216044283195
ACH-000415,-0.02736237730129349
ACH-000416,-0.15841646469828874
ACH-000420,0.04488777178855219
ACH-000421,-0.13239511001395293
ACH-000424,0.1271861638714532
ACH-000425,-0.000838887202351309
ACH-000426,-0.2085807912506501
ACH-000427,-0.08210593724694308
ACH-000433,-0.04030987446649297
ACH-000435,-0.13815420273089876
ACH-000436,-0.274944826405908
ACH-000444,0.044143512469081984
ACH-000445,-0.2801035233348561
ACH-000448,-0.038462010234106114
ACH-000450,-0.041457556611884265
ACH-000452,-0.10700617344320536
ACH-000454,0.030981308495976287
ACH-000458,0.023921586131183756
ACH-000459,0.006528132838208957
ACH-000460,0.007307619675326902
ACH-000461,-0.17730747480329154
ACH-000463,-0.05063489093115445
ACH-000464,-0.0875794293794162
ACH-000466,0.12047429727458575
ACH-000467,-0.07466060970553266
ACH-000468,-0.03357086979418168
ACH-000469,-0.07558500533465104
ACH-000470,-0.12494639237409297
ACH-000471,-0.009779400846214635
ACH-000472,-0.05557213077817926
ACH-000473,-0.208404475511221
ACH-000475,-0.036689247663950784
ACH-000476,-0.04837243806621465
ACH-000477,-0.02570911183080233
ACH-000479,-0.3583221602257747
ACH-000480,-0.10895960164563706
ACH-000481,0.018717784619686456
ACH-000483,-0.24079469170970175
ACH-000484,0.12935949014696374
ACH-000485,-0.044749910737675216
ACH-000486,-0.06961046375273654
ACH-000487,0.038502504365431525
ACH-000488,-0.13083157097051154
ACH-000490,-0.04895496823813813
ACH-000491,-0.08126372495627529
ACH-000495,-0.035043512755612384
ACH-000496,-0.14241015021966968
ACH-000499,-0.20333242241443672
ACH-000500,0.34678499300619625
ACH-000502,-0.04839673155654131
ACH-000503,-0.06894234475187021
ACH-000505,-0.06405604815461059
ACH-000507,0.040660654152709017
ACH-000510,-0.08085770996822256
ACH-000511,-0.08596771475164364
ACH-000512,-0.15075327917434156
ACH-000516,-0.015092852226535853
ACH-000517,-0.11535062348052688
ACH-000518,-0.10463336042234446
ACH-000520,0.09143669643910944
ACH-000521,0.05076865419040362
ACH-000522,-0.08639253369957002
ACH-000524,-0.031489512033318325
ACH-000527,-0.0112444140429904
ACH-000528,-0.11045040500283536
ACH-000537,-0.1757742377681444
ACH-000541,-0.053750438955389966
ACH-000542,-0.1537049780256521
ACH-000544,0.08118000993271693
ACH-000545,-0.11058409091051133
ACH-000547,-0.07099223026848815
ACH-000548,-0.05726881965224385
ACH-000549,-0.1848986405612789
ACH-000550,5.276753511149069e-05
ACH-000552,-0.1811957783832242
ACH-000556,-0.19490998277453045
ACH-000557,-0.05448565041295906
ACH-000569,-0.2044208223294867
ACH-000570,-0.04624387020259238
ACH-000571,-0.06987746979252471
ACH-000573,-0.07985195685754966
ACH-000576,0.026270714908140903
ACH-000579,-0.2444187677242744
ACH-000580,-0.053384766293762265
ACH-000584,-0.06193354888701396
ACH-000585,-0.058746533497394116
ACH-000588,-0.08125296740086789
ACH-000589,-0.1730588397130218
ACH-000591,-0.11985324608621795
ACH-000593,-0.031489626985839334
ACH-000600,-0.22498682549944893
ACH-000601,-0.1728836830869501
ACH-000605,-0.10799582840184567
ACH-000606,0.05613029348920398
ACH-000608,-0.09245411376578587
ACH-000614,-0.09272401152883047
ACH-000616,-0.03402837025807437
ACH-000618,-0.1819336982307637
ACH-000619,-0.021381553508858443
ACH-000620,-0.1259714897868192
ACH-000621,-0.015565637340359987
ACH-000622,-0.004955207555523682
ACH-000623,-0.1480357011732707
ACH-000624,-0.09326698581257194
ACH-000627,-0.11573823659575674
ACH-000630,-0.02724005596456705
ACH-000631,-0.17877315106919206
ACH-000632,-0.1234031149196323
ACH-000633,-0.2515274255975453
ACH-000637,0.06697617206831337
ACH-000638,-0.05284204753045164
ACH-000646,-0.1980042534270384
ACH-000647,-0.014026498124512494
ACH-000648,-0.08773291165232032
ACH-000649,-0.02762911096990948
ACH-000651,-0.06377433534987448
ACH-000652,-0.11476063910348247
ACH-000653,0.08292701217425638
ACH-000657,-0.15246483336281458
ACH-000658,-0.019974986869296545
ACH-000661,-0.1718532944294472
ACH-000662,0.19636011844309748
ACH-000663,-0.08640972159310589
ACH-000665,-0.17652342235722265
ACH-000671,0.031283438422210035
ACH-000672,0.02004358180618854
ACH-000673,0.003766406909239069
ACH-000676,-0.1391596668552037
ACH-000677,-0.03519890806448118
ACH-000681,-0.08431430419385648
ACH-000683,-0.12897830647886754
ACH-000684,0.0078063808715314546
ACH-000688,-0.14960634948661336
ACH-000693,0.03521491136328403
ACH-000694,0.00036170674327481767
ACH-000695,-0.08590537759983471
ACH-000696,-0.0579702936257978
