,INHA (3623)
ACH-000004,0.06691247116365394
ACH-000005,-0.12680260052283585
ACH-000007,-0.1448646855439064
ACH-000009,-0.01748851839274955
ACH-000011,0.042864922689193334
ACH-000012,0.09189932071081296
ACH-000013,0.060025229406221015
ACH-000014,-0.18317692546294265
ACH-000015,-0.024108291662870616
ACH-000017,0.06877232574276304
ACH-000018,0.027680695152548198
ACH-000019,0.17654512256361732
ACH-000021,0.09428778037319926
ACH-000022,-0.0074341855463436355
ACH-000025,0.09544235903099924
ACH-000028,0.14641535405155806
ACH-000030,0.058481928681691164
ACH-000035,0.1156744057398311
ACH-000036,0.05491578739027484
ACH-000037,-0.010243555046403044
ACH-000039,0.1930219211050053
ACH-000040,-0.09996600589725632
ACH-000041,-0.09425103320578458
ACH-000042,-0.07215609270766614
ACH-000045,0.04555459228711087
ACH-000047,0.051334728380307004
ACH-000052,0.18077782449416194
ACH-000053,0.034069641292692084
ACH-000054,-0.017829045772722825
ACH-000055,-0.11893016174934384
ACH-000060,0.15283950020626022
ACH-000067,-0.04958945392398627
ACH-000070,0.08879905269476619
ACH-000075,0.13066007544660413
ACH-000078,0.10476009968050068
ACH-000082,0.015980083488618076
ACH-000085,-0.0429651622479096
ACH-000086,0.12172547835536605
ACH-000087,-0.2663218212119639
ACH-000092,-0.0042188010622862746
ACH-000095,-0.01187229033438567
ACH-000097,0.10088979368650366
ACH-000098,-0.11604493925950304
ACH-000099,0.18398898758978335
ACH-000108,-0.13280700608539314
ACH-000113,0.13943748427594274
ACH-000116,-0.04813519602240924
ACH-000118,-0.005865081842597096
ACH-000120,-0.025670574005876242
ACH-000123,0.11322344823087008
ACH-000127,-0.035025685125775946
ACH-000128,0.1090799175095674
ACH-000132,0.09523133123747672
ACH-000133,0.0963242763644194
ACH-000137,-0.1249446384806316
ACH-000138,-0.005174318878065128
ACH-000142,0.042069852104595004
ACH-000143,0.05825787576549416
ACH-000146,0.16055271601028964
ACH-000148,0.13609220756847887
ACH-000150,-0.17022385726664754
ACH-000152,-0.0827522441817578
ACH-000153,0.02121014429195913
ACH-000159,0.032800716035091416
ACH-000160,0.008918646178745797
ACH-000163,0.026079559960087158
ACH-000167,-0.05652764040845335
ACH-000168,0.15670305249367664
ACH-000169,0.054910646232062384
ACH-000178,0.02452361062097168
ACH-000183,-0.1892864254452624
ACH-000188,0.031685968981946484
ACH-000189,0.19210174398290844
ACH-000190,-0.023522413150628096
ACH-000198,0.04734796058422357
ACH-000203,0.10885898982282564
ACH-000204,0.08630773874977819
ACH-000206,0.08407333535740308
ACH-000207,0.08108190556022693
ACH-000208,-0.13813734545607725
ACH-000210,-0.08317723012817732
ACH-000211,0.00046164990810461815
ACH-000215,-0.06548192323389969
ACH-000221,0.05641700905561128
ACH-000222,-0.09737684692554588
