,RABGGTA (5875)
ACH-000356,-1.1478523993247014
ACH-000361,-1.189600833583154
ACH-000362,-1.1125876660761829
ACH-000363,-1.121183665506303
ACH-000364,-1.092749985363022
ACH-000365,-1.1075116743227689
ACH-000366,-1.2338847986891044
ACH-000368,-1.1905872954760643
ACH-000374,-1.2347987665426896
ACH-000375,-1.1513568528001903
ACH-000376,-1.0550350819037613
ACH-000381,-1.2874089285877504
ACH-000383,-1.1121683621066651
ACH-000387,-1.1036782467889357
ACH-000389,-1.2181007361461718
ACH-000390,-1.2413299579115429
ACH-000393,-1.188415279168469
ACH-000395,-0.99351048736445
ACH-000396,-0.859786900696747
ACH-000397,-1.090689619481537
ACH-000401,-1.1426715552135511
ACH-000402,-0.9300973994887328
ACH-000403,-1.403824909691178
ACH-000404,-1.130864282790935
ACH-000406,-1.141464754730262
ACH-000407,-1.0553159991185828
ACH-000408,-1.1553697731055992
ACH-000410,-1.0959076357857904
ACH-000411,-1.0434988548102149
ACH-000414,-1.0173318406163776
ACH-000415,-1.1811280762814782
ACH-000416,-1.2684967306240202
ACH-000420,-1.4222060962087688
ACH-000421,-1.0437018452324875
ACH-000424,-1.2013857038682838
ACH-000425,-1.0154685279468332
ACH-000426,-0.9265041052703088
ACH-000427,-1.2769331345554815
ACH-000433,-0.9799263668892272
ACH-000435,-0.8920816359887394
ACH-000436,-1.0885984711853265
ACH-000444,-0.9064570799589852
ACH-000445,-0.9878353817437988
ACH-000448,-1.0275435845597696
ACH-000450,-0.8864694188412413
ACH-000452,-1.2919022881195668
ACH-000454,-0.879958576625247
ACH-000458,-0.913839110649934
ACH-000459,-0.8442107974892659
ACH-000460,-1.1265904820454855
ACH-000461,-0.7745473919869482
ACH-000463,-1.061490490602515
ACH-000464,-1.1309558342557309
ACH-000466,-1.1107240771819564
ACH-000467,-0.9740165727732778
ACH-000468,-1.189647623744044
ACH-000469,-1.1446267111665782
ACH-000470,-1.1739658680428724
ACH-000471,-1.2477640019982603
ACH-000472,-1.07337076051126
ACH-000473,-1.2621808267631274
ACH-000475,-1.2448916861425359
ACH-000476,-1.0925406199858414
ACH-000477,-1.096094835101645
ACH-000479,-1.2607890653453748
ACH-000480,-1.0391946147234523
ACH-000481,-0.9523409636656196
ACH-000483,-1.0439637501019317
ACH-000484,-0.8427857894770995
ACH-000485,-0.8802700442649382
ACH-000486,-1.1384091446901234
ACH-000487,-1.0507822075006823
ACH-000488,-1.0263146046924456
ACH-000490,-1.0090901044682254
ACH-000491,-1.0885319781503242
ACH-000495,-1.2477382891690008
ACH-000496,-0.979729251208724
ACH-000499,-1.1400768614866832
ACH-000500,-1.1789951633050022
ACH-000502,-1.0431327134602597
ACH-000503,-1.0319770878875043
ACH-000505,-0.8598465843464318
ACH-000507,-1.0455360819218098
ACH-000510,-1.2267188052930178
ACH-000511,-1.1094638802161734
ACH-000512,-1.0550208832565775
ACH-000516,-1.1617037423673766
ACH-000517,-1.199317080103539
ACH-000518,-1.1254474094357698
ACH-000520,-1.2053984318316653
ACH-000521,-1.0676851566259375
ACH-000522,-1.2865727590383824
ACH-000524,-1.0067677495131326
ACH-000527,-1.0787364209023762
ACH-000528,-1.3227184653096948
ACH-000537,-1.0711602473986157
ACH-000541,-1.0508530992234069
ACH-000542,-1.0056337863897735
ACH-000544,-1.1618579580367887
ACH-000545,-0.8815499814232904
ACH-000547,-1.171874552774163
ACH-000548,-0.8931914983740212
ACH-000549,-1.1264790238261708
ACH-000550,-1.068812942862098
ACH-000552,-1.2046308604047542
ACH-000556,-0.9983649745778812
ACH-000557,-0.894713130569904
ACH-000569,-1.0046224035690419
ACH-000570,-1.1948347815773002
ACH-000571,-1.480571215936285
ACH-000573,-1.1223238953350303
ACH-000576,-1.070526038231951
ACH-000579,-1.24489162799047
ACH-000580,-1.2622903987782077
ACH-000584,-1.0413378161797937
ACH-000585,-1.1950269459854217
ACH-000588,-1.0176483385421022
ACH-000589,-1.1204575485685306
ACH-000591,-1.1241108313054002
ACH-000593,-1.1330049959394557
ACH-000600,-1.2525115667115785
ACH-000601,-0.9436878424537158
ACH-000605,-1.210448031640564
ACH-000606,-1.1491142136651604
ACH-000608,-1.0904501723801534
ACH-000614,-0.8411734605591975
ACH-000616,-1.0284657286975405
ACH-000618,-1.056399550182236
ACH-000619,-1.0576128224278738
ACH-000620,-1.0946506513740728
ACH-000621,-1.0735203186052586
ACH-000622,-1.3876210049640725
ACH-000623,-1.3184448659019214
ACH-000624,-0.9760616356329296
ACH-000627,-0.8709825693374872
ACH-000630,-1.0054774961431696
ACH-000631,-1.5748734613003748
ACH-000632,-1.1640572397791091
ACH-000633,-1.0331321307019905
ACH-000637,-0.8459503358905376
ACH-000638,-1.0826979842347844
ACH-000646,-0.8887894234785068
ACH-000647,-0.9980980669773007
ACH-000648,-1.1463444032782628
ACH-000649,-1.3680438247111597
ACH-000651,-1.0291973845472513
ACH-000652,-1.0942204907374875
ACH-000653,-0.9852076322850132
ACH-000657,-1.103071243191925
ACH-000658,-1.121755441354387
ACH-000661,-0.9870735628419782
ACH-000662,-1.2048915214790483
ACH-000663,-1.2939467094073027
ACH-000665,-1.0539248699377604
ACH-000671,-1.0868305845486328
ACH-000672,-1.276730407698612
ACH-000673,-1.2472882118952142
ACH-000676,-1.0570229553761572
ACH-000677,-0.9736401197818
ACH-000681,-1.177391338819891
ACH-000683,-1.0518722721139562
ACH-000684,-1.2473932947400188
ACH-000688,-1.342740102083667
ACH-000693,-1.029141550446666
ACH-000694,-1.0385800441903374
ACH-000695,-1.0352923690893052
ACH-000696,-1.1340874240219674
ACH-000697,-1.1200400331129057
ACH-000699,-1.1331162874966298
ACH-000701,-0.8990154849733425
ACH-000706,-1.1655989260168071
ACH-000711,-1.0904557090501463
ACH-000713,-0.9122395082528636
ACH-000714,-1.503280596492043
ACH-000718,-1.1748141775299543
ACH-000720,-0.9800197446578556
ACH-000721,-1.182531385152208
ACH-000724,-1.1625488675403235
ACH-000725,-0.8119495852914824
ACH-000732,-1.2291130526972671
ACH-000734,-1.0154711293897511
ACH-000735,-1.151330870086667
ACH-000736,-1.1778998175157438
ACH-000738,-1.1049994987543057
ACH-000746,-1.2337706308084206
ACH-000747,-1.09217116043817
ACH-000748,-1.1384401188800757
ACH-000753,-1.1174151327052266
ACH-000756,-0.9249232054441712
ACH-000757,-1.0932449077711728
ACH-000758,-1.1684547587082073
ACH-000760,-1.1613062770658071
ACH-000762,-1.0253313941113995
ACH-000763,-1.255741921140603
ACH-000764,-0.97836196404951
ACH-000765,-1.1936625496180029
ACH-000766,-1.1769716395277907
ACH-000767,-1.138519203194287
ACH-000768,-0.9717145681420662
ACH-000769,-1.1677828184241532
ACH-000770,-1.1935446709075384
ACH-000771,-0.9422843487620466
ACH-000773,-0.9578893756431572
ACH-000776,-1.0681197202571824
ACH-000777,-1.0364500483331278
ACH-000778,-1.3011504148791972
ACH-000781,-1.3399055819818038
ACH-000782,-0.9174280978701048
ACH-000783,-1.3718066071135675
ACH-000784,-1.1606180201103675
ACH-000785,-1.0698886544887658
ACH-000787,-1.1576798409256486
ACH-000788,-1.2145290124942565
ACH-000791,-1.0431100704986735
ACH-000792,-1.11161701520724
ACH-000794,-0.9133828568353528
ACH-000796,-1.0870295425264351
ACH-000798,-1.068129108909675
ACH-000799,-1.0626624663941806
ACH-000800,-1.0965455226306415
ACH-000802,-1.17943600333193
ACH-000804,-1.1718512564106882
ACH-000805,-1.077011129576174
ACH-000809,-1.1056105724481244
ACH-000810,-0.8991457872259987
ACH-000811,-1.2398736072814622
ACH-000817,-1.0920508219404064
ACH-000819,-1.1750089387331653
ACH-000820,-1.374023662552586
ACH-000821,-1.0272729909852485
ACH-000822,-1.3464709501164422
ACH-000823,-0.8473747999891174
ACH-000824,-1.0347842763137962
ACH-000827,-0.9900699220941962
ACH-000829,-1.1215075509654755
ACH-000831,-1.0451399832101638
ACH-000832,-0.9811633402986708
ACH-000833,-1.1037590039881515
ACH-000834,-1.0920286618871873
ACH-000835,-1.0331818361151828
ACH-000836,-1.0468628847341923
ACH-000837,-1.1502560313660557
ACH-000838,-1.1346872069469434
ACH-000839,-1.3635985370468269
ACH-000840,-1.1531749193511622
ACH-000841,-1.2479445354910201
ACH-000843,-1.1876194280913404
ACH-000846,-0.8926966426125189
ACH-000847,-1.0681454182099364
ACH-000848,-1.1669433543582266
ACH-000849,-1.067130868798705
ACH-000851,-1.1550334714041728
ACH-000855,-1.237020560513958
ACH-000856,-1.2774624109714392
ACH-000858,-0.9502909777170584
ACH-000859,-1.063957924028793
ACH-000861,-0.992447097833746
ACH-000862,-0.8880671237835334
ACH-000865,-1.1770018643772988
ACH-000866,-1.088248016087807
ACH-000867,-1.1216966025528448
ACH-000869,-1.0570969067742453
ACH-000872,-1.2236013273279176
ACH-000873,-1.256116193911482
ACH-000876,-0.9084831099578088
ACH-000878,-1.1044583779612165
ACH-000880,-1.1219413579086694
ACH-000881,-1.0654852232327472
ACH-000882,-0.8781954845231147
ACH-000884,-1.054623021752488
ACH-000885,-0.9422892840649912
ACH-000887,-0.9963571243262648
ACH-000889,-1.0584713491040338
ACH-000896,-1.1801217196430975
ACH-000898,-1.1360818885688906
ACH-000900,-0.9499368803048264
ACH-000901,-1.165314980437897
ACH-000905,-1.0429160058607456
ACH-000906,-1.0898602315285664
ACH-000907,-1.0598290181479821
ACH-000910,-1.1742738480720427
ACH-000911,-1.025895699564376
ACH-000912,-1.003681471462372
ACH-000913,-1.241062145488301
ACH-000915,-1.2160993442789936
ACH-000916,-1.2436351006261508
ACH-000917,-1.250214180663549
ACH-000920,-1.069987916654647
ACH-000921,-1.275003300429424
ACH-000924,-0.8613544672484458
ACH-000926,-1.3747643986874225
ACH-000928,-1.1128940590813692
ACH-000929,-0.9732973225715512
ACH-000932,-0.9831713425458716
ACH-000935,-1.1003400069889462
ACH-000936,-1.1612774851203806
ACH-000937,-1.1052690669775451
ACH-000938,-1.037341063589731
ACH-000939,-1.3278880230480952
ACH-000941,-1.3849471140327505
ACH-000943,-1.2421980997665676
ACH-000946,-1.0735114724477974
ACH-000947,-1.096378049543899
ACH-000948,-1.212843632596868
ACH-000950,-1.3045148295783104
ACH-000953,-1.0794077449285555
ACH-000954,-1.0726949236667285
ACH-000957,-0.8941845270741235
ACH-000958,-0.9865823893527012
ACH-000960,-1.0688933392561262
ACH-000963,-0.9822948494296968
ACH-000968,-0.9686047294192588
ACH-000969,-0.8782442277406118
ACH-000972,-0.9523189777920864
ACH-000973,-1.0530745064980955
ACH-000974,-1.0001000680458334
ACH-000978,-0.9030893922213772
ACH-000984,-0.929468823381952
ACH-000986,-1.1252375863218418
ACH-000988,-1.0948015304891519
ACH-000993,-1.0407196238135303
ACH-000994,-1.3020780692550324
ACH-000996,-0.8066060987774866
ACH-001001,-1.0409750915168317
ACH-001020,-1.1907465914859297
ACH-001028,-1.0531555803760289
ACH-001031,-1.2619884338296248
ACH-001038,-1.2135565439635092
ACH-001048,-1.2383453075002884
ACH-001050,-1.1489787530167364
ACH-001053,-1.1263914045880912
ACH-001054,-0.8356874961441233
ACH-001061,-1.1237335651396532
ACH-001067,-0.9835570026390916
ACH-001075,-1.1854442606066515
ACH-001096,-1.019859675970121
ACH-001111,-1.0557550959877988
ACH-001119,-0.9932387523915972
ACH-001128,-1.2035685025407523
ACH-001134,-0.9717073345177952
ACH-001151,-1.148868226479991
ACH-001163,-1.1735343223581054
ACH-001164,-0.913863166131336
ACH-001183,-1.2094896975430296
ACH-001192,-1.2421786902272252
ACH-001193,-1.2076351486138153
ACH-001196,-1.2559206484706942
ACH-001197,-1.1228248873550617
ACH-001205,-1.1203294582968684
ACH-001211,-0.9797238134237513
ACH-001212,-0.8966972874700772
ACH-001228,-1.065720188978688
ACH-001232,-1.0551429237574352
ACH-001239,-1.1009735346329472
ACH-001270,-1.2262461243801566
ACH-001274,-1.0908536332884902
ACH-001275,-1.029206159943202
ACH-001277,-1.3285410255681425
ACH-001278,-1.2895351706443208
ACH-001280,-1.1589529668270782
ACH-001283,-1.0308782553983449
ACH-001289,-1.0898690855256803
ACH-001300,-1.0749845769427653
ACH-001301,-1.150791606562258
ACH-001302,-0.7815566462486736
ACH-001306,-1.0101987352328108
ACH-001318,-1.2020580058079675
ACH-001322,-1.241863543297331
ACH-001328,-1.0261922270306585
ACH-001332,-0.7824651977045558
ACH-001336,-1.134078828632176
ACH-001346,-1.02216101821949
ACH-001353,-1.2760305285499978
ACH-001354,-1.1925457301248878
ACH-001367,-0.9891391156427224
ACH-001368,-1.2173513501640134
ACH-001374,-0.9309764134944752
ACH-001377,-1.1439518353887264
ACH-001380,-1.1809389647698256
ACH-001391,-1.1362051257085768
ACH-001408,-1.0362813274352296
ACH-001430,-1.127725446581776
ACH-001431,-1.3628443053420691
ACH-001450,-1.1714984640356498
ACH-001496,-1.1265228176398714
ACH-001500,-1.0748908730286988
ACH-001523,-1.1169061621096206
ACH-001532,-1.0622267377344277
ACH-001550,-1.2621276166841116
ACH-001552,-1.0171531736416954
ACH-001554,-1.0997512853049962
ACH-001654,-1.2957865875931722
ACH-001735,-1.0769988766150826
ACH-001736,-1.0729455586572003
ACH-001737,-1.0876432662250364
ACH-001740,-1.017038582604351
ACH-001745,-1.0653363994729477
ACH-001765,-1.0173570779132086
