,PRKCI (5584)
ACH-000004,-0.2354222536042849
ACH-000005,-0.03770790368014768
ACH-000007,0.11826030625163715
ACH-000009,-0.5160233327147089
ACH-000011,-0.4549781734671271
ACH-000012,0.048019739302919695
ACH-000013,-0.16537062953687925
ACH-000014,-0.09915715036068894
ACH-000015,-0.05167290306920588
ACH-000017,0.03337301541321773
ACH-000018,-0.07486578706911502
ACH-000019,-0.14142735094480524
ACH-000021,-0.07505560808479457
ACH-000022,-0.051918448721147537
ACH-000025,-0.06250230076994955
ACH-000028,-0.1844452391918238
ACH-000030,-0.07379561909353634
ACH-000035,0.07111188931615722
ACH-000036,-0.13738326282096264
ACH-000037,0.033320987875803613
ACH-000039,0.013659255358096426
ACH-000040,-0.07138646423956692
ACH-000041,0.025078138258533115
ACH-000042,0.0056661184045695605
ACH-000045,0.016792301134527222
ACH-000047,-0.3881655663304542
ACH-000052,0.13310622109562265
ACH-000053,-0.07988538498346189
ACH-000054,0.03214559965999425
ACH-000055,0.2532059962234698
ACH-000060,-0.3455287189478577
ACH-000067,-0.08625558492887712
ACH-000070,-0.02997843353402592
ACH-000075,0.06294586942382198
ACH-000078,0.03723502452325146
ACH-000082,0.05440620306186124
ACH-000085,0.07469378128717913
ACH-000086,-0.02116942990783861
ACH-000087,0.1556823440372607
ACH-000092,-0.0813725684391765
ACH-000095,-0.13938187706718233
ACH-000097,-0.1812367596360208
ACH-000098,-0.16466525758714426
ACH-000099,-0.02072114177747034
ACH-000108,-0.45017239064011
ACH-000113,-0.00791720289769636
ACH-000116,-0.02559804378663786
ACH-000118,-0.2778876670505142
ACH-000120,-0.11845877990751105
ACH-000123,-0.1415334176741056
ACH-000127,-0.15269788128826506
ACH-000128,0.08711777138176703
ACH-000132,-0.04195169491196744
ACH-000133,-0.011890600428676555
ACH-000137,0.13008209559149975
ACH-000138,-0.3739142813499716
ACH-000142,-0.10584796111085858
ACH-000143,0.06871557778772973
ACH-000146,-0.0003153096202329697
ACH-000148,-0.012696981603572936
ACH-000150,0.12085730412415042
ACH-000152,-0.004372883262200342
ACH-000153,0.1838901175233202
ACH-000159,-0.09860663248756626
ACH-000160,-0.04852515172138221
ACH-000163,-0.1116914284466362
ACH-000167,-0.1703627866199374
ACH-000168,-0.2097332207794697
ACH-000169,-0.07352753145002508
ACH-000178,0.0632841937442346
ACH-000183,-0.0029036937828841192
ACH-000188,-0.0671636983311307
ACH-000189,-0.19114886220840588
ACH-000190,0.21318244917075133
ACH-000198,-0.08456096708433289
ACH-000203,-0.6266750675387295
ACH-000204,-0.06864224938985057
ACH-000206,0.12996655739448712
ACH-000207,-0.08480913475495401
ACH-000208,-0.2851864819889608
ACH-000210,-0.036696711036321314
ACH-000211,0.08051490713718497
ACH-000215,0.0468102795966976
ACH-000221,0.04605349088433662
ACH-000222,0.18697452898449848
ACH-000223,0.0990413276515985
ACH-000226,0.012181240493161013
ACH-000227,-0.22369979999118408
ACH-000228,0.27372405935455113
ACH-000231,-0.12788050448549967
ACH-000232,-0.15960263503580802
ACH-000233,0.051371215303952326
ACH-000234,-0.3811582461817428
ACH-000235,-0.2147583072882948
ACH-000237,-0.19833526226215215
ACH-000238,-0.10024779799964066
ACH-000242,-0.1089187441587724
ACH-000243,0.04367358765073512
ACH-000244,0.005187325091315847
ACH-000246,-0.5585897456096212
ACH-000248,0.10671082227040192
ACH-000250,-0.3105930506684971
ACH-000251,-0.0670857741235276
ACH-000252,0.3846142944356321
ACH-000253,0.10844762747259656
ACH-000255,-0.0015630519940784695
ACH-000256,-0.19516477896722925
ACH-000257,-0.01913163912306019
ACH-000258,0.1968981908154724
ACH-000259,-0.10504920342235216
ACH-000260,0.07337308422878817
ACH-000261,-0.15867670670966494
ACH-000262,-0.3128552881140645
ACH-000263,-0.2494785773512377
ACH-000264,0.06855041390124865
ACH-000265,0.06520140645703204
ACH-000266,0.004440799269109411
ACH-000272,-0.5145462817118973
ACH-000274,-0.04409739170186697
ACH-000277,0.10925861437509957
ACH-000278,-0.1989704068210736
ACH-000279,-0.01609962591623579
ACH-000280,-0.1208022088953556
ACH-000281,0.0576626936948748
ACH-000288,-0.22459020269681787
ACH-000291,-0.14957237109465188
ACH-000293,-0.20068840475237215
ACH-000294,-0.13263538148759066
ACH-000295,-0.028510631081625583
ACH-000296,-0.5657766577710299
ACH-000302,-0.4229914078905525
ACH-000304,-0.11612937477620099
ACH-000307,-0.021721990738502645
ACH-000308,-0.05474572911525312
ACH-000310,-0.018256731680731532
ACH-000311,0.2642455819262114
ACH-000312,-0.04393061661572753
ACH-000315,-0.05057359251655297
ACH-000316,-0.2331287774358269
ACH-000317,-0.9326113261813572
ACH-000318,-0.1041247157400828
ACH-000319,-0.02643567473617621
ACH-000320,-0.18610893077179236
ACH-000322,-0.14015943319811594
ACH-000323,-0.12961039216965822
ACH-000324,-0.5997278117970287
ACH-000329,0.006829527566969503
ACH-000330,-0.10390771090740604
ACH-000331,-0.2990993760187033
ACH-000332,-0.17512140440863355
ACH-000334,0.10322453414840366
ACH-000335,-0.1017052445271972
ACH-000336,-0.04602048506915561
ACH-000337,0.1253342169609689
ACH-000338,-0.8136617363949975
ACH-000339,-0.08997723065538529
ACH-000341,0.09435642637947443
ACH-000348,0.04649773445494797
ACH-000350,0.11953934828852762
ACH-000352,0.05845340140658144
ACH-000356,0.10421633291386076
ACH-000361,0.06465962954424441
ACH-000362,-0.1102756023532884
ACH-000363,-0.04087757070070228
ACH-000364,-0.2534031528833293
ACH-000365,0.007033600781854866
ACH-000366,-0.04280064761661452
ACH-000368,-0.05220354836111076
ACH-000374,-0.09153592232484524
ACH-000375,-0.031998333047211495
ACH-000376,-0.08190982515749945
ACH-000381,-0.12177414677021922
ACH-000383,-0.30734218156220755
ACH-000387,-0.006902725405223957
ACH-000389,0.0041181402120281
ACH-000390,-0.09360203197008586
ACH-000393,-0.030235885683508382
ACH-000395,-0.4856841011726497
ACH-000396,-0.32606309052654925
ACH-000397,-0.24859913522648586
ACH-000401,0.10518235747674544
ACH-000402,-0.3981028952277537
ACH-000403,-0.22000105459180294
ACH-000404,0.5338510285049639
ACH-000406,0.000576735266800374
ACH-000407,0.15376863857779005
ACH-000408,-0.15345411663244735
ACH-000410,-0.22542775645663324
ACH-000411,-0.590123003524272
ACH-000414,0.02980957298691693
ACH-000415,-0.03046356163980252
ACH-000416,0.05235194501586512
ACH-000420,-0.3659733766469903
ACH-000421,-0.013885722689094151
ACH-000424,-0.19034978277734413
ACH-000425,0.019363089964076232
