,NDUFB7 (4713)
ACH-000004,-0.285742619438109
ACH-000005,-0.5908243815527984
ACH-000007,-0.5531163575816089
ACH-000009,-0.2305872754018119
ACH-000011,-0.03701693446205274
ACH-000012,-0.5473245336788212
ACH-000013,-0.4634846144947939
ACH-000014,-0.4171760264803614
ACH-000015,-0.4408438628800732
ACH-000017,-0.30126606432585856
ACH-000018,-0.6048851855003957
ACH-000019,-0.8439589530492534
ACH-000021,-0.5464808611500468
ACH-000022,-0.3923042792055586
ACH-000025,-0.40057937362533597
ACH-000028,-0.5588992623517357
ACH-000030,-0.5176054600426813
ACH-000035,-0.6073103945797967
ACH-000036,-0.20086046034090632
ACH-000037,-0.2567783257355201
ACH-000039,-0.23905824074585005
ACH-000040,-0.3391871121269353
ACH-000041,-0.23639282647117496
ACH-000042,-0.3309307590266381
ACH-000045,-0.3541967866645696
ACH-000047,-0.8276186441116514
ACH-000052,-0.2943241203640713
ACH-000053,-0.3870930961712401
ACH-000054,-0.4659215664677934
ACH-000055,-0.14780665049406252
ACH-000060,-0.41257844947879935
ACH-000067,-0.31669089680357204
ACH-000070,-0.4801366315041943
ACH-000075,-0.412789399470212
ACH-000078,-0.4812554726410612
ACH-000082,-0.38747779804065097
ACH-000085,-0.4734603446947726
ACH-000086,-0.5412649618894595
ACH-000087,-0.2716907338855508
ACH-000092,-0.53547896641501
ACH-000095,-0.19321252391571608
ACH-000097,-0.3718200297164877
ACH-000098,-0.4600841543100076
ACH-000099,-0.3722408779673429
ACH-000108,-0.4608455808046524
ACH-000113,-0.4087952501276244
ACH-000116,-0.3206877557271333
ACH-000118,-0.5922262427788472
ACH-000120,-0.4331150132797277
ACH-000123,-0.4144701085518824
ACH-000127,-0.6598134259629383
ACH-000128,-0.6254167714066121
ACH-000132,-0.34795697429522776
ACH-000133,-0.3676856866545967
ACH-000137,-0.3188338532850536
ACH-000138,-0.4228778361401167
ACH-000142,-0.3159318450263717
ACH-000143,-0.5071240641216637
ACH-000146,-0.402779571747266
ACH-000148,-0.3547645838115308
ACH-000150,-0.4882710985261121
ACH-000152,-0.4710861788441525
ACH-000153,-0.6611592852120848
ACH-000159,-0.5152152054831651
ACH-000160,-0.5066825384343271
ACH-000163,-0.5199632584175651
ACH-000167,0.1885524469085167
ACH-000168,-0.20464604475926707
ACH-000169,-0.4191830222066263
ACH-000178,-0.1804680632885408
ACH-000183,-0.41379946593626665
ACH-000188,-0.3166486447705422
ACH-000189,-0.28346672442835913
ACH-000190,-0.4299816863912332
ACH-000198,-0.37951112118524255
ACH-000203,-0.10442182086827287
ACH-000204,-0.6671295920985238
ACH-000206,-0.32603588699630465
ACH-000207,-0.4626040751190876
ACH-000208,-0.20254528748186165
ACH-000210,-0.4500742269359008
ACH-000211,-0.3340129233711912
ACH-000215,-0.2523692460127645
ACH-000221,-0.5117062803388859
ACH-000222,-0.5143585902154476
ACH-000223,-0.4566506739557629
ACH-000226,-0.3381598670754117
ACH-000227,-0.2852204274825454
ACH-000228,-0.33148990586934424
ACH-000231,-0.2598131781148573
ACH-000232,-0.28506374722077754
ACH-000233,-0.37954956213970303
ACH-000234,-0.2200385219350217
ACH-000235,-0.40052425374996303
ACH-000237,-0.23946413167470196
ACH-000238,-0.1751448660442851
ACH-000242,-0.32194393173149105
ACH-000243,-0.4161030089148176
ACH-000244,-0.3378472979364485
ACH-000246,-0.6340205030541182
ACH-000248,-0.2398874713743245
ACH-000250,-0.1483506847046996
ACH-000251,-0.6054992380603904
ACH-000252,-0.6257782878657724
ACH-000253,-0.4871070257432939
ACH-000255,-0.4733975384000311
ACH-000256,-0.2296427230531043
ACH-000257,-0.4918960154807728
ACH-000258,-0.5705238055280377
ACH-000259,-0.4987245497216302
ACH-000260,-0.3853884873004743
ACH-000261,-0.33507243738134496
ACH-000262,-0.2746382994081995
ACH-000263,-0.4486800686753877
ACH-000264,-0.2791316448150325
ACH-000265,-0.4711730976644126
ACH-000266,-0.2846818832378099
ACH-000272,-0.3122841023128259
ACH-000274,-0.3195989818788286
ACH-000277,-0.4868376733919021
ACH-000278,-0.5009786676330681
ACH-000279,-0.3642191379129598
ACH-000280,-0.4051082625827253
ACH-000281,-0.16022576941712094
ACH-000288,-0.3042022726760854
ACH-000291,-0.4466446953686718
ACH-000293,-0.21877162067167874
ACH-000294,-0.1576919404328238
ACH-000295,-0.5217018775549407
ACH-000296,-0.3397766557700106
ACH-000302,-0.8035832348148251
ACH-000304,-0.5847752269150644
ACH-000307,-0.39664595300771854
ACH-000308,-0.3483217888954267
ACH-000310,-0.33005900729905063
ACH-000311,-0.37226325838406504
ACH-000312,-0.5104206174079934
ACH-000315,-0.6580398359330112
ACH-000316,-0.301416220410605
ACH-000317,-0.6910613405315355
ACH-000318,-0.642411039909646
ACH-000319,-0.5208760877788067
ACH-000320,-0.4887067687960038
ACH-000322,-0.5283807831715271
ACH-000323,-0.4652059565639584
ACH-000324,-0.17987098196820525
ACH-000329,-0.4780405254587518
ACH-000330,-0.29501841947420465
ACH-000331,-0.4356081384518003
ACH-000332,-0.2539560715362505
ACH-000334,-0.5039783790696184
ACH-000335,-0.3764271234787544
ACH-000336,-0.3234152014285899
ACH-000337,-0.4355291711139768
ACH-000338,-0.5914388255541672
ACH-000339,-0.4446922387813016
ACH-000341,-0.04308431384132983
ACH-000348,-0.4335827560154422
ACH-000350,-0.3270860047211454
ACH-000352,-0.6217720664993169
ACH-000356,-0.39429496574840295
ACH-000361,-0.4043155067355438
ACH-000362,-0.2914441342460301
ACH-000363,-0.5192932617822419
ACH-000364,-0.6840106336292228
ACH-000365,-0.5219297874833783
ACH-000366,-0.3198957649902864
ACH-000368,-0.23744970411412505
ACH-000374,-0.6053834127431523
ACH-000375,-0.4338289851709158
ACH-000376,-0.3596858609433288
ACH-000381,-0.2662246490545635
ACH-000383,-0.4743075506525993
ACH-000387,-0.3317023011935057
ACH-000389,-0.3352396940439061
ACH-000390,-0.40349291104794427
ACH-000393,-0.10283884592242154
ACH-000395,-0.3922909635190937
ACH-000396,-0.42088454539880144
ACH-000397,-0.21930101696859056
ACH-000401,-0.2731245308581506
ACH-000402,-0.8001104534757851
ACH-000403,-0.5630293273986641
ACH-000404,-0.6401413773146843
ACH-000406,-0.6077789246818732
ACH-000407,-0.40001704949064704
ACH-000408,-0.3341399311180779
ACH-000410,-0.3667654649636981
ACH-000411,-0.16725240861784804
ACH-000414,-0.4496155265448332
ACH-000415,-0.466313671220256
ACH-000416,-0.3820281425118226
ACH-000420,-0.5264052497119232
ACH-000421,-0.33973557055200604
ACH-000424,-0.5297206812477976
ACH-000425,-0.3194332049561663
ACH-000426,-0.6010999126401452
ACH-000427,-0.7396793194728396
ACH-000433,-0.16496884341794488
ACH-000435,-0.4330372392957856
ACH-000436,-0.09844178242445886
ACH-000444,-0.5591352799928941
ACH-000445,-0.3671704192034032
ACH-000448,-0.4825933770202127
