,BCS1L (617)
ACH-000522,-0.5666174904741701
ACH-000524,-0.276855016412205
ACH-000527,-0.2767255531181759
ACH-000528,-0.6464281616356107
ACH-000537,-0.5458846809412414
ACH-000541,-0.5593584230450135
ACH-000542,-0.2873402517885361
ACH-000544,-0.4129361657994047
ACH-000545,-0.38305876358816543
ACH-000547,-0.5175551596775555
ACH-000548,-0.3716843123963685
ACH-000549,-0.7368597913017496
ACH-000550,-0.4107993515428259
ACH-000552,-0.4257252107637064
ACH-000556,-0.6545851260806921
ACH-000557,-0.5341954397741832
ACH-000569,-0.018523033038343403
ACH-000570,-0.32473101634887125
ACH-000571,-0.4920408752531734
ACH-000573,-0.43628584758795597
ACH-000576,-0.43685737879014985
ACH-000579,-0.445386981142773
ACH-000580,-0.5589483883619507
ACH-000584,-0.6096533199620316
ACH-000585,-0.5281615160484296
ACH-000588,-0.546961442453575
ACH-000589,-0.6746097433998816
ACH-000591,-0.6905735922581387
ACH-000593,-0.54542901586023
ACH-000600,-0.3917282310148508
ACH-000601,-0.7056912556175687
ACH-000605,-0.4544668566353229
ACH-000606,-0.5096693774047876
ACH-000608,-0.5514104502384554
ACH-000614,-0.7079373308304568
ACH-000616,-0.4461186602847694
ACH-000618,-0.8636925609916649
ACH-000619,-0.5003195767849354
ACH-000620,-0.513518184407468
ACH-000621,-0.4221462074120539
ACH-000622,-0.5082998836701448
ACH-000623,-0.4277040046418589
ACH-000624,-0.630186193713811
ACH-000627,-0.3222018961097722
ACH-000630,-0.31051173062559584
ACH-000631,-0.6027794239283001
ACH-000632,-0.3100023990807261
ACH-000633,-0.7917595011041603
ACH-000637,-0.5966384513673569
ACH-000638,-0.3953269403664478
ACH-000646,-0.5327082160049168
ACH-000647,-0.4792237796220124
ACH-000648,-0.425921919105356
ACH-000649,-0.31692225193550155
ACH-000651,-0.7747726146711809
ACH-000652,-0.5060126320750804
ACH-000653,-0.3924952452117007
ACH-000657,-0.5404254363506104
ACH-000658,-0.4826374829671555
ACH-000661,-0.6402645612162599
ACH-000662,-0.3007441934255841
ACH-000663,-0.5489827070764309
ACH-000665,-0.32498211765715235
ACH-000671,-0.5178990716656067
ACH-000672,-0.4991560615079356
ACH-000673,-0.2412551288324517
ACH-000676,-0.8660013630224024
ACH-000677,-0.5390515443513144
ACH-000681,-0.3043032450719206
ACH-000683,-0.4834162062177432
ACH-000684,-0.500597101689802
ACH-000688,-0.4421759851295107
ACH-000693,-0.6404157918572798
ACH-000694,-0.6445756709135098
ACH-000695,-0.35425337577336696
ACH-000696,-0.3970258015394787
ACH-000697,-0.6054316600793224
ACH-000699,-0.33979413889954824
ACH-000701,-0.6708044809534924
ACH-000706,-0.7006346196231071
ACH-000711,-0.5626967456253053
ACH-000713,-0.5551722259363452
ACH-000714,-0.1214060450386664
ACH-000718,-0.14066209636074645
ACH-000720,-0.3757381275017992
ACH-000721,-0.733670881256856
ACH-000724,-0.7037977559269429
ACH-000725,-0.6849849887461331
ACH-000732,-0.5299646767817231
ACH-000734,-0.7838939706710709
ACH-000735,-0.3627849409113778
ACH-000736,-0.6049066735888198
ACH-000738,-0.8470019073745911
ACH-000746,-0.8692998498005335
ACH-000747,-0.7547538850793875
ACH-000748,-0.08750812133420548
ACH-000753,-0.7786540525796493
ACH-000756,-0.20720969746518175
ACH-000757,-0.7818146729601885
ACH-000758,-0.4944451029782119
ACH-000760,-0.4629463334398946
ACH-000762,-0.2196749136345076
ACH-000763,-0.4235453175409544
ACH-000764,-0.4590110002384693
ACH-000765,-0.7045401935368016
ACH-000766,-0.2938532675767178
ACH-000767,-0.3692443244388571
ACH-000768,-0.5980621621068185
ACH-000769,-0.4139499647991143
ACH-000770,-0.5745144134112621
ACH-000771,-0.1793062460826913
ACH-000773,-0.2120128848508432
ACH-000776,-0.4390258654968237
ACH-000777,-0.5380653379540768
ACH-000778,-0.5384300126266682
ACH-000781,-0.4271468770462925
ACH-000782,-0.5206795634778502
ACH-000783,-0.3671635008218597
ACH-000784,-0.4215428638170128
ACH-000785,-0.3475938643278061
ACH-000787,-0.4014700408005627
ACH-000788,-0.1822413316635904
ACH-000791,-0.4323302324329388
ACH-000792,-0.33490276453013873
ACH-000794,-0.21270575254683932
ACH-000796,-0.5491017888231247
ACH-000798,-0.3539181947816307
ACH-000799,-0.7486606915391187
ACH-000800,-0.6043425840894123
ACH-000802,-0.2890399722557562
ACH-000804,-0.5667955192284225
ACH-000805,-0.6190425751138746
ACH-000809,-0.4961462995089638
ACH-000810,-0.4028476506406226
ACH-000811,-0.43922449738439856
ACH-000817,-0.9864476127565088
ACH-000819,-0.409131722209326
ACH-000820,-0.4322971877582927
ACH-000821,-0.14033264702378606
ACH-000822,-0.4676789249156682
ACH-000823,-0.5045062866153468
ACH-000824,-0.2856074744565453
ACH-000827,-0.14740939728798447
ACH-000829,-0.3646076746142664
ACH-000831,-0.6806319835895593
ACH-000832,-0.370364530337195
ACH-000833,-0.5174405737540875
ACH-000834,-0.7993395404068531
ACH-000835,-0.281178394076553
ACH-000836,-0.31952368483343346
ACH-000837,-0.6416920460559185
ACH-000838,-0.4416457118429883
ACH-000839,-0.23416223080407494
ACH-000840,-0.4653458089829399
ACH-000841,-0.32001777670900416
ACH-000843,-0.6964058024281382
ACH-000846,-0.4274180858390288
ACH-000847,-0.5569336472929464
ACH-000848,-0.958181642224879
ACH-000849,-0.809805765057291
ACH-000851,-0.7429764469859137
ACH-000855,-0.5633863636745617
ACH-000856,-0.5578306567371746
ACH-000858,-0.6127506762911503
ACH-000859,-0.8480090313819619
ACH-000861,-0.5150560761247355
ACH-000862,-0.6238862626773952
ACH-000865,-0.4058615991194164
ACH-000866,-0.7448303436729866
ACH-000867,-0.4267490690827301
ACH-000869,-0.4996778133182626
ACH-000872,-0.3727635695029544
ACH-000873,-0.7685299433274341
ACH-000876,-0.3449374465754617
ACH-000878,-0.6397051027421096
ACH-000880,-0.7875759444373204
ACH-000881,-0.4028701086529991
ACH-000882,-0.6894796606342124
ACH-000884,-0.3179293809540321
ACH-000885,-0.6978407417282873
ACH-000887,-0.3869251388292001
ACH-000889,-0.7213197407249259
ACH-000896,-0.5914775598354435
ACH-000898,-0.6705974675545975
ACH-000900,-0.3980130878532421
ACH-000901,-0.4203918325623925
ACH-000905,-0.31444365502522154
ACH-000906,-0.4942055660119883
ACH-000907,-0.540312187437711
ACH-000910,-0.7787485541061375
ACH-000911,-0.4490333256275974
ACH-000912,-0.32426201498241497
ACH-000913,-0.5840369959179649
ACH-000915,-0.8715315422443698
ACH-000916,-0.4949520281722251
ACH-000917,-0.5784879823019417
ACH-000920,-0.2856493548775358
ACH-000921,-0.6094664235293592
ACH-000924,-0.9582254207413976
ACH-000926,-0.407706138815472
ACH-000928,-0.3831801020986799
ACH-000929,-0.4607380217395942
ACH-000932,-0.7586173759103421
ACH-000935,-0.6862184540826674
ACH-000936,-0.5577258577728136
ACH-000937,-0.7653060846183584
ACH-000938,-0.7898841923848112
ACH-000939,-0.3643418836063202
ACH-000941,-0.8918828640876997
ACH-000943,-0.7002903529771978
ACH-000946,-0.45011260719887375
ACH-000947,-0.7857394191054602
ACH-000948,-0.502040802584793
ACH-000950,-0.7104636130008027
ACH-000953,-0.7045076739300388
ACH-000954,-0.3066604210687118
ACH-000957,-0.7189614487910964
ACH-000958,-0.32337718833342044
ACH-000960,-0.6398421528996736
ACH-000963,-0.5568831566892664
ACH-000968,-0.7749923801238444
ACH-000969,-0.9527876109493004
ACH-000972,-0.34819506574679304
ACH-000973,-0.5336514034407471
ACH-000974,-0.3395418071838143
ACH-000978,-0.6995109927957557
ACH-000984,-0.3575486889678583
ACH-000986,-0.7374882826939457
ACH-000988,-0.3369365630021936
ACH-000993,-0.2720279031931837
ACH-000994,-0.4579270335864606
ACH-000996,-0.4223119711473845
ACH-001001,-0.8857630211257529
ACH-001020,-0.29056090212706753
ACH-001028,-0.4957781856783616
ACH-001031,-0.468431398481976
ACH-001038,-0.5669486748794818
ACH-001048,-0.5551334397079395
ACH-001050,-0.27694672761612826
ACH-001053,-0.20163466176501085
ACH-001054,-0.5098386969549251
ACH-001061,-0.7235059197840977
ACH-001067,-0.3956242827525918
ACH-001075,-0.20105408528991356
ACH-001096,-0.4981144697907202
ACH-001111,-0.6907113285986028
ACH-001119,-0.612059372950714
ACH-001128,-0.4618553233274487
ACH-001134,-0.5005439901901654
ACH-001151,-0.4345929956778736
ACH-001163,-0.5313830573519522
ACH-001164,-0.4411268067569471
ACH-001183,-0.2432802181057173
ACH-001192,-0.44539413964939706
ACH-001193,-0.14537202673923194
ACH-001196,-0.6175848895880917
ACH-001197,-0.2667411363689632
ACH-001205,-0.3842781950401856
ACH-001211,-0.8056077397143883
ACH-001212,-0.6607842984405881
ACH-001228,-0.6394493023713972
ACH-001232,-0.24114514731703954
ACH-001239,-0.56062635032077
ACH-001270,-0.3552163124491455
ACH-001274,-0.4149048858849973
ACH-001275,-0.8140517673213612
ACH-001277,-0.547297553781565
ACH-001278,-0.7999265568818863
ACH-001280,-0.4465155612021605
ACH-001283,-0.39695599359416817
ACH-001289,-0.4000906582024124
ACH-001300,-0.4775549503529615
ACH-001301,-0.24976224503539984
ACH-001302,-0.4482133477209228
ACH-001306,-0.391371994592901
ACH-001318,-0.6284853636720078
ACH-001322,-0.4956275259154461
ACH-001328,-0.8408855062811179
ACH-001332,-0.7957091032351895
ACH-001336,-0.4424610293020887
ACH-001346,-0.2845879038906929
ACH-001353,-0.19175186274005815
ACH-001354,-0.10619112054863006
ACH-001367,-0.6531069123683554
ACH-001368,-0.3272592311292293
ACH-001374,0.17351470536970975
ACH-001377,-0.4370116207512365
ACH-001380,-0.5765005891444062
ACH-001391,-0.3730584137728901
ACH-001408,-0.13809874534024294
ACH-001430,-0.5078567442203491
ACH-001431,-0.6197162653836432
ACH-001450,-0.6111425238997602
ACH-001496,-0.7753256759038739
ACH-001500,-0.6356790304964178
ACH-001523,-0.6613974813639573
ACH-001532,-0.4104603381554256
ACH-001550,-0.5716402227019809
ACH-001552,-0.4218267964655718
ACH-001554,-0.6341694776234565
ACH-001654,-0.3351542858398343
ACH-001735,-0.5440793760059958
ACH-001736,-0.6656149693692571
ACH-001737,0.07213364129518954
ACH-001740,-0.5980302163774992
ACH-001745,-0.3629061049372454
ACH-001765,-0.5073332328713285
