,BCS1L (617)
ACH-000004,-0.5184327739321847
ACH-000005,-0.3953761706269157
ACH-000007,-0.4637172593110957
ACH-000009,-0.4838646539994541
ACH-000011,-0.3747755656162369
ACH-000012,-0.4066442242865746
ACH-000013,-0.5215895458279685
ACH-000014,-0.4126864692628098
ACH-000015,-0.5403730919848134
ACH-000017,-0.3711926056305121
ACH-000018,-0.4113397867232496
ACH-000019,-0.5457940388557043
ACH-000021,-0.3520912303668439
ACH-000022,-0.6278862596444212
ACH-000025,-0.46511593935171597
ACH-000028,-0.5696042130570912
ACH-000030,-0.8093855535789028
ACH-000035,-0.4920361415098439
ACH-000036,-0.08960619519107628
ACH-000037,-0.5002576634281289
ACH-000039,-0.39726989656203615
ACH-000040,-0.2771894327023612
ACH-000041,-0.4299827309503673
ACH-000042,-0.2831696833618312
ACH-000045,-0.3933426617273432
ACH-000047,-0.5702407744453177
ACH-000052,-0.5233822060552926
ACH-000053,-0.31235745741261833
ACH-000054,-0.2814601482134517
ACH-000055,-0.4335405594572416
ACH-000060,-0.3127979058792675
ACH-000067,-0.2753181527349801
ACH-000070,-0.5560133745057069
ACH-000075,-0.3356150164106517
ACH-000078,-0.4509281438602016
ACH-000082,-0.2654310089576897
ACH-000085,-0.3312746754779886
ACH-000086,-0.5632543702622689
ACH-000087,-0.5965363484188679
ACH-000092,-0.39943367452085693
ACH-000095,-0.06013029012116046
ACH-000097,-0.3585746905627452
ACH-000098,-0.4408079347845421
ACH-000099,-0.5750179134028233
ACH-000108,-0.4297145910276728
ACH-000113,-0.3896824680040379
ACH-000116,-0.5184823135849939
ACH-000118,-0.7043244290791689
ACH-000120,-0.47553651975954203
ACH-000123,-0.3961645372749588
ACH-000127,-0.6713558858021739
ACH-000128,-0.7163003770571118
ACH-000132,-0.3363195875980713
ACH-000133,-0.3181538175434555
ACH-000137,-0.5018441504587469
ACH-000138,-0.5867006299377667
ACH-000142,-0.2648310077985905
ACH-000143,-0.3523078654204247
ACH-000146,-0.5463520998793994
ACH-000148,-0.5301360017954804
ACH-000150,-0.4134104918327664
ACH-000152,-0.35683895434378593
ACH-000153,-0.5934822247236742
ACH-000159,-0.38753521579560696
ACH-000160,-0.5765777447777709
ACH-000163,-0.4887425183482244
ACH-000167,-0.2269615791742201
ACH-000168,-0.3860268453521928
ACH-000169,-0.30796973804168104
ACH-000178,-0.3505882054759156
ACH-000183,-0.5946581255105124
ACH-000188,-0.3770176844773255
ACH-000189,-0.6995603600115643
ACH-000190,-0.5016419724872841
ACH-000198,-0.4958489846420625
ACH-000203,-0.2525335361337772
ACH-000204,-0.22157683821598576
ACH-000206,-0.19561560634972688
ACH-000207,-0.5262821143883517
ACH-000208,-0.5053953346221692
ACH-000210,-0.6333457928695785
ACH-000211,-0.4068864379542968
ACH-000215,-0.4332360849120712
ACH-000221,-0.8651904604527012
ACH-000222,-0.3937144631594994
ACH-000223,-0.568150463169291
ACH-000226,-0.4480183381143198
ACH-000227,-0.6042097123682209
ACH-000228,-0.4773799783570834
ACH-000231,-0.2532700530736875
ACH-000232,-0.1816933981607161
ACH-000233,-0.432306977233522
ACH-000234,-0.42565187860356896
ACH-000235,-0.4298290898963726
ACH-000237,-0.350077567307061
ACH-000238,-0.28580909292616463
ACH-000242,-0.6216468675092589
ACH-000243,-0.2611889518071244
ACH-000244,-0.2660104211250506
ACH-000246,-0.5371814210682422
ACH-000248,-0.2713164423607625
ACH-000250,-0.15758462804662612
ACH-000251,-0.27904396464963543
ACH-000252,-0.7978771355804692
ACH-000253,-0.4726808231188029
ACH-000255,-0.3775292922028706
ACH-000256,-0.3268907085796646
ACH-000257,-0.4119963962268847
ACH-000258,-0.7100318876272059
ACH-000259,-0.3959893032050932
ACH-000260,-0.18641139717166985
ACH-000261,-0.3445930706061475
ACH-000262,-0.3308529874597532
ACH-000263,-0.5781795408600499
ACH-000264,-0.397046926101696
ACH-000265,-0.6155596164975086
ACH-000266,-0.2643664515475019
ACH-000272,-0.4202792969822446
ACH-000274,-0.4276828140803457
ACH-000277,-0.5038864606885922
ACH-000278,-0.4676434036367303
ACH-000279,-0.6940173229456669
ACH-000280,-0.4162975652879011
ACH-000281,-0.6899761054186219
ACH-000288,-0.6344140875595939
ACH-000291,-0.4716206092142661
ACH-000293,-0.4506067854185006
ACH-000294,-0.5595242971183165
ACH-000295,-0.7903793336892097
ACH-000296,-0.1909956356981172
ACH-000302,-0.3450206376749607
ACH-000304,-0.4121060973656822
ACH-000307,-0.5746860862210443
ACH-000308,-0.3730431983297022
ACH-000310,-0.3336309988796946
ACH-000311,-0.3693773527525476
ACH-000312,-0.4229197971906134
ACH-000315,-0.2688670104376897
ACH-000316,-0.4547809595325709
ACH-000317,-0.7703379187433855
ACH-000318,-0.3388723501980664
ACH-000319,-0.332063700304662
ACH-000320,-0.5516047433102106
ACH-000322,-0.6334437912625716
ACH-000323,-0.3965208908809471
ACH-000324,-0.16808288177973868
ACH-000329,-0.6582391816911998
ACH-000330,-0.4752548977494572
ACH-000331,-0.22737712650142855
ACH-000332,-0.06534039993638245
ACH-000334,-0.10289565627516216
ACH-000335,-0.2784766485599351
ACH-000336,-0.7024833695443438
ACH-000337,-0.5907422606907571
ACH-000338,-0.5934328894123442
ACH-000339,-0.5046844591646065
ACH-000341,-0.4130601801932806
ACH-000348,-0.3686732344036807
ACH-000350,-0.6116591808562515
ACH-000352,-0.43228674781534615
ACH-000356,-0.6819530981462413
ACH-000361,-0.23404704909816934
ACH-000362,-0.4747328605907648
ACH-000363,-0.5545476208309637
ACH-000364,-0.47247473088916897
ACH-000365,-0.4839338713388627
ACH-000366,-0.4902248277470178
ACH-000368,-0.4288383694382586
ACH-000374,-0.6022420496187968
ACH-000375,-0.5352542215963948
ACH-000376,-0.4013618813529373
ACH-000381,-0.4993658002066918
ACH-000383,-0.501954515491516
ACH-000387,-0.4189582332594264
ACH-000389,-0.092474590001605
ACH-000390,-0.5075816791259574
ACH-000393,-0.35538605739664825
ACH-000395,-0.4306156862619629
ACH-000396,-0.6988181257849665
ACH-000397,-0.2537875710765014
ACH-000401,-0.5746388028061873
ACH-000402,-0.7315360787668727
ACH-000403,-0.3498186706338169
ACH-000404,-0.6545041527275054
ACH-000406,-0.7407889261839588
ACH-000407,-0.4480886672102661
ACH-000408,-0.34786325503535176
ACH-000410,-0.557381659644174
ACH-000411,-0.32909743390054136
ACH-000414,-0.3914139562074596
ACH-000415,-0.4374552312082141
ACH-000416,-0.6169816675773074
ACH-000420,-0.3417016344144863
ACH-000421,-0.3378634938835991
ACH-000424,-0.6479342366312691
ACH-000425,-0.332204748089979
ACH-000426,-0.3043914374446398
ACH-000427,-0.6572970341039062
ACH-000433,-0.25917694773112193
ACH-000435,-0.7035925001319694
ACH-000436,-0.3053789710693845
ACH-000444,-0.573616577095746
ACH-000445,-0.31100964243776075
ACH-000448,-0.267941151140063
ACH-000450,-0.5149111376007502
ACH-000452,-0.37418163436161617
ACH-000454,-0.6050784599894037
ACH-000458,-0.3498025056256105
ACH-000459,-0.8812820186604142
ACH-000460,-0.5288764076237961
ACH-000461,-0.9501771841190816
ACH-000463,-0.3191898588375971
ACH-000464,-0.4849919753325994
ACH-000466,-0.3058576273658015
ACH-000467,-0.7099665045358609
ACH-000468,-0.454855550645985
ACH-000469,-0.5810038708282402
ACH-000470,-0.3136876601942301
ACH-000471,-0.1846687680142032
ACH-000472,-0.4785673700798515
ACH-000473,-0.3719098555046732
ACH-000475,-0.5562491850919621
ACH-000476,-0.6466683197616411
ACH-000477,-0.5388908477619349
ACH-000479,-0.6474429935162398
ACH-000480,-0.477821390834438
ACH-000481,-0.4762784822065274
ACH-000483,-0.6213558499510091
ACH-000484,-0.4776818276871986
ACH-000485,-0.4502069730238876
ACH-000486,-0.5260163581558762
ACH-000487,-0.5848384379275197
ACH-000488,-0.6286597573165533
ACH-000490,-0.2764979359641712
ACH-000491,-0.5391473672738256
ACH-000495,-0.21856253881412493
ACH-000496,-0.3118029187587568
ACH-000499,-0.6183630455519692
ACH-000500,-0.5740560616108845
ACH-000502,-0.4242226634675829
ACH-000503,-0.3529306977303941
ACH-000505,-0.336090754233925
ACH-000507,-0.6109783573607798
ACH-000510,-0.4568562050875308
ACH-000511,-0.2408295430864621
ACH-000512,-0.7863200714752159
ACH-000516,-0.17408574521798958
ACH-000517,-0.31848296773105594
ACH-000518,-0.2549523306758569
ACH-000520,-0.2121587452737288
ACH-000521,-0.3835262756769591
