,AFTPH (54812)
ACH-000004,-0.04922291346982755
ACH-000005,0.10010308317966117
ACH-000007,-0.005008936466653905
ACH-000009,0.055983193938874916
ACH-000011,-0.0757802770931168
ACH-000012,0.053821895621273284
ACH-000013,-0.03234517000435693
ACH-000014,0.09719864789887724
ACH-000015,0.1899002025489632
ACH-000017,-0.06417276970574713
ACH-000018,-0.0017484163215259532
ACH-000019,0.1627562732363527
ACH-000021,-0.2507277768284286
ACH-000022,0.02141484684286115
ACH-000025,-0.09536163586688423
ACH-000028,-0.0264019083263572
ACH-000030,-0.035342217712017364
ACH-000035,-0.148776993411524
ACH-000036,0.14592205678545114
ACH-000037,-0.12991956693377665
ACH-000039,0.03001797990243675
ACH-000040,-0.005828774280874795
ACH-000041,0.19679887383045247
ACH-000042,-0.06688654104959724
ACH-000045,-0.17168061436029156
ACH-000047,0.046110224670231764
ACH-000052,-0.1814475627310201
ACH-000053,-0.011430367274996543
ACH-000054,0.29512670350419673
ACH-000055,0.0930667421770278
ACH-000060,-0.07086104019183627
ACH-000067,-0.2805814899179265
ACH-000070,-0.14029298610726204
ACH-000075,-0.2018797135438669
ACH-000078,0.07578157803036466
ACH-000082,-0.1021933115458759
ACH-000085,0.07510928911290149
ACH-000086,0.001693106816831932
ACH-000087,0.13581919617661822
ACH-000092,-0.1097424079813942
ACH-000095,0.0888977315876144
ACH-000097,0.04406902224033549
ACH-000098,0.11457060499392853
ACH-000099,0.11486077891347846
ACH-000108,0.016439924444703474
ACH-000113,0.08539269722223505
ACH-000116,-0.097105015936797
ACH-000118,-0.23642184156808044
ACH-000120,-0.07161502328308632
ACH-000123,0.03227218773135294
ACH-000127,0.06750362003877397
ACH-000128,0.0546923629106269
ACH-000132,0.004539390842184884
ACH-000133,-0.05319713745018712
ACH-000137,0.003967826642903325
ACH-000138,0.0921804436314716
ACH-000142,0.01280477747288753
ACH-000143,-0.13263524896554815
ACH-000146,0.00015703350254075014
ACH-000148,0.009069457141511477
ACH-000150,0.19118132865941015
ACH-000152,-0.14455216600148835
ACH-000153,-0.11489294088357105
ACH-000159,-0.021550535035308963
ACH-000160,-0.13611032069151308
